bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower,real_frac
8-30,23,-0.055,24.671,8.594,0.7398,0.5835,-0.176,TabPFN,2020,4,0.9130434782608695
31-90,60,-0.275,35.661,20.721,1.1088,0.7572,0.205,TabPFN,2020,4,0.6166666666666667
91-180,90,0.008,20.39,14.184,1.031,0.5654,0.585,TabPFN,2020,4,0.4666666666666667
181-270,90,0.056,60.2,34.114,0.716,0.5643,0.535,TabPFN,2020,4,0.8777777777777778
271-365,95,0.144,62.99,26.289,0.8744,0.7274,0.655,TabPFN,2020,4,0.8421052631578947
1-7,7,0.323,42.156,32.714,0.8677,0.8405,0.755,RF,2020,9,0.5714285714285714
8-30,23,0.102,68.545,39.416,0.7941,0.6867,0.598,RF,2020,9,0.8260869565217391
31-90,60,0.416,35.131,23.163,0.7508,0.5798,0.793,RF,2020,9,0.4
91-180,90,0.343,12.978,9.459,0.6708,0.5205,0.653,RF,2020,9,0.6333333333333333
181-270,90,0.21,66.374,42.821,0.7479,0.573,0.475,RF,2020,9,0.7111111111111111
271-365,95,0.251,28.247,21.4,0.8973,0.7914,0.61,RF,2020,9,0.9052631578947369
1-7,7,0.414,39.239,31.236,0.8284,0.8025,0.746,XGB,2020,9,0.5714285714285714
8-30,23,0.2,64.7,36.085,0.727,0.6287,0.639,XGB,2020,9,0.8260869565217391
31-90,60,0.529,31.548,22.703,0.7359,0.5683,0.809,XGB,2020,9,0.4
91-180,90,0.352,12.88,9.44,0.6694,0.5194,0.608,XGB,2020,9,0.6333333333333333
181-270,90,0.243,65.008,39.955,0.6979,0.5346,0.554,XGB,2020,9,0.7111111111111111
271-365,95,0.28,27.681,20.462,0.858,0.7567,0.598,XGB,2020,9,0.9052631578947369
1-7,7,0.573,33.499,27.297,0.724,0.7013,0.88,LightGBM,2020,9,0.5714285714285714
8-30,23,0.256,62.419,34.97,0.7046,0.6092,0.652,LightGBM,2020,9,0.8260869565217391
31-90,60,0.555,30.658,22.344,0.7243,0.5593,0.822,LightGBM,2020,9,0.4
91-180,90,0.438,11.996,9.053,0.642,0.4981,0.666,LightGBM,2020,9,0.6333333333333333
181-270,90,0.212,66.32,41.76,0.7294,0.5588,0.516,LightGBM,2020,9,0.7111111111111111
271-365,95,0.246,28.343,21.547,0.9035,0.7968,0.607,LightGBM,2020,9,0.9052631578947369
1-7,7,0.525,35.34,25.722,0.6822,0.6609,0.823,SARIMAX,2020,9,0.5714285714285714
8-30,23,-0.013,72.797,40.746,0.8209,0.7099,0.564,SARIMAX,2020,9,0.8260869565217391
31-90,60,0.473,33.382,21.855,0.7084,0.547,0.811,SARIMAX,2020,9,0.4
91-180,90,0.383,12.574,9.216,0.6535,0.5071,0.621,SARIMAX,2020,9,0.6333333333333333
181-270,90,0.321,61.57,37.379,0.6529,0.5002,0.597,SARIMAX,2020,9,0.7111111111111111
271-365,95,0.048,31.832,22.79,0.9556,0.8428,0.459,SARIMAX,2020,9,0.9052631578947369
1-7,7,0.48,36.942,28.671,0.7604,0.7366,0.839,Ensemble_unweighted,2020,9,0.5714285714285714
8-30,23,0.155,66.483,36.087,0.7271,0.6287,0.625,Ensemble_unweighted,2020,9,0.8260869565217391
31-90,60,0.52,31.869,21.366,0.6926,0.5348,0.829,Ensemble_unweighted,2020,9,0.4
91-180,90,0.441,11.972,8.749,0.6204,0.4814,0.675,Ensemble_unweighted,2020,9,0.6333333333333333
181-270,90,0.257,64.382,39.763,0.6945,0.5321,0.547,Ensemble_unweighted,2020,9,0.7111111111111111
271-365,95,0.239,28.461,20.968,0.8792,0.7754,0.579,Ensemble_unweighted,2020,9,0.9052631578947369
1-7,7,0.481,36.932,28.671,0.7604,0.7366,0.839,Ensemble_MASEweighted,2020,9,0.5714285714285714
8-30,23,0.158,66.388,36.067,0.7267,0.6283,0.626,Ensemble_MASEweighted,2020,9,0.8260869565217391
31-90,60,0.52,31.839,21.399,0.6937,0.5356,0.829,Ensemble_MASEweighted,2020,9,0.4
91-180,90,0.44,11.975,8.757,0.621,0.4818,0.675,Ensemble_MASEweighted,2020,9,0.6333333333333333
181-270,90,0.256,64.418,39.791,0.695,0.5324,0.547,Ensemble_MASEweighted,2020,9,0.7111111111111111
271-365,95,0.241,28.432,20.964,0.8791,0.7753,0.581,Ensemble_MASEweighted,2020,9,0.9052631578947369
1-7,7,-0.63,65.443,45.418,1.2046,1.1669,-0.085,TFT,2020,9,0.5714285714285714
8-30,23,-0.473,87.808,53.409,1.0761,0.9305,0.324,TFT,2020,9,0.8260869565217391
31-90,60,-0.538,57.016,36.853,1.1946,0.9224,0.386,TFT,2020,9,0.4
91-180,90,-1.433,24.965,19.938,1.4139,1.097,0.039,TFT,2020,9,0.6333333333333333
181-270,90,-0.091,78.01,46.559,0.8132,0.623,0.213,TFT,2020,9,0.7111111111111111
271-365,95,0.32,26.901,17.754,0.7445,0.6566,0.603,TFT,2020,9,0.9052631578947369
1-7,7,-0.322,58.936,37.595,0.9971,0.9659,-0.289,TabPFN,2020,9,0.5714285714285714
8-30,23,-0.147,77.468,47.465,0.9563,0.8269,0.251,TabPFN,2020,9,0.8260869565217391
31-90,60,-0.287,52.168,31.456,1.0196,0.7874,0.151,TabPFN,2020,9,0.4
91-180,90,-0.056,16.451,11.524,0.8172,0.6341,0.362,TabPFN,2020,9,0.6333333333333333
181-270,90,-0.264,83.992,53.731,0.9385,0.719,0.568,TabPFN,2020,9,0.7111111111111111
271-365,95,0.028,32.171,21.694,0.9096,0.8022,0.268,TabPFN,2020,9,0.9052631578947369
1-7,7,-0.386,3.077,2.695,1.3337,0.2684,0.829,RF,2021,2,0.0
8-30,23,-0.002,12.002,9.841,0.8164,0.4535,0.753,RF,2021,2,0.0
31-90,60,0.596,9.915,8.914,0.7437,0.4144,0.909,RF,2021,2,0.0
91-180,90,-0.165,13.919,10.556,0.8427,0.4775,-0.2,RF,2021,2,0.0
181-270,90,0.081,17.237,14.133,0.7622,0.5388,0.589,RF,2021,2,0.0
271-365,95,-0.866,10.966,9.442,1.4436,1.1773,0.196,RF,2021,2,0.0
1-7,7,0.454,1.931,1.38,0.6828,0.1374,0.73,XGB,2021,2,0.0
8-30,23,0.35,9.669,7.922,0.6572,0.3651,0.646,XGB,2021,2,0.0
31-90,60,0.7,8.54,6.802,0.5675,0.3162,0.873,XGB,2021,2,0.0
91-180,90,-0.167,13.931,9.165,0.7317,0.4146,-0.151,XGB,2021,2,0.0
181-270,90,-0.192,19.628,15.374,0.8292,0.5861,0.194,XGB,2021,2,0.0
271-365,95,-0.645,10.296,7.693,1.1762,0.9593,0.025,XGB,2021,2,0.0
1-7,7,0.309,2.172,1.51,0.7475,0.1504,0.73,LightGBM,2021,2,0.0
8-30,23,-0.004,12.017,9.775,0.811,0.4505,0.667,LightGBM,2021,2,0.0
31-90,60,0.582,10.08,8.569,0.7149,0.3984,0.875,LightGBM,2021,2,0.0
91-180,90,-0.171,13.956,10.135,0.8091,0.4585,-0.172,LightGBM,2021,2,0.0
181-270,90,-0.101,18.86,15.307,0.8256,0.5836,0.344,LightGBM,2021,2,0.0
271-365,95,-1.623,13.001,8.533,1.3046,1.064,-0.018,LightGBM,2021,2,0.0
1-7,7,-5.082,6.446,6.122,3.0299,0.6098,0.699,SARIMAX,2021,2,0.0
8-30,23,0.616,7.435,5.922,0.4913,0.2729,0.828,SARIMAX,2021,2,0.0
31-90,60,0.698,8.575,6.327,0.5278,0.2941,0.845,SARIMAX,2021,2,0.0
91-180,90,-0.685,16.738,11.387,0.909,0.5151,-0.187,SARIMAX,2021,2,0.0
181-270,90,-0.684,23.33,17.971,0.9693,0.6852,0.015,SARIMAX,2021,2,0.0
271-365,95,-1.927,13.733,10.804,1.6519,1.3472,-0.389,SARIMAX,2021,2,0.0
1-7,7,0.17,2.382,2.278,1.1274,0.2269,0.953,Ensemble_unweighted,2021,2,0.0
8-30,23,0.412,9.196,7.207,0.5979,0.3321,0.768,Ensemble_unweighted,2021,2,0.0
31-90,60,0.767,7.533,6.374,0.5318,0.2963,0.918,Ensemble_unweighted,2021,2,0.0
91-180,90,-0.181,14.017,9.481,0.7568,0.4289,-0.199,Ensemble_unweighted,2021,2,0.0
181-270,90,-0.164,19.393,15.07,0.8128,0.5746,0.317,Ensemble_unweighted,2021,2,0.0
271-365,95,-0.942,11.186,8.533,1.3046,1.064,-0.113,Ensemble_unweighted,2021,2,0.0
1-7,7,0.206,2.329,2.236,1.1064,0.2227,0.95,Ensemble_MASEweighted,2021,2,0.0
8-30,23,0.407,9.234,7.255,0.6018,0.3343,0.765,Ensemble_MASEweighted,2021,2,0.0
31-90,60,0.765,7.559,6.395,0.5335,0.2973,0.917,Ensemble_MASEweighted,2021,2,0.0
91-180,90,-0.179,14.003,9.476,0.7565,0.4287,-0.198,Ensemble_MASEweighted,2021,2,0.0
181-270,90,-0.162,19.376,15.064,0.8125,0.5743,0.318,Ensemble_MASEweighted,2021,2,0.0
271-365,95,-0.94,11.179,8.514,1.3017,1.0616,-0.107,Ensemble_MASEweighted,2021,2,0.0
1-7,7,-54.349,19.446,16.763,8.2957,1.6696,-0.659,TFT,2021,2,0.0
8-30,23,-7.263,34.471,29.039,2.4091,1.3383,-0.21,TFT,2021,2,0.0
31-90,60,-3.357,32.559,26.556,2.2155,1.2345,0.102,TFT,2021,2,0.0
91-180,90,-5.427,32.694,23.537,1.879,1.0647,0.014,TFT,2021,2,0.0
181-270,90,-3.617,38.629,26.886,1.4501,1.0251,-0.139,TFT,2021,2,0.0
271-365,95,-5.309,20.161,15.396,2.3539,1.9197,0.397,TFT,2021,2,0.0
1-7,7,-6.546,7.18,6.636,3.284,0.661,-0.051,TabPFN,2021,2,0.0
8-30,23,-2.207,21.477,17.069,1.416,0.7866,-0.562,TabPFN,2021,2,0.0
31-90,60,-1.456,24.445,18.324,1.5287,0.8518,-0.376,TabPFN,2021,2,0.0
91-180,90,-2.791,25.11,21.39,1.7076,0.9676,-0.188,TabPFN,2021,2,0.0
181-270,90,-1.843,30.31,24.174,1.3038,0.9217,-0.254,TabPFN,2021,2,0.0
271-365,95,-0.333,9.268,6.756,1.0329,0.8424,0.338,TabPFN,2021,2,0.0
1-7,7,-1.968,3.192,2.587,1.6156,0.2367,-0.754,RF,2021,4,0.42857142857142855
8-30,23,-1.562,14.822,12.856,1.7243,0.9489,0.428,RF,2021,4,0.8260869565217391
31-90,60,-0.694,16.934,13.541,1.474,0.8165,0.258,RF,2021,4,0.8333333333333334
91-180,90,0.323,58.612,36.714,0.6171,0.5329,0.601,RF,2021,4,1.0
181-270,90,0.276,70.378,55.488,0.8915,0.8209,0.555,RF,2021,4,0.9777777777777777
271-365,95,0.055,31.926,26.44,1.2145,1.0356,0.705,RF,2021,4,0.9578947368421052
1-7,7,-1.002,2.621,2.275,1.4208,0.2081,-0.855,XGB,2021,4,0.42857142857142855
8-30,23,-0.266,10.418,9.128,1.2244,0.6738,0.507,XGB,2021,4,0.8260869565217391
31-90,60,-0.638,16.649,11.644,1.2676,0.7021,0.284,XGB,2021,4,0.8333333333333334
91-180,90,0.22,62.91,42.036,0.7065,0.6102,0.47,XGB,2021,4,1.0
181-270,90,0.4,64.071,51.73,0.8311,0.7653,0.677,XGB,2021,4,0.9777777777777777
271-365,95,0.131,30.615,25.023,1.1494,0.9801,0.703,XGB,2021,4,0.9578947368421052
1-7,7,-0.964,2.596,2.021,1.262,0.1849,-0.74,LightGBM,2021,4,0.42857142857142855
8-30,23,-0.467,11.214,9.568,1.2834,0.7063,0.451,LightGBM,2021,4,0.8260869565217391
31-90,60,-0.276,14.697,10.025,1.0913,0.6045,0.211,LightGBM,2021,4,0.8333333333333334
91-180,90,0.3,59.583,39.653,0.6665,0.5756,0.55,LightGBM,2021,4,1.0
181-270,90,0.386,64.817,51.416,0.826,0.7606,0.69,LightGBM,2021,4,0.9777777777777777
271-365,95,0.07,31.672,25.992,1.1939,1.0181,0.688,LightGBM,2021,4,0.9578947368421052
1-7,7,-2.294,3.362,2.049,1.28,0.1875,-0.226,SARIMAX,2021,4,0.42857142857142855
8-30,23,0.38,7.294,5.847,0.7843,0.4316,0.625,SARIMAX,2021,4,0.8260869565217391
31-90,60,0.107,12.295,8.451,0.9199,0.5096,0.359,SARIMAX,2021,4,0.8333333333333334
91-180,90,0.19,64.085,40.962,0.6885,0.5946,0.443,SARIMAX,2021,4,1.0
181-270,90,0.273,70.503,51.018,0.8196,0.7547,0.54,SARIMAX,2021,4,0.9777777777777777
271-365,95,0.231,28.798,22.59,1.0377,0.8848,0.708,SARIMAX,2021,4,0.9578947368421052
1-7,7,-1.069,2.664,2.137,1.3346,0.1955,-0.709,Ensemble_unweighted,2021,4,0.42857142857142855
8-30,23,-0.232,10.278,9.037,1.2122,0.6671,0.519,Ensemble_unweighted,2021,4,0.8260869565217391
31-90,60,-0.183,14.15,10.249,1.1156,0.618,0.286,Ensemble_unweighted,2021,4,0.8333333333333334
91-180,90,0.269,60.907,39.62,0.6659,0.5751,0.523,Ensemble_unweighted,2021,4,1.0
181-270,90,0.365,65.908,51.798,0.8322,0.7663,0.637,Ensemble_unweighted,2021,4,0.9777777777777777
271-365,95,0.175,29.838,24.746,1.1367,0.9693,0.73,Ensemble_unweighted,2021,4,0.9578947368421052
1-7,7,-1.058,2.658,2.136,1.3339,0.1954,-0.717,Ensemble_MASEweighted,2021,4,0.42857142857142855
8-30,23,-0.238,10.302,9.056,1.2147,0.6685,0.519,Ensemble_MASEweighted,2021,4,0.8260869565217391
31-90,60,-0.19,14.192,10.27,1.1179,0.6192,0.285,Ensemble_MASEweighted,2021,4,0.8333333333333334
91-180,90,0.269,60.9,39.646,0.6664,0.5755,0.523,Ensemble_MASEweighted,2021,4,1.0
181-270,90,0.366,65.829,51.795,0.8321,0.7662,0.639,Ensemble_MASEweighted,2021,4,0.9777777777777777
271-365,95,0.173,29.864,24.774,1.138,0.9703,0.729,Ensemble_MASEweighted,2021,4,0.9578947368421052
1-7,7,-14.281,7.242,6.022,3.7608,0.5509,-0.535,TFT,2021,4,0.42857142857142855
8-30,23,-1.855,15.647,12.781,1.7144,0.9434,0.35,TFT,2021,4,0.8260869565217391
31-90,60,-0.497,15.918,11.957,1.3017,0.721,0.429,TFT,2021,4,0.8333333333333334
91-180,90,0.297,59.726,35.642,0.5991,0.5174,0.622,TFT,2021,4,1.0
181-270,90,0.318,68.298,45.484,0.7307,0.6729,0.606,TFT,2021,4,0.9777777777777777
271-365,95,-0.768,43.672,28.705,1.3186,1.1243,0.578,TFT,2021,4,0.9578947368421052
1-7,7,-0.045,1.894,1.622,1.013,0.1484,0.075,TabPFN,2021,4,0.42857142857142855
8-30,23,0.165,8.46,6.228,0.8354,0.4597,0.678,TabPFN,2021,4,0.8260869565217391
31-90,60,-0.099,13.636,9.018,0.9817,0.5438,0.392,TabPFN,2021,4,0.8333333333333334
91-180,90,-0.01,71.595,38.255,0.643,0.5553,0.49,TabPFN,2021,4,1.0
181-270,90,0.076,79.493,50.33,0.8086,0.7446,0.525,TabPFN,2021,4,0.9777777777777777
271-365,95,0.313,27.216,16.665,0.7655,0.6527,0.601,TabPFN,2021,4,0.9578947368421052
1-7,7,0.618,6.073,5.608,0.4925,0.301,0.985,RF,2021,9,0.14285714285714285
8-30,23,0.152,12.208,9.51,0.6119,0.554,0.455,RF,2021,9,0.5217391304347826
31-90,60,-2.377,16.655,14.599,0.7664,1.3244,0.564,RF,2021,9,0.5833333333333334
91-180,90,0.386,52.728,34.777,0.5429,0.4233,0.657,RF,2021,9,0.9444444444444444
181-270,90,0.2,31.765,20.722,0.7453,0.4077,0.453,RF,2021,9,0.5222222222222223
271-365,95,0.22,11.438,7.601,0.4515,0.495,0.527,RF,2021,9,0.0
1-7,7,0.546,6.621,5.617,0.4933,0.3014,0.904,XGB,2021,9,0.14285714285714285
8-30,23,0.24,11.552,9.254,0.5954,0.5391,0.546,XGB,2021,9,0.5217391304347826
31-90,60,-1.124,13.209,10.638,0.5584,0.9651,0.555,XGB,2021,9,0.5833333333333334
91-180,90,0.44,50.35,35.055,0.5473,0.4267,0.685,XGB,2021,9,0.9444444444444444
181-270,90,-0.073,36.795,23.905,0.8598,0.4704,0.307,XGB,2021,9,0.5222222222222223
271-365,95,0.108,12.235,8.102,0.4813,0.5277,0.403,XGB,2021,9,0.0
1-7,7,0.551,6.582,5.569,0.4891,0.2989,0.922,LightGBM,2021,9,0.14285714285714285
8-30,23,0.283,11.222,8.82,0.5675,0.5138,0.654,LightGBM,2021,9,0.5217391304347826
31-90,60,-1.008,12.844,11.075,0.5814,1.0047,0.509,LightGBM,2021,9,0.5833333333333334
91-180,90,0.438,50.416,34.709,0.5419,0.4225,0.662,LightGBM,2021,9,0.9444444444444444
181-270,90,0.109,33.529,21.985,0.7907,0.4326,0.402,LightGBM,2021,9,0.5222222222222223
271-365,95,-0.459,15.643,9.433,0.5604,0.6144,0.252,LightGBM,2021,9,0.0
1-7,7,-0.574,12.325,11.809,1.0372,0.6338,0.933,SARIMAX,2021,9,0.14285714285714285
8-30,23,-2.844,25.986,23.164,1.4904,1.3495,0.572,SARIMAX,2021,9,0.5217391304347826
31-90,60,-6.178,24.28,21.742,1.1413,1.9725,0.485,SARIMAX,2021,9,0.5833333333333334
91-180,90,0.042,65.851,46.708,0.7292,0.5686,0.631,SARIMAX,2021,9,0.9444444444444444
181-270,90,-0.357,41.376,31.369,1.1282,0.6172,0.51,SARIMAX,2021,9,0.5222222222222223
271-365,95,-0.204,14.213,12.14,0.7212,0.7907,0.658,SARIMAX,2021,9,0.0
1-7,7,0.726,5.141,4.598,0.4038,0.2468,0.972,Ensemble_unweighted,2021,9,0.14285714285714285
8-30,23,0.199,11.864,8.719,0.561,0.508,0.596,Ensemble_unweighted,2021,9,0.5217391304347826
31-90,60,-0.213,9.983,7.162,0.376,0.6497,0.553,Ensemble_unweighted,2021,9,0.5833333333333334
91-180,90,0.395,52.309,34.389,0.5369,0.4186,0.674,Ensemble_unweighted,2021,9,0.9444444444444444
181-270,90,0.102,33.65,21.672,0.7794,0.4264,0.426,Ensemble_unweighted,2021,9,0.5222222222222223
271-365,95,0.235,11.326,7.956,0.4726,0.5182,0.496,Ensemble_unweighted,2021,9,0.0
1-7,7,0.725,5.148,4.625,0.4062,0.2482,0.971,Ensemble_MASEweighted,2021,9,0.14285714285714285
8-30,23,0.208,11.797,8.645,0.5563,0.5037,0.597,Ensemble_MASEweighted,2021,9,0.5217391304347826
31-90,60,-0.225,10.029,7.221,0.3791,0.6551,0.553,Ensemble_MASEweighted,2021,9,0.5833333333333334
91-180,90,0.398,52.187,34.349,0.5363,0.4181,0.674,Ensemble_MASEweighted,2021,9,0.9444444444444444
181-270,90,0.102,33.658,21.653,0.7788,0.4261,0.424,Ensemble_MASEweighted,2021,9,0.5222222222222223
271-365,95,0.229,11.375,7.962,0.473,0.5186,0.49,Ensemble_MASEweighted,2021,9,0.0
1-7,7,-0.158,10.572,7.964,0.6995,0.4274,0.884,TFT,2021,9,0.14285714285714285
8-30,23,-1.452,20.757,16.696,1.0742,0.9727,-0.109,TFT,2021,9,0.5217391304347826
31-90,60,-1.532,14.422,11.846,0.6218,1.0746,0.123,TFT,2021,9,0.5833333333333334
91-180,90,-0.397,79.508,54.845,0.8563,0.6676,0.309,TFT,2021,9,0.9444444444444444
181-270,90,-2.072,62.247,39.403,1.4171,0.7753,0.413,TFT,2021,9,0.5222222222222223
271-365,95,-5.08,31.937,24.041,1.4282,1.5658,0.385,TFT,2021,9,0.0
1-7,7,-0.659,12.655,11.155,0.9797,0.5987,0.941,TabPFN,2021,9,0.14285714285714285
8-30,23,-0.776,17.663,13.826,0.8896,0.8055,0.078,TabPFN,2021,9,0.5217391304347826
31-90,60,-0.279,10.249,7.258,0.381,0.6585,0.436,TabPFN,2021,9,0.5833333333333334
91-180,90,-0.104,70.666,47.144,0.736,0.5739,0.689,TabPFN,2021,9,0.9444444444444444
181-270,90,-0.629,45.324,34.755,1.25,0.6839,0.527,TabPFN,2021,9,0.5222222222222223
271-365,95,0.051,12.615,9.156,0.544,0.5964,0.444,TabPFN,2021,9,0.0
1-7,7,-22.016,25.943,24.706,3.0599,1.9274,-0.189,RF,2022,2,0.0
8-30,23,-0.756,22.086,17.606,0.9747,1.1147,0.694,RF,2022,2,0.0
31-90,60,0.609,12.349,7.724,0.3414,0.432,0.921,RF,2022,2,0.0
91-180,90,-0.52,11.911,10.436,0.5808,0.7892,0.717,RF,2022,2,0.0
181-270,90,0.078,14.886,11.803,0.3968,0.4721,0.518,RF,2022,2,0.0
271-365,95,0.225,13.949,10.278,0.6558,0.8882,0.644,RF,2022,2,0.0
1-7,7,-24.276,27.187,25.776,3.1924,2.0108,-0.275,XGB,2022,2,0.0
8-30,23,-0.436,19.973,14.244,0.7886,0.9019,0.658,XGB,2022,2,0.0
31-90,60,0.639,11.859,6.831,0.3019,0.3821,0.867,XGB,2022,2,0.0
91-180,90,0.246,8.391,5.915,0.3292,0.4473,0.745,XGB,2022,2,0.0
181-270,90,-0.372,18.154,13.562,0.4559,0.5424,0.455,XGB,2022,2,0.0
271-365,95,0.204,14.137,10.078,0.643,0.8709,0.582,XGB,2022,2,0.0
1-7,7,-20.922,25.318,23.852,2.9541,1.8607,-0.399,LightGBM,2022,2,0.0
8-30,23,-0.539,20.675,15.636,0.8656,0.99,0.742,LightGBM,2022,2,0.0
31-90,60,0.626,12.08,7.349,0.3249,0.4111,0.855,LightGBM,2022,2,0.0
91-180,90,0.239,8.429,6.099,0.3394,0.4612,0.738,LightGBM,2022,2,0.0
181-270,90,-0.163,16.715,12.736,0.4282,0.5094,0.589,LightGBM,2022,2,0.0
271-365,95,0.245,13.771,10.25,0.654,0.8858,0.643,LightGBM,2022,2,0.0
1-7,7,-5.342,13.618,11.957,1.4809,0.9328,-0.129,SARIMAX,2022,2,0.0
8-30,23,-0.708,21.781,20.552,1.1378,1.3012,-0.231,SARIMAX,2022,2,0.0
31-90,60,0.393,15.382,9.514,0.4206,0.5322,0.814,SARIMAX,2022,2,0.0
91-180,90,0.35,7.792,5.79,0.3222,0.4379,0.654,SARIMAX,2022,2,0.0
181-270,90,-0.731,20.395,15.549,0.5227,0.6219,0.425,SARIMAX,2022,2,0.0
271-365,95,0.471,11.528,7.79,0.497,0.6732,0.704,SARIMAX,2022,2,0.0
1-7,7,-15.924,22.246,20.977,2.598,1.6364,-0.388,Ensemble_unweighted,2022,2,0.0
8-30,23,-0.058,17.143,10.07,0.5575,0.6376,0.776,Ensemble_unweighted,2022,2,0.0
31-90,60,0.631,11.99,6.554,0.2897,0.3666,0.905,Ensemble_unweighted,2022,2,0.0
91-180,90,0.388,7.56,5.624,0.313,0.4253,0.77,Ensemble_unweighted,2022,2,0.0
181-270,90,-0.202,16.998,12.452,0.4186,0.498,0.596,Ensemble_unweighted,2022,2,0.0
271-365,95,0.345,12.821,8.866,0.5657,0.7662,0.71,Ensemble_unweighted,2022,2,0.0
1-7,7,-16.137,22.385,21.115,2.6151,1.6472,-0.386,Ensemble_MASEweighted,2022,2,0.0
8-30,23,-0.069,17.23,10.198,0.5646,0.6457,0.775,Ensemble_MASEweighted,2022,2,0.0
31-90,60,0.632,11.976,6.559,0.2899,0.3669,0.904,Ensemble_MASEweighted,2022,2,0.0
91-180,90,0.384,7.58,5.641,0.3139,0.4266,0.77,Ensemble_MASEweighted,2022,2,0.0
181-270,90,-0.202,16.995,12.453,0.4186,0.4981,0.598,Ensemble_MASEweighted,2022,2,0.0
271-365,95,0.342,12.856,8.906,0.5682,0.7696,0.709,Ensemble_MASEweighted,2022,2,0.0
1-7,7,-38.094,33.811,33.66,4.1689,2.6259,0.81,TFT,2022,2,0.0
8-30,23,-0.469,20.204,13.224,0.7321,0.8373,0.361,TFT,2022,2,0.0
31-90,60,0.08,18.934,10.073,0.4453,0.5634,0.441,TFT,2022,2,0.0
91-180,90,-2.019,16.787,13.674,0.761,1.0341,0.437,TFT,2022,2,0.0
181-270,90,-2.623,29.506,24.11,0.8105,0.9643,-0.072,TFT,2022,2,0.0
271-365,95,0.087,15.136,11.081,0.707,0.9576,0.399,TFT,2022,2,0.0
1-7,7,-7.952,16.179,15.134,1.8743,1.1806,-0.732,TabPFN,2022,2,0.0
8-30,23,0.075,16.029,13.254,0.7338,0.8392,0.756,TabPFN,2022,2,0.0
31-90,60,-0.587,24.875,14.526,0.6421,0.8125,-0.358,TabPFN,2022,2,0.0
91-180,90,-1.788,16.13,12.967,0.7216,0.9806,0.117,TabPFN,2022,2,0.0
181-270,90,-2.268,28.023,22.876,0.769,0.9149,-0.226,TabPFN,2022,2,0.0
271-365,95,-0.226,17.546,9.627,0.6143,0.832,-0.216,TabPFN,2022,2,0.0
1-7,7,-18.267,14.993,13.415,3.548,4.0591,-0.026,RF,2022,4,0.0
8-30,23,-84.928,18.37,17.905,3.4448,8.2355,0.424,RF,2022,4,0.0
31-90,60,-4.544,9.006,8.098,0.9535,1.6765,0.173,RF,2022,4,0.016666666666666666
91-180,90,0.421,30.765,23.141,0.8869,0.9843,0.802,RF,2022,4,0.8333333333333334
181-270,90,0.396,35.847,25.367,0.6636,0.7052,0.684,RF,2022,4,0.8222222222222222
271-365,95,0.3,16.911,13.121,0.7739,0.9101,0.669,RF,2022,4,0.7789473684210526
1-7,7,-21.16,16.079,14.824,3.9205,4.4853,-0.079,XGB,2022,4,0.0
8-30,23,-77.191,17.523,17.047,3.2796,7.8406,0.304,XGB,2022,4,0.0
31-90,60,-1.69,6.272,5.54,0.6523,1.1469,0.052,XGB,2022,4,0.016666666666666666
91-180,90,0.462,29.666,20.175,0.7732,0.8581,0.757,XGB,2022,4,0.8333333333333334
181-270,90,0.39,36.042,25.537,0.668,0.7099,0.685,XGB,2022,4,0.8222222222222222
271-365,95,0.344,16.371,12.711,0.7497,0.8816,0.682,XGB,2022,4,0.7789473684210526
1-7,7,-14.928,13.632,12.428,3.2869,3.7604,-0.342,LightGBM,2022,4,0.0
8-30,23,-79.763,17.809,17.365,3.3408,7.987,0.372,LightGBM,2022,4,0.0
31-90,60,-1.53,6.083,5.334,0.628,1.1043,0.023,LightGBM,2022,4,0.016666666666666666
91-180,90,0.419,30.814,21.567,0.8266,0.9173,0.707,LightGBM,2022,4,0.8333333333333334
181-270,90,0.207,41.088,31.106,0.8137,0.8648,0.664,LightGBM,2022,4,0.8222222222222222
271-365,95,0.284,17.106,13.216,0.7795,0.9166,0.645,LightGBM,2022,4,0.7789473684210526
1-7,7,-10.565,11.616,9.172,2.4258,2.7752,-0.603,SARIMAX,2022,4,0.0
8-30,23,-31.051,11.219,9.92,1.9085,4.5626,-0.345,SARIMAX,2022,4,0.0
31-90,60,-6.485,10.464,8.695,1.0237,1.8,0.119,SARIMAX,2022,4,0.016666666666666666
91-180,90,0.598,25.629,18.99,0.7278,0.8077,0.898,SARIMAX,2022,4,0.8333333333333334
181-270,90,0.36,36.911,26.224,0.686,0.729,0.69,SARIMAX,2022,4,0.8222222222222222
271-365,95,-0.221,22.336,17.53,1.034,1.2159,0.585,SARIMAX,2022,4,0.7789473684210526
1-7,7,-9.932,11.294,9.812,2.595,2.9688,-0.67,Ensemble_unweighted,2022,4,0.0
8-30,23,-33.057,11.565,11.276,2.1694,5.1863,0.242,Ensemble_unweighted,2022,4,0.0
31-90,60,-2.202,6.844,5.586,0.6576,1.1563,0.173,Ensemble_unweighted,2022,4,0.016666666666666666
91-180,90,0.491,28.843,20.634,0.7908,0.8777,0.818,Ensemble_unweighted,2022,4,0.8333333333333334
181-270,90,0.364,36.784,26.596,0.6957,0.7394,0.689,Ensemble_unweighted,2022,4,0.8222222222222222
