anchor_year,eval_tower,model,date,q05,median,q95,y_true
2019,9,Ensemble_MASEweighted,2020-06-07,10.875549412987006,66.11218648464076,146.95043096901685,76.89046007108333
2019,9,Ensemble_MASEweighted,2020-06-08,9.793424089881555,65.83320296221268,153.05852867648574,88.187345238375
2019,9,Ensemble_MASEweighted,2020-06-09,7.198796970292335,62.66305600250587,139.31752894826275,50.767919360875005
2019,9,Ensemble_MASEweighted,2020-06-10,8.770326993844328,70.23481436029326,148.7435115556458,60.01180187128572
2019,9,Ensemble_MASEweighted,2020-06-11,10.584446262088179,76.26978344335134,170.3812989850878,182.3860570488889
2019,9,Ensemble_MASEweighted,2020-06-12,10.422955155280714,76.71492690248445,164.29412698132285,177.93906049928572
2019,9,Ensemble_MASEweighted,2020-06-13,8.809461758432978,75.96747318157574,153.77895586730136,
2019,9,Ensemble_MASEweighted,2020-06-14,7.50437458742072,74.01580416790561,152.56633038702404,354.2672477492693
2019,9,Ensemble_MASEweighted,2020-06-15,6.805815199466842,72.91023545787914,151.65026004670153,47.17353834405556
2019,9,Ensemble_MASEweighted,2020-06-16,8.238792844893052,75.06666358962714,152.53814366384725,
2019,9,Ensemble_MASEweighted,2020-06-17,10.84849041241056,80.76416740025418,160.0951141029195,
2019,9,Ensemble_MASEweighted,2020-06-18,14.01099967819679,83.49882009558667,165.59106064744842,
2019,9,Ensemble_MASEweighted,2020-06-19,13.584342822665265,84.19063095231488,164.24118155961685,36.13686652692856
2019,9,Ensemble_MASEweighted,2020-06-20,8.556420235169057,77.0800718836903,151.77357404493955,127.29784470909377
2019,9,Ensemble_MASEweighted,2020-06-21,10.019984691562446,78.81705027155928,158.11850295668498,4.919234354857144
2019,9,Ensemble_MASEweighted,2020-06-22,7.501129927555979,75.7108837071447,152.00231891186286,35.25802349477778
2019,9,Ensemble_MASEweighted,2020-06-23,7.760498699463845,84.83546794359563,171.77595298712595,
2019,9,Ensemble_MASEweighted,2020-06-24,11.265870963719305,93.49049667146846,179.83917470043804,
2019,9,Ensemble_MASEweighted,2020-06-25,13.637119439518827,101.40562671423791,180.0302450480867,
2019,9,Ensemble_MASEweighted,2020-06-26,16.23418697045303,103.07196083694447,182.21940746069382,
2019,9,Ensemble_MASEweighted,2020-06-27,17.93193997019776,103.48963636039548,186.90212153751213,
2019,9,Ensemble_MASEweighted,2020-06-28,18.291159348969956,104.62842628722237,186.06318700737427,
2019,9,Ensemble_MASEweighted,2020-06-29,16.74202341233799,103.92597382990994,184.86602472323864,
2019,9,Ensemble_MASEweighted,2020-06-30,16.190093124381207,104.17743070028595,183.01921646858224,
2019,9,Ensemble_MASEweighted,2020-07-01,18.343579872304097,109.58007025363402,184.1717981752805,
2019,9,Ensemble_MASEweighted,2020-07-02,16.402315325760007,100.78141839583975,184.60854110671653,
2019,9,Ensemble_MASEweighted,2020-07-03,15.882190863884428,91.53726420778989,180.60345035219402,-88.40555
2019,9,Ensemble_MASEweighted,2020-07-04,16.755687531429796,88.61226104556718,172.2628732101878,
2019,9,Ensemble_MASEweighted,2020-07-05,17.727750465365688,92.55452728083779,177.54318854059983,69.683441875
2019,9,Ensemble_MASEweighted,2020-07-06,-27.18297110129466,32.50258613390005,112.65880922264925,21.830303846153846
2019,9,Ensemble_MASEweighted,2020-07-07,-28.782080459032954,19.406387648761378,81.99411668152693,
2019,9,Ensemble_MASEweighted,2020-07-08,-26.78746942203778,19.71034819138395,82.287913059056,
2019,9,Ensemble_MASEweighted,2020-07-09,-29.830683301501175,15.719672622394251,73.99250289723648,17.654357777777776
2019,9,Ensemble_MASEweighted,2020-07-10,-31.966963688399595,12.819907371760324,69.29263320191717,14.2508053125
2019,9,Ensemble_MASEweighted,2020-07-11,-32.095549232979636,13.115549570800091,62.27070424456654,11.398252
2019,9,Ensemble_MASEweighted,2020-07-12,-33.122413840581864,11.300824950442571,60.14533580679181,-3.7214420000000006
2019,9,Ensemble_MASEweighted,2020-07-13,-33.311673519816594,10.321389103888075,56.312580763840884,-5.564483461538462
2019,9,Ensemble_MASEweighted,2020-07-14,-34.270143856075585,8.307662014918987,57.98811325677878,-41.30409428571428
2019,9,Ensemble_MASEweighted,2020-07-15,-35.30084633808549,6.7370973380614725,56.39055834347202,20.530485
2019,9,Ensemble_MASEweighted,2020-07-16,-35.260434714628296,6.345145514455595,51.96917803102475,-63.594718
2019,9,Ensemble_MASEweighted,2020-07-17,-36.06539892877409,5.709138919809055,50.06820267911296,-41.98875454545455
2019,9,Ensemble_MASEweighted,2020-07-18,-36.93981991247097,4.7044239936360075,49.0428157195235,-8.655927
2019,9,Ensemble_MASEweighted,2020-07-19,-36.14738405009482,5.0955609429392155,49.65713451341753,15.523753333333332
2019,9,Ensemble_MASEweighted,2020-07-20,-36.90664705308551,4.097263393343383,50.53747661553437,-34.60374736842105
2019,9,Ensemble_MASEweighted,2020-07-21,-39.160694158539954,2.66370887643766,46.81102147354857,8.005144615384616
