anchor_year,eval_tower,model,bin,date,feature,lime_weight
2018,2,XGB,1-7,2018-12-18,fx_SWC_lag21,-0.9086996887499565
2018,2,XGB,1-7,2018-12-18,fx_USTAR_mean,0.7969696977009127
2018,2,XGB,1-7,2018-12-18,fx_TA_max,0.7062724558871254
2018,2,XGB,1-7,2018-12-18,ar_ch4_dlag2,-0.5850269750864822
2018,2,XGB,1-7,2018-12-18,ar_fc_dlag1,-0.5798081463349588
2018,2,XGB,1-7,2018-12-18,fx_VPD_mean,0.46972199093040634
2018,2,XGB,1-7,2018-12-18,fx_TA_mean,0.4296067487175524
2018,2,XGB,1-7,2018-12-18,fx_TS_roll14,0.40466214999385647
2018,2,XGB,1-7,2018-12-18,fx_TS_lag21,0.3783873127170595
2018,2,XGB,1-7,2018-12-18,fx_WS_mean,0.31949597433599064
2018,2,XGB,1-7,2018-12-18,fx_TA_min,0.2844808989168532
2018,2,XGB,1-7,2018-12-18,fx_PPFD_mean,-0.27772973904273013
2018,2,XGB,1-7,2018-12-18,fx_TS_lag28,-0.26161838567471024
2018,2,XGB,1-7,2018-12-18,fx_TS_lag7,-0.26112765502155477
2018,2,XGB,1-7,2018-12-18,is_t9,0.23774941570459382
2018,2,XGB,1-7,2018-12-18,fx_days_since_grazing,-0.22584836330701905
2018,2,XGB,1-7,2018-12-18,is_t4,-0.21567291930923402
2018,2,XGB,1-7,2018-12-18,fx_TS_mean,-0.2112316528104801
2018,2,XGB,1-7,2018-12-18,fx_is_growing,0.20494879638504984
2018,2,XGB,1-7,2018-12-18,fx_SWC_lag28,-0.19128968198689436
2018,2,XGB,1-7,2018-12-18,fx_SWIN_mean,-0.1899299479092358
2018,2,XGB,1-7,2018-12-18,fx_SHF_mean,0.1858842474274066
2018,2,XGB,1-7,2018-12-18,fx_wd_cos,-0.18200451285229596
2018,2,XGB,1-7,2018-12-18,fx_RN_mean,0.1814059049577777
2018,2,XGB,1-7,2018-12-18,fx_SWC_lag14,-0.13075867291514462
2018,2,XGB,1-7,2018-12-18,fx_DOY_sin,-0.11541881757489701
2018,2,XGB,1-7,2018-12-18,ar_ch4_dlag3,-0.1115353511928917
2018,2,XGB,1-7,2018-12-18,fx_SWC_mean,0.10704165234496431
2018,2,XGB,1-7,2018-12-18,fx_TS_lag14,0.10338293252657756
2018,2,XGB,1-7,2018-12-18,fx_grazing_active,0.10236637712241489
2018,2,XGB,1-7,2018-12-18,fx_SWC_lag7,0.06857061959468412
2018,2,XGB,1-7,2018-12-18,fx_SWC_roll7,-0.06551108811715023
2018,2,XGB,1-7,2018-12-18,ar_ch4_dlag7,0.06418756359901125
2018,2,XGB,1-7,2018-12-18,is_t2,-0.03961593832003596
2018,2,XGB,1-7,2018-12-18,fx_SWC_roll14,0.032195559064521664
2018,2,XGB,1-7,2018-12-18,ar_ch4_dlag1,-0.025437234005042688
2018,2,XGB,1-7,2018-12-18,fx_DOY_cos,-0.024687166054674237
2018,2,XGB,1-7,2018-12-18,fx_is_winter,0.02337359260130395
2018,2,XGB,1-7,2018-12-18,fx_TS_roll7,-0.011004993299644841
2018,2,XGB,1-7,2018-12-18,ar_ch4_dlag14,0.0
2018,2,LightGBM,1-7,2018-12-18,fx_lsu_dens,14.214571420938507
2018,2,LightGBM,1-7,2018-12-18,ar_ch4_dlag2,-3.3132494303523083
2018,2,LightGBM,1-7,2018-12-18,ar_ch4_drm7,3.0859536893409705
2018,2,LightGBM,1-7,2018-12-18,fx_wd_sin,1.6763619677646795
2018,2,LightGBM,1-7,2018-12-18,fx_PRECIP_sum,1.6110672512943414
2018,2,LightGBM,1-7,2018-12-18,fx_USTAR_mean,1.3799377562084882
2018,2,LightGBM,1-7,2018-12-18,fx_TS_lag28,-1.2442139313648455
2018,2,LightGBM,1-7,2018-12-18,fx_WS_mean,1.0699088912531967
2018,2,LightGBM,1-7,2018-12-18,fx_TS_lag21,0.7756132825165747
2018,2,LightGBM,1-7,2018-12-18,ar_ch4_dlag3,-0.741590692440147
2018,2,LightGBM,1-7,2018-12-18,fx_SWC_lag28,-0.713528990132137
2018,2,LightGBM,1-7,2018-12-18,fx_DOY_cos,-0.6880081257494878
2018,2,LightGBM,1-7,2018-12-18,fx_SWC_roll7,-0.6212796965678838
2018,2,LightGBM,1-7,2018-12-18,fx_TA_mean,0.6029458751002212
2018,2,LightGBM,1-7,2018-12-18,is_t9,0.56321854413617
2018,2,LightGBM,1-7,2018-12-18,fx_SHF_mean,0.5484197230384692
2018,2,LightGBM,1-7,2018-12-18,fx_TS_mean,0.5218519026635261
2018,2,LightGBM,1-7,2018-12-18,fx_TS_lag7,-0.5197369945317556
2018,2,LightGBM,1-7,2018-12-18,fx_TA_min,0.5095713921349346
2018,2,LightGBM,1-7,2018-12-18,fx_SWC_lag21,-0.5004726700118777
2018,2,LightGBM,1-7,2018-12-18,ar_fc_dlag1,-0.4955092216340934
2018,2,LightGBM,1-7,2018-12-18,fx_TS_roll14,0.4760072580147532
2018,2,LightGBM,1-7,2018-12-18,fx_VPD_mean,0.4655267727512103
2018,2,LightGBM,1-7,2018-12-18,fx_PPFD_mean,-0.42984076362987966
2018,2,LightGBM,1-7,2018-12-18,is_t4,-0.40243936032905986
2018,2,LightGBM,1-7,2018-12-18,fx_days_since_grazing,-0.37320201819477405
2018,2,LightGBM,1-7,2018-12-18,fx_TS_roll7,0.3705716310731942
2018,2,LightGBM,1-7,2018-12-18,fx_TA_max,0.34519960388747817
2018,2,LightGBM,1-7,2018-12-18,fx_is_growing,0.2938660270724093
2018,2,LightGBM,1-7,2018-12-18,ar_ch4_dlag1,0.2502470425651843
2018,2,LightGBM,1-7,2018-12-18,fx_TS_lag14,-0.23966468235339977
2018,2,LightGBM,1-7,2018-12-18,fx_SWC_roll14,0.23681861763125472
2018,2,LightGBM,1-7,2018-12-18,fx_SWIN_mean,-0.2232419144574189
2018,2,LightGBM,1-7,2018-12-18,fx_DOY_sin,-0.22092847850514474
2018,2,LightGBM,1-7,2018-12-18,fx_wd_cos,-0.20434400149900986
2018,2,LightGBM,1-7,2018-12-18,fx_SWC_lag7,-0.20366270511306409
2018,2,LightGBM,1-7,2018-12-18,ar_ch4_dlag7,0.17373032754630305
2018,2,LightGBM,1-7,2018-12-18,fx_SWC_mean,-0.15100082126136147
2018,2,LightGBM,1-7,2018-12-18,fx_grazing_active,0.13890270362384236
2018,2,LightGBM,1-7,2018-12-18,is_t2,0.12217475038914712
2018,2,LightGBM,1-7,2018-12-18,fx_RN_mean,0.12030622516647908
2018,2,LightGBM,1-7,2018-12-18,fx_is_winter,-0.03159960486156647
2018,2,LightGBM,1-7,2018-12-18,fx_SWC_lag14,0.023190503435359864
2018,2,LightGBM,1-7,2018-12-18,ar_ch4_dlag14,0.0
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_lsu_dens,12.580815328863778
2018,2,Ensemble_unweighted,1-7,2018-12-18,ar_ch4_drm7,2.802952115311448
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_PRECIP_sum,1.4618348531890788
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_USTAR_mean,1.1458984358861277
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_wd_sin,1.1305725018368322
2018,2,Ensemble_unweighted,1-7,2018-12-18,ar_ch4_dlag2,-0.9961363724641195
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_WS_mean,0.7043503176676589
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_SWC_lag21,-0.5695290932680117
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_VPD_mean,0.47926704181053353
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TS_lag28,-0.4786199976424292
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_DOY_cos,-0.47081803471153594
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TA_mean,0.4056749072577434
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TS_lag21,0.3941494099492123
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TA_max,0.38547294426312795
2018,2,Ensemble_unweighted,1-7,2018-12-18,ar_fc_dlag1,-0.37828102924901824
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_SWC_lag28,-0.35171268475571876
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TS_lag7,-0.3306295805447408
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TA_min,0.3223719715354683
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_grazing_active,0.30443216423112673
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TS_roll14,0.303571653695838
2018,2,Ensemble_unweighted,1-7,2018-12-18,is_t9,0.2957112598836687
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_SWC_roll7,-0.28975093700288757
2018,2,Ensemble_unweighted,1-7,2018-12-18,ar_ch4_dlag3,-0.2792420062755781
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_days_since_grazing,-0.2768558778303582
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_SHF_mean,0.2695559365709889
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_PPFD_mean,-0.2662941987288615
2018,2,Ensemble_unweighted,1-7,2018-12-18,is_t4,-0.25245164321090435
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_SWIN_mean,-0.2443256531432003
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_is_growing,0.24103545202821686
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_RN_mean,0.1722903549751346
2018,2,Ensemble_unweighted,1-7,2018-12-18,ar_ch4_dlag7,0.1398583321256207
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_SWC_lag7,-0.11740448294573262
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_wd_cos,-0.11686759681623328
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TS_roll7,0.10970586473444169
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TS_lag14,-0.10375978689893854
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_DOY_sin,-0.08948732312501846
2018,2,Ensemble_unweighted,1-7,2018-12-18,ar_ch4_dlag1,0.07601797504695139
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_SWC_roll14,0.07363675002059238
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_TS_mean,0.05588991290454281
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_SWC_lag14,-0.04765457591355097
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_SWC_mean,-0.047136399264852816
2018,2,Ensemble_unweighted,1-7,2018-12-18,is_t2,0.0153615737297869
2018,2,Ensemble_unweighted,1-7,2018-12-18,fx_is_winter,0.0128099514505635
2018,2,Ensemble_unweighted,1-7,2018-12-18,ar_ch4_dlag14,0.0
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_lsu_dens,12.577025386339365
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,ar_ch4_drm7,2.80286882161882
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_PRECIP_sum,1.4616119368501128
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_USTAR_mean,1.142942445530183
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_wd_sin,1.1381536812681532
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,ar_ch4_dlag2,-1.0235775136231293
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_WS_mean,0.7027172947354051
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_SWC_lag21,-0.5748025046915539
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TS_lag28,-0.48617445076869165
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_VPD_mean,0.4788810553869145
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_DOY_cos,-0.4657957074376625
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TA_mean,0.40910921332159333
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TS_lag21,0.39963438161054965
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TA_max,0.3908400970352128
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,ar_fc_dlag1,-0.38381179632894913
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_SWC_lag28,-0.35420465937125956
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TS_lag7,-0.3321993345294663
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TA_min,0.32450178443135097
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TS_roll14,0.3080673569493957
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,is_t9,0.29868365638419997
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_grazing_active,0.29815965507366443
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_SWC_roll7,-0.29059503292652605
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,ar_ch4_dlag3,-0.28312118283257237
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_days_since_grazing,-0.27736499371816814
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_SHF_mean,0.27222133461541753
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_PPFD_mean,-0.26898478421729666
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,is_t4,-0.2540384888222937
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_SWIN_mean,-0.24299274519937086
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_is_growing,0.24116339417170132
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_RN_mean,0.1716726974666511
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,ar_ch4_dlag7,0.13896151197457976
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_wd_cos,-0.11940638873286269
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_SWC_lag7,-0.11524604023897185
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TS_roll7,0.11140850405261231
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TS_lag14,-0.10195900529103732
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_DOY_sin,-0.0919616365237762
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,ar_ch4_dlag1,0.07676695268161707
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_SWC_roll14,0.07533657714709045
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_TS_mean,0.05797150096770459
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_SWC_lag14,-0.048129780735899144
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_SWC_mean,-0.045837098275875496
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,is_t2,0.015955281048788343
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,fx_is_winter,0.012334036095078197
2018,2,Ensemble_MASEweighted,1-7,2018-12-18,ar_ch4_dlag14,0.0
2018,2,RF,8-30,2018-12-28,fx_lsu_dens,12.369084093853303
2018,2,RF,8-30,2018-12-28,ar_ch4_drm7,2.710774787403565
2018,2,RF,8-30,2018-12-28,fx_PRECIP_sum,1.298711710054187
2018,2,RF,8-30,2018-12-28,fx_USTAR_mean,1.0784598575178417
2018,2,RF,8-30,2018-12-28,ar_ch4_dlag2,0.8920957312245701
2018,2,RF,8-30,2018-12-28,fx_DOY_cos,-0.7035228591123238
2018,2,RF,8-30,2018-12-28,fx_grazing_active,0.6084166952546378
2018,2,RF,8-30,2018-12-28,fx_wd_sin,0.5853158373227927
2018,2,RF,8-30,2018-12-28,fx_WS_mean,0.5351784261358624
2018,2,RF,8-30,2018-12-28,fx_VPD_mean,0.5191532235504112
2018,2,RF,8-30,2018-12-28,fx_SWC_lag21,-0.29664748197933405
2018,2,RF,8-30,2018-12-28,fx_SWIN_mean,-0.29552804899889146
2018,2,RF,8-30,2018-12-28,fx_RN_mean,0.2879025093695068
2018,2,RF,8-30,2018-12-28,fx_SWC_lag7,-0.24994433440315447
2018,2,RF,8-30,2018-12-28,fx_is_growing,0.23496410324014697
2018,2,RF,8-30,2018-12-28,fx_days_since_grazing,-0.21344246797721167
2018,2,RF,8-30,2018-12-28,ar_ch4_dlag7,0.19754989700715428
2018,2,RF,8-30,2018-12-28,fx_TS_lag7,-0.19243698538903925
2018,2,RF,8-30,2018-12-28,fx_SWC_roll7,-0.18959659966150275
2018,2,RF,8-30,2018-12-28,fx_TA_min,0.16358456851174874
2018,2,RF,8-30,2018-12-28,fx_TS_lag14,-0.1625770188964115
2018,2,RF,8-30,2018-12-28,fx_TA_mean,0.15236126608761233
2018,2,RF,8-30,2018-12-28,fx_SWC_lag28,-0.13969885826894055
2018,2,RF,8-30,2018-12-28,is_t4,-0.10668526671758503
2018,2,RF,8-30,2018-12-28,fx_TS_mean,-0.1060008505516196
2018,2,RF,8-30,2018-12-28,fx_TS_lag28,0.10333297104218021
2018,2,RF,8-30,2018-12-28,is_t9,0.09836006764919064
2018,2,RF,8-30,2018-12-28,fx_SWC_mean,-0.0951466419140719
2018,2,RF,8-30,2018-12-28,ar_fc_dlag1,-0.08962700887617422
2018,2,RF,8-30,2018-12-28,fx_SHF_mean,0.08620538602871378
2018,2,RF,8-30,2018-12-28,fx_PPFD_mean,-0.07774315952402372
2018,2,RF,8-30,2018-12-28,fx_TA_max,0.07766406679347729
2018,2,RF,8-30,2018-12-28,fx_SWC_roll14,-0.06334021914888285
2018,2,RF,8-30,2018-12-28,fx_DOY_sin,0.06012013093157019
2018,2,RF,8-30,2018-12-28,fx_TS_lag21,0.057979594085888105
2018,2,RF,8-30,2018-12-28,fx_TS_roll14,0.05235158609467679
2018,2,RF,8-30,2018-12-28,is_t2,-0.04686620051563193
2018,2,RF,8-30,2018-12-28,ar_ch4_dlag3,0.04337955361929044
2018,2,RF,8-30,2018-12-28,fx_wd_cos,0.0432664698917857
2018,2,RF,8-30,2018-12-28,fx_SWC_lag14,-0.030435833897626007
2018,2,RF,8-30,2018-12-28,ar_ch4_dlag1,0.023742404567910876
2018,2,RF,8-30,2018-12-28,fx_TS_roll7,-0.012537968712971031
2018,2,RF,8-30,2018-12-28,fx_is_winter,0.005240410043337241
2018,2,RF,8-30,2018-12-28,ar_ch4_dlag14,0.0
2018,2,XGB,8-30,2018-12-28,fx_lsu_dens,10.87407233685848
2018,2,XGB,8-30,2018-12-28,ar_ch4_drm7,2.5429533488032017
2018,2,XGB,8-30,2018-12-28,fx_PRECIP_sum,1.1117806373758718
2018,2,XGB,8-30,2018-12-28,fx_wd_sin,1.0546780659480284
2018,2,XGB,8-30,2018-12-28,fx_SWC_lag21,-0.9366633119573755
2018,2,XGB,8-30,2018-12-28,fx_USTAR_mean,0.7270867695763036
2018,2,XGB,8-30,2018-12-28,fx_TA_max,0.6363723270031494
2018,2,XGB,8-30,2018-12-28,ar_ch4_dlag2,-0.6215701363469355
2018,2,XGB,8-30,2018-12-28,ar_fc_dlag1,-0.5833720552870544
2018,2,XGB,8-30,2018-12-28,fx_VPD_mean,0.45189598675598924
2018,2,XGB,8-30,2018-12-28,fx_TS_lag21,0.4360185332300465
2018,2,XGB,8-30,2018-12-28,fx_TS_roll14,0.4150244865526648
2018,2,XGB,8-30,2018-12-28,fx_TA_mean,0.39482805502780943
2018,2,XGB,8-30,2018-12-28,fx_TA_min,0.2701783789241761
2018,2,XGB,8-30,2018-12-28,fx_TS_lag28,-0.2686131991552382
2018,2,XGB,8-30,2018-12-28,fx_PPFD_mean,-0.2389307795345015
2018,2,XGB,8-30,2018-12-28,fx_RN_mean,0.23260840930911816
2018,2,XGB,8-30,2018-12-28,fx_TS_lag7,-0.22894576531841443
2018,2,XGB,8-30,2018-12-28,is_t9,0.21608970043318335
2018,2,XGB,8-30,2018-12-28,fx_days_since_grazing,-0.20626972309984767
2018,2,XGB,8-30,2018-12-28,is_t4,-0.20098560064141413
2018,2,XGB,8-30,2018-12-28,fx_SHF_mean,0.19495103837402958
2018,2,XGB,8-30,2018-12-28,fx_SWC_lag28,-0.1942445520957278
2018,2,XGB,8-30,2018-12-28,fx_SWIN_mean,-0.19337362250681928
2018,2,XGB,8-30,2018-12-28,fx_is_growing,0.18018253321052533
2018,2,XGB,8-30,2018-12-28,fx_TS_mean,-0.16576875111298386
2018,2,XGB,8-30,2018-12-28,fx_DOY_sin,-0.15303039077780317
2018,2,XGB,8-30,2018-12-28,fx_wd_cos,-0.15254317399117592
2018,2,XGB,8-30,2018-12-28,fx_WS_mean,0.11676499794290714
2018,2,XGB,8-30,2018-12-28,fx_TS_lag14,0.10811581290193044
2018,2,XGB,8-30,2018-12-28,fx_SWC_roll7,-0.10712918788665443
2018,2,XGB,8-30,2018-12-28,fx_SWC_mean,0.10690311998787952
2018,2,XGB,8-30,2018-12-28,ar_ch4_dlag3,-0.07928377284049665
2018,2,XGB,8-30,2018-12-28,is_t2,-0.06818449043943531
2018,2,XGB,8-30,2018-12-28,fx_SWC_lag14,-0.0617574305524597
2018,2,XGB,8-30,2018-12-28,ar_ch4_dlag7,0.061128031646356426
2018,2,XGB,8-30,2018-12-28,fx_is_winter,-0.0499196850622774
2018,2,XGB,8-30,2018-12-28,fx_SWC_lag7,0.045873847378375014
2018,2,XGB,8-30,2018-12-28,fx_grazing_active,0.04471218748627356
2018,2,XGB,8-30,2018-12-28,fx_DOY_cos,-0.039861271701669705
2018,2,XGB,8-30,2018-12-28,fx_TS_roll7,0.01223674808111698
2018,2,XGB,8-30,2018-12-28,ar_ch4_dlag1,-0.010171320609566017
2018,2,XGB,8-30,2018-12-28,fx_SWC_roll14,0.007261522852030668
2018,2,XGB,8-30,2018-12-28,ar_ch4_dlag14,0.0
2018,2,LightGBM,8-30,2018-12-28,fx_lsu_dens,14.108159728149639
2018,2,LightGBM,8-30,2018-12-28,ar_ch4_dlag2,-3.314790856120562
2018,2,LightGBM,8-30,2018-12-28,ar_ch4_drm7,3.0523509606493917
2018,2,LightGBM,8-30,2018-12-28,fx_wd_sin,1.612763790591433
2018,2,LightGBM,8-30,2018-12-28,fx_PRECIP_sum,1.3691686690492726
2018,2,LightGBM,8-30,2018-12-28,fx_TS_lag28,-1.2443527771803882
2018,2,LightGBM,8-30,2018-12-28,fx_USTAR_mean,1.2207605705904505
2018,2,LightGBM,8-30,2018-12-28,fx_TS_lag21,0.8392715556694607
2018,2,LightGBM,8-30,2018-12-28,fx_WS_mean,0.7681490496934879
2018,2,LightGBM,8-30,2018-12-28,fx_SWC_lag28,-0.707079893322631
2018,2,LightGBM,8-30,2018-12-28,fx_DOY_cos,-0.6944233822442425
2018,2,LightGBM,8-30,2018-12-28,ar_ch4_dlag3,-0.6821301548979867
2018,2,LightGBM,8-30,2018-12-28,fx_SWC_roll7,-0.6483630718655866
2018,2,LightGBM,8-30,2018-12-28,fx_SHF_mean,0.5691357573753242
2018,2,LightGBM,8-30,2018-12-28,fx_TA_mean,0.5579163888807649
2018,2,LightGBM,8-30,2018-12-28,fx_TS_mean,0.5374048832367839
2018,2,LightGBM,8-30,2018-12-28,fx_SWC_lag21,-0.507800249803388
2018,2,LightGBM,8-30,2018-12-28,ar_fc_dlag1,-0.506929065081637
2018,2,LightGBM,8-30,2018-12-28,is_t9,0.5027482582257553
2018,2,LightGBM,8-30,2018-12-28,fx_TA_min,0.4932742134561969
2018,2,LightGBM,8-30,2018-12-28,fx_TS_lag7,-0.46490466071964165
2018,2,LightGBM,8-30,2018-12-28,fx_TS_roll14,0.4581170262312055
2018,2,LightGBM,8-30,2018-12-28,fx_VPD_mean,0.4334567803315256
2018,2,LightGBM,8-30,2018-12-28,is_t4,-0.3846248470890779
2018,2,LightGBM,8-30,2018-12-28,fx_TS_roll7,0.3823757289404064
2018,2,LightGBM,8-30,2018-12-28,fx_PPFD_mean,-0.37131969129054654
2018,2,LightGBM,8-30,2018-12-28,fx_days_since_grazing,-0.3649554225456599
2018,2,LightGBM,8-30,2018-12-28,ar_ch4_dlag1,0.2994170003388714
