bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,target,model,config,anchor_year,tower
1-7,7,0.531,16.754,13.948,0.8482,0.6333,0.904,gapfilled,XGB,BASE+species,2020,2
8-30,23,0.177,12.723,9.022,0.8182,0.3253,0.492,gapfilled,XGB,BASE+species,2020,2
31-90,60,0.245,13.471,10.481,0.9131,0.4348,0.602,gapfilled,XGB,BASE+species,2020,2
91-180,90,0.422,13.851,7.802,0.6505,0.4873,0.656,gapfilled,XGB,BASE+species,2020,2
181-270,90,-0.31,16.096,12.578,0.9078,0.7744,-0.21,gapfilled,XGB,BASE+species,2020,2
271-365,95,0.182,16.29,9.937,0.6282,0.6926,0.461,gapfilled,XGB,BASE+species,2020,2
1-7,0,,,,,,,observed,LightGBM,BASE+species,2020,2
8-30,0,,,,,,,observed,LightGBM,BASE+species,2020,2
31-90,0,,,,,,,observed,LightGBM,BASE+species,2020,2
91-180,0,,,,,,,observed,LightGBM,BASE+species,2020,2
181-270,0,,,,,,,observed,LightGBM,BASE+species,2020,2
271-365,0,,,,,,,observed,LightGBM,BASE+species,2020,2
1-7,7,0.506,17.196,14.366,0.8735,0.6523,0.928,gapfilled,LightGBM,BASE+species,2020,2
8-30,23,0.273,11.955,9.018,0.8179,0.3252,0.562,gapfilled,LightGBM,BASE+species,2020,2
31-90,60,0.079,14.878,11.969,1.0427,0.4966,0.626,gapfilled,LightGBM,BASE+species,2020,2
91-180,90,0.443,13.602,7.896,0.6584,0.4931,0.687,gapfilled,LightGBM,BASE+species,2020,2
181-270,90,-0.253,15.744,12.278,0.8861,0.7559,-0.163,gapfilled,LightGBM,BASE+species,2020,2
271-365,95,0.127,16.827,10.489,0.6631,0.7311,0.446,gapfilled,LightGBM,BASE+species,2020,2
1-7,0,,,,,,,observed,SARIMAX,BASE+species,2020,2
8-30,0,,,,,,,observed,SARIMAX,BASE+species,2020,2
31-90,0,,,,,,,observed,SARIMAX,BASE+species,2020,2
91-180,0,,,,,,,observed,SARIMAX,BASE+species,2020,2
181-270,0,,,,,,,observed,SARIMAX,BASE+species,2020,2
271-365,0,,,,,,,observed,SARIMAX,BASE+species,2020,2
1-7,7,0.343,19.824,18.302,1.1129,0.831,0.95,gapfilled,SARIMAX,BASE+species,2020,2
8-30,23,0.15,12.927,11.283,1.0233,0.4069,0.584,gapfilled,SARIMAX,BASE+species,2020,2
31-90,60,-0.038,15.796,13.724,1.1956,0.5694,0.693,gapfilled,SARIMAX,BASE+species,2020,2
91-180,90,0.359,14.587,11.196,0.9335,0.6992,0.757,gapfilled,SARIMAX,BASE+species,2020,2
181-270,90,-0.408,16.691,13.867,1.0008,0.8537,-0.163,gapfilled,SARIMAX,BASE+species,2020,2
271-365,95,-0.076,18.686,13.511,0.8542,0.9417,0.47,gapfilled,SARIMAX,BASE+species,2020,2
1-7,0,,,,,,,observed,Ensemble_unweighted,BASE+species,2020,2
8-30,0,,,,,,,observed,Ensemble_unweighted,BASE+species,2020,2
31-90,0,,,,,,,observed,Ensemble_unweighted,BASE+species,2020,2
91-180,0,,,,,,,observed,Ensemble_unweighted,BASE+species,2020,2
181-270,0,,,,,,,observed,Ensemble_unweighted,BASE+species,2020,2
271-365,0,,,,,,,observed,Ensemble_unweighted,BASE+species,2020,2
1-7,7,0.489,17.488,15.462,0.9402,0.702,0.924,gapfilled,Ensemble_unweighted,BASE+species,2020,2
8-30,23,0.321,11.554,8.932,0.8101,0.3221,0.584,gapfilled,Ensemble_unweighted,BASE+species,2020,2
31-90,60,0.174,14.088,11.831,1.0308,0.4909,0.666,gapfilled,Ensemble_unweighted,BASE+species,2020,2
91-180,90,0.44,13.632,8.066,0.6725,0.5037,0.707,gapfilled,Ensemble_unweighted,BASE+species,2020,2
181-270,90,-0.197,15.387,12.494,0.9017,0.7692,-0.161,gapfilled,Ensemble_unweighted,BASE+species,2020,2
271-365,95,0.131,16.795,10.851,0.686,0.7563,0.49,gapfilled,Ensemble_unweighted,BASE+species,2020,2
1-7,0,,,,,,,observed,Ensemble_MASEweighted,BASE+species,2020,2
8-30,0,,,,,,,observed,Ensemble_MASEweighted,BASE+species,2020,2
31-90,0,,,,,,,observed,Ensemble_MASEweighted,BASE+species,2020,2
91-180,0,,,,,,,observed,Ensemble_MASEweighted,BASE+species,2020,2
181-270,0,,,,,,,observed,Ensemble_MASEweighted,BASE+species,2020,2
271-365,0,,,,,,,observed,Ensemble_MASEweighted,BASE+species,2020,2
1-7,7,0.49,17.462,15.418,0.9375,0.7001,0.923,gapfilled,Ensemble_MASEweighted,BASE+species,2020,2
8-30,23,0.321,11.553,8.905,0.8076,0.3211,0.583,gapfilled,Ensemble_MASEweighted,BASE+species,2020,2
31-90,60,0.176,14.071,11.798,1.0279,0.4895,0.665,gapfilled,Ensemble_MASEweighted,BASE+species,2020,2
91-180,90,0.44,13.628,8.035,0.6699,0.5018,0.706,gapfilled,Ensemble_MASEweighted,BASE+species,2020,2
181-270,90,-0.197,15.392,12.488,0.9012,0.7689,-0.162,gapfilled,Ensemble_MASEweighted,BASE+species,2020,2
271-365,95,0.132,16.776,10.812,0.6836,0.7536,0.49,gapfilled,Ensemble_MASEweighted,BASE+species,2020,2
1-7,0,,,,,,,observed,RF,BASE+arable,2020,2
8-30,0,,,,,,,observed,RF,BASE+arable,2020,2
31-90,0,,,,,,,observed,RF,BASE+arable,2020,2
91-180,0,,,,,,,observed,RF,BASE+arable,2020,2
181-270,0,,,,,,,observed,RF,BASE+arable,2020,2
271-365,0,,,,,,,observed,RF,BASE+arable,2020,2
1-7,7,0.437,18.354,15.903,0.967,0.7221,0.837,gapfilled,RF,BASE+arable,2020,2
8-30,23,0.294,11.779,8.752,0.7938,0.3156,0.575,gapfilled,RF,BASE+arable,2020,2
31-90,60,0.041,15.182,12.417,1.0818,0.5152,0.613,gapfilled,RF,BASE+arable,2020,2
91-180,90,0.299,15.257,8.257,0.6884,0.5157,0.566,gapfilled,RF,BASE+arable,2020,2
181-270,90,-0.15,15.082,12.627,0.9112,0.7774,-0.025,gapfilled,RF,BASE+arable,2020,2
271-365,95,0.091,17.173,11.741,0.7423,0.8184,0.506,gapfilled,RF,BASE+arable,2020,2
1-7,0,,,,,,,observed,XGB,BASE+arable,2020,2
8-30,0,,,,,,,observed,XGB,BASE+arable,2020,2
31-90,0,,,,,,,observed,XGB,BASE+arable,2020,2
91-180,0,,,,,,,observed,XGB,BASE+arable,2020,2
181-270,0,,,,,,,observed,XGB,BASE+arable,2020,2
271-365,0,,,,,,,observed,XGB,BASE+arable,2020,2
1-7,7,0.511,17.104,14.185,0.8626,0.6441,0.899,gapfilled,XGB,BASE+arable,2020,2
8-30,23,0.125,13.118,9.154,0.8302,0.3301,0.451,gapfilled,XGB,BASE+arable,2020,2
31-90,60,0.276,13.186,10.109,0.8807,0.4194,0.61,gapfilled,XGB,BASE+arable,2020,2
91-180,90,0.419,13.882,7.913,0.6598,0.4942,0.65,gapfilled,XGB,BASE+arable,2020,2
181-270,90,-0.33,16.222,12.849,0.9273,0.7911,-0.175,gapfilled,XGB,BASE+arable,2020,2
271-365,95,0.13,16.799,10.501,0.6639,0.7319,0.437,gapfilled,XGB,BASE+arable,2020,2
1-7,0,,,,,,,observed,LightGBM,BASE+arable,2020,2
8-30,0,,,,,,,observed,LightGBM,BASE+arable,2020,2
31-90,0,,,,,,,observed,LightGBM,BASE+arable,2020,2
91-180,0,,,,,,,observed,LightGBM,BASE+arable,2020,2
181-270,0,,,,,,,observed,LightGBM,BASE+arable,2020,2
271-365,0,,,,,,,observed,LightGBM,BASE+arable,2020,2
1-7,7,0.495,17.384,14.118,0.8585,0.6411,0.924,gapfilled,LightGBM,BASE+arable,2020,2
8-30,23,0.306,11.683,8.709,0.7899,0.3141,0.595,gapfilled,LightGBM,BASE+arable,2020,2
31-90,60,0.095,14.746,11.848,1.0322,0.4916,0.64,gapfilled,LightGBM,BASE+arable,2020,2
91-180,90,0.474,13.207,7.746,0.6458,0.4837,0.7,gapfilled,LightGBM,BASE+arable,2020,2
181-270,90,-0.294,15.998,12.6,0.9093,0.7757,-0.182,gapfilled,LightGBM,BASE+arable,2020,2
271-365,95,0.141,16.694,10.31,0.6518,0.7186,0.442,gapfilled,LightGBM,BASE+arable,2020,2
1-7,0,,,,,,,observed,SARIMAX,BASE+arable,2020,2
8-30,0,,,,,,,observed,SARIMAX,BASE+arable,2020,2
31-90,0,,,,,,,observed,SARIMAX,BASE+arable,2020,2
91-180,0,,,,,,,observed,SARIMAX,BASE+arable,2020,2
181-270,0,,,,,,,observed,SARIMAX,BASE+arable,2020,2
271-365,0,,,,,,,observed,SARIMAX,BASE+arable,2020,2
1-7,7,0.343,19.824,18.302,1.1129,0.831,0.95,gapfilled,SARIMAX,BASE+arable,2020,2
8-30,23,0.15,12.927,11.283,1.0233,0.4069,0.584,gapfilled,SARIMAX,BASE+arable,2020,2
31-90,60,-0.038,15.796,13.724,1.1956,0.5694,0.693,gapfilled,SARIMAX,BASE+arable,2020,2
91-180,90,0.359,14.587,11.196,0.9335,0.6992,0.757,gapfilled,SARIMAX,BASE+arable,2020,2
181-270,90,-0.408,16.691,13.867,1.0008,0.8537,-0.163,gapfilled,SARIMAX,BASE+arable,2020,2
271-365,95,-0.076,18.686,13.511,0.8542,0.9417,0.47,gapfilled,SARIMAX,BASE+arable,2020,2
1-7,0,,,,,,,observed,Ensemble_unweighted,BASE+arable,2020,2
8-30,0,,,,,,,observed,Ensemble_unweighted,BASE+arable,2020,2
31-90,0,,,,,,,observed,Ensemble_unweighted,BASE+arable,2020,2
91-180,0,,,,,,,observed,Ensemble_unweighted,BASE+arable,2020,2
181-270,0,,,,,,,observed,Ensemble_unweighted,BASE+arable,2020,2
271-365,0,,,,,,,observed,Ensemble_unweighted,BASE+arable,2020,2
1-7,7,0.477,17.685,15.574,0.947,0.7072,0.917,gapfilled,Ensemble_unweighted,BASE+arable,2020,2
8-30,23,0.316,11.598,8.872,0.8047,0.32,0.581,gapfilled,Ensemble_unweighted,BASE+arable,2020,2
31-90,60,0.176,14.075,11.832,1.0309,0.4909,0.667,gapfilled,Ensemble_unweighted,BASE+arable,2020,2
91-180,90,0.449,13.525,7.98,0.6653,0.4984,0.707,gapfilled,Ensemble_unweighted,BASE+arable,2020,2
181-270,90,-0.221,15.545,12.7,0.9165,0.7819,-0.176,gapfilled,Ensemble_unweighted,BASE+arable,2020,2
271-365,95,0.116,16.938,11.0,0.6954,0.7667,0.484,gapfilled,Ensemble_unweighted,BASE+arable,2020,2
1-7,0,,,,,,,observed,Ensemble_MASEweighted,BASE+arable,2020,2
8-30,0,,,,,,,observed,Ensemble_MASEweighted,BASE+arable,2020,2
31-90,0,,,,,,,observed,Ensemble_MASEweighted,BASE+arable,2020,2
91-180,0,,,,,,,observed,Ensemble_MASEweighted,BASE+arable,2020,2
181-270,0,,,,,,,observed,Ensemble_MASEweighted,BASE+arable,2020,2
271-365,0,,,,,,,observed,Ensemble_MASEweighted,BASE+arable,2020,2
1-7,7,0.479,17.659,15.529,0.9443,0.7051,0.917,gapfilled,Ensemble_MASEweighted,BASE+arable,2020,2
8-30,23,0.316,11.599,8.844,0.8022,0.319,0.58,gapfilled,Ensemble_MASEweighted,BASE+arable,2020,2
31-90,60,0.178,14.052,11.803,1.0283,0.4897,0.666,gapfilled,Ensemble_MASEweighted,BASE+arable,2020,2
91-180,90,0.449,13.519,7.946,0.6625,0.4963,0.706,gapfilled,Ensemble_MASEweighted,BASE+arable,2020,2
181-270,90,-0.222,15.551,12.696,0.9163,0.7817,-0.176,gapfilled,Ensemble_MASEweighted,BASE+arable,2020,2
271-365,95,0.117,16.921,10.966,0.6933,0.7643,0.483,gapfilled,Ensemble_MASEweighted,BASE+arable,2020,2
1-7,0,,,,,,,observed,RF,BASE+flow,2020,2
8-30,0,,,,,,,observed,RF,BASE+flow,2020,2
31-90,0,,,,,,,observed,RF,BASE+flow,2020,2
91-180,0,,,,,,,observed,RF,BASE+flow,2020,2
181-270,0,,,,,,,observed,RF,BASE+flow,2020,2
271-365,0,,,,,,,observed,RF,BASE+flow,2020,2
1-7,7,0.44,18.305,16.14,0.9814,0.7328,0.848,gapfilled,RF,BASE+flow,2020,2
8-30,23,0.221,12.378,9.227,0.8369,0.3327,0.538,gapfilled,RF,BASE+flow,2020,2
31-90,60,0.049,15.118,12.323,1.0736,0.5113,0.608,gapfilled,RF,BASE+flow,2020,2
91-180,90,0.293,15.321,8.534,0.7115,0.533,0.568,gapfilled,RF,BASE+flow,2020,2
181-270,90,-0.045,14.381,11.632,0.8395,0.7161,0.081,gapfilled,RF,BASE+flow,2020,2
271-365,95,0.102,17.064,11.2,0.7081,0.7807,0.493,gapfilled,RF,BASE+flow,2020,2
1-7,0,,,,,,,observed,XGB,BASE+flow,2020,2
8-30,0,,,,,,,observed,XGB,BASE+flow,2020,2
31-90,0,,,,,,,observed,XGB,BASE+flow,2020,2
91-180,0,,,,,,,observed,XGB,BASE+flow,2020,2
181-270,0,,,,,,,observed,XGB,BASE+flow,2020,2
271-365,0,,,,,,,observed,XGB,BASE+flow,2020,2
1-7,7,0.527,16.816,14.025,0.8529,0.6368,0.908,gapfilled,XGB,BASE+flow,2020,2
8-30,23,0.266,12.015,8.528,0.7735,0.3075,0.54,gapfilled,XGB,BASE+flow,2020,2
31-90,60,0.269,13.251,10.331,0.9,0.4286,0.624,gapfilled,XGB,BASE+flow,2020,2
91-180,90,0.412,13.97,7.904,0.659,0.4936,0.647,gapfilled,XGB,BASE+flow,2020,2
181-270,90,-0.343,16.298,12.896,0.9307,0.7939,-0.206,gapfilled,XGB,BASE+flow,2020,2
271-365,95,0.144,16.664,10.292,0.6507,0.7173,0.441,gapfilled,XGB,BASE+flow,2020,2
1-7,0,,,,,,,observed,LightGBM,BASE+flow,2020,2
8-30,0,,,,,,,observed,LightGBM,BASE+flow,2020,2
31-90,0,,,,,,,observed,LightGBM,BASE+flow,2020,2
91-180,0,,,,,,,observed,LightGBM,BASE+flow,2020,2
181-270,0,,,,,,,observed,LightGBM,BASE+flow,2020,2
271-365,0,,,,,,,observed,LightGBM,BASE+flow,2020,2
1-7,7,0.54,16.591,13.104,0.7968,0.595,0.92,gapfilled,LightGBM,BASE+flow,2020,2
8-30,23,0.231,12.296,8.655,0.785,0.3121,0.506,gapfilled,LightGBM,BASE+flow,2020,2
31-90,60,0.14,14.376,11.493,1.0013,0.4768,0.638,gapfilled,LightGBM,BASE+flow,2020,2
91-180,90,0.319,15.033,9.451,0.788,0.5902,0.595,gapfilled,LightGBM,BASE+flow,2020,2
181-270,90,-0.333,16.241,12.711,0.9174,0.7826,-0.241,gapfilled,LightGBM,BASE+flow,2020,2
271-365,95,0.122,16.881,10.633,0.6723,0.7411,0.435,gapfilled,LightGBM,BASE+flow,2020,2
1-7,0,,,,,,,observed,SARIMAX,BASE+flow,2020,2
8-30,0,,,,,,,observed,SARIMAX,BASE+flow,2020,2
31-90,0,,,,,,,observed,SARIMAX,BASE+flow,2020,2
91-180,0,,,,,,,observed,SARIMAX,BASE+flow,2020,2
181-270,0,,,,,,,observed,SARIMAX,BASE+flow,2020,2
271-365,0,,,,,,,observed,SARIMAX,BASE+flow,2020,2
1-7,7,0.343,19.824,18.302,1.1129,0.831,0.95,gapfilled,SARIMAX,BASE+flow,2020,2
8-30,23,0.15,12.927,11.283,1.0233,0.4069,0.584,gapfilled,SARIMAX,BASE+flow,2020,2
31-90,60,-0.038,15.796,13.724,1.1956,0.5694,0.693,gapfilled,SARIMAX,BASE+flow,2020,2
91-180,90,0.359,14.587,11.196,0.9335,0.6992,0.757,gapfilled,SARIMAX,BASE+flow,2020,2
181-270,90,-0.408,16.691,13.867,1.0008,0.8537,-0.163,gapfilled,SARIMAX,BASE+flow,2020,2
271-365,95,-0.076,18.686,13.511,0.8542,0.9417,0.47,gapfilled,SARIMAX,BASE+flow,2020,2
1-7,0,,,,,,,observed,Ensemble_unweighted,BASE+flow,2020,2
8-30,0,,,,,,,observed,Ensemble_unweighted,BASE+flow,2020,2
31-90,0,,,,,,,observed,Ensemble_unweighted,BASE+flow,2020,2
91-180,0,,,,,,,observed,Ensemble_unweighted,BASE+flow,2020,2
181-270,0,,,,,,,observed,Ensemble_unweighted,BASE+flow,2020,2
271-365,0,,,,,,,observed,Ensemble_unweighted,BASE+flow,2020,2
1-7,7,0.491,17.457,15.393,0.936,0.6989,0.921,gapfilled,Ensemble_unweighted,BASE+flow,2020,2
8-30,23,0.304,11.696,8.941,0.8109,0.3224,0.571,gapfilled,Ensemble_unweighted,BASE+flow,2020,2
31-90,60,0.18,14.039,11.796,1.0277,0.4894,0.668,gapfilled,Ensemble_unweighted,BASE+flow,2020,2
91-180,90,0.407,14.032,8.51,0.7095,0.5315,0.678,gapfilled,Ensemble_unweighted,BASE+flow,2020,2
181-270,90,-0.213,15.49,12.525,0.9039,0.7711,-0.18,gapfilled,Ensemble_unweighted,BASE+flow,2020,2
271-365,95,0.115,16.944,10.902,0.6892,0.7598,0.479,gapfilled,Ensemble_unweighted,BASE+flow,2020,2
1-7,0,,,,,,,observed,Ensemble_MASEweighted,BASE+flow,2020,2
8-30,0,,,,,,,observed,Ensemble_MASEweighted,BASE+flow,2020,2
31-90,0,,,,,,,observed,Ensemble_MASEweighted,BASE+flow,2020,2
91-180,0,,,,,,,observed,Ensemble_MASEweighted,BASE+flow,2020,2
181-270,0,,,,,,,observed,Ensemble_MASEweighted,BASE+flow,2020,2
271-365,0,,,,,,,observed,Ensemble_MASEweighted,BASE+flow,2020,2
1-7,7,0.493,17.423,15.338,0.9326,0.6964,0.921,gapfilled,Ensemble_MASEweighted,BASE+flow,2020,2
8-30,23,0.305,11.692,8.91,0.8082,0.3213,0.57,gapfilled,Ensemble_MASEweighted,BASE+flow,2020,2
31-90,60,0.182,14.018,11.767,1.0251,0.4882,0.668,gapfilled,Ensemble_MASEweighted,BASE+flow,2020,2
91-180,90,0.407,14.034,8.484,0.7074,0.5299,0.677,gapfilled,Ensemble_MASEweighted,BASE+flow,2020,2
181-270,90,-0.215,15.503,12.528,0.9041,0.7713,-0.182,gapfilled,Ensemble_MASEweighted,BASE+flow,2020,2
271-365,95,0.117,16.928,10.875,0.6875,0.758,0.478,gapfilled,Ensemble_MASEweighted,BASE+flow,2020,2
1-7,0,,,,,,,observed,RF,BASE+mgmt,2020,2
8-30,0,,,,,,,observed,RF,BASE+mgmt,2020,2
31-90,0,,,,,,,observed,RF,BASE+mgmt,2020,2
91-180,0,,,,,,,observed,RF,BASE+mgmt,2020,2
181-270,0,,,,,,,observed,RF,BASE+mgmt,2020,2
271-365,0,,,,,,,observed,RF,BASE+mgmt,2020,2
1-7,7,0.412,18.766,16.68,1.0143,0.7574,0.855,gapfilled,RF,BASE+mgmt,2020,2
8-30,23,0.26,12.059,9.187,0.8332,0.3313,0.555,gapfilled,RF,BASE+mgmt,2020,2
31-90,60,-0.014,15.607,12.626,1.1,0.5238,0.594,gapfilled,RF,BASE+mgmt,2020,2
91-180,90,0.308,15.151,8.235,0.6866,0.5143,0.585,gapfilled,RF,BASE+mgmt,2020,2
181-270,90,-0.073,14.569,11.952,0.8626,0.7358,0.039,gapfilled,RF,BASE+mgmt,2020,2
271-365,95,-0.158,19.385,14.849,0.9388,1.035,0.477,gapfilled,RF,BASE+mgmt,2020,2
1-7,0,,,,,,,observed,XGB,BASE+mgmt,2020,2
8-30,0,,,,,,,observed,XGB,BASE+mgmt,2020,2
31-90,0,,,,,,,observed,XGB,BASE+mgmt,2020,2
91-180,0,,,,,,,observed,XGB,BASE+mgmt,2020,2
181-270,0,,,,,,,observed,XGB,BASE+mgmt,2020,2
271-365,0,,,,,,,observed,XGB,BASE+mgmt,2020,2
1-7,7,0.518,16.978,13.958,0.8488,0.6338,0.908,gapfilled,XGB,BASE+mgmt,2020,2
8-30,23,0.228,12.317,8.579,0.7781,0.3094,0.509,gapfilled,XGB,BASE+mgmt,2020,2
31-90,60,0.148,14.306,11.55,1.0062,0.4792,0.584,gapfilled,XGB,BASE+mgmt,2020,2
91-180,90,0.39,14.229,8.195,0.6832,0.5118,0.63,gapfilled,XGB,BASE+mgmt,2020,2
181-270,90,-0.237,15.645,12.245,0.8837,0.7539,-0.114,gapfilled,XGB,BASE+mgmt,2020,2
271-365,95,-0.127,19.118,14.019,0.8863,0.9772,0.418,gapfilled,XGB,BASE+mgmt,2020,2
1-7,0,,,,,,,observed,LightGBM,BASE+mgmt,2020,2
8-30,0,,,,,,,observed,LightGBM,BASE+mgmt,2020,2
31-90,0,,,,,,,observed,LightGBM,BASE+mgmt,2020,2
91-180,0,,,,,,,observed,LightGBM,BASE+mgmt,2020,2
181-270,0,,,,,,,observed,LightGBM,BASE+mgmt,2020,2
271-365,0,,,,,,,observed,LightGBM,BASE+mgmt,2020,2
1-7,7,0.467,17.857,15.531,0.9444,0.7052,0.932,gapfilled,LightGBM,BASE+mgmt,2020,2
8-30,23,0.172,12.758,9.772,0.8863,0.3524,0.531,gapfilled,LightGBM,BASE+mgmt,2020,2
31-90,60,-0.048,15.87,12.696,1.1061,0.5267,0.615,gapfilled,LightGBM,BASE+mgmt,2020,2
91-180,90,0.473,13.23,7.7,0.642,0.4809,0.7,gapfilled,LightGBM,BASE+mgmt,2020,2
181-270,90,-0.28,15.912,12.43,0.8971,0.7653,-0.179,gapfilled,LightGBM,BASE+mgmt,2020,2
271-365,95,0.104,17.044,10.51,0.6645,0.7326,0.457,gapfilled,LightGBM,BASE+mgmt,2020,2
1-7,0,,,,,,,observed,SARIMAX,BASE+mgmt,2020,2
8-30,0,,,,,,,observed,SARIMAX,BASE+mgmt,2020,2
31-90,0,,,,,,,observed,SARIMAX,BASE+mgmt,2020,2
91-180,0,,,,,,,observed,SARIMAX,BASE+mgmt,2020,2
181-270,0,,,,,,,observed,SARIMAX,BASE+mgmt,2020,2
271-365,0,,,,,,,observed,SARIMAX,BASE+mgmt,2020,2
1-7,7,0.343,19.824,18.302,1.1129,0.831,0.95,gapfilled,SARIMAX,BASE+mgmt,2020,2
8-30,23,0.15,12.927,11.283,1.0233,0.4069,0.584,gapfilled,SARIMAX,BASE+mgmt,2020,2
31-90,60,-0.038,15.796,13.724,1.1956,0.5694,0.693,gapfilled,SARIMAX,BASE+mgmt,2020,2
91-180,90,0.359,14.587,11.196,0.9335,0.6992,0.757,gapfilled,SARIMAX,BASE+mgmt,2020,2
181-270,90,-0.408,16.691,13.867,1.0008,0.8537,-0.163,gapfilled,SARIMAX,BASE+mgmt,2020,2
271-365,95,-0.076,18.686,13.511,0.8542,0.9417,0.47,gapfilled,SARIMAX,BASE+mgmt,2020,2
1-7,0,,,,,,,observed,Ensemble_unweighted,BASE+mgmt,2020,2
8-30,0,,,,,,,observed,Ensemble_unweighted,BASE+mgmt,2020,2
31-90,0,,,,,,,observed,Ensemble_unweighted,BASE+mgmt,2020,2
91-180,0,,,,,,,observed,Ensemble_unweighted,BASE+mgmt,2020,2
181-270,0,,,,,,,observed,Ensemble_unweighted,BASE+mgmt,2020,2
271-365,0,,,,,,,observed,Ensemble_unweighted,BASE+mgmt,2020,2
1-7,7,0.482,17.612,15.258,0.9278,0.6928,0.927,gapfilled,Ensemble_unweighted,BASE+mgmt,2020,2
8-30,23,0.289,11.822,9.284,0.842,0.3348,0.569,gapfilled,Ensemble_unweighted,BASE+mgmt,2020,2
31-90,60,0.086,14.822,12.476,1.0869,0.5176,0.649,gapfilled,Ensemble_unweighted,BASE+mgmt,2020,2
91-180,90,0.44,13.631,8.136,0.6783,0.5081,0.705,gapfilled,Ensemble_unweighted,BASE+mgmt,2020,2
181-270,90,-0.179,15.274,12.39,0.8942,0.7628,-0.146,gapfilled,Ensemble_unweighted,BASE+mgmt,2020,2
271-365,95,-0.006,18.062,12.729,0.8047,0.8872,0.483,gapfilled,Ensemble_unweighted,BASE+mgmt,2020,2
1-7,0,,,,,,,observed,Ensemble_MASEweighted,BASE+mgmt,2020,2
8-30,0,,,,,,,observed,Ensemble_MASEweighted,BASE+mgmt,2020,2
31-90,0,,,,,,,observed,Ensemble_MASEweighted,BASE+mgmt,2020,2
91-180,0,,,,,,,observed,Ensemble_MASEweighted,BASE+mgmt,2020,2
181-270,0,,,,,,,observed,Ensemble_MASEweighted,BASE+mgmt,2020,2
271-365,0,,,,,,,observed,Ensemble_MASEweighted,BASE+mgmt,2020,2
1-7,7,0.484,17.579,15.193,0.9239,0.6898,0.927,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2020,2
8-30,23,0.289,11.822,9.266,0.8404,0.3341,0.568,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2020,2
31-90,60,0.087,14.815,12.454,1.085,0.5167,0.647,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2020,2
91-180,90,0.44,13.629,8.107,0.6759,0.5063,0.704,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2020,2
181-270,90,-0.18,15.277,12.382,0.8936,0.7623,-0.146,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2020,2
271-365,95,-0.004,18.049,12.703,0.8031,0.8854,0.482,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2020,2
1-7,0,,,,,,,observed,RF,BASE+bodyweight,2020,2
8-30,0,,,,,,,observed,RF,BASE+bodyweight,2020,2
31-90,0,,,,,,,observed,RF,BASE+bodyweight,2020,2
91-180,0,,,,,,,observed,RF,BASE+bodyweight,2020,2
181-270,0,,,,,,,observed,RF,BASE+bodyweight,2020,2
271-365,0,,,,,,,observed,RF,BASE+bodyweight,2020,2
1-7,7,0.471,17.788,15.477,0.9411,0.7027,0.87,gapfilled,RF,BASE+bodyweight,2020,2
8-30,23,0.287,11.838,8.898,0.807,0.3209,0.574,gapfilled,RF,BASE+bodyweight,2020,2
31-90,60,0.043,15.161,12.379,1.0785,0.5136,0.609,gapfilled,RF,BASE+bodyweight,2020,2
91-180,90,0.307,15.167,8.157,0.6801,0.5094,0.571,gapfilled,RF,BASE+bodyweight,2020,2
181-270,90,-0.121,14.894,12.618,0.9106,0.7769,0.04,gapfilled,RF,BASE+bodyweight,2020,2
271-365,95,0.092,17.159,11.75,0.7429,0.819,0.5,gapfilled,RF,BASE+bodyweight,2020,2
1-7,0,,,,,,,observed,XGB,BASE+bodyweight,2020,2
8-30,0,,,,,,,observed,XGB,BASE+bodyweight,2020,2
31-90,0,,,,,,,observed,XGB,BASE+bodyweight,2020,2
91-180,0,,,,,,,observed,XGB,BASE+bodyweight,2020,2
181-270,0,,,,,,,observed,XGB,BASE+bodyweight,2020,2
271-365,0,,,,,,,observed,XGB,BASE+bodyweight,2020,2
1-7,7,0.5,17.297,14.275,0.868,0.6482,0.896,gapfilled,XGB,BASE+bodyweight,2020,2
8-30,23,0.271,11.967,8.711,0.79,0.3141,0.552,gapfilled,XGB,BASE+bodyweight,2020,2
31-90,60,0.25,13.423,10.345,0.9013,0.4292,0.608,gapfilled,XGB,BASE+bodyweight,2020,2
91-180,90,0.416,13.919,7.997,0.6668,0.4995,0.648,gapfilled,XGB,BASE+bodyweight,2020,2
181-270,90,-0.314,16.123,12.661,0.9137,0.7795,-0.177,gapfilled,XGB,BASE+bodyweight,2020,2
271-365,95,0.13,16.798,10.444,0.6603,0.7279,0.437,gapfilled,XGB,BASE+bodyweight,2020,2
1-7,0,,,,,,,observed,LightGBM,BASE+bodyweight,2020,2
8-30,0,,,,,,,observed,LightGBM,BASE+bodyweight,2020,2
31-90,0,,,,,,,observed,LightGBM,BASE+bodyweight,2020,2
91-180,0,,,,,,,observed,LightGBM,BASE+bodyweight,2020,2
181-270,0,,,,,,,observed,LightGBM,BASE+bodyweight,2020,2
271-365,0,,,,,,,observed,LightGBM,BASE+bodyweight,2020,2
