bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,target,model,config,anchor_year,tower
1-7,0,,,,,,,observed,TabICLv2,BASE+bodyweight,2019,2
8-30,0,,,,,,,observed,TabICLv2,BASE+bodyweight,2019,2
31-90,0,,,,,,,observed,TabICLv2,BASE+bodyweight,2019,2
91-180,0,,,,,,,observed,TabICLv2,BASE+bodyweight,2019,2
181-270,0,,,,,,,observed,TabICLv2,BASE+bodyweight,2019,2
271-365,0,,,,,,,observed,TabICLv2,BASE+bodyweight,2019,2
1-7,7,-1.516,52.101,41.574,1.4607,0.9219,0.729,gapfilled,TabICLv2,BASE+bodyweight,2019,2
8-30,23,-0.825,25.792,19.779,1.3892,0.8625,0.156,gapfilled,TabICLv2,BASE+bodyweight,2019,2
31-90,60,-0.788,41.506,27.642,1.5876,0.8846,0.072,gapfilled,TabICLv2,BASE+bodyweight,2019,2
91-180,90,-2.099,13.616,11.167,1.2048,0.9524,-0.07,gapfilled,TabICLv2,BASE+bodyweight,2019,2
181-270,90,-0.692,29.257,19.141,1.1452,0.9697,0.056,gapfilled,TabICLv2,BASE+bodyweight,2019,2
271-365,95,-0.903,34.564,25.261,1.2418,0.9585,-0.306,gapfilled,TabICLv2,BASE+bodyweight,2019,2
1-7,0,,,,,,,observed,TabPFN,BASE+ALL,2019,2
8-30,0,,,,,,,observed,TabPFN,BASE+ALL,2019,2
31-90,0,,,,,,,observed,TabPFN,BASE+ALL,2019,2
91-180,0,,,,,,,observed,TabPFN,BASE+ALL,2019,2
181-270,0,,,,,,,observed,TabPFN,BASE+ALL,2019,2
271-365,0,,,,,,,observed,TabPFN,BASE+ALL,2019,2
1-7,7,-1.509,52.029,40.444,1.421,0.8968,0.106,gapfilled,TabPFN,BASE+ALL,2019,2
8-30,23,-0.733,25.132,18.604,1.3066,0.8112,-0.088,gapfilled,TabPFN,BASE+ALL,2019,2
31-90,60,-0.758,41.156,26.677,1.5322,0.8537,-0.207,gapfilled,TabPFN,BASE+ALL,2019,2
91-180,90,-1.549,12.348,9.76,1.053,0.8324,0.088,gapfilled,TabPFN,BASE+ALL,2019,2
181-270,90,-0.589,28.358,17.843,1.0676,0.9039,-0.282,gapfilled,TabPFN,BASE+ALL,2019,2
271-365,95,-0.813,33.733,24.141,1.1868,0.9161,-0.382,gapfilled,TabPFN,BASE+ALL,2019,2
1-7,0,,,,,,,observed,TabICLv2,BASE+ALL,2019,2
8-30,0,,,,,,,observed,TabICLv2,BASE+ALL,2019,2
31-90,0,,,,,,,observed,TabICLv2,BASE+ALL,2019,2
91-180,0,,,,,,,observed,TabICLv2,BASE+ALL,2019,2
181-270,0,,,,,,,observed,TabICLv2,BASE+ALL,2019,2
271-365,0,,,,,,,observed,TabICLv2,BASE+ALL,2019,2
1-7,7,-1.563,52.583,41.944,1.4736,0.9301,0.738,gapfilled,TabICLv2,BASE+ALL,2019,2
8-30,23,-0.889,26.237,20.555,1.4437,0.8963,0.24,gapfilled,TabICLv2,BASE+ALL,2019,2
31-90,60,-0.804,41.696,27.664,1.5889,0.8853,-0.071,gapfilled,TabICLv2,BASE+ALL,2019,2
91-180,90,-1.976,13.343,10.89,1.1749,0.9288,0.02,gapfilled,TabICLv2,BASE+ALL,2019,2
181-270,90,-0.613,28.563,18.246,1.0917,0.9243,-0.025,gapfilled,TabICLv2,BASE+ALL,2019,2
271-365,95,-0.933,34.838,25.71,1.2639,0.9756,-0.315,gapfilled,TabICLv2,BASE+ALL,2019,2
1-7,0,,,,,,,observed,TabPFN,BASE,2019,4
8-30,8,-1.538,52.786,41.345,1.0812,1.0801,-0.027,observed,TabPFN,BASE,2019,4
31-90,32,-0.159,24.123,19.148,0.875,0.8767,0.48,observed,TabPFN,BASE,2019,4
91-180,62,-0.296,99.709,59.246,0.7792,0.7798,0.429,observed,TabPFN,BASE,2019,4
181-270,61,0.302,30.277,20.575,0.7304,0.7314,0.762,observed,TabPFN,BASE,2019,4
271-365,66,-0.051,54.085,22.377,0.8462,0.8479,0.415,observed,TabPFN,BASE,2019,4
1-7,7,-11.117,6.889,6.588,3.3007,3.2496,-0.409,gapfilled,TabPFN,BASE,2019,4
8-30,23,-0.409,34.523,19.905,1.1003,1.0997,-0.248,gapfilled,TabPFN,BASE,2019,4
31-90,60,-0.803,32.138,24.529,0.8485,0.8503,0.533,gapfilled,TabPFN,BASE,2019,4
91-180,90,-0.783,64.9,49.462,0.71,0.7107,0.591,gapfilled,TabPFN,BASE,2019,4
181-270,90,0.04,36.838,24.076,0.6937,0.695,0.799,gapfilled,TabPFN,BASE,2019,4
271-365,95,-0.401,28.335,18.839,0.7297,0.7315,0.443,gapfilled,TabPFN,BASE,2019,4
1-7,0,,,,,,,observed,TabICLv2,BASE,2019,4
8-30,8,-1.542,52.826,41.391,1.0824,1.0813,0.523,observed,TabICLv2,BASE,2019,4
31-90,32,-0.17,24.246,19.19,0.8769,0.8786,0.047,observed,TabICLv2,BASE,2019,4
91-180,62,-0.461,105.861,65.629,0.8631,0.8639,0.299,observed,TabICLv2,BASE,2019,4
181-270,61,0.239,31.603,21.812,0.7744,0.7754,0.748,observed,TabICLv2,BASE,2019,4
271-365,66,-0.065,54.46,22.46,0.8493,0.851,0.417,observed,TabICLv2,BASE,2019,4
1-7,7,-14.784,7.862,7.582,3.7987,3.74,-0.025,gapfilled,TabICLv2,BASE,2019,4
8-30,23,-0.41,34.533,20.061,1.1089,1.1083,-0.262,gapfilled,TabICLv2,BASE,2019,4
31-90,60,-0.838,32.449,24.719,0.8551,0.8569,0.089,gapfilled,TabICLv2,BASE,2019,4
91-180,90,-1.231,72.595,57.189,0.8209,0.8217,0.406,gapfilled,TabICLv2,BASE,2019,4
181-270,90,-0.001,37.614,24.253,0.6988,0.7001,0.806,gapfilled,TabICLv2,BASE,2019,4
271-365,95,-0.45,28.825,19.231,0.7449,0.7467,0.441,gapfilled,TabICLv2,BASE,2019,4
1-7,0,,,,,,,observed,TabPFN,BASE+species,2019,4
8-30,8,-1.526,52.665,41.235,1.0783,1.0772,-0.124,observed,TabPFN,BASE+species,2019,4
31-90,32,-0.152,24.056,19.045,0.8703,0.8719,0.321,observed,TabPFN,BASE+species,2019,4
91-180,62,-0.294,99.614,59.257,0.7793,0.78,0.423,observed,TabPFN,BASE+species,2019,4
181-270,61,0.297,30.371,20.476,0.7269,0.7279,0.787,observed,TabPFN,BASE+species,2019,4
271-365,66,-0.038,53.767,22.217,0.8401,0.8418,0.474,observed,TabPFN,BASE+species,2019,4
1-7,7,-11.493,6.995,6.644,3.3289,3.2774,-0.689,gapfilled,TabPFN,BASE+species,2019,4
8-30,23,-0.406,34.483,19.973,1.104,1.1034,-0.218,gapfilled,TabPFN,BASE+species,2019,4
31-90,60,-0.769,31.832,24.235,0.8384,0.8401,0.542,gapfilled,TabPFN,BASE+species,2019,4
91-180,90,-0.764,64.541,49.102,0.7048,0.7055,0.593,gapfilled,TabPFN,BASE+species,2019,4
181-270,90,0.015,37.315,24.428,0.7038,0.7051,0.813,gapfilled,TabPFN,BASE+species,2019,4
271-365,95,-0.386,28.179,18.944,0.7337,0.7356,0.515,gapfilled,TabPFN,BASE+species,2019,4
1-7,0,,,,,,,observed,TabICLv2,BASE+species,2019,4
8-30,8,-1.622,53.649,42.218,1.104,1.1029,0.449,observed,TabICLv2,BASE+species,2019,4
31-90,32,-0.129,23.812,18.732,0.856,0.8576,0.095,observed,TabICLv2,BASE+species,2019,4
91-180,62,-0.412,104.05,63.733,0.8382,0.8389,0.345,observed,TabICLv2,BASE+species,2019,4
181-270,61,0.189,32.635,21.873,0.7765,0.7776,0.8,observed,TabICLv2,BASE+species,2019,4
271-365,66,-0.01,53.014,21.718,0.8213,0.8229,0.463,observed,TabICLv2,BASE+species,2019,4
1-7,7,-19.101,8.873,8.614,4.3156,4.2488,-0.124,gapfilled,TabICLv2,BASE+species,2019,4
8-30,23,-0.456,35.094,20.637,1.1407,1.1401,-0.255,gapfilled,TabICLv2,BASE+species,2019,4
31-90,60,-0.763,31.784,23.982,0.8296,0.8314,0.081,gapfilled,TabICLv2,BASE+species,2019,4
91-180,90,-1.1,70.431,54.797,0.7866,0.7874,0.454,gapfilled,TabICLv2,BASE+species,2019,4
181-270,90,-0.097,39.386,25.789,0.743,0.7444,0.853,gapfilled,TabICLv2,BASE+species,2019,4
271-365,95,-0.251,26.778,17.737,0.687,0.6887,0.509,gapfilled,TabICLv2,BASE+species,2019,4
1-7,0,,,,,,,observed,TabPFN,BASE+arable,2019,4
8-30,8,-1.538,52.786,41.345,1.0812,1.0801,-0.027,observed,TabPFN,BASE+arable,2019,4
31-90,32,-0.159,24.123,19.148,0.875,0.8767,0.48,observed,TabPFN,BASE+arable,2019,4
91-180,62,-0.296,99.709,59.246,0.7792,0.7798,0.429,observed,TabPFN,BASE+arable,2019,4
181-270,61,0.302,30.277,20.575,0.7304,0.7314,0.762,observed,TabPFN,BASE+arable,2019,4
271-365,66,-0.051,54.085,22.377,0.8462,0.8479,0.415,observed,TabPFN,BASE+arable,2019,4
1-7,7,-11.117,6.889,6.588,3.3007,3.2496,-0.409,gapfilled,TabPFN,BASE+arable,2019,4
8-30,23,-0.409,34.523,19.905,1.1003,1.0997,-0.248,gapfilled,TabPFN,BASE+arable,2019,4
31-90,60,-0.803,32.138,24.529,0.8485,0.8503,0.533,gapfilled,TabPFN,BASE+arable,2019,4
91-180,90,-0.783,64.9,49.462,0.71,0.7107,0.591,gapfilled,TabPFN,BASE+arable,2019,4
181-270,90,0.04,36.838,24.076,0.6937,0.695,0.799,gapfilled,TabPFN,BASE+arable,2019,4
271-365,95,-0.401,28.335,18.839,0.7297,0.7315,0.443,gapfilled,TabPFN,BASE+arable,2019,4
1-7,0,,,,,,,observed,TabICLv2,BASE+arable,2019,4
8-30,8,-1.542,52.826,41.391,1.0824,1.0813,0.523,observed,TabICLv2,BASE+arable,2019,4
31-90,32,-0.17,24.246,19.19,0.8769,0.8786,0.047,observed,TabICLv2,BASE+arable,2019,4
91-180,62,-0.461,105.861,65.629,0.8631,0.8639,0.299,observed,TabICLv2,BASE+arable,2019,4
181-270,61,0.239,31.603,21.812,0.7744,0.7754,0.748,observed,TabICLv2,BASE+arable,2019,4
271-365,66,-0.065,54.46,22.46,0.8493,0.851,0.417,observed,TabICLv2,BASE+arable,2019,4
1-7,7,-14.784,7.862,7.582,3.7987,3.74,-0.025,gapfilled,TabICLv2,BASE+arable,2019,4
8-30,23,-0.41,34.533,20.061,1.1089,1.1083,-0.262,gapfilled,TabICLv2,BASE+arable,2019,4
31-90,60,-0.838,32.449,24.719,0.8551,0.8569,0.089,gapfilled,TabICLv2,BASE+arable,2019,4
91-180,90,-1.231,72.595,57.189,0.8209,0.8217,0.406,gapfilled,TabICLv2,BASE+arable,2019,4
181-270,90,-0.001,37.614,24.253,0.6988,0.7001,0.806,gapfilled,TabICLv2,BASE+arable,2019,4
271-365,95,-0.45,28.825,19.231,0.7449,0.7467,0.441,gapfilled,TabICLv2,BASE+arable,2019,4
1-7,0,,,,,,,observed,TabPFN,BASE+flow,2019,4
8-30,8,-1.531,52.715,41.252,1.0787,1.0777,-0.076,observed,TabPFN,BASE+flow,2019,4
31-90,32,-0.164,24.181,19.137,0.8745,0.8761,0.326,observed,TabPFN,BASE+flow,2019,4
91-180,62,-0.322,100.697,60.388,0.7942,0.7949,0.459,observed,TabPFN,BASE+flow,2019,4
181-270,61,0.317,29.943,20.494,0.7275,0.7285,0.744,observed,TabPFN,BASE+flow,2019,4
271-365,66,-0.056,54.226,22.321,0.8441,0.8458,0.383,observed,TabPFN,BASE+flow,2019,4
1-7,7,-10.206,6.625,6.312,3.1622,3.1132,-0.179,gapfilled,TabPFN,BASE+flow,2019,4
8-30,23,-0.407,34.498,19.917,1.1009,1.1003,-0.448,gapfilled,TabPFN,BASE+flow,2019,4
31-90,60,-0.811,32.209,24.594,0.8508,0.8526,0.599,gapfilled,TabPFN,BASE+flow,2019,4
91-180,90,-0.855,66.187,51.09,0.7334,0.7341,0.61,gapfilled,TabPFN,BASE+flow,2019,4
181-270,90,0.072,36.219,23.768,0.6848,0.6861,0.788,gapfilled,TabPFN,BASE+flow,2019,4
271-365,95,-0.41,28.421,18.766,0.7268,0.7286,0.405,gapfilled,TabPFN,BASE+flow,2019,4
1-7,0,,,,,,,observed,TabICLv2,BASE+flow,2019,4
8-30,8,-1.555,52.959,41.457,1.0841,1.083,-0.471,observed,TabICLv2,BASE+flow,2019,4
31-90,32,-0.154,24.076,19.057,0.8709,0.8725,0.226,observed,TabICLv2,BASE+flow,2019,4
91-180,62,-0.433,104.829,64.667,0.8505,0.8512,0.317,observed,TabICLv2,BASE+flow,2019,4
181-270,61,0.278,30.777,21.254,0.7545,0.7555,0.742,observed,TabICLv2,BASE+flow,2019,4
271-365,66,-0.06,54.31,22.378,0.8462,0.8479,0.446,observed,TabICLv2,BASE+flow,2019,4
1-7,7,-15.547,8.05,7.78,3.8978,3.8375,0.047,gapfilled,TabICLv2,BASE+flow,2019,4
8-30,23,-0.417,34.62,20.079,1.1099,1.1093,-0.542,gapfilled,TabICLv2,BASE+flow,2019,4
31-90,60,-0.817,32.265,24.527,0.8485,0.8503,0.182,gapfilled,TabICLv2,BASE+flow,2019,4
91-180,90,-1.142,71.128,55.583,0.7979,0.7987,0.413,gapfilled,TabICLv2,BASE+flow,2019,4
181-270,90,0.056,36.54,23.627,0.6807,0.682,0.804,gapfilled,TabICLv2,BASE+flow,2019,4
271-365,95,-0.435,28.677,19.086,0.7392,0.7411,0.448,gapfilled,TabICLv2,BASE+flow,2019,4
1-7,0,,,,,,,observed,TabPFN,BASE+mgmt,2019,4
8-30,8,-1.546,52.869,41.416,1.083,1.082,0.112,observed,TabPFN,BASE+mgmt,2019,4
31-90,32,-0.147,24.008,19.003,0.8684,0.87,0.445,observed,TabPFN,BASE+mgmt,2019,4
91-180,62,-0.289,99.419,59.151,0.7779,0.7786,0.448,observed,TabPFN,BASE+mgmt,2019,4
181-270,61,0.287,30.586,20.602,0.7314,0.7323,0.77,observed,TabPFN,BASE+mgmt,2019,4
271-365,66,-0.056,54.213,22.458,0.8492,0.851,0.422,observed,TabPFN,BASE+mgmt,2019,4
1-7,7,-11.549,7.011,6.711,3.3624,3.3103,-0.508,gapfilled,TabPFN,BASE+mgmt,2019,4
8-30,23,-0.416,34.604,20.094,1.1107,1.1102,-0.115,gapfilled,TabPFN,BASE+mgmt,2019,4
31-90,60,-0.787,31.997,24.364,0.8428,0.8446,0.556,gapfilled,TabPFN,BASE+mgmt,2019,4
91-180,90,-0.763,64.519,49.173,0.7059,0.7066,0.602,gapfilled,TabPFN,BASE+mgmt,2019,4
181-270,90,0.015,37.316,24.4,0.703,0.7043,0.805,gapfilled,TabPFN,BASE+mgmt,2019,4
271-365,95,-0.427,28.599,19.154,0.7419,0.7437,0.461,gapfilled,TabPFN,BASE+mgmt,2019,4
1-7,0,,,,,,,observed,TabICLv2,BASE+mgmt,2019,4
8-30,8,-1.59,53.319,41.814,1.0934,1.0924,-0.196,observed,TabICLv2,BASE+mgmt,2019,4
31-90,32,-0.137,23.898,18.83,0.8605,0.8621,0.141,observed,TabICLv2,BASE+mgmt,2019,4
91-180,62,-0.408,103.932,63.738,0.8382,0.839,0.317,observed,TabICLv2,BASE+mgmt,2019,4
181-270,61,0.277,30.8,21.392,0.7594,0.7604,0.746,observed,TabICLv2,BASE+mgmt,2019,4
271-365,66,-0.073,54.657,22.463,0.8494,0.8512,0.371,observed,TabICLv2,BASE+mgmt,2019,4
1-7,7,-16.455,8.268,7.996,4.0059,3.9439,-0.099,gapfilled,TabICLv2,BASE+mgmt,2019,4
8-30,23,-0.437,34.864,20.311,1.1227,1.1221,-0.492,gapfilled,TabICLv2,BASE+mgmt,2019,4
31-90,60,-0.774,31.88,24.126,0.8346,0.8364,0.208,gapfilled,TabICLv2,BASE+mgmt,2019,4
91-180,90,-1.1,70.416,54.705,0.7853,0.786,0.402,gapfilled,TabICLv2,BASE+mgmt,2019,4
181-270,90,0.053,36.587,23.279,0.6707,0.672,0.807,gapfilled,TabICLv2,BASE+mgmt,2019,4
271-365,95,-0.471,29.031,19.276,0.7466,0.7485,0.372,gapfilled,TabICLv2,BASE+mgmt,2019,4
1-7,0,,,,,,,observed,TabPFN,BASE+bodyweight,2019,4
8-30,8,-1.517,52.57,41.107,1.0749,1.0739,-0.318,observed,TabPFN,BASE+bodyweight,2019,4
31-90,32,-0.161,24.153,19.152,0.8752,0.8768,0.379,observed,TabPFN,BASE+bodyweight,2019,4
91-180,62,-0.257,98.179,57.986,0.7626,0.7632,0.456,observed,TabPFN,BASE+bodyweight,2019,4
181-270,61,0.335,29.553,20.01,0.7104,0.7113,0.772,observed,TabPFN,BASE+bodyweight,2019,4
271-365,66,-0.032,53.611,22.102,0.8358,0.8375,0.436,observed,TabPFN,BASE+bodyweight,2019,4
1-7,7,-10.404,6.683,6.351,3.182,3.1328,-0.692,gapfilled,TabPFN,BASE+bodyweight,2019,4
8-30,23,-0.398,34.387,19.855,1.0975,1.0969,-0.298,gapfilled,TabPFN,BASE+bodyweight,2019,4
31-90,60,-0.805,32.156,24.531,0.8486,0.8504,0.505,gapfilled,TabPFN,BASE+bodyweight,2019,4
91-180,90,-0.673,62.859,47.427,0.6808,0.6815,0.619,gapfilled,TabPFN,BASE+bodyweight,2019,4
181-270,90,0.065,36.358,24.069,0.6935,0.6948,0.81,gapfilled,TabPFN,BASE+bodyweight,2019,4
271-365,95,-0.352,27.839,18.552,0.7185,0.7203,0.481,gapfilled,TabPFN,BASE+bodyweight,2019,4
1-7,0,,,,,,,observed,TabICLv2,BASE+bodyweight,2019,4
8-30,8,-1.574,53.162,41.7,1.0904,1.0894,0.687,observed,TabICLv2,BASE+bodyweight,2019,4
31-90,32,-0.144,23.969,18.886,0.863,0.8647,0.05,observed,TabICLv2,BASE+bodyweight,2019,4
91-180,62,-0.399,103.587,63.534,0.8356,0.8363,0.313,observed,TabICLv2,BASE+bodyweight,2019,4
181-270,61,0.314,30.008,21.054,0.7474,0.7484,0.778,observed,TabICLv2,BASE+bodyweight,2019,4
271-365,66,-0.046,53.972,22.171,0.8384,0.8401,0.417,observed,TabICLv2,BASE+bodyweight,2019,4
1-7,7,-17.179,8.438,8.159,4.0878,4.0246,-0.155,gapfilled,TabICLv2,BASE+bodyweight,2019,4
8-30,23,-0.429,34.764,20.285,1.1213,1.1207,-0.196,gapfilled,TabICLv2,BASE+bodyweight,2019,4
31-90,60,-0.786,31.992,24.185,0.8366,0.8384,0.029,gapfilled,TabICLv2,BASE+bodyweight,2019,4
91-180,90,-1.048,69.55,53.725,0.7712,0.772,0.405,gapfilled,TabICLv2,BASE+bodyweight,2019,4
181-270,90,0.094,35.786,23.059,0.6644,0.6656,0.84,gapfilled,TabICLv2,BASE+bodyweight,2019,4
271-365,95,-0.376,28.076,18.531,0.7177,0.7195,0.471,gapfilled,TabICLv2,BASE+bodyweight,2019,4
1-7,0,,,,,,,observed,TabPFN,BASE+ALL,2019,4
8-30,8,-1.526,52.659,41.198,1.0773,1.0763,-0.147,observed,TabPFN,BASE+ALL,2019,4
31-90,32,-0.173,24.273,19.297,0.8818,0.8835,0.315,observed,TabPFN,BASE+ALL,2019,4
91-180,62,-0.32,100.634,60.161,0.7912,0.7919,0.422,observed,TabPFN,BASE+ALL,2019,4
181-270,61,0.29,30.526,20.591,0.731,0.732,0.775,observed,TabPFN,BASE+ALL,2019,4
271-365,66,-0.057,54.255,22.582,0.854,0.8557,0.428,observed,TabPFN,BASE+ALL,2019,4
1-7,7,-9.957,6.551,6.183,3.0976,3.0497,-0.729,gapfilled,TabPFN,BASE+ALL,2019,4
8-30,23,-0.402,34.442,19.852,1.0973,1.0968,-0.393,gapfilled,TabPFN,BASE+ALL,2019,4
31-90,60,-0.823,32.316,24.736,0.8557,0.8575,0.507,gapfilled,TabPFN,BASE+ALL,2019,4
91-180,90,-0.848,66.056,50.597,0.7263,0.727,0.572,gapfilled,TabPFN,BASE+ALL,2019,4
181-270,90,0.004,37.517,24.809,0.7148,0.7161,0.811,gapfilled,TabPFN,BASE+ALL,2019,4
271-365,95,-0.444,28.768,19.433,0.7527,0.7545,0.481,gapfilled,TabPFN,BASE+ALL,2019,4
1-7,0,,,,,,,observed,TabICLv2,BASE+ALL,2019,4
8-30,8,-1.581,53.233,41.719,1.0909,1.0899,-0.704,observed,TabICLv2,BASE+ALL,2019,4
31-90,32,-0.127,23.788,18.705,0.8548,0.8564,0.235,observed,TabICLv2,BASE+ALL,2019,4
91-180,62,-0.314,100.386,59.974,0.7887,0.7894,0.392,observed,TabICLv2,BASE+ALL,2019,4
181-270,61,0.279,30.765,20.793,0.7382,0.7392,0.794,observed,TabICLv2,BASE+ALL,2019,4
271-365,66,-0.016,53.17,21.96,0.8304,0.8321,0.407,observed,TabICLv2,BASE+ALL,2019,4
1-7,7,-17.602,8.535,8.268,4.1425,4.0784,-0.082,gapfilled,TabICLv2,BASE+ALL,2019,4
8-30,23,-0.434,34.833,20.295,1.1218,1.1212,-0.52,gapfilled,TabICLv2,BASE+ALL,2019,4
31-90,60,-0.756,31.719,23.962,0.8289,0.8306,0.306,gapfilled,TabICLv2,BASE+ALL,2019,4
91-180,90,-0.833,65.788,50.008,0.7178,0.7186,0.527,gapfilled,TabICLv2,BASE+ALL,2019,4
181-270,90,0.015,37.326,24.211,0.6975,0.6989,0.844,gapfilled,TabICLv2,BASE+ALL,2019,4
271-365,95,-0.277,27.048,18.036,0.6986,0.7003,0.461,gapfilled,TabICLv2,BASE+ALL,2019,4
1-7,0,,,,,,,observed,TabPFN,BASE,2019,9
8-30,0,,,,,,,observed,TabPFN,BASE,2019,9
31-90,16,-1.012,28.484,22.743,1.3755,1.0,,observed,TabPFN,BASE,2019,9
91-180,81,-0.64,91.467,61.791,1.0891,1.0,,observed,TabPFN,BASE,2019,9
181-270,49,-0.036,68.515,39.304,1.0178,1.0,,observed,TabPFN,BASE,2019,9
271-365,49,-0.406,135.523,75.116,1.06,1.0,,observed,TabPFN,BASE,2019,9
1-7,7,-2.072,20.708,17.007,2.2016,1.0,,gapfilled,TabPFN,BASE,2019,9
8-30,23,-4.217,22.414,20.152,1.869,1.0,,gapfilled,TabPFN,BASE,2019,9
31-90,60,-0.997,39.937,28.217,1.4672,1.0,,gapfilled,TabPFN,BASE,2019,9
91-180,90,-1.055,76.177,56.71,1.1272,1.0,,gapfilled,TabPFN,BASE,2019,9
181-270,90,-0.354,71.665,44.948,1.0541,1.0,,gapfilled,TabPFN,BASE,2019,9
271-365,95,-0.707,81.688,53.091,1.1445,1.0,,gapfilled,TabPFN,BASE,2019,9
1-7,0,,,,,,,observed,TabICLv2,BASE,2019,9
8-30,0,,,,,,,observed,TabICLv2,BASE,2019,9
31-90,16,-1.012,28.484,22.743,1.3755,1.0,0.239,observed,TabICLv2,BASE,2019,9
91-180,81,-0.64,91.466,61.791,1.0891,1.0,0.336,observed,TabICLv2,BASE,2019,9
181-270,49,-0.036,68.515,39.304,1.0178,1.0,-0.225,observed,TabICLv2,BASE,2019,9
271-365,49,-0.406,135.523,75.116,1.06,1.0,0.214,observed,TabICLv2,BASE,2019,9
1-7,7,-2.072,20.708,17.007,2.2016,1.0,0.189,gapfilled,TabICLv2,BASE,2019,9
8-30,23,-4.217,22.414,20.152,1.869,1.0,-0.049,gapfilled,TabICLv2,BASE,2019,9
31-90,60,-0.997,39.937,28.217,1.4672,1.0,-0.02,gapfilled,TabICLv2,BASE,2019,9
91-180,90,-1.055,76.177,56.709,1.1272,1.0,0.446,gapfilled,TabICLv2,BASE,2019,9
181-270,90,-0.354,71.665,44.948,1.0541,1.0,-0.563,gapfilled,TabICLv2,BASE,2019,9
271-365,95,-0.707,81.688,53.091,1.1444,1.0,0.325,gapfilled,TabICLv2,BASE,2019,9
1-7,0,,,,,,,observed,TabPFN,BASE+species,2019,9
8-30,0,,,,,,,observed,TabPFN,BASE+species,2019,9
31-90,16,-1.012,28.484,22.743,1.3755,1.0,,observed,TabPFN,BASE+species,2019,9
91-180,81,-0.64,91.467,61.791,1.0891,1.0,,observed,TabPFN,BASE+species,2019,9
181-270,49,-0.036,68.515,39.304,1.0178,1.0,,observed,TabPFN,BASE+species,2019,9
271-365,49,-0.406,135.523,75.116,1.06,1.0,,observed,TabPFN,BASE+species,2019,9
1-7,7,-2.072,20.708,17.007,2.2016,1.0,,gapfilled,TabPFN,BASE+species,2019,9
8-30,23,-4.217,22.414,20.152,1.869,1.0,,gapfilled,TabPFN,BASE+species,2019,9
31-90,60,-0.997,39.937,28.217,1.4672,1.0,,gapfilled,TabPFN,BASE+species,2019,9
91-180,90,-1.055,76.177,56.71,1.1272,1.0,,gapfilled,TabPFN,BASE+species,2019,9
181-270,90,-0.354,71.665,44.948,1.0541,1.0,,gapfilled,TabPFN,BASE+species,2019,9
271-365,95,-0.707,81.688,53.091,1.1445,1.0,,gapfilled,TabPFN,BASE+species,2019,9
1-7,0,,,,,,,observed,TabICLv2,BASE+species,2019,9
8-30,0,,,,,,,observed,TabICLv2,BASE+species,2019,9
31-90,16,-1.012,28.484,22.743,1.3755,1.0,0.339,observed,TabICLv2,BASE+species,2019,9
91-180,81,-0.64,91.466,61.791,1.0891,1.0,0.331,observed,TabICLv2,BASE+species,2019,9
181-270,49,-0.036,68.515,39.304,1.0178,1.0,-0.288,observed,TabICLv2,BASE+species,2019,9
271-365,49,-0.406,135.523,75.116,1.06,1.0,0.297,observed,TabICLv2,BASE+species,2019,9
1-7,7,-2.072,20.708,17.007,2.2016,1.0,0.165,gapfilled,TabICLv2,BASE+species,2019,9
8-30,23,-4.217,22.415,20.152,1.869,1.0,-0.181,gapfilled,TabICLv2,BASE+species,2019,9
31-90,60,-0.997,39.937,28.218,1.4672,1.0,-0.197,gapfilled,TabICLv2,BASE+species,2019,9
91-180,90,-1.055,76.177,56.709,1.1272,1.0,0.406,gapfilled,TabICLv2,BASE+species,2019,9
181-270,90,-0.354,71.665,44.948,1.0541,1.0,-0.366,gapfilled,TabICLv2,BASE+species,2019,9
271-365,95,-0.707,81.688,53.091,1.1445,1.0,0.408,gapfilled,TabICLv2,BASE+species,2019,9
1-7,0,,,,,,,observed,TabPFN,BASE+arable,2019,9
8-30,0,,,,,,,observed,TabPFN,BASE+arable,2019,9
31-90,16,-1.012,28.484,22.743,1.3755,1.0,,observed,TabPFN,BASE+arable,2019,9
91-180,81,-0.64,91.467,61.791,1.0891,1.0,,observed,TabPFN,BASE+arable,2019,9
181-270,49,-0.036,68.515,39.304,1.0178,1.0,,observed,TabPFN,BASE+arable,2019,9
271-365,49,-0.406,135.523,75.116,1.06,1.0,,observed,TabPFN,BASE+arable,2019,9
1-7,7,-2.072,20.708,17.007,2.2016,1.0,,gapfilled,TabPFN,BASE+arable,2019,9
8-30,23,-4.217,22.414,20.152,1.869,1.0,,gapfilled,TabPFN,BASE+arable,2019,9
31-90,60,-0.997,39.937,28.217,1.4672,1.0,,gapfilled,TabPFN,BASE+arable,2019,9
91-180,90,-1.055,76.177,56.71,1.1272,1.0,,gapfilled,TabPFN,BASE+arable,2019,9
181-270,90,-0.354,71.665,44.948,1.0541,1.0,,gapfilled,TabPFN,BASE+arable,2019,9
271-365,95,-0.707,81.688,53.091,1.1445,1.0,,gapfilled,TabPFN,BASE+arable,2019,9
1-7,0,,,,,,,observed,TabICLv2,BASE+arable,2019,9
8-30,0,,,,,,,observed,TabICLv2,BASE+arable,2019,9
31-90,16,-1.012,28.484,22.743,1.3755,1.0,0.239,observed,TabICLv2,BASE+arable,2019,9
91-180,81,-0.64,91.466,61.791,1.0891,1.0,0.336,observed,TabICLv2,BASE+arable,2019,9
