bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower,variant,real_frac
1-7,7,0.106,54.582,44.998,1.5814,0.9898,0.777,Ensemble_MASEweighted,2018,9,A_removal,0.0
8-30,23,0.051,44.905,28.785,1.5188,0.9431,0.397,Ensemble_MASEweighted,2018,9,A_removal,0.0
31-90,60,0.083,41.679,23.776,0.9686,0.6424,0.63,Ensemble_MASEweighted,2018,9,A_removal,0.0
91-180,90,-1.248,16.711,15.22,2.0251,0.9973,0.361,Ensemble_MASEweighted,2018,9,A_removal,0.0
181-270,90,0.495,40.216,32.351,0.4051,0.3385,0.789,Ensemble_MASEweighted,2018,9,A_removal,0.0
271-365,95,-0.015,27.627,23.658,1.2338,0.7982,0.635,Ensemble_MASEweighted,2018,9,A_removal,0.0
1-7,7,0.044,56.445,36.466,1.2815,0.8021,0.51,RF,2018,9,B_resample,0.0
8-30,23,0.059,44.714,15.075,0.7954,0.4939,0.39,RF,2018,9,B_resample,0.0
31-90,60,-0.035,44.29,22.749,0.9267,0.6146,0.645,RF,2018,9,B_resample,0.0
91-180,90,0.081,10.686,5.63,0.7491,0.3689,0.364,RF,2018,9,B_resample,0.0
181-270,90,0.39,44.207,35.337,0.4425,0.3697,0.808,RF,2018,9,B_resample,0.0
271-365,95,0.368,21.804,15.477,0.8071,0.5222,0.619,RF,2018,9,B_resample,0.0
1-7,7,0.148,53.276,30.443,1.0699,0.6697,0.969,XGB,2018,9,B_resample,0.0
8-30,23,0.072,44.414,15.402,0.8127,0.5047,0.324,XGB,2018,9,B_resample,0.0
31-90,60,-0.158,46.827,24.43,0.9952,0.66,0.612,XGB,2018,9,B_resample,0.0
91-180,90,-0.05,11.422,6.521,0.8677,0.4273,0.296,XGB,2018,9,B_resample,0.0
181-270,90,0.502,39.94,33.036,0.4137,0.3457,0.834,XGB,2018,9,B_resample,0.0
271-365,95,0.354,22.04,12.812,0.6682,0.4323,0.605,XGB,2018,9,B_resample,0.0
1-7,7,0.145,53.375,35.198,1.237,0.7742,0.646,LightGBM,2018,9,B_resample,0.0
8-30,23,0.125,43.127,16.274,0.8587,0.5332,0.442,LightGBM,2018,9,B_resample,0.0
31-90,60,-0.031,44.196,22.874,0.9318,0.618,0.626,LightGBM,2018,9,B_resample,0.0
91-180,90,-0.07,11.528,6.748,0.8979,0.4422,0.302,LightGBM,2018,9,B_resample,0.0
181-270,90,-0.004,56.726,47.178,0.5908,0.4936,0.801,LightGBM,2018,9,B_resample,0.0
271-365,95,0.282,23.233,14.869,0.7754,0.5017,0.531,LightGBM,2018,9,B_resample,0.0
1-7,7,-0.063,59.514,51.237,1.8007,1.127,0.202,SARIMAX,2018,9,B_resample,0.0
8-30,23,-0.282,52.2,42.805,2.2585,1.4025,0.266,SARIMAX,2018,9,B_resample,0.0
31-90,60,-0.037,44.333,33.185,1.3518,0.8966,-0.134,SARIMAX,2018,9,B_resample,0.0
91-180,90,-7.509,32.509,31.842,4.2368,2.0864,0.262,SARIMAX,2018,9,B_resample,0.0
181-270,90,0.382,44.515,37.76,0.4729,0.3951,0.701,SARIMAX,2018,9,B_resample,0.0
271-365,95,-1.497,43.331,40.593,2.117,1.3696,0.622,SARIMAX,2018,9,B_resample,0.0
1-7,7,0.098,54.836,38.336,1.3473,0.8433,0.88,Ensemble_unweighted,2018,9,B_resample,0.0
8-30,23,0.081,44.202,21.37,1.1276,0.7002,0.354,Ensemble_unweighted,2018,9,B_resample,0.0
31-90,60,0.003,43.456,23.048,0.9389,0.6227,0.629,Ensemble_unweighted,2018,9,B_resample,0.0
91-180,90,-0.075,11.552,8.68,1.155,0.5688,0.371,Ensemble_unweighted,2018,9,B_resample,0.0
181-270,90,0.501,39.993,33.139,0.415,0.3467,0.819,Ensemble_unweighted,2018,9,B_resample,0.0
271-365,95,0.264,23.531,18.721,0.9763,0.6316,0.625,Ensemble_unweighted,2018,9,B_resample,0.0
1-7,7,0.1,54.775,38.146,1.3406,0.8391,0.882,Ensemble_MASEweighted,2018,9,B_resample,0.0
8-30,23,0.082,44.172,21.141,1.1154,0.6927,0.355,Ensemble_MASEweighted,2018,9,B_resample,0.0
31-90,60,0.001,43.508,22.989,0.9365,0.6211,0.631,Ensemble_MASEweighted,2018,9,B_resample,0.0
91-180,90,-0.05,11.422,8.431,1.1218,0.5524,0.369,Ensemble_MASEweighted,2018,9,B_resample,0.0
181-270,90,0.497,40.147,33.265,0.4166,0.3481,0.82,Ensemble_MASEweighted,2018,9,B_resample,0.0
271-365,95,0.272,23.395,18.474,0.9634,0.6233,0.624,Ensemble_MASEweighted,2018,9,B_resample,0.0
1-7,7,0.094,31.265,24.154,0.8486,0.5356,0.567,RF,2019,2,A_removal,0.0
8-30,23,0.283,16.169,12.34,0.8667,0.5381,0.63,RF,2019,2,A_removal,0.0
31-90,60,0.069,29.948,16.916,0.9716,0.5413,0.279,RF,2019,2,A_removal,0.0
91-180,90,-1.12,11.262,9.8,1.0573,0.8359,0.138,RF,2019,2,A_removal,0.0
181-270,90,-0.19,24.539,16.679,0.9979,0.845,-0.131,RF,2019,2,A_removal,0.0
271-365,95,0.106,23.692,18.394,0.9043,0.698,0.608,RF,2019,2,A_removal,0.0
1-7,7,-0.035,33.415,22.414,0.7875,0.497,0.692,XGB,2019,2,A_removal,0.0
8-30,23,0.032,18.781,13.831,0.9714,0.6031,0.479,XGB,2019,2,A_removal,0.0
31-90,60,-0.024,31.406,16.152,0.9277,0.5169,0.356,XGB,2019,2,A_removal,0.0
91-180,90,-0.036,7.873,6.449,0.6958,0.55,0.236,XGB,2019,2,A_removal,0.0
181-270,90,-0.282,25.468,17.56,1.0506,0.8896,-0.109,XGB,2019,2,A_removal,0.0
271-365,95,-0.19,27.336,19.713,0.9691,0.748,0.409,XGB,2019,2,A_removal,0.0
1-7,7,0.002,32.818,23.717,0.8333,0.5259,0.559,LightGBM,2019,2,A_removal,0.0
8-30,23,0.004,19.05,13.811,0.97,0.6023,0.305,LightGBM,2019,2,A_removal,0.0
31-90,60,0.081,29.759,15.586,0.8952,0.4988,0.368,LightGBM,2019,2,A_removal,0.0
91-180,90,-0.008,7.764,6.28,0.6775,0.5356,0.21,LightGBM,2019,2,A_removal,0.0
181-270,90,-0.316,25.801,16.063,0.9611,0.8137,-0.104,LightGBM,2019,2,A_removal,0.0
271-365,95,-0.188,27.314,19.371,0.9523,0.7351,0.535,LightGBM,2019,2,A_removal,0.0
1-7,7,-0.746,43.395,29.805,1.0472,0.6609,0.098,SARIMAX,2019,2,A_removal,0.0
8-30,23,-0.069,19.734,14.339,1.0071,0.6253,0.106,SARIMAX,2019,2,A_removal,0.0
31-90,60,-0.141,33.164,17.267,0.9917,0.5526,0.178,SARIMAX,2019,2,A_removal,0.0
91-180,90,-1.03,11.019,9.869,1.0648,0.8418,0.084,SARIMAX,2019,2,A_removal,0.0
