,RF,XGB,LightGBM,SARIMAX,DLinear,LSTM,Persistence,Climatology,y_true
2021-12-17,9.781996991946315,11.530311584472656,10.841061481100244,11.472218446592851,22.548319958476668,3.893834200710444,10.200595833333333,17.57330774735989,
2021-12-18,9.684641065893992,11.008074760437012,10.356673888877651,10.217999956696946,30.107135194453235,8.424555213589429,10.200595833333333,16.020939715189762,
2021-12-19,9.461940517480643,10.023368835449219,9.242541721571198,13.581969674878438,32.00089552750501,13.752611420918129,10.200595833333333,16.039157416730337,
2021-12-20,9.423250436750367,9.754522323608398,8.715448432029751,11.7030602284548,10.948623587362817,14.295671065116949,10.200595833333333,15.702640496176539,
2021-12-21,12.50591568531156,12.130390167236328,10.275661049875575,16.09821890987271,5.366514084866594,18.665912106646374,10.200595833333333,7.573011233012279,8.671577
2021-12-22,13.559254410991088,11.940654754638672,10.67527441565056,13.733911479989365,18.61765915124488,19.259860297500836,10.200595833333333,8.69594085273218,5.9756374
2021-12-23,11.415901771405746,10.606619834899902,10.012291065209746,12.220597869990002,31.747133819205715,15.161317244527709,10.200595833333333,8.962001104645447,11.89314
2021-12-24,11.788154133289614,12.04050350189209,11.598602719825067,10.816014655581462,7.119162600283289,17.113926494909265,10.200595833333333,8.67478110658211,6.698134
2021-12-25,21.739208556283824,21.30893898010254,22.28643556549836,12.111840632114014,10.000082162431681,29.886524405326213,10.200595833333333,11.241594069913306,
2021-12-26,12.960378027603975,15.048598289489746,15.184260346554789,8.117299262587075,-54.90322885457681,4.792972057640327,10.200595833333333,10.952796405577642,3.1120024
2021-12-27,12.89234795377046,12.411589622497559,12.679822889766367,13.58572294791024,-42.35660289960106,10.273408710359945,10.200595833333333,11.282129191542877,
2021-12-28,25.823852132388378,22.591964721679688,23.68048222559443,22.473739701265337,-16.555903224980284,16.944542552210805,10.200595833333333,10.388565116780972,50.81897
2021-12-29,29.671602220091724,28.904733657836914,26.33975073668817,19.477932049395434,-1.6225645046142745,7.566739100434461,10.200595833333333,9.966899908097497,
