bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,config,anchor_year,tower
91-180,43,-0.585,28.754,21.572,0.3509,1.3614,0.353,LightGBM,BASE+flow,2018,2
181-270,0,,,,,,,LightGBM,BASE+flow,2018,2
271-365,0,,,,,,,LightGBM,BASE+flow,2018,2
1-7,6,-1.087,14.179,12.876,0.3504,0.7086,0.803,SARIMAX,BASE+flow,2018,2
8-30,21,-2.926,20.765,18.305,0.393,1.9657,0.067,SARIMAX,BASE+flow,2018,2
31-90,32,-3.521,27.341,25.472,0.56,2.1934,0.17,SARIMAX,BASE+flow,2018,2
91-180,43,-3.496,48.427,43.274,0.7039,2.731,-0.138,SARIMAX,BASE+flow,2018,2
181-270,0,,,,,,,SARIMAX,BASE+flow,2018,2
271-365,0,,,,,,,SARIMAX,BASE+flow,2018,2
1-7,6,-2.255,17.706,17.429,0.4743,0.9591,0.948,Ensemble_unweighted,BASE+flow,2018,2
8-30,21,-0.337,12.117,11.309,0.2428,1.2145,0.522,Ensemble_unweighted,BASE+flow,2018,2
31-90,32,-1.301,19.508,16.681,0.3667,1.4364,-0.15,Ensemble_unweighted,BASE+flow,2018,2
91-180,43,-1.149,33.48,26.729,0.4348,1.6868,0.159,Ensemble_unweighted,BASE+flow,2018,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+flow,2018,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+flow,2018,2
1-7,6,-2.275,17.761,17.478,0.4757,0.9618,0.947,Ensemble_MASEweighted,BASE+flow,2018,2
8-30,21,-0.316,12.023,11.233,0.2412,1.2063,0.524,Ensemble_MASEweighted,BASE+flow,2018,2
31-90,32,-1.282,19.427,16.572,0.3643,1.4271,-0.152,Ensemble_MASEweighted,BASE+flow,2018,2
91-180,43,-1.127,33.308,26.531,0.4316,1.6744,0.165,Ensemble_MASEweighted,BASE+flow,2018,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2018,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2018,2
1-7,1,,,,,,,RF,BASE+flow,2018,4
8-30,7,-0.505,10.482,10.054,0.6627,1.4376,0.71,RF,BASE+flow,2018,4
31-90,33,0.016,15.908,14.303,0.8708,1.1724,0.541,RF,BASE+flow,2018,4
91-180,83,-0.835,25.984,19.695,1.0807,1.594,0.243,RF,BASE+flow,2018,4
181-270,72,0.133,74.249,55.746,0.9124,0.7979,0.377,RF,BASE+flow,2018,4
271-365,67,-0.056,63.701,37.555,1.2337,1.2219,0.056,RF,BASE+flow,2018,4
1-7,1,,,,,,,XGB,BASE+flow,2018,4
8-30,7,0.013,8.486,7.211,0.4753,1.0311,0.426,XGB,BASE+flow,2018,4
31-90,33,-0.003,16.059,13.025,0.793,1.0676,0.287,XGB,BASE+flow,2018,4
91-180,83,-0.354,22.321,15.895,0.8722,1.2865,0.217,XGB,BASE+flow,2018,4
181-270,72,0.082,76.371,57.361,0.9388,0.821,0.302,XGB,BASE+flow,2018,4
271-365,67,0.059,60.135,31.505,1.0349,1.0251,0.264,XGB,BASE+flow,2018,4
1-7,1,,,,,,,LightGBM,BASE+flow,2018,4
8-30,7,-0.129,9.078,7.884,0.5197,1.1274,0.511,LightGBM,BASE+flow,2018,4
31-90,33,0.139,14.876,11.843,0.721,0.9707,0.423,LightGBM,BASE+flow,2018,4
91-180,83,-0.426,22.906,15.979,0.8768,1.2933,0.149,LightGBM,BASE+flow,2018,4
181-270,72,0.142,73.834,54.565,0.8931,0.781,0.389,LightGBM,BASE+flow,2018,4
271-365,67,0.059,60.121,31.266,1.0271,1.0173,0.253,LightGBM,BASE+flow,2018,4
1-7,1,,,,,,,SARIMAX,BASE+flow,2018,4
8-30,7,-1.881,14.501,13.479,0.8885,1.9275,0.555,SARIMAX,BASE+flow,2018,4
31-90,33,-0.161,17.28,15.233,0.9274,1.2486,0.327,SARIMAX,BASE+flow,2018,4
91-180,83,-0.926,26.617,22.108,1.2131,1.7893,0.213,SARIMAX,BASE+flow,2018,4
181-270,72,0.034,78.363,64.108,1.0493,0.9176,0.32,SARIMAX,BASE+flow,2018,4
271-365,67,-0.17,67.054,43.147,1.4174,1.4038,0.114,SARIMAX,BASE+flow,2018,4
1-7,1,,,,,,,Ensemble_unweighted,BASE+flow,2018,4
8-30,7,-0.417,10.169,9.564,0.6305,1.3677,0.696,Ensemble_unweighted,BASE+flow,2018,4
31-90,33,0.041,15.702,13.56,0.8256,1.1115,0.428,Ensemble_unweighted,BASE+flow,2018,4
91-180,83,-0.563,23.982,18.084,0.9923,1.4636,0.22,Ensemble_unweighted,BASE+flow,2018,4
181-270,72,0.124,74.615,57.459,0.9405,0.8224,0.352,Ensemble_unweighted,BASE+flow,2018,4
271-365,67,0.002,61.923,34.756,1.1417,1.1308,0.163,Ensemble_unweighted,BASE+flow,2018,4
1-7,1,,,,,,,Ensemble_MASEweighted,BASE+flow,2018,4
8-30,7,-0.4,10.109,9.494,0.6258,1.3576,0.695,Ensemble_MASEweighted,BASE+flow,2018,4
31-90,33,0.043,15.686,13.526,0.8235,1.1087,0.425,Ensemble_MASEweighted,BASE+flow,2018,4
91-180,83,-0.556,23.93,18.008,0.9881,1.4575,0.219,Ensemble_MASEweighted,BASE+flow,2018,4
181-270,72,0.124,74.612,57.398,0.9395,0.8216,0.352,Ensemble_MASEweighted,BASE+flow,2018,4
271-365,67,0.004,61.851,34.643,1.138,1.1271,0.166,Ensemble_MASEweighted,BASE+flow,2018,4
1-7,0,,,,,,,RF,BASE+flow,2018,9
8-30,0,,,,,,,RF,BASE+flow,2018,9
31-90,0,,,,,,,RF,BASE+flow,2018,9
91-180,0,,,,,,,RF,BASE+flow,2018,9
181-270,0,,,,,,,RF,BASE+flow,2018,9
271-365,0,,,,,,,RF,BASE+flow,2018,9
1-7,0,,,,,,,XGB,BASE+flow,2018,9
8-30,0,,,,,,,XGB,BASE+flow,2018,9
31-90,0,,,,,,,XGB,BASE+flow,2018,9
91-180,0,,,,,,,XGB,BASE+flow,2018,9
181-270,0,,,,,,,XGB,BASE+flow,2018,9
271-365,0,,,,,,,XGB,BASE+flow,2018,9
1-7,0,,,,,,,LightGBM,BASE+flow,2018,9
8-30,0,,,,,,,LightGBM,BASE+flow,2018,9
31-90,0,,,,,,,LightGBM,BASE+flow,2018,9
91-180,0,,,,,,,LightGBM,BASE+flow,2018,9
181-270,0,,,,,,,LightGBM,BASE+flow,2018,9
271-365,0,,,,,,,LightGBM,BASE+flow,2018,9
1-7,0,,,,,,,SARIMAX,BASE+flow,2018,9
8-30,0,,,,,,,SARIMAX,BASE+flow,2018,9
31-90,0,,,,,,,SARIMAX,BASE+flow,2018,9
91-180,0,,,,,,,SARIMAX,BASE+flow,2018,9
181-270,0,,,,,,,SARIMAX,BASE+flow,2018,9
271-365,0,,,,,,,SARIMAX,BASE+flow,2018,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+flow,2018,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+flow,2018,9
31-90,0,,,,,,,Ensemble_unweighted,BASE+flow,2018,9
91-180,0,,,,,,,Ensemble_unweighted,BASE+flow,2018,9
181-270,0,,,,,,,Ensemble_unweighted,BASE+flow,2018,9
271-365,0,,,,,,,Ensemble_unweighted,BASE+flow,2018,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2018,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2018,9
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2018,9
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2018,9
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2018,9
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2018,9
1-7,6,-2.42,18.149,17.942,0.4883,0.9873,0.979,RF,BASE+mgmt,2018,2
8-30,21,-0.187,11.418,10.9,0.234,1.1706,0.106,RF,BASE+mgmt,2018,2
31-90,32,-1.163,18.914,15.886,0.3493,1.368,-0.186,RF,BASE+mgmt,2018,2
91-180,43,-0.716,29.916,22.802,0.3709,1.439,0.171,RF,BASE+mgmt,2018,2
181-270,0,,,,,,,RF,BASE+mgmt,2018,2
271-365,0,,,,,,,RF,BASE+mgmt,2018,2
1-7,6,-2.438,18.197,17.833,0.4853,0.9813,0.944,XGB,BASE+mgmt,2018,2
8-30,21,0.033,10.307,9.575,0.2056,1.0282,0.474,XGB,BASE+mgmt,2018,2
31-90,32,-0.727,16.902,13.21,0.2904,1.1376,-0.159,XGB,BASE+mgmt,2018,2
91-180,43,-0.654,29.368,22.194,0.361,1.4007,0.2,XGB,BASE+mgmt,2018,2
181-270,0,,,,,,,XGB,BASE+mgmt,2018,2
271-365,0,,,,,,,XGB,BASE+mgmt,2018,2
1-7,6,-2.37,18.015,17.375,0.4729,0.9562,0.879,LightGBM,BASE+mgmt,2018,2
8-30,21,0.049,10.217,9.407,0.202,1.0102,0.461,LightGBM,BASE+mgmt,2018,2
31-90,32,-0.776,17.139,13.492,0.2966,1.1618,-0.227,LightGBM,BASE+mgmt,2018,2
91-180,43,-0.541,28.347,21.057,0.3425,1.3289,0.218,LightGBM,BASE+mgmt,2018,2
181-270,0,,,,,,,LightGBM,BASE+mgmt,2018,2
271-365,0,,,,,,,LightGBM,BASE+mgmt,2018,2
1-7,6,-1.087,14.179,12.876,0.3504,0.7086,0.803,SARIMAX,BASE+mgmt,2018,2
8-30,21,-2.926,20.765,18.305,0.393,1.9657,0.067,SARIMAX,BASE+mgmt,2018,2
31-90,32,-3.521,27.341,25.472,0.56,2.1934,0.17,SARIMAX,BASE+mgmt,2018,2
91-180,43,-3.496,48.427,43.274,0.7039,2.731,-0.138,SARIMAX,BASE+mgmt,2018,2
181-270,0,,,,,,,SARIMAX,BASE+mgmt,2018,2
271-365,0,,,,,,,SARIMAX,BASE+mgmt,2018,2
1-7,6,-1.891,16.687,16.506,0.4492,0.9084,0.968,Ensemble_unweighted,BASE+mgmt,2018,2
8-30,21,-0.395,12.377,11.546,0.2479,1.2399,0.479,Ensemble_unweighted,BASE+mgmt,2018,2
31-90,32,-1.174,18.959,16.307,0.3585,1.4042,-0.142,Ensemble_unweighted,BASE+mgmt,2018,2
91-180,43,-1.142,33.426,26.698,0.4343,1.6849,0.124,Ensemble_unweighted,BASE+mgmt,2018,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2018,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2018,2
1-7,6,-1.906,16.731,16.547,0.4503,0.9106,0.968,Ensemble_MASEweighted,BASE+mgmt,2018,2
8-30,21,-0.375,12.289,11.478,0.2464,1.2326,0.479,Ensemble_MASEweighted,BASE+mgmt,2018,2
31-90,32,-1.153,18.87,16.195,0.3561,1.3946,-0.144,Ensemble_MASEweighted,BASE+mgmt,2018,2
91-180,43,-1.121,33.258,26.505,0.4311,1.6727,0.128,Ensemble_MASEweighted,BASE+mgmt,2018,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2018,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2018,2
1-7,1,,,,,,,RF,BASE+mgmt,2018,4
8-30,7,-1.11,12.41,11.918,0.7856,1.7042,0.526,RF,BASE+mgmt,2018,4
31-90,33,-0.068,16.567,14.782,0.9,1.2116,0.471,RF,BASE+mgmt,2018,4
91-180,83,-0.796,25.703,19.487,1.0693,1.5772,0.225,RF,BASE+mgmt,2018,4
181-270,72,0.129,74.39,55.394,0.9067,0.7929,0.378,RF,BASE+mgmt,2018,4
271-365,67,-0.039,63.19,36.535,1.2002,1.1887,0.081,RF,BASE+mgmt,2018,4
1-7,1,,,,,,,XGB,BASE+mgmt,2018,4
8-30,7,-0.156,9.187,8.302,0.5473,1.1872,0.564,XGB,BASE+mgmt,2018,4
31-90,33,-0.026,16.238,13.531,0.8238,1.1091,0.335,XGB,BASE+mgmt,2018,4
91-180,83,-0.377,22.506,15.932,0.8742,1.2895,0.196,XGB,BASE+mgmt,2018,4
181-270,72,0.113,75.071,56.273,0.921,0.8054,0.341,XGB,BASE+mgmt,2018,4
271-365,67,0.056,60.212,31.416,1.032,1.0222,0.252,XGB,BASE+mgmt,2018,4
1-7,1,,,,,,,LightGBM,BASE+mgmt,2018,4
8-30,7,-0.821,11.528,10.522,0.6936,1.5046,0.361,LightGBM,BASE+mgmt,2018,4
31-90,33,-0.014,16.147,13.717,0.8351,1.1243,0.315,LightGBM,BASE+mgmt,2018,4
91-180,83,-0.416,22.826,15.739,0.8636,1.2738,0.146,LightGBM,BASE+mgmt,2018,4
181-270,72,0.127,74.506,55.061,0.9012,0.7881,0.37,LightGBM,BASE+mgmt,2018,4
271-365,67,0.06,60.102,31.76,1.0433,1.0334,0.267,LightGBM,BASE+mgmt,2018,4
1-7,1,,,,,,,SARIMAX,BASE+mgmt,2018,4
8-30,7,-1.881,14.501,13.479,0.8885,1.9275,0.555,SARIMAX,BASE+mgmt,2018,4
31-90,33,-0.161,17.28,15.233,0.9274,1.2486,0.327,SARIMAX,BASE+mgmt,2018,4
91-180,83,-0.926,26.617,22.108,1.2131,1.7893,0.213,SARIMAX,BASE+mgmt,2018,4
181-270,72,0.034,78.363,64.108,1.0493,0.9176,0.32,SARIMAX,BASE+mgmt,2018,4
271-365,67,-0.17,67.054,43.147,1.4174,1.4038,0.114,SARIMAX,BASE+mgmt,2018,4
1-7,1,,,,,,,Ensemble_unweighted,BASE+mgmt,2018,4
8-30,7,-0.875,11.698,11.055,0.7287,1.5808,0.529,Ensemble_unweighted,BASE+mgmt,2018,4
31-90,33,-0.029,16.262,14.301,0.8707,1.1722,0.387,Ensemble_unweighted,BASE+mgmt,2018,4
91-180,83,-0.548,23.867,17.891,0.9817,1.448,0.208,Ensemble_unweighted,BASE+mgmt,2018,4
181-270,72,0.127,74.493,57.213,0.9364,0.8189,0.357,Ensemble_unweighted,BASE+mgmt,2018,4
271-365,67,0.005,61.817,34.629,1.1375,1.1267,0.167,Ensemble_unweighted,BASE+mgmt,2018,4
1-7,1,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2018,4
8-30,7,-0.858,11.646,11.002,0.7253,1.5733,0.527,Ensemble_MASEweighted,BASE+mgmt,2018,4
31-90,33,-0.028,16.253,14.281,0.8695,1.1706,0.386,Ensemble_MASEweighted,BASE+mgmt,2018,4
91-180,83,-0.542,23.818,17.812,0.9774,1.4417,0.207,Ensemble_MASEweighted,BASE+mgmt,2018,4
181-270,72,0.127,74.484,57.148,0.9354,0.818,0.357,Ensemble_MASEweighted,BASE+mgmt,2018,4
271-365,67,0.008,61.749,34.526,1.1341,1.1233,0.169,Ensemble_MASEweighted,BASE+mgmt,2018,4
1-7,0,,,,,,,RF,BASE+mgmt,2018,9
8-30,0,,,,,,,RF,BASE+mgmt,2018,9
31-90,0,,,,,,,RF,BASE+mgmt,2018,9
91-180,0,,,,,,,RF,BASE+mgmt,2018,9
181-270,0,,,,,,,RF,BASE+mgmt,2018,9
271-365,0,,,,,,,RF,BASE+mgmt,2018,9
1-7,0,,,,,,,XGB,BASE+mgmt,2018,9
8-30,0,,,,,,,XGB,BASE+mgmt,2018,9
31-90,0,,,,,,,XGB,BASE+mgmt,2018,9
91-180,0,,,,,,,XGB,BASE+mgmt,2018,9
181-270,0,,,,,,,XGB,BASE+mgmt,2018,9
271-365,0,,,,,,,XGB,BASE+mgmt,2018,9
1-7,0,,,,,,,LightGBM,BASE+mgmt,2018,9
8-30,0,,,,,,,LightGBM,BASE+mgmt,2018,9
31-90,0,,,,,,,LightGBM,BASE+mgmt,2018,9
91-180,0,,,,,,,LightGBM,BASE+mgmt,2018,9
181-270,0,,,,,,,LightGBM,BASE+mgmt,2018,9
271-365,0,,,,,,,LightGBM,BASE+mgmt,2018,9
1-7,0,,,,,,,SARIMAX,BASE+mgmt,2018,9
8-30,0,,,,,,,SARIMAX,BASE+mgmt,2018,9
31-90,0,,,,,,,SARIMAX,BASE+mgmt,2018,9
91-180,0,,,,,,,SARIMAX,BASE+mgmt,2018,9
181-270,0,,,,,,,SARIMAX,BASE+mgmt,2018,9
271-365,0,,,,,,,SARIMAX,BASE+mgmt,2018,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2018,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2018,9
31-90,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2018,9
91-180,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2018,9
181-270,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2018,9
271-365,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2018,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2018,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2018,9
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2018,9
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2018,9
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2018,9
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2018,9
1-7,6,-2.514,18.397,18.155,0.4941,0.9991,0.977,RF,BASE+bodyweight,2018,2
8-30,21,-0.264,11.783,11.238,0.2413,1.2068,0.02,RF,BASE+bodyweight,2018,2
31-90,32,-1.193,19.044,15.936,0.3504,1.3722,-0.191,RF,BASE+bodyweight,2018,2
91-180,43,-0.737,30.1,23.069,0.3752,1.4559,0.192,RF,BASE+bodyweight,2018,2
181-270,0,,,,,,,RF,BASE+bodyweight,2018,2
271-365,0,,,,,,,RF,BASE+bodyweight,2018,2
1-7,6,-2.607,18.639,18.172,0.4945,1.0,0.933,XGB,BASE+bodyweight,2018,2
8-30,21,0.084,10.029,9.284,0.1993,0.997,0.531,XGB,BASE+bodyweight,2018,2
31-90,32,-0.58,16.165,12.558,0.2761,1.0814,-0.122,XGB,BASE+bodyweight,2018,2
91-180,43,-0.617,29.039,21.88,0.3559,1.3808,0.241,XGB,BASE+bodyweight,2018,2
181-270,0,,,,,,,XGB,BASE+bodyweight,2018,2
271-365,0,,,,,,,XGB,BASE+bodyweight,2018,2
1-7,6,-1.791,16.394,15.611,0.4248,0.8591,0.86,LightGBM,BASE+bodyweight,2018,2
8-30,21,0.016,10.397,9.686,0.2079,1.0401,0.501,LightGBM,BASE+bodyweight,2018,2
31-90,32,-0.691,16.72,13.075,0.2875,1.1259,-0.22,LightGBM,BASE+bodyweight,2018,2
91-180,43,-0.608,28.962,21.837,0.3552,1.3781,0.343,LightGBM,BASE+bodyweight,2018,2
181-270,0,,,,,,,LightGBM,BASE+bodyweight,2018,2
271-365,0,,,,,,,LightGBM,BASE+bodyweight,2018,2
1-7,6,-1.087,14.179,12.876,0.3504,0.7086,0.803,SARIMAX,BASE+bodyweight,2018,2
8-30,21,-2.926,20.765,18.305,0.393,1.9657,0.067,SARIMAX,BASE+bodyweight,2018,2
31-90,32,-3.521,27.341,25.472,0.56,2.1934,0.17,SARIMAX,BASE+bodyweight,2018,2
91-180,43,-3.496,48.427,43.274,0.7039,2.731,-0.138,SARIMAX,BASE+bodyweight,2018,2
181-270,0,,,,,,,SARIMAX,BASE+bodyweight,2018,2
271-365,0,,,,,,,SARIMAX,BASE+bodyweight,2018,2
1-7,6,-1.797,16.412,16.203,0.441,0.8917,0.964,Ensemble_unweighted,BASE+bodyweight,2018,2
8-30,21,-0.42,12.487,11.627,0.2496,1.2486,0.5,Ensemble_unweighted,BASE+bodyweight,2018,2
31-90,32,-1.097,18.624,16.008,0.3519,1.3784,-0.129,Ensemble_unweighted,BASE+bodyweight,2018,2
91-180,43,-1.162,33.584,26.896,0.4375,1.6974,0.182,Ensemble_unweighted,BASE+bodyweight,2018,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2018,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2018,2
1-7,6,-1.809,16.449,16.235,0.4418,0.8934,0.963,Ensemble_MASEweighted,BASE+bodyweight,2018,2
8-30,21,-0.399,12.395,11.556,0.2481,1.241,0.501,Ensemble_MASEweighted,BASE+bodyweight,2018,2
31-90,32,-1.075,18.525,15.886,0.3493,1.368,-0.131,Ensemble_MASEweighted,BASE+bodyweight,2018,2
91-180,43,-1.141,33.414,26.703,0.4344,1.6852,0.187,Ensemble_MASEweighted,BASE+bodyweight,2018,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2018,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2018,2
1-7,1,,,,,,,RF,BASE+bodyweight,2018,4
8-30,7,-0.662,11.013,10.577,0.6972,1.5125,0.638,RF,BASE+bodyweight,2018,4
31-90,33,0.084,15.346,13.57,0.8262,1.1123,0.563,RF,BASE+bodyweight,2018,4
91-180,83,-0.682,24.876,18.672,1.0246,1.5112,0.224,RF,BASE+bodyweight,2018,4
181-270,72,0.142,73.859,55.999,0.9166,0.8015,0.378,RF,BASE+bodyweight,2018,4
271-365,67,-0.063,63.893,37.67,1.2374,1.2256,0.068,RF,BASE+bodyweight,2018,4
1-7,1,,,,,,,XGB,BASE+bodyweight,2018,4
8-30,7,-0.128,9.074,7.949,0.524,1.1367,0.454,XGB,BASE+bodyweight,2018,4
31-90,33,0.049,15.633,12.226,0.7443,1.0021,0.299,XGB,BASE+bodyweight,2018,4
91-180,83,-0.476,23.302,16.922,0.9286,1.3696,0.215,XGB,BASE+bodyweight,2018,4
181-270,72,0.031,78.479,61.097,1.0,0.8745,0.259,XGB,BASE+bodyweight,2018,4
271-365,67,0.059,60.125,31.366,1.0304,1.0205,0.259,XGB,BASE+bodyweight,2018,4
1-7,1,,,,,,,LightGBM,BASE+bodyweight,2018,4
8-30,7,-0.378,10.031,9.328,0.6149,1.3339,0.584,LightGBM,BASE+bodyweight,2018,4
31-90,33,0.119,15.048,11.309,0.6885,0.927,0.372,LightGBM,BASE+bodyweight,2018,4
91-180,83,-0.455,23.133,16.376,0.8986,1.3254,0.175,LightGBM,BASE+bodyweight,2018,4
181-270,72,0.14,73.918,55.873,0.9145,0.7997,0.378,LightGBM,BASE+bodyweight,2018,4
271-365,67,0.05,60.402,31.163,1.0237,1.0139,0.233,LightGBM,BASE+bodyweight,2018,4
1-7,1,,,,,,,SARIMAX,BASE+bodyweight,2018,4
8-30,7,-1.881,14.501,13.479,0.8885,1.9275,0.555,SARIMAX,BASE+bodyweight,2018,4
31-90,33,-0.161,17.28,15.233,0.9274,1.2486,0.327,SARIMAX,BASE+bodyweight,2018,4
91-180,83,-0.926,26.617,22.108,1.2131,1.7893,0.213,SARIMAX,BASE+bodyweight,2018,4
181-270,72,0.034,78.363,64.108,1.0493,0.9176,0.32,SARIMAX,BASE+bodyweight,2018,4
271-365,67,-0.17,67.054,43.147,1.4174,1.4038,0.114,SARIMAX,BASE+bodyweight,2018,4
1-7,1,,,,,,,Ensemble_unweighted,BASE+bodyweight,2018,4
8-30,7,-0.615,10.857,10.334,0.6812,1.4776,0.657,Ensemble_unweighted,BASE+bodyweight,2018,4
31-90,33,0.072,15.449,12.965,0.7893,1.0627,0.443,Ensemble_unweighted,BASE+bodyweight,2018,4
91-180,83,-0.584,24.14,18.3,1.0041,1.4811,0.217,Ensemble_unweighted,BASE+bodyweight,2018,4
181-270,72,0.11,75.197,58.78,0.9621,0.8413,0.338,Ensemble_unweighted,BASE+bodyweight,2018,4
271-365,67,-0.001,62.014,34.714,1.1403,1.1295,0.158,Ensemble_unweighted,BASE+bodyweight,2018,4
1-7,1,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2018,4
8-30,7,-0.599,10.804,10.278,0.6775,1.4697,0.657,Ensemble_MASEweighted,BASE+bodyweight,2018,4
31-90,33,0.073,15.435,12.922,0.7868,1.0592,0.44,Ensemble_MASEweighted,BASE+bodyweight,2018,4
91-180,83,-0.579,24.104,18.243,1.001,1.4765,0.217,Ensemble_MASEweighted,BASE+bodyweight,2018,4
181-270,72,0.11,75.21,58.758,0.9617,0.841,0.338,Ensemble_MASEweighted,BASE+bodyweight,2018,4
271-365,67,0.001,61.942,34.599,1.1366,1.1257,0.16,Ensemble_MASEweighted,BASE+bodyweight,2018,4
1-7,0,,,,,,,RF,BASE+bodyweight,2018,9
8-30,0,,,,,,,RF,BASE+bodyweight,2018,9
31-90,0,,,,,,,RF,BASE+bodyweight,2018,9
91-180,0,,,,,,,RF,BASE+bodyweight,2018,9
181-270,0,,,,,,,RF,BASE+bodyweight,2018,9
271-365,0,,,,,,,RF,BASE+bodyweight,2018,9
1-7,0,,,,,,,XGB,BASE+bodyweight,2018,9
8-30,0,,,,,,,XGB,BASE+bodyweight,2018,9
31-90,0,,,,,,,XGB,BASE+bodyweight,2018,9
91-180,0,,,,,,,XGB,BASE+bodyweight,2018,9
181-270,0,,,,,,,XGB,BASE+bodyweight,2018,9
271-365,0,,,,,,,XGB,BASE+bodyweight,2018,9
1-7,0,,,,,,,LightGBM,BASE+bodyweight,2018,9
8-30,0,,,,,,,LightGBM,BASE+bodyweight,2018,9
31-90,0,,,,,,,LightGBM,BASE+bodyweight,2018,9
91-180,0,,,,,,,LightGBM,BASE+bodyweight,2018,9
181-270,0,,,,,,,LightGBM,BASE+bodyweight,2018,9
271-365,0,,,,,,,LightGBM,BASE+bodyweight,2018,9
1-7,0,,,,,,,SARIMAX,BASE+bodyweight,2018,9
8-30,0,,,,,,,SARIMAX,BASE+bodyweight,2018,9
31-90,0,,,,,,,SARIMAX,BASE+bodyweight,2018,9
91-180,0,,,,,,,SARIMAX,BASE+bodyweight,2018,9
181-270,0,,,,,,,SARIMAX,BASE+bodyweight,2018,9
271-365,0,,,,,,,SARIMAX,BASE+bodyweight,2018,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2018,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2018,9
31-90,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2018,9
91-180,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2018,9
181-270,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2018,9
271-365,0,,,,,,,Ensemble_unweighted,BASE+bodyweight,2018,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2018,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2018,9
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2018,9
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2018,9
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2018,9
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+bodyweight,2018,9
1-7,0,,,,,,,RF,BASE,2019,2
8-30,0,,,,,,,RF,BASE,2019,2
31-90,0,,,,,,,RF,BASE,2019,2
91-180,0,,,,,,,RF,BASE,2019,2
181-270,0,,,,,,,RF,BASE,2019,2
271-365,0,,,,,,,RF,BASE,2019,2
1-7,0,,,,,,,XGB,BASE,2019,2
8-30,0,,,,,,,XGB,BASE,2019,2
31-90,0,,,,,,,XGB,BASE,2019,2
91-180,0,,,,,,,XGB,BASE,2019,2
181-270,0,,,,,,,XGB,BASE,2019,2
271-365,0,,,,,,,XGB,BASE,2019,2
1-7,0,,,,,,,LightGBM,BASE,2019,2
8-30,0,,,,,,,LightGBM,BASE,2019,2
31-90,0,,,,,,,LightGBM,BASE,2019,2
91-180,0,,,,,,,LightGBM,BASE,2019,2
181-270,0,,,,,,,LightGBM,BASE,2019,2
271-365,0,,,,,,,LightGBM,BASE,2019,2
1-7,0,,,,,,,SARIMAX,BASE,2019,2
8-30,0,,,,,,,SARIMAX,BASE,2019,2
31-90,0,,,,,,,SARIMAX,BASE,2019,2
91-180,0,,,,,,,SARIMAX,BASE,2019,2
