bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,config,anchor_year,tower
31-90,16,-0.673,25.975,20.827,1.2597,0.9158,0.281,Ensemble_unweighted,BASE+species,2019,9
91-180,81,0.299,59.817,43.134,0.7603,0.6981,0.558,Ensemble_unweighted,BASE+species,2019,9
181-270,49,0.096,63.98,40.29,1.0433,1.0251,0.396,Ensemble_unweighted,BASE+species,2019,9
271-365,49,0.123,107.042,53.83,0.7596,0.7166,0.629,Ensemble_unweighted,BASE+species,2019,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+species,2019,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+species,2019,9
31-90,16,-0.69,26.105,20.918,1.2652,0.9197,0.282,Ensemble_MASEweighted,BASE+species,2019,9
91-180,81,0.298,59.838,43.16,0.7607,0.6985,0.558,Ensemble_MASEweighted,BASE+species,2019,9
181-270,49,0.095,64.043,40.429,1.0469,1.0286,0.396,Ensemble_MASEweighted,BASE+species,2019,9
271-365,49,0.123,107.02,53.857,0.76,0.717,0.629,Ensemble_MASEweighted,BASE+species,2019,9
1-7,0,,,,,,,RF,BASE+arable,2019,2
8-30,0,,,,,,,RF,BASE+arable,2019,2
31-90,0,,,,,,,RF,BASE+arable,2019,2
91-180,0,,,,,,,RF,BASE+arable,2019,2
181-270,0,,,,,,,RF,BASE+arable,2019,2
271-365,0,,,,,,,RF,BASE+arable,2019,2
1-7,0,,,,,,,XGB,BASE+arable,2019,2
8-30,0,,,,,,,XGB,BASE+arable,2019,2
31-90,0,,,,,,,XGB,BASE+arable,2019,2
91-180,0,,,,,,,XGB,BASE+arable,2019,2
181-270,0,,,,,,,XGB,BASE+arable,2019,2
271-365,0,,,,,,,XGB,BASE+arable,2019,2
1-7,0,,,,,,,LightGBM,BASE+arable,2019,2
8-30,0,,,,,,,LightGBM,BASE+arable,2019,2
31-90,0,,,,,,,LightGBM,BASE+arable,2019,2
91-180,0,,,,,,,LightGBM,BASE+arable,2019,2
181-270,0,,,,,,,LightGBM,BASE+arable,2019,2
271-365,0,,,,,,,LightGBM,BASE+arable,2019,2
1-7,0,,,,,,,SARIMAX,BASE+arable,2019,2
8-30,0,,,,,,,SARIMAX,BASE+arable,2019,2
31-90,0,,,,,,,SARIMAX,BASE+arable,2019,2
91-180,0,,,,,,,SARIMAX,BASE+arable,2019,2
181-270,0,,,,,,,SARIMAX,BASE+arable,2019,2
271-365,0,,,,,,,SARIMAX,BASE+arable,2019,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+arable,2019,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+arable,2019,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+arable,2019,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+arable,2019,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+arable,2019,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+arable,2019,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2019,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2019,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2019,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2019,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2019,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2019,2
1-7,0,,,,,,,RF,BASE+arable,2019,4
8-30,8,-3.959,73.782,62.959,1.6464,1.6448,-0.576,RF,BASE+arable,2019,4
31-90,32,-0.661,28.888,22.871,1.0452,1.0471,0.193,RF,BASE+arable,2019,4
91-180,62,0.176,79.481,50.139,0.6594,0.66,0.458,RF,BASE+arable,2019,4
181-270,61,0.551,24.282,17.96,0.6376,0.6384,0.759,RF,BASE+arable,2019,4
271-365,66,0.176,47.891,20.394,0.7712,0.7728,0.487,RF,BASE+arable,2019,4
1-7,0,,,,,,,XGB,BASE+arable,2019,4
8-30,8,-3.084,66.958,54.766,1.4321,1.4307,-0.837,XGB,BASE+arable,2019,4
31-90,32,-0.235,24.906,18.234,0.8332,0.8348,0.258,XGB,BASE+arable,2019,4
91-180,62,0.177,79.438,48.364,0.636,0.6366,0.473,XGB,BASE+arable,2019,4
181-270,61,0.523,25.028,17.952,0.6373,0.6382,0.77,XGB,BASE+arable,2019,4
271-365,66,0.129,49.251,21.788,0.8239,0.8256,0.367,XGB,BASE+arable,2019,4
1-7,0,,,,,,,LightGBM,BASE+arable,2019,4
8-30,8,-3.344,69.056,57.492,1.5034,1.502,-0.657,LightGBM,BASE+arable,2019,4
31-90,32,-0.34,25.941,18.869,0.8623,0.8639,0.218,LightGBM,BASE+arable,2019,4
91-180,62,0.201,78.285,47.273,0.6217,0.6222,0.505,LightGBM,BASE+arable,2019,4
181-270,61,0.585,23.355,16.442,0.5837,0.5845,0.775,LightGBM,BASE+arable,2019,4
271-365,66,0.178,47.826,19.897,0.7524,0.7539,0.482,LightGBM,BASE+arable,2019,4
1-7,0,,,,,,,SARIMAX,BASE+arable,2019,4
8-30,8,-1.688,54.327,42.894,1.1217,1.1206,-0.353,SARIMAX,BASE+arable,2019,4
31-90,32,-0.242,24.982,19.952,0.9117,0.9135,0.054,SARIMAX,BASE+arable,2019,4
91-180,62,0.224,77.163,51.094,0.672,0.6725,0.479,SARIMAX,BASE+arable,2019,4
181-270,61,0.451,26.838,21.254,0.7545,0.7555,0.774,SARIMAX,BASE+arable,2019,4
271-365,66,0.091,50.299,26.294,0.9943,0.9963,0.407,SARIMAX,BASE+arable,2019,4
1-7,0,,,,,,,Ensemble_unweighted,BASE+arable,2019,4
8-30,8,-2.955,65.894,54.246,1.4185,1.4172,-0.686,Ensemble_unweighted,BASE+arable,2019,4
31-90,32,-0.135,23.877,17.421,0.7961,0.7976,0.207,Ensemble_unweighted,BASE+arable,2019,4
91-180,62,0.205,78.068,48.497,0.6378,0.6383,0.488,Ensemble_unweighted,BASE+arable,2019,4
181-270,61,0.585,23.355,16.387,0.5818,0.5825,0.775,Ensemble_unweighted,BASE+arable,2019,4
271-365,66,0.17,48.077,20.025,0.7572,0.7588,0.441,Ensemble_unweighted,BASE+arable,2019,4
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2019,4
8-30,8,-2.966,65.983,54.332,1.4208,1.4194,-0.69,Ensemble_MASEweighted,BASE+arable,2019,4
31-90,32,-0.139,23.924,17.445,0.7972,0.7987,0.208,Ensemble_MASEweighted,BASE+arable,2019,4
91-180,62,0.205,78.089,48.481,0.6376,0.6381,0.488,Ensemble_MASEweighted,BASE+arable,2019,4
181-270,61,0.584,23.359,16.399,0.5822,0.583,0.775,Ensemble_MASEweighted,BASE+arable,2019,4
271-365,66,0.17,48.083,20.023,0.7572,0.7587,0.441,Ensemble_MASEweighted,BASE+arable,2019,4
1-7,0,,,,,,,RF,BASE+arable,2019,9
8-30,0,,,,,,,RF,BASE+arable,2019,9
31-90,16,-0.917,27.803,22.644,1.3696,0.9957,0.261,RF,BASE+arable,2019,9
91-180,81,0.28,60.614,44.848,0.7905,0.7258,0.548,RF,BASE+arable,2019,9
181-270,49,0.041,65.929,42.464,1.0996,1.0804,0.369,RF,BASE+arable,2019,9
271-365,49,0.094,108.783,56.126,0.792,0.7472,0.621,RF,BASE+arable,2019,9
1-7,0,,,,,,,XGB,BASE+arable,2019,9
8-30,0,,,,,,,XGB,BASE+arable,2019,9
31-90,16,-0.9,27.681,21.61,1.307,0.9502,0.332,XGB,BASE+arable,2019,9
91-180,81,0.318,59.003,41.379,0.7294,0.6697,0.589,XGB,BASE+arable,2019,9
181-270,49,0.008,67.029,45.74,1.1844,1.1637,0.394,XGB,BASE+arable,2019,9
271-365,49,0.145,105.675,54.719,0.7722,0.7285,0.627,XGB,BASE+arable,2019,9
1-7,0,,,,,,,LightGBM,BASE+arable,2019,9
8-30,0,,,,,,,LightGBM,BASE+arable,2019,9
31-90,16,-1.82,33.721,24.44,1.4782,1.0746,0.342,LightGBM,BASE+arable,2019,9
91-180,81,0.253,61.718,44.437,0.7833,0.7192,0.515,LightGBM,BASE+arable,2019,9
181-270,49,0.07,64.907,43.361,1.1228,1.1032,0.427,LightGBM,BASE+arable,2019,9
271-365,49,0.104,108.232,56.637,0.7993,0.754,0.615,LightGBM,BASE+arable,2019,9
1-7,0,,,,,,,SARIMAX,BASE+arable,2019,9
8-30,0,,,,,,,SARIMAX,BASE+arable,2019,9
31-90,16,-0.106,21.119,15.255,0.9226,0.6707,0.064,SARIMAX,BASE+arable,2019,9
91-180,81,0.327,58.583,39.939,0.704,0.6464,0.576,SARIMAX,BASE+arable,2019,9
181-270,49,0.143,62.315,37.446,0.9697,0.9527,0.385,SARIMAX,BASE+arable,2019,9
271-365,49,0.09,109.042,56.907,0.8031,0.7576,0.591,SARIMAX,BASE+arable,2019,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+arable,2019,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+arable,2019,9
31-90,16,-0.65,25.797,20.544,1.2425,0.9033,0.303,Ensemble_unweighted,BASE+arable,2019,9
91-180,81,0.309,59.363,42.331,0.7461,0.6851,0.572,Ensemble_unweighted,BASE+arable,2019,9
181-270,49,0.097,63.946,40.244,1.0421,1.0239,0.398,Ensemble_unweighted,BASE+arable,2019,9
271-365,49,0.119,107.272,54.1,0.7635,0.7202,0.625,Ensemble_unweighted,BASE+arable,2019,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2019,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+arable,2019,9
31-90,16,-0.666,25.919,20.622,1.2472,0.9067,0.305,Ensemble_MASEweighted,BASE+arable,2019,9
91-180,81,0.309,59.379,42.345,0.7464,0.6853,0.571,Ensemble_MASEweighted,BASE+arable,2019,9
181-270,49,0.096,64.001,40.379,1.0456,1.0273,0.398,Ensemble_MASEweighted,BASE+arable,2019,9
271-365,49,0.12,107.252,54.122,0.7638,0.7205,0.625,Ensemble_MASEweighted,BASE+arable,2019,9
1-7,0,,,,,,,RF,BASE+flow,2019,2
8-30,0,,,,,,,RF,BASE+flow,2019,2
31-90,0,,,,,,,RF,BASE+flow,2019,2
91-180,0,,,,,,,RF,BASE+flow,2019,2
181-270,0,,,,,,,RF,BASE+flow,2019,2
271-365,0,,,,,,,RF,BASE+flow,2019,2
1-7,0,,,,,,,XGB,BASE+flow,2019,2
8-30,0,,,,,,,XGB,BASE+flow,2019,2
31-90,0,,,,,,,XGB,BASE+flow,2019,2
91-180,0,,,,,,,XGB,BASE+flow,2019,2
181-270,0,,,,,,,XGB,BASE+flow,2019,2
271-365,0,,,,,,,XGB,BASE+flow,2019,2
1-7,0,,,,,,,LightGBM,BASE+flow,2019,2
8-30,0,,,,,,,LightGBM,BASE+flow,2019,2
31-90,0,,,,,,,LightGBM,BASE+flow,2019,2
91-180,0,,,,,,,LightGBM,BASE+flow,2019,2
181-270,0,,,,,,,LightGBM,BASE+flow,2019,2
271-365,0,,,,,,,LightGBM,BASE+flow,2019,2
1-7,0,,,,,,,SARIMAX,BASE+flow,2019,2
8-30,0,,,,,,,SARIMAX,BASE+flow,2019,2
31-90,0,,,,,,,SARIMAX,BASE+flow,2019,2
91-180,0,,,,,,,SARIMAX,BASE+flow,2019,2
181-270,0,,,,,,,SARIMAX,BASE+flow,2019,2
271-365,0,,,,,,,SARIMAX,BASE+flow,2019,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+flow,2019,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+flow,2019,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+flow,2019,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+flow,2019,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+flow,2019,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+flow,2019,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2019,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2019,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2019,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2019,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2019,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2019,2
1-7,0,,,,,,,RF,BASE+flow,2019,4
8-30,8,-4.037,74.361,63.423,1.6585,1.6569,-0.66,RF,BASE+flow,2019,4
31-90,32,-0.683,29.075,23.134,1.0572,1.0592,0.174,RF,BASE+flow,2019,4
91-180,62,0.167,79.933,49.839,0.6554,0.656,0.454,RF,BASE+flow,2019,4
181-270,61,0.521,25.067,18.623,0.6612,0.662,0.753,RF,BASE+flow,2019,4
271-365,66,0.17,48.074,20.461,0.7737,0.7753,0.485,RF,BASE+flow,2019,4
1-7,0,,,,,,,XGB,BASE+flow,2019,4
8-30,8,-3.053,66.701,53.725,1.4049,1.4036,-0.895,XGB,BASE+flow,2019,4
31-90,32,-0.189,24.44,18.272,0.835,0.8366,0.303,XGB,BASE+flow,2019,4
91-180,62,0.182,79.229,48.094,0.6325,0.633,0.478,XGB,BASE+flow,2019,4
181-270,61,0.519,25.123,18.327,0.6506,0.6515,0.77,XGB,BASE+flow,2019,4
271-365,66,0.133,49.13,21.703,0.8207,0.8224,0.374,XGB,BASE+flow,2019,4
1-7,0,,,,,,,LightGBM,BASE+flow,2019,4
8-30,8,-3.159,67.569,55.712,1.4569,1.4555,-0.714,LightGBM,BASE+flow,2019,4
31-90,32,-0.314,25.686,19.029,0.8696,0.8712,0.281,LightGBM,BASE+flow,2019,4
91-180,62,0.206,78.045,48.071,0.6322,0.6327,0.482,LightGBM,BASE+flow,2019,4
181-270,61,0.573,23.681,16.869,0.5989,0.5996,0.775,LightGBM,BASE+flow,2019,4
271-365,66,0.156,48.459,21.253,0.8037,0.8053,0.423,LightGBM,BASE+flow,2019,4
1-7,0,,,,,,,SARIMAX,BASE+flow,2019,4
8-30,8,-1.688,54.327,42.894,1.1217,1.1206,-0.353,SARIMAX,BASE+flow,2019,4
31-90,32,-0.242,24.982,19.952,0.9117,0.9135,0.054,SARIMAX,BASE+flow,2019,4
91-180,62,0.224,77.163,51.094,0.672,0.6725,0.479,SARIMAX,BASE+flow,2019,4
181-270,61,0.451,26.838,21.254,0.7545,0.7555,0.774,SARIMAX,BASE+flow,2019,4
271-365,66,0.091,50.299,26.294,0.9943,0.9963,0.407,SARIMAX,BASE+flow,2019,4
1-7,0,,,,,,,Ensemble_unweighted,BASE+flow,2019,4
8-30,8,-2.92,65.601,53.657,1.4031,1.4018,-0.769,Ensemble_unweighted,BASE+flow,2019,4
31-90,32,-0.114,23.657,17.209,0.7864,0.7879,0.237,Ensemble_unweighted,BASE+flow,2019,4
91-180,62,0.206,78.058,48.466,0.6374,0.6379,0.484,Ensemble_unweighted,BASE+flow,2019,4
181-270,61,0.578,23.531,16.6,0.5893,0.5901,0.775,Ensemble_unweighted,BASE+flow,2019,4
271-365,66,0.164,48.233,20.147,0.7619,0.7634,0.43,Ensemble_unweighted,BASE+flow,2019,4
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2019,4
8-30,8,-2.929,65.676,53.721,1.4048,1.4034,-0.773,Ensemble_MASEweighted,BASE+flow,2019,4
31-90,32,-0.118,23.697,17.238,0.7877,0.7892,0.239,Ensemble_MASEweighted,BASE+flow,2019,4
91-180,62,0.205,78.073,48.452,0.6372,0.6378,0.484,Ensemble_MASEweighted,BASE+flow,2019,4
181-270,61,0.578,23.537,16.618,0.59,0.5907,0.775,Ensemble_MASEweighted,BASE+flow,2019,4
271-365,66,0.164,48.242,20.162,0.7624,0.7639,0.429,Ensemble_MASEweighted,BASE+flow,2019,4
1-7,0,,,,,,,RF,BASE+flow,2019,9
8-30,0,,,,,,,RF,BASE+flow,2019,9
31-90,16,-0.93,27.901,23.104,1.3974,1.0159,0.277,RF,BASE+flow,2019,9
91-180,81,0.273,60.885,45.333,0.7991,0.7337,0.546,RF,BASE+flow,2019,9
181-270,49,0.031,66.246,43.057,1.115,1.0955,0.364,RF,BASE+flow,2019,9
271-365,49,0.094,108.796,56.117,0.7919,0.7471,0.647,RF,BASE+flow,2019,9
1-7,0,,,,,,,XGB,BASE+flow,2019,9
8-30,0,,,,,,,XGB,BASE+flow,2019,9
31-90,16,-1.275,30.293,24.7,1.4939,1.086,0.317,XGB,BASE+flow,2019,9
91-180,81,0.287,60.327,42.351,0.7465,0.6854,0.553,XGB,BASE+flow,2019,9
181-270,49,0.007,67.072,45.771,1.1852,1.1645,0.393,XGB,BASE+flow,2019,9
271-365,49,0.147,105.584,54.883,0.7745,0.7306,0.634,XGB,BASE+flow,2019,9
1-7,0,,,,,,,LightGBM,BASE+flow,2019,9
8-30,0,,,,,,,LightGBM,BASE+flow,2019,9
31-90,16,-1.803,33.624,24.807,1.5003,1.0907,0.353,LightGBM,BASE+flow,2019,9
91-180,81,0.214,63.336,46.902,0.8267,0.759,0.502,LightGBM,BASE+flow,2019,9
181-270,49,0.017,66.74,44.847,1.1613,1.141,0.369,LightGBM,BASE+flow,2019,9
271-365,49,0.101,108.386,56.77,0.8011,0.7558,0.625,LightGBM,BASE+flow,2019,9
1-7,0,,,,,,,SARIMAX,BASE+flow,2019,9
8-30,0,,,,,,,SARIMAX,BASE+flow,2019,9
31-90,16,-0.106,21.119,15.255,0.9226,0.6707,0.064,SARIMAX,BASE+flow,2019,9
91-180,81,0.327,58.583,39.939,0.704,0.6464,0.576,SARIMAX,BASE+flow,2019,9
181-270,49,0.143,62.315,37.446,0.9697,0.9527,0.385,SARIMAX,BASE+flow,2019,9
271-365,49,0.09,109.042,56.907,0.8031,0.7576,0.591,SARIMAX,BASE+flow,2019,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+flow,2019,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+flow,2019,9
31-90,16,-0.723,26.361,21.468,1.2984,0.9439,0.307,Ensemble_unweighted,BASE+flow,2019,9
91-180,81,0.301,59.741,43.029,0.7584,0.6964,0.563,Ensemble_unweighted,BASE+flow,2019,9
181-270,49,0.082,64.481,40.668,1.0531,1.0347,0.382,Ensemble_unweighted,BASE+flow,2019,9
271-365,49,0.119,107.297,54.171,0.7645,0.7212,0.632,Ensemble_unweighted,BASE+flow,2019,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2019,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+flow,2019,9
31-90,16,-0.742,26.506,21.57,1.3046,0.9484,0.309,Ensemble_MASEweighted,BASE+flow,2019,9
91-180,81,0.3,59.771,43.069,0.7591,0.697,0.563,Ensemble_MASEweighted,BASE+flow,2019,9
181-270,49,0.08,64.546,40.807,1.0567,1.0382,0.382,Ensemble_MASEweighted,BASE+flow,2019,9
271-365,49,0.119,107.278,54.202,0.7649,0.7216,0.632,Ensemble_MASEweighted,BASE+flow,2019,9
1-7,0,,,,,,,RF,BASE+mgmt,2019,2
8-30,0,,,,,,,RF,BASE+mgmt,2019,2
31-90,0,,,,,,,RF,BASE+mgmt,2019,2
91-180,0,,,,,,,RF,BASE+mgmt,2019,2
181-270,0,,,,,,,RF,BASE+mgmt,2019,2
271-365,0,,,,,,,RF,BASE+mgmt,2019,2
1-7,0,,,,,,,XGB,BASE+mgmt,2019,2
8-30,0,,,,,,,XGB,BASE+mgmt,2019,2
31-90,0,,,,,,,XGB,BASE+mgmt,2019,2
91-180,0,,,,,,,XGB,BASE+mgmt,2019,2
181-270,0,,,,,,,XGB,BASE+mgmt,2019,2
271-365,0,,,,,,,XGB,BASE+mgmt,2019,2
1-7,0,,,,,,,LightGBM,BASE+mgmt,2019,2
8-30,0,,,,,,,LightGBM,BASE+mgmt,2019,2
31-90,0,,,,,,,LightGBM,BASE+mgmt,2019,2
91-180,0,,,,,,,LightGBM,BASE+mgmt,2019,2
181-270,0,,,,,,,LightGBM,BASE+mgmt,2019,2
271-365,0,,,,,,,LightGBM,BASE+mgmt,2019,2
1-7,0,,,,,,,SARIMAX,BASE+mgmt,2019,2
8-30,0,,,,,,,SARIMAX,BASE+mgmt,2019,2
31-90,0,,,,,,,SARIMAX,BASE+mgmt,2019,2
91-180,0,,,,,,,SARIMAX,BASE+mgmt,2019,2
181-270,0,,,,,,,SARIMAX,BASE+mgmt,2019,2
271-365,0,,,,,,,SARIMAX,BASE+mgmt,2019,2
1-7,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2019,2
8-30,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2019,2
31-90,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2019,2
91-180,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2019,2
181-270,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2019,2
271-365,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2019,2
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2019,2
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2019,2
31-90,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2019,2
91-180,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2019,2
181-270,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2019,2
271-365,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2019,2
1-7,0,,,,,,,RF,BASE+mgmt,2019,4
8-30,8,-3.758,72.271,61.289,1.6027,1.6011,-0.591,RF,BASE+mgmt,2019,4
31-90,32,-0.551,27.911,21.795,0.9959,0.9978,0.19,RF,BASE+mgmt,2019,4
91-180,62,0.17,79.794,50.189,0.6601,0.6606,0.446,RF,BASE+mgmt,2019,4
181-270,61,0.52,25.113,18.667,0.6627,0.6636,0.759,RF,BASE+mgmt,2019,4
271-365,66,0.186,47.599,19.952,0.7545,0.756,0.486,RF,BASE+mgmt,2019,4
1-7,0,,,,,,,XGB,BASE+mgmt,2019,4
8-30,8,-2.974,66.05,53.607,1.4018,1.4005,-0.84,XGB,BASE+mgmt,2019,4
31-90,32,-0.203,24.579,17.824,0.8145,0.816,0.227,XGB,BASE+mgmt,2019,4
91-180,62,0.18,79.299,48.126,0.6329,0.6335,0.475,XGB,BASE+mgmt,2019,4
181-270,61,0.511,25.348,18.176,0.6453,0.6461,0.759,XGB,BASE+mgmt,2019,4
271-365,66,0.132,49.157,21.569,0.8156,0.8173,0.373,XGB,BASE+mgmt,2019,4
1-7,0,,,,,,,LightGBM,BASE+mgmt,2019,4
8-30,8,-2.857,65.071,53.305,1.3939,1.3926,-0.621,LightGBM,BASE+mgmt,2019,4
31-90,32,-0.362,26.158,19.329,0.8833,0.885,0.244,LightGBM,BASE+mgmt,2019,4
91-180,62,0.224,77.163,47.691,0.6272,0.6277,0.491,LightGBM,BASE+mgmt,2019,4
181-270,61,0.561,24.012,17.287,0.6137,0.6145,0.768,LightGBM,BASE+mgmt,2019,4
271-365,66,0.16,48.359,21.648,0.8186,0.8203,0.416,LightGBM,BASE+mgmt,2019,4
1-7,0,,,,,,,SARIMAX,BASE+mgmt,2019,4
8-30,8,-1.688,54.327,42.894,1.1217,1.1206,-0.353,SARIMAX,BASE+mgmt,2019,4
31-90,32,-0.242,24.982,19.952,0.9117,0.9135,0.054,SARIMAX,BASE+mgmt,2019,4
91-180,62,0.224,77.163,51.094,0.672,0.6725,0.479,SARIMAX,BASE+mgmt,2019,4
181-270,61,0.451,26.838,21.254,0.7545,0.7555,0.774,SARIMAX,BASE+mgmt,2019,4
271-365,66,0.091,50.299,26.294,0.9943,0.9963,0.407,SARIMAX,BASE+mgmt,2019,4
1-7,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2019,4
8-30,8,-2.767,64.311,52.492,1.3726,1.3713,-0.686,Ensemble_unweighted,BASE+mgmt,2019,4
31-90,32,-0.121,23.727,17.389,0.7946,0.7961,0.206,Ensemble_unweighted,BASE+mgmt,2019,4
91-180,62,0.212,77.734,48.435,0.637,0.6375,0.487,Ensemble_unweighted,BASE+mgmt,2019,4
181-270,61,0.568,23.806,16.799,0.5964,0.5972,0.771,Ensemble_unweighted,BASE+mgmt,2019,4
271-365,66,0.167,48.156,20.239,0.7653,0.7669,0.427,Ensemble_unweighted,BASE+mgmt,2019,4
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2019,4
8-30,8,-2.775,64.377,52.552,1.3742,1.3729,-0.69,Ensemble_MASEweighted,BASE+mgmt,2019,4
31-90,32,-0.125,23.772,17.414,0.7958,0.7973,0.207,Ensemble_MASEweighted,BASE+mgmt,2019,4
91-180,62,0.212,77.742,48.417,0.6367,0.6373,0.487,Ensemble_MASEweighted,BASE+mgmt,2019,4
181-270,61,0.568,23.818,16.822,0.5972,0.598,0.771,Ensemble_MASEweighted,BASE+mgmt,2019,4
271-365,66,0.167,48.165,20.243,0.7655,0.767,0.427,Ensemble_MASEweighted,BASE+mgmt,2019,4
1-7,0,,,,,,,RF,BASE+mgmt,2019,9
8-30,0,,,,,,,RF,BASE+mgmt,2019,9
31-90,16,-0.724,26.37,21.342,1.2908,0.9384,0.26,RF,BASE+mgmt,2019,9
91-180,81,0.291,60.132,43.898,0.7738,0.7104,0.559,RF,BASE+mgmt,2019,9
181-270,49,-0.012,67.725,45.144,1.169,1.1486,0.325,RF,BASE+mgmt,2019,9
271-365,49,0.105,108.152,56.693,0.8,0.7547,0.609,RF,BASE+mgmt,2019,9
1-7,0,,,,,,,XGB,BASE+mgmt,2019,9
8-30,0,,,,,,,XGB,BASE+mgmt,2019,9
31-90,16,-0.645,25.757,20.757,1.2554,0.9127,0.33,XGB,BASE+mgmt,2019,9
91-180,81,0.317,59.037,41.407,0.7298,0.6701,0.576,XGB,BASE+mgmt,2019,9
181-270,49,-0.03,68.303,46.945,1.2156,1.1944,0.356,XGB,BASE+mgmt,2019,9
271-365,49,0.176,103.778,54.337,0.7668,0.7234,0.58,XGB,BASE+mgmt,2019,9
1-7,0,,,,,,,LightGBM,BASE+mgmt,2019,9
8-30,0,,,,,,,LightGBM,BASE+mgmt,2019,9
31-90,16,-0.984,28.285,21.488,1.2996,0.9448,0.324,LightGBM,BASE+mgmt,2019,9
91-180,81,0.196,64.033,46.903,0.8267,0.7591,0.473,LightGBM,BASE+mgmt,2019,9
181-270,49,0.058,65.311,43.944,1.1379,1.118,0.402,LightGBM,BASE+mgmt,2019,9
271-365,49,0.167,104.331,55.169,0.7785,0.7344,0.609,LightGBM,BASE+mgmt,2019,9
1-7,0,,,,,,,SARIMAX,BASE+mgmt,2019,9
8-30,0,,,,,,,SARIMAX,BASE+mgmt,2019,9
31-90,16,-0.106,21.119,15.255,0.9226,0.6707,0.064,SARIMAX,BASE+mgmt,2019,9
91-180,81,0.327,58.583,39.939,0.704,0.6464,0.576,SARIMAX,BASE+mgmt,2019,9
181-270,49,0.143,62.315,37.446,0.9697,0.9527,0.385,SARIMAX,BASE+mgmt,2019,9
271-365,49,0.09,109.042,56.907,0.8031,0.7576,0.591,SARIMAX,BASE+mgmt,2019,9
1-7,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2019,9
8-30,0,,,,,,,Ensemble_unweighted,BASE+mgmt,2019,9
31-90,16,-0.449,24.175,19.29,1.1667,0.8482,0.285,Ensemble_unweighted,BASE+mgmt,2019,9
91-180,81,0.304,59.586,42.556,0.7501,0.6887,0.562,Ensemble_unweighted,BASE+mgmt,2019,9
181-270,49,0.076,64.693,41.019,1.0622,1.0436,0.372,Ensemble_unweighted,BASE+mgmt,2019,9
271-365,49,0.149,105.457,53.659,0.7572,0.7144,0.614,Ensemble_unweighted,BASE+mgmt,2019,9
1-7,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2019,9
8-30,0,,,,,,,Ensemble_MASEweighted,BASE+mgmt,2019,9
