,RF,XGB,LightGBM,SARIMAX,DLinear,LSTM,Persistence,Climatology,y_true
2019-12-17,-1.9813670763588562,3.4412682056427,3.3494055009382553,-3.514946386694035,38.73975992632268,8.342797858446374,-0.0731958333333334,20.527204040700585,
2019-12-18,13.425354770231204,22.117921829223633,17.183368212812276,-4.239172923936483,48.81685700304297,13.245214438502444,-0.0731958333333334,24.040342290494547,
2019-12-19,18.572517106465373,20.19182777404785,19.60214516608867,-4.300142590042871,43.33946844559887,2.8001760701008607,-0.0731958333333334,29.806284915868183,
2019-12-20,18.608722457027184,15.013629913330078,14.11211674504805,-3.7177484836157433,34.20054902809534,-1.6402468878295622,-0.0731958333333334,37.110527232824246,
2019-12-21,18.027983769208902,10.075397491455078,9.977539906273227,-3.93600016617059,21.188516708770635,4.515914603760393,-0.0731958333333334,14.135958123261364,
2019-12-22,21.19093830913666,14.565508842468262,13.072994822183613,-4.227988348269424,15.243016400319448,5.5676566191814345,-0.0731958333333334,14.135958123261364,
2019-12-23,15.045921262203661,7.019340991973877,9.281404687229456,-4.096963506470022,13.858739368613897,9.905906947901258,-0.0731958333333334,14.135958123261364,
2019-12-24,17.78099342453564,12.930542945861816,11.67183571083393,-4.181599481351746,2.5134000125199236,10.833925615999306,-0.0731958333333334,12.59912940725,
2019-12-25,16.46159308697272,8.247358322143555,9.819065286313771,-3.2717378014905556,12.02374882254935,9.540065082563615,-0.0731958333333334,24.869894522598212,
2019-12-26,24.557814537330525,24.297853469848633,19.54719158242394,-4.066778887877316,10.781784663844519,11.171555721705772,-0.0731958333333334,24.869894522598212,
2019-12-27,14.537407650685857,12.727267265319824,12.042841129570292,-3.17898627503601,-6.632449645814631,8.469712202494975,-0.0731958333333334,24.869894522598212,
2019-12-28,13.865308815082757,6.3109941482543945,8.449553401342495,-3.2149660822633344,-3.569834728799833,9.189298378711555,-0.0731958333333334,24.869894522598212,
2019-12-29,13.263237445249512,5.911651134490967,7.516429532181804,-2.9790601131163577,-3.5905269637396486,8.243397653860029,-0.0731958333333334,24.869894522598212,
2019-12-30,12.119717835223543,6.40745735168457,6.889582808542208,-2.5701761460992856,-1.3732307163509176,7.782213271130331,-0.0731958333333334,24.869894522598212,
2019-12-31,11.678036516133142,6.268449306488037,6.801003658568247,-2.519363434882411,11.544035648133104,9.13722472638483,-0.0731958333333334,25.94395420833333,
2020-01-01,11.883628661072308,6.268449306488037,6.92062462981678,-2.363923028937929,19.073720972071897,8.311994234705253,-0.0731958333333334,12.729612029104166,
2020-01-02,11.829777315517426,6.264961242675781,6.898434885260498,-2.7351259099603205,20.618674701813006,9.88466318266319,-0.0731958333333334,9.25313380343308,
2020-01-03,11.31828971056662,4.579424858093262,5.866498770968409,-2.80801220819804,8.747750772642576,9.741948152153327,-0.0731958333333334,9.25313380343308,
2020-01-04,10.801536272511775,4.455297470092773,5.866498770968409,-2.518760903148088,3.340344187626215,9.974537999390122,-0.0731958333333334,6.892327007654355,
2020-01-05,10.171372969778286,5.534741401672363,7.148088109986944,-2.34602150399407,-19.989482633112857,10.154064394389934,-0.0731958333333334,6.118992806598484,
2020-01-06,20.229112159478063,21.04941177368164,15.70728022444298,9.296050191122745,-25.72389744121665,9.356651712128496,-0.0731958333333334,6.118992806598484,
2020-01-07,18.885304452303668,16.50975799560547,15.479171830479807,6.095070681765758,-24.506240010656256,8.460703874290175,-0.0731958333333334,6.693193163790404,2.4291348
2020-01-08,17.622806505327233,9.5520658493042,12.131098001743299,1.1727341306339731,-33.83209208716471,3.8119091584694615,-0.0731958333333334,6.800436650391775,5.6878
2020-01-09,29.40192235809025,20.33268165588379,20.485656482682174,5.438736234090509,-10.109881005484567,4.209068424284396,-0.0731958333333334,5.972550550324946,-16.757795
2020-01-10,15.206255969517096,10.301264762878418,12.746193795710969,-0.3772026824213981,-9.87473868915913,1.9291340930226397,-0.0731958333333334,4.8362960714647665,-15.4844475
2020-01-11,31.811965828967363,22.250795364379883,17.30501671886524,10.153824062280105,2.2738717171559983,9.100160577174847,-0.0731958333333334,4.128137390261147,-52.411606
2020-01-12,32.070485092699336,18.496023178100586,21.306848670809522,9.425962509407825,18.06884918324704,11.560162984979343,-0.0731958333333334,5.2198087952172045,-52.565235
2020-01-13,40.02816136209286,29.988445281982422,31.163301703803057,10.309916267788577,9.210642272962104,6.640836092028621,-0.0731958333333334,5.327362623143549,-68.54842
2020-01-14,45.81008228201308,48.825679779052734,41.18956853379203,16.849942891937744,31.4789653202929,5.424611655368153,-0.0731958333333334,4.749335845247891,
2020-01-15,23.753258595155366,26.379125595092773,15.19982965825467,1.88566620520837,1.6237061343135792,4.509611400351787,-0.0731958333333334,2.9765332220595275,-92.33962
2020-01-16,42.692585042119006,42.99773025512695,32.44895825260014,10.194795640492298,17.24959524459109,10.377105873338223,-0.0731958333333334,2.8973780318479894,-15.503353
2020-01-17,30.85879471662359,23.101337432861328,19.276084019649335,2.584979200555299,4.637387510491408,9.472689747378809,-0.0731958333333334,2.9391230082256112,-22.561441
2020-01-18,16.080238967681613,17.379804611206055,13.178405557498822,-6.161620211552982,9.968034537956555,0.7171035846718041,-0.0731958333333334,3.5105676840344957,9.502788
