bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower,variant
31-90,0,,,,,,,XGB,2021,2,B_resample
91-180,0,,,,,,,XGB,2021,2,B_resample
181-270,0,,,,,,,XGB,2021,2,B_resample
271-365,0,,,,,,,XGB,2021,2,B_resample
1-7,0,,,,,,,LightGBM,2021,2,B_resample
8-30,0,,,,,,,LightGBM,2021,2,B_resample
31-90,0,,,,,,,LightGBM,2021,2,B_resample
91-180,0,,,,,,,LightGBM,2021,2,B_resample
181-270,0,,,,,,,LightGBM,2021,2,B_resample
271-365,0,,,,,,,LightGBM,2021,2,B_resample
1-7,0,,,,,,,SARIMAX,2021,2,B_resample
8-30,0,,,,,,,SARIMAX,2021,2,B_resample
31-90,0,,,,,,,SARIMAX,2021,2,B_resample
91-180,0,,,,,,,SARIMAX,2021,2,B_resample
181-270,0,,,,,,,SARIMAX,2021,2,B_resample
271-365,0,,,,,,,SARIMAX,2021,2,B_resample
1-7,0,,,,,,,Ensemble_unweighted,2021,2,B_resample
8-30,0,,,,,,,Ensemble_unweighted,2021,2,B_resample
31-90,0,,,,,,,Ensemble_unweighted,2021,2,B_resample
91-180,0,,,,,,,Ensemble_unweighted,2021,2,B_resample
181-270,0,,,,,,,Ensemble_unweighted,2021,2,B_resample
271-365,0,,,,,,,Ensemble_unweighted,2021,2,B_resample
1-7,0,,,,,,,Ensemble_MASEweighted,2021,2,B_resample
8-30,0,,,,,,,Ensemble_MASEweighted,2021,2,B_resample
31-90,0,,,,,,,Ensemble_MASEweighted,2021,2,B_resample
91-180,0,,,,,,,Ensemble_MASEweighted,2021,2,B_resample
181-270,0,,,,,,,Ensemble_MASEweighted,2021,2,B_resample
271-365,0,,,,,,,Ensemble_MASEweighted,2021,2,B_resample
1-7,3,-1.4,3.747,3.144,1.2666,0.3554,0.991,RF,2021,4,A_removal
8-30,19,-0.537,21.433,16.7,1.314,1.1147,0.139,RF,2021,4,A_removal
31-90,50,-0.012,20.629,15.939,1.2275,0.9233,0.189,RF,2021,4,A_removal
91-180,90,0.134,92.492,54.683,0.8427,0.7493,0.4,RF,2021,4,A_removal
181-270,88,0.21,89.735,67.927,1.0017,0.9522,0.523,RF,2021,4,A_removal
271-365,91,-0.46,39.491,32.17,1.5443,1.4494,0.477,RF,2021,4,A_removal
1-7,3,-2.052,4.226,3.417,1.3767,0.3863,-0.922,XGB,2021,4,A_removal
8-30,19,-0.346,20.058,15.884,1.2498,1.0603,0.149,XGB,2021,4,A_removal
31-90,50,0.0,20.504,14.448,1.1126,0.8369,0.022,XGB,2021,4,A_removal
91-180,90,0.074,95.633,54.782,0.8442,0.7506,0.313,XGB,2021,4,A_removal
181-270,88,0.344,81.78,61.157,0.9019,0.8573,0.679,XGB,2021,4,A_removal
271-365,91,-0.288,37.087,29.853,1.433,1.345,0.468,XGB,2021,4,A_removal
1-7,3,-1.083,3.491,2.866,1.1545,0.3239,0.724,LightGBM,2021,4,A_removal
8-30,19,-0.322,19.878,15.849,1.2471,1.058,0.11,LightGBM,2021,4,A_removal
31-90,50,0.041,20.082,13.871,1.0682,0.8035,0.242,LightGBM,2021,4,A_removal
91-180,90,0.076,95.52,54.624,0.8418,0.7485,0.317,LightGBM,2021,4,A_removal
181-270,88,0.321,83.172,61.898,0.9128,0.8677,0.655,LightGBM,2021,4,A_removal
271-365,91,-0.393,38.577,31.503,1.5122,1.4194,0.486,LightGBM,2021,4,A_removal
1-7,3,-0.748,3.198,2.722,1.0967,0.3077,0.617,SARIMAX,2021,4,A_removal
8-30,19,-0.004,17.32,12.949,1.0189,0.8644,-0.01,SARIMAX,2021,4,A_removal
31-90,50,-0.06,21.114,13.037,1.004,0.7552,-0.2,SARIMAX,2021,4,A_removal
91-180,90,0.097,94.477,61.156,0.9424,0.8379,0.315,SARIMAX,2021,4,A_removal
181-270,88,0.21,89.732,66.296,0.9776,0.9293,0.474,SARIMAX,2021,4,A_removal
271-365,91,-0.118,34.551,25.141,1.2069,1.1328,0.519,SARIMAX,2021,4,A_removal
1-7,3,-1.274,3.648,2.936,1.1828,0.3319,0.75,Ensemble_unweighted,2021,4,A_removal
8-30,19,-0.219,19.081,15.071,1.1858,1.006,0.137,Ensemble_unweighted,2021,4,A_removal
31-90,50,0.02,20.295,14.212,1.0944,0.8232,0.234,Ensemble_unweighted,2021,4,A_removal
91-180,90,0.101,94.231,55.928,0.8619,0.7663,0.337,Ensemble_unweighted,2021,4,A_removal
181-270,88,0.277,85.825,64.048,0.9445,0.8978,0.598,Ensemble_unweighted,2021,4,A_removal
271-365,91,-0.269,36.822,29.369,1.4098,1.3232,0.506,Ensemble_unweighted,2021,4,A_removal
1-7,3,-1.284,3.656,2.943,1.1855,0.3326,0.671,Ensemble_MASEweighted,2021,4,A_removal
8-30,19,-0.223,19.113,15.098,1.188,1.0078,0.137,Ensemble_MASEweighted,2021,4,A_removal
31-90,50,0.021,20.293,14.215,1.0947,0.8234,0.235,Ensemble_MASEweighted,2021,4,A_removal
91-180,90,0.101,94.263,55.879,0.8611,0.7656,0.337,Ensemble_MASEweighted,2021,4,A_removal
181-270,88,0.279,85.721,63.975,0.9434,0.8968,0.601,Ensemble_MASEweighted,2021,4,A_removal
271-365,91,-0.271,36.849,29.415,1.412,1.3253,0.506,Ensemble_MASEweighted,2021,4,A_removal
1-7,3,-1.442,3.78,3.004,1.2104,0.3396,-0.92,RF,2021,4,B_resample
8-30,19,-0.134,18.408,14.562,1.1458,0.972,0.046,RF,2021,4,B_resample
31-90,50,-0.013,20.636,14.701,1.1321,0.8515,0.012,RF,2021,4,B_resample
91-180,90,0.109,93.835,56.078,0.8642,0.7684,0.351,RF,2021,4,B_resample
181-270,88,0.185,91.124,68.081,1.004,0.9544,0.457,RF,2021,4,B_resample
271-365,91,-0.163,35.244,25.471,1.2227,1.1476,0.455,RF,2021,4,B_resample
1-7,3,-0.441,2.903,2.705,1.09,0.3058,-0.745,XGB,2021,4,B_resample
8-30,19,0.02,17.11,12.757,1.0038,0.8516,0.16,XGB,2021,4,B_resample
31-90,50,-0.126,21.76,13.019,1.0026,0.7541,0.0,XGB,2021,4,B_resample
91-180,90,0.074,95.663,55.49,0.8551,0.7603,0.318,XGB,2021,4,B_resample
181-270,88,0.193,90.689,64.952,0.9578,0.9105,0.49,XGB,2021,4,B_resample
271-365,91,-0.029,33.147,24.616,1.1816,1.1091,0.486,XGB,2021,4,B_resample
1-7,3,-0.103,2.54,2.29,0.9224,0.2588,,LightGBM,2021,4,B_resample
8-30,19,0.002,17.271,12.814,1.0083,0.8554,0.057,LightGBM,2021,4,B_resample
31-90,50,-0.133,21.827,13.014,1.0022,0.7539,0.039,LightGBM,2021,4,B_resample
91-180,90,0.112,93.64,54.701,0.843,0.7495,0.38,LightGBM,2021,4,B_resample
181-270,88,0.25,87.445,63.501,0.9364,0.8902,0.572,LightGBM,2021,4,B_resample
271-365,91,-0.136,34.83,26.51,1.2726,1.1944,0.467,LightGBM,2021,4,B_resample
1-7,3,0.024,2.39,2.04,0.8218,0.2306,0.393,SARIMAX,2021,4,B_resample
8-30,19,-0.003,17.316,12.657,0.9959,0.8449,-0.022,SARIMAX,2021,4,B_resample
31-90,50,-0.069,21.203,13.483,1.0383,0.781,-0.098,SARIMAX,2021,4,B_resample
91-180,90,0.088,94.944,57.105,0.88,0.7824,0.319,SARIMAX,2021,4,B_resample
181-270,88,0.204,90.099,63.854,0.9416,0.8951,0.48,SARIMAX,2021,4,B_resample
271-365,91,-0.042,33.354,24.22,1.1626,1.0912,0.515,SARIMAX,2021,4,B_resample
1-7,3,-0.297,2.755,2.51,1.0111,0.2837,-0.857,Ensemble_unweighted,2021,4,B_resample
8-30,19,-0.002,17.304,13.079,1.0291,0.873,0.089,Ensemble_unweighted,2021,4,B_resample
31-90,50,-0.064,21.15,13.382,1.0306,0.7752,-0.022,Ensemble_unweighted,2021,4,B_resample
91-180,90,0.098,94.421,55.782,0.8596,0.7643,0.344,Ensemble_unweighted,2021,4,B_resample
181-270,88,0.211,89.668,64.865,0.9565,0.9093,0.503,Ensemble_unweighted,2021,4,B_resample
271-365,91,-0.06,33.642,24.884,1.1945,1.1212,0.495,Ensemble_unweighted,2021,4,B_resample
1-7,3,-0.297,2.755,2.512,1.0119,0.2839,-0.848,Ensemble_MASEweighted,2021,4,B_resample
8-30,19,-0.002,17.3,13.073,1.0286,0.8726,0.091,Ensemble_MASEweighted,2021,4,B_resample
31-90,50,-0.065,21.163,13.365,1.0292,0.7742,-0.021,Ensemble_MASEweighted,2021,4,B_resample
91-180,90,0.097,94.426,55.762,0.8593,0.764,0.344,Ensemble_MASEweighted,2021,4,B_resample
181-270,88,0.211,89.654,64.852,0.9564,0.9091,0.504,Ensemble_MASEweighted,2021,4,B_resample
271-365,91,-0.06,33.645,24.898,1.1952,1.1218,0.495,Ensemble_MASEweighted,2021,4,B_resample
1-7,1,,,,,,,RF,2021,9,A_removal
8-30,12,-0.119,19.391,15.65,0.6247,1.1394,0.251,RF,2021,9,A_removal
31-90,35,-0.281,17.388,15.104,0.628,1.48,0.448,RF,2021,9,A_removal
91-180,85,0.144,94.43,56.594,0.7319,0.6149,0.551,RF,2021,9,A_removal
181-270,47,0.064,60.218,46.749,1.0038,0.7248,0.269,RF,2021,9,A_removal
271-365,0,,,,,,,RF,2021,9,A_removal
1-7,1,,,,,,,XGB,2021,9,A_removal
8-30,12,-0.156,19.71,16.158,0.645,1.1764,-0.332,XGB,2021,9,A_removal
31-90,35,-0.263,17.265,14.342,0.5963,1.4053,-0.153,XGB,2021,9,A_removal
91-180,85,0.104,96.609,56.529,0.7311,0.6142,0.534,XGB,2021,9,A_removal
181-270,47,-0.096,65.167,45.802,0.9835,0.7101,0.109,XGB,2021,9,A_removal
271-365,0,,,,,,,XGB,2021,9,A_removal
1-7,1,,,,,,,LightGBM,2021,9,A_removal
8-30,12,-0.009,18.41,13.637,0.5444,0.9929,0.235,LightGBM,2021,9,A_removal
31-90,35,0.036,15.08,12.036,0.5005,1.1794,0.486,LightGBM,2021,9,A_removal
91-180,85,0.104,96.64,56.877,0.7356,0.618,0.532,LightGBM,2021,9,A_removal
181-270,47,0.003,62.164,44.394,0.9533,0.6883,0.158,LightGBM,2021,9,A_removal
271-365,0,,,,,,,LightGBM,2021,9,A_removal
1-7,1,,,,,,,SARIMAX,2021,9,A_removal
8-30,12,-0.75,24.251,17.197,0.6865,1.252,0.489,SARIMAX,2021,9,A_removal
31-90,35,-2.139,27.215,21.204,0.8817,2.0778,-0.443,SARIMAX,2021,9,A_removal
91-180,85,0.035,100.275,62.95,0.8141,0.684,0.526,SARIMAX,2021,9,A_removal
181-270,47,-0.257,69.796,48.839,1.0487,0.7572,0.324,SARIMAX,2021,9,A_removal
271-365,0,,,,,,,SARIMAX,2021,9,A_removal
1-7,1,,,,,,,Ensemble_unweighted,2021,9,A_removal
8-30,12,0.012,18.219,12.913,0.5155,0.9402,0.25,Ensemble_unweighted,2021,9,A_removal
31-90,35,0.035,15.09,10.355,0.4306,1.0147,0.432,Ensemble_unweighted,2021,9,A_removal
91-180,85,0.107,96.473,55.654,0.7198,0.6047,0.537,Ensemble_unweighted,2021,9,A_removal
181-270,47,-0.012,62.625,43.669,0.9377,0.677,0.236,Ensemble_unweighted,2021,9,A_removal
271-365,0,,,,,,,Ensemble_unweighted,2021,9,A_removal
1-7,1,,,,,,,Ensemble_MASEweighted,2021,9,A_removal
8-30,12,0.012,18.224,12.959,0.5173,0.9435,0.245,Ensemble_MASEweighted,2021,9,A_removal
31-90,35,0.036,15.086,10.434,0.4339,1.0224,0.436,Ensemble_MASEweighted,2021,9,A_removal
91-180,85,0.107,96.466,55.658,0.7198,0.6047,0.537,Ensemble_MASEweighted,2021,9,A_removal
181-270,47,-0.013,62.635,43.704,0.9385,0.6776,0.233,Ensemble_MASEweighted,2021,9,A_removal
271-365,0,,,,,,,Ensemble_MASEweighted,2021,9,A_removal
1-7,1,,,,,,,RF,2021,9,B_resample
8-30,12,-0.025,18.561,14.357,0.5731,1.0453,0.363,RF,2021,9,B_resample
31-90,35,-0.245,17.137,14.483,0.6022,1.4192,0.265,RF,2021,9,B_resample
91-180,85,0.119,95.808,56.216,0.727,0.6108,0.537,RF,2021,9,B_resample
181-270,47,0.079,59.737,44.227,0.9497,0.6857,0.342,RF,2021,9,B_resample
271-365,0,,,,,,,RF,2021,9,B_resample
1-7,1,,,,,,,XGB,2021,9,B_resample
8-30,12,-0.004,18.37,12.809,0.5113,0.9326,-0.225,XGB,2021,9,B_resample
31-90,35,0.002,15.343,10.954,0.4555,1.0734,0.109,XGB,2021,9,B_resample
91-180,85,0.109,96.379,55.579,0.7188,0.6039,0.535,XGB,2021,9,B_resample
181-270,47,-0.098,65.227,45.86,0.9848,0.711,0.145,XGB,2021,9,B_resample
271-365,0,,,,,,,XGB,2021,9,B_resample
1-7,1,,,,,,,LightGBM,2021,9,B_resample
8-30,12,0.004,18.292,12.75,0.5089,0.9283,0.229,LightGBM,2021,9,B_resample
31-90,35,0.016,15.235,10.597,0.4406,1.0384,0.185,LightGBM,2021,9,B_resample
91-180,85,0.092,97.28,56.151,0.7262,0.6101,0.529,LightGBM,2021,9,B_resample
181-270,47,0.006,62.068,45.861,0.9848,0.711,0.133,LightGBM,2021,9,B_resample
271-365,0,,,,,,,LightGBM,2021,9,B_resample
1-7,1,,,,,,,SARIMAX,2021,9,B_resample
8-30,12,-0.771,24.393,16.597,0.6625,1.2083,-0.691,SARIMAX,2021,9,B_resample
31-90,35,-0.765,20.411,13.133,0.5461,1.2869,-0.056,SARIMAX,2021,9,B_resample
91-180,85,0.061,98.908,60.78,0.786,0.6604,0.522,SARIMAX,2021,9,B_resample
181-270,47,-0.145,66.593,45.312,0.973,0.7025,0.32,SARIMAX,2021,9,B_resample
271-365,0,,,,,,,SARIMAX,2021,9,B_resample
1-7,1,,,,,,,Ensemble_unweighted,2021,9,B_resample
8-30,12,-0.043,18.719,12.796,0.5108,0.9316,-0.528,Ensemble_unweighted,2021,9,B_resample
31-90,35,0.013,15.262,10.312,0.4288,1.0105,0.126,Ensemble_unweighted,2021,9,B_resample
91-180,85,0.1,96.824,55.83,0.722,0.6066,0.531,Ensemble_unweighted,2021,9,B_resample
181-270,47,-0.004,62.359,43.604,0.9363,0.676,0.25,Ensemble_unweighted,2021,9,B_resample
271-365,0,,,,,,,Ensemble_unweighted,2021,9,B_resample
1-7,1,,,,,,,Ensemble_MASEweighted,2021,9,B_resample
8-30,12,-0.04,18.697,12.793,0.5107,0.9314,-0.517,Ensemble_MASEweighted,2021,9,B_resample
31-90,35,0.014,15.256,10.331,0.4296,1.0123,0.127,Ensemble_MASEweighted,2021,9,B_resample
91-180,85,0.1,96.817,55.82,0.7219,0.6065,0.531,Ensemble_MASEweighted,2021,9,B_resample
181-270,47,-0.004,62.376,43.647,0.9372,0.6767,0.247,Ensemble_MASEweighted,2021,9,B_resample
271-365,0,,,,,,,Ensemble_MASEweighted,2021,9,B_resample
1-7,0,,,,,,,RF,2022,2,A_removal
8-30,0,,,,,,,RF,2022,2,A_removal
31-90,0,,,,,,,RF,2022,2,A_removal
91-180,0,,,,,,,RF,2022,2,A_removal
181-270,0,,,,,,,RF,2022,2,A_removal
271-365,0,,,,,,,RF,2022,2,A_removal
1-7,0,,,,,,,XGB,2022,2,A_removal
8-30,0,,,,,,,XGB,2022,2,A_removal
31-90,0,,,,,,,XGB,2022,2,A_removal
91-180,0,,,,,,,XGB,2022,2,A_removal
181-270,0,,,,,,,XGB,2022,2,A_removal
271-365,0,,,,,,,XGB,2022,2,A_removal
1-7,0,,,,,,,LightGBM,2022,2,A_removal
8-30,0,,,,,,,LightGBM,2022,2,A_removal
31-90,0,,,,,,,LightGBM,2022,2,A_removal
91-180,0,,,,,,,LightGBM,2022,2,A_removal
181-270,0,,,,,,,LightGBM,2022,2,A_removal
271-365,0,,,,,,,LightGBM,2022,2,A_removal
1-7,0,,,,,,,SARIMAX,2022,2,A_removal
8-30,0,,,,,,,SARIMAX,2022,2,A_removal
31-90,0,,,,,,,SARIMAX,2022,2,A_removal
91-180,0,,,,,,,SARIMAX,2022,2,A_removal
181-270,0,,,,,,,SARIMAX,2022,2,A_removal
271-365,0,,,,,,,SARIMAX,2022,2,A_removal
1-7,0,,,,,,,Ensemble_unweighted,2022,2,A_removal
8-30,0,,,,,,,Ensemble_unweighted,2022,2,A_removal
31-90,0,,,,,,,Ensemble_unweighted,2022,2,A_removal
91-180,0,,,,,,,Ensemble_unweighted,2022,2,A_removal
181-270,0,,,,,,,Ensemble_unweighted,2022,2,A_removal
271-365,0,,,,,,,Ensemble_unweighted,2022,2,A_removal
1-7,0,,,,,,,Ensemble_MASEweighted,2022,2,A_removal
8-30,0,,,,,,,Ensemble_MASEweighted,2022,2,A_removal
31-90,0,,,,,,,Ensemble_MASEweighted,2022,2,A_removal
91-180,0,,,,,,,Ensemble_MASEweighted,2022,2,A_removal
181-270,0,,,,,,,Ensemble_MASEweighted,2022,2,A_removal
271-365,0,,,,,,,Ensemble_MASEweighted,2022,2,A_removal
1-7,0,,,,,,,RF,2022,2,B_resample
8-30,0,,,,,,,RF,2022,2,B_resample
31-90,0,,,,,,,RF,2022,2,B_resample
91-180,0,,,,,,,RF,2022,2,B_resample
181-270,0,,,,,,,RF,2022,2,B_resample
271-365,0,,,,,,,RF,2022,2,B_resample
1-7,0,,,,,,,XGB,2022,2,B_resample
8-30,0,,,,,,,XGB,2022,2,B_resample
31-90,0,,,,,,,XGB,2022,2,B_resample
91-180,0,,,,,,,XGB,2022,2,B_resample
181-270,0,,,,,,,XGB,2022,2,B_resample
271-365,0,,,,,,,XGB,2022,2,B_resample
1-7,0,,,,,,,LightGBM,2022,2,B_resample
8-30,0,,,,,,,LightGBM,2022,2,B_resample
31-90,0,,,,,,,LightGBM,2022,2,B_resample
91-180,0,,,,,,,LightGBM,2022,2,B_resample
181-270,0,,,,,,,LightGBM,2022,2,B_resample
271-365,0,,,,,,,LightGBM,2022,2,B_resample
1-7,0,,,,,,,SARIMAX,2022,2,B_resample
8-30,0,,,,,,,SARIMAX,2022,2,B_resample
31-90,0,,,,,,,SARIMAX,2022,2,B_resample
91-180,0,,,,,,,SARIMAX,2022,2,B_resample
181-270,0,,,,,,,SARIMAX,2022,2,B_resample
271-365,0,,,,,,,SARIMAX,2022,2,B_resample
1-7,0,,,,,,,Ensemble_unweighted,2022,2,B_resample
8-30,0,,,,,,,Ensemble_unweighted,2022,2,B_resample
31-90,0,,,,,,,Ensemble_unweighted,2022,2,B_resample
91-180,0,,,,,,,Ensemble_unweighted,2022,2,B_resample
181-270,0,,,,,,,Ensemble_unweighted,2022,2,B_resample
271-365,0,,,,,,,Ensemble_unweighted,2022,2,B_resample
1-7,0,,,,,,,Ensemble_MASEweighted,2022,2,B_resample
8-30,0,,,,,,,Ensemble_MASEweighted,2022,2,B_resample
31-90,0,,,,,,,Ensemble_MASEweighted,2022,2,B_resample
91-180,0,,,,,,,Ensemble_MASEweighted,2022,2,B_resample
181-270,0,,,,,,,Ensemble_MASEweighted,2022,2,B_resample
271-365,0,,,,,,,Ensemble_MASEweighted,2022,2,B_resample
1-7,0,,,,,,,RF,2022,4,A_removal
8-30,0,,,,,,,RF,2022,4,A_removal
31-90,1,,,,,,,RF,2022,4,A_removal
91-180,75,-0.15,35.682,29.313,1.3518,1.4625,0.398,RF,2022,4,A_removal
181-270,74,-0.122,62.137,47.729,1.3414,1.3896,0.491,RF,2022,4,A_removal
271-365,74,0.01,32.745,25.672,1.1352,1.2137,0.45,RF,2022,4,A_removal
1-7,0,,,,,,,XGB,2022,4,A_removal
8-30,0,,,,,,,XGB,2022,4,A_removal
31-90,1,,,,,,,XGB,2022,4,A_removal
91-180,75,0.097,31.628,24.684,1.1383,1.2315,0.535,XGB,2022,4,A_removal
181-270,74,0.067,56.676,40.456,1.137,1.1778,0.504,XGB,2022,4,A_removal
271-365,74,0.107,31.098,23.333,1.0318,1.1031,0.424,XGB,2022,4,A_removal
1-7,0,,,,,,,LightGBM,2022,4,A_removal
8-30,0,,,,,,,LightGBM,2022,4,A_removal
31-90,1,,,,,,,LightGBM,2022,4,A_removal
91-180,75,0.064,32.191,25.182,1.1613,1.2564,0.484,LightGBM,2022,4,A_removal
181-270,74,-0.121,62.127,46.627,1.3104,1.3575,0.511,LightGBM,2022,4,A_removal
271-365,74,0.092,31.368,23.445,1.0368,1.1084,0.399,LightGBM,2022,4,A_removal
1-7,0,,,,,,,SARIMAX,2022,4,A_removal
8-30,0,,,,,,,SARIMAX,2022,4,A_removal
31-90,1,,,,,,,SARIMAX,2022,4,A_removal
91-180,75,0.279,28.255,20.814,0.9598,1.0384,0.602,SARIMAX,2022,4,A_removal
181-270,74,0.127,54.817,36.718,1.0319,1.069,0.507,SARIMAX,2022,4,A_removal
271-365,74,0.025,32.496,24.34,1.0763,1.1507,0.447,SARIMAX,2022,4,A_removal
1-7,0,,,,,,,Ensemble_unweighted,2022,4,A_removal
8-30,0,,,,,,,Ensemble_unweighted,2022,4,A_removal
31-90,1,,,,,,,Ensemble_unweighted,2022,4,A_removal
91-180,75,0.099,31.589,24.766,1.1421,1.2356,0.544,Ensemble_unweighted,2022,4,A_removal
181-270,74,0.008,58.444,42.732,1.201,1.2441,0.508,Ensemble_unweighted,2022,4,A_removal
271-365,74,0.087,31.444,23.828,1.0537,1.1265,0.451,Ensemble_unweighted,2022,4,A_removal
1-7,0,,,,,,,Ensemble_MASEweighted,2022,4,A_removal
8-30,0,,,,,,,Ensemble_MASEweighted,2022,4,A_removal
31-90,1,,,,,,,Ensemble_MASEweighted,2022,4,A_removal
91-180,75,0.098,31.609,24.785,1.1429,1.2365,0.543,Ensemble_MASEweighted,2022,4,A_removal
181-270,74,0.007,58.463,42.761,1.2017,1.2449,0.508,Ensemble_MASEweighted,2022,4,A_removal
271-365,74,0.088,31.43,23.816,1.0532,1.126,0.451,Ensemble_MASEweighted,2022,4,A_removal
1-7,0,,,,,,,RF,2022,4,B_resample
8-30,0,,,,,,,RF,2022,4,B_resample
31-90,1,,,,,,,RF,2022,4,B_resample
91-180,75,0.139,30.873,24.265,1.119,1.2106,0.6,RF,2022,4,B_resample
181-270,74,-0.1,61.539,46.319,1.3018,1.3485,0.503,RF,2022,4,B_resample
271-365,74,0.131,30.692,22.815,1.0089,1.0787,0.46,RF,2022,4,B_resample
1-7,0,,,,,,,XGB,2022,4,B_resample
8-30,0,,,,,,,XGB,2022,4,B_resample
31-90,1,,,,,,,XGB,2022,4,B_resample
91-180,75,0.233,29.149,20.549,0.9476,1.0252,0.606,XGB,2022,4,B_resample
181-270,74,0.105,55.499,38.171,1.0728,1.1113,0.498,XGB,2022,4,B_resample
271-365,74,0.148,30.382,21.348,0.944,1.0093,0.417,XGB,2022,4,B_resample
1-7,0,,,,,,,LightGBM,2022,4,B_resample
8-30,0,,,,,,,LightGBM,2022,4,B_resample
31-90,1,,,,,,,LightGBM,2022,4,B_resample
91-180,75,0.231,29.176,20.479,0.9444,1.0217,0.563,LightGBM,2022,4,B_resample
181-270,74,-0.121,62.124,45.336,1.2741,1.3199,0.477,LightGBM,2022,4,B_resample
271-365,74,0.139,30.546,21.441,0.9481,1.0137,0.403,LightGBM,2022,4,B_resample
1-7,0,,,,,,,SARIMAX,2022,4,B_resample
8-30,0,,,,,,,SARIMAX,2022,4,B_resample
31-90,1,,,,,,,SARIMAX,2022,4,B_resample
91-180,75,0.269,28.451,21.007,0.9688,1.0481,0.588,SARIMAX,2022,4,B_resample
181-270,74,0.131,54.691,36.564,1.0276,1.0645,0.508,SARIMAX,2022,4,B_resample
271-365,74,0.065,31.824,23.108,1.0219,1.0925,0.437,SARIMAX,2022,4,B_resample
1-7,0,,,,,,,Ensemble_unweighted,2022,4,B_resample
8-30,0,,,,,,,Ensemble_unweighted,2022,4,B_resample
31-90,1,,,,,,,Ensemble_unweighted,2022,4,B_resample
91-180,75,0.233,29.139,21.315,0.9829,1.0634,0.598,Ensemble_unweighted,2022,4,B_resample
181-270,74,0.024,57.973,41.297,1.1606,1.2023,0.499,Ensemble_unweighted,2022,4,B_resample
271-365,74,0.148,30.381,21.911,0.9689,1.0359,0.441,Ensemble_unweighted,2022,4,B_resample
1-7,0,,,,,,,Ensemble_MASEweighted,2022,4,B_resample
8-30,0,,,,,,,Ensemble_MASEweighted,2022,4,B_resample
31-90,1,,,,,,,Ensemble_MASEweighted,2022,4,B_resample
91-180,75,0.233,29.138,21.295,0.982,1.0624,0.598,Ensemble_MASEweighted,2022,4,B_resample
181-270,74,0.023,57.984,41.311,1.161,1.2027,0.498,Ensemble_MASEweighted,2022,4,B_resample
271-365,74,0.148,30.378,21.896,0.9683,1.0352,0.441,Ensemble_MASEweighted,2022,4,B_resample
1-7,0,,,,,,,RF,2022,9,A_removal
8-30,0,,,,,,,RF,2022,9,A_removal
31-90,14,-1.313,22.84,19.12,1.4938,1.5445,0.398,RF,2022,9,A_removal
91-180,84,-1.387,28.804,23.955,1.5592,1.6168,0.007,RF,2022,9,A_removal
181-270,84,-0.417,57.17,48.555,1.2856,1.3018,0.587,RF,2022,9,A_removal
271-365,89,0.093,46.148,29.997,0.9911,1.0103,0.346,RF,2022,9,A_removal
1-7,0,,,,,,,XGB,2022,9,A_removal
8-30,0,,,,,,,XGB,2022,9,A_removal
31-90,14,-0.333,17.342,13.159,1.028,1.0629,,XGB,2022,9,A_removal
91-180,84,-0.845,25.321,20.391,1.3272,1.3763,0.113,XGB,2022,9,A_removal
181-270,84,0.025,47.428,40.273,1.0663,1.0797,0.562,XGB,2022,9,A_removal
271-365,89,0.076,46.588,30.878,1.0202,1.04,0.329,XGB,2022,9,A_removal
1-7,0,,,,,,,LightGBM,2022,9,A_removal
8-30,0,,,,,,,LightGBM,2022,9,A_removal
31-90,14,-0.411,17.84,13.658,1.067,1.1033,-0.255,LightGBM,2022,9,A_removal
91-180,84,-0.818,25.133,20.274,1.3196,1.3683,0.143,LightGBM,2022,9,A_removal
181-270,84,-0.321,55.211,46.425,1.2292,1.2447,0.584,LightGBM,2022,9,A_removal
271-365,89,0.031,47.69,32.274,1.0663,1.087,0.304,LightGBM,2022,9,A_removal
1-7,0,,,,,,,SARIMAX,2022,9,A_removal
8-30,0,,,,,,,SARIMAX,2022,9,A_removal
31-90,14,-0.279,16.987,13.911,1.0868,1.1237,0.269,SARIMAX,2022,9,A_removal
91-180,84,-0.105,19.596,14.131,0.9197,0.9537,0.216,SARIMAX,2022,9,A_removal
181-270,84,0.033,47.236,38.201,1.0115,1.0242,0.55,SARIMAX,2022,9,A_removal
271-365,89,0.088,46.262,28.43,0.9393,0.9576,0.359,SARIMAX,2022,9,A_removal
1-7,0,,,,,,,Ensemble_unweighted,2022,9,A_removal
8-30,0,,,,,,,Ensemble_unweighted,2022,9,A_removal
31-90,14,-0.193,16.402,12.495,0.9762,1.0093,0.256,Ensemble_unweighted,2022,9,A_removal
91-180,84,-0.444,22.404,17.406,1.1329,1.1748,0.147,Ensemble_unweighted,2022,9,A_removal
181-270,84,-0.118,50.788,42.563,1.127,1.1411,0.576,Ensemble_unweighted,2022,9,A_removal
271-365,89,0.086,46.337,30.155,0.9963,1.0157,0.343,Ensemble_unweighted,2022,9,A_removal
1-7,0,,,,,,,Ensemble_MASEweighted,2022,9,A_removal
8-30,0,,,,,,,Ensemble_MASEweighted,2022,9,A_removal
31-90,14,-0.2,16.45,12.529,0.9788,1.012,0.25,Ensemble_MASEweighted,2022,9,A_removal
91-180,84,-0.457,22.503,17.513,1.1399,1.1821,0.146,Ensemble_MASEweighted,2022,9,A_removal
