bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower,variant
1-7,0,,,,,,,Ensemble_MASEweighted,2019,4,B_resample
8-30,8,-1.719,54.639,43.061,1.126,1.1249,-0.387,Ensemble_MASEweighted,2019,4,B_resample
31-90,32,-0.039,22.847,18.066,0.8256,0.8271,0.171,Ensemble_MASEweighted,2019,4,B_resample
91-180,62,0.193,78.665,48.494,0.6378,0.6383,0.467,Ensemble_MASEweighted,2019,4,B_resample
181-270,61,0.606,22.756,15.948,0.5662,0.5669,0.78,Ensemble_MASEweighted,2019,4,B_resample
271-365,66,0.133,49.126,20.51,0.7756,0.7772,0.406,Ensemble_MASEweighted,2019,4,B_resample
1-7,0,,,,,,,RF,2019,9,A_removal
8-30,0,,,,,,,RF,2019,9,A_removal
31-90,16,-0.641,25.729,21.809,1.3191,0.9589,0.417,RF,2019,9,A_removal
91-180,81,0.311,59.276,41.775,0.7363,0.6761,0.593,RF,2019,9,A_removal
181-270,49,0.089,64.225,40.257,1.0424,1.0242,0.387,RF,2019,9,A_removal
271-365,49,0.062,110.729,58.208,0.8214,0.7749,0.574,RF,2019,9,A_removal
1-7,0,,,,,,,XGB,2019,9,A_removal
8-30,0,,,,,,,XGB,2019,9,A_removal
31-90,16,-0.243,22.392,18.17,1.099,0.7989,0.476,XGB,2019,9,A_removal
91-180,81,0.284,60.435,42.31,0.7458,0.6847,0.558,XGB,2019,9,A_removal
181-270,49,-0.04,68.646,45.376,1.175,1.1545,0.34,XGB,2019,9,A_removal
271-365,49,0.131,106.529,55.036,0.7767,0.7327,0.623,XGB,2019,9,A_removal
1-7,0,,,,,,,LightGBM,2019,9,A_removal
8-30,0,,,,,,,LightGBM,2019,9,A_removal
31-90,16,-1.204,29.811,22.714,1.3738,0.9987,0.465,LightGBM,2019,9,A_removal
91-180,81,0.278,60.675,42.245,0.7446,0.6837,0.55,LightGBM,2019,9,A_removal
181-270,49,0.106,63.65,39.63,1.0262,1.0083,0.4,LightGBM,2019,9,A_removal
271-365,49,0.077,109.815,57.237,0.8077,0.762,0.558,LightGBM,2019,9,A_removal
1-7,0,,,,,,,SARIMAX,2019,9,A_removal
8-30,0,,,,,,,SARIMAX,2019,9,A_removal
31-90,16,-0.082,20.894,15.13,0.9151,0.6653,-0.25,SARIMAX,2019,9,A_removal
91-180,81,0.24,62.281,48.77,0.8596,0.7893,0.559,SARIMAX,2019,9,A_removal
181-270,49,0.093,64.109,42.442,1.099,1.0798,0.437,SARIMAX,2019,9,A_removal
271-365,49,0.231,100.224,50.904,0.7184,0.6777,0.689,SARIMAX,2019,9,A_removal
1-7,0,,,,,,,Ensemble_unweighted,2019,9,A_removal
8-30,0,,,,,,,Ensemble_unweighted,2019,9,A_removal
31-90,16,-0.141,21.448,17.674,1.069,0.7771,0.466,Ensemble_unweighted,2019,9,A_removal
91-180,81,0.303,59.633,43.266,0.7626,0.7002,0.576,Ensemble_unweighted,2019,9,A_removal
181-270,49,0.077,64.668,41.853,1.0838,1.0648,0.392,Ensemble_unweighted,2019,9,A_removal
271-365,49,0.131,106.59,55.021,0.7765,0.7325,0.644,Ensemble_unweighted,2019,9,A_removal
1-7,0,,,,,,,Ensemble_MASEweighted,2019,9,A_removal
8-30,0,,,,,,,Ensemble_MASEweighted,2019,9,A_removal
31-90,16,-0.153,21.559,17.762,1.0743,0.781,0.467,Ensemble_MASEweighted,2019,9,A_removal
91-180,81,0.303,59.642,43.215,0.7617,0.6994,0.576,Ensemble_MASEweighted,2019,9,A_removal
181-270,49,0.076,64.698,41.874,1.0843,1.0654,0.391,Ensemble_MASEweighted,2019,9,A_removal
271-365,49,0.13,106.647,55.059,0.777,0.733,0.643,Ensemble_MASEweighted,2019,9,A_removal
1-7,0,,,,,,,RF,2019,9,B_resample
8-30,0,,,,,,,RF,2019,9,B_resample
31-90,16,0.068,19.386,15.559,0.941,0.6841,0.414,RF,2019,9,B_resample
91-180,81,0.294,60.023,43.192,0.7613,0.699,0.55,RF,2019,9,B_resample
181-270,49,0.068,64.977,41.63,1.078,1.0592,0.39,RF,2019,9,B_resample
271-365,49,0.075,109.942,56.594,0.7986,0.7534,0.611,RF,2019,9,B_resample
1-7,0,,,,,,,XGB,2019,9,B_resample
8-30,0,,,,,,,XGB,2019,9,B_resample
31-90,16,0.223,17.703,14.264,0.8627,0.6272,0.475,XGB,2019,9,B_resample
91-180,81,0.319,58.933,41.327,0.7284,0.6688,0.573,XGB,2019,9,B_resample
181-270,49,0.078,64.628,42.322,1.0959,1.0768,0.416,XGB,2019,9,B_resample
271-365,49,0.109,107.871,54.565,0.77,0.7264,0.628,XGB,2019,9,B_resample
1-7,0,,,,,,,LightGBM,2019,9,B_resample
8-30,0,,,,,,,LightGBM,2019,9,B_resample
31-90,16,-0.075,20.821,16.857,1.0196,0.7412,0.332,LightGBM,2019,9,B_resample
91-180,81,0.32,58.924,41.148,0.7253,0.6659,0.574,LightGBM,2019,9,B_resample
181-270,49,0.073,64.812,41.421,1.0726,1.0539,0.382,LightGBM,2019,9,B_resample
271-365,49,0.056,111.057,56.808,0.8017,0.7563,0.612,LightGBM,2019,9,B_resample
1-7,0,,,,,,,SARIMAX,2019,9,B_resample
8-30,0,,,,,,,SARIMAX,2019,9,B_resample
31-90,16,-0.248,22.431,15.94,0.9641,0.7009,-0.378,SARIMAX,2019,9,B_resample
91-180,81,0.301,59.741,42.612,0.7511,0.6896,0.552,SARIMAX,2019,9,B_resample
181-270,49,0.188,60.66,36.254,0.9388,0.9224,0.441,SARIMAX,2019,9,B_resample
271-365,49,0.159,104.856,52.241,0.7372,0.6955,0.692,SARIMAX,2019,9,B_resample
1-7,0,,,,,,,Ensemble_unweighted,2019,9,B_resample
8-30,0,,,,,,,Ensemble_unweighted,2019,9,B_resample
31-90,16,0.137,18.661,14.833,0.8972,0.6522,0.383,Ensemble_unweighted,2019,9,B_resample
91-180,81,0.319,58.959,41.781,0.7364,0.6762,0.572,Ensemble_unweighted,2019,9,B_resample
181-270,49,0.113,63.384,39.43,1.021,1.0032,0.414,Ensemble_unweighted,2019,9,B_resample
271-365,49,0.103,108.267,54.723,0.7722,0.7285,0.653,Ensemble_unweighted,2019,9,B_resample
1-7,0,,,,,,,Ensemble_MASEweighted,2019,9,B_resample
8-30,0,,,,,,,Ensemble_MASEweighted,2019,9,B_resample
31-90,16,0.138,18.65,14.81,0.8957,0.6512,0.384,Ensemble_MASEweighted,2019,9,B_resample
91-180,81,0.319,58.944,41.759,0.7361,0.6758,0.573,Ensemble_MASEweighted,2019,9,B_resample
181-270,49,0.112,63.426,39.513,1.0232,1.0053,0.414,Ensemble_MASEweighted,2019,9,B_resample
271-365,49,0.102,108.304,54.752,0.7727,0.7289,0.652,Ensemble_MASEweighted,2019,9,B_resample
1-7,0,,,,,,,RF,2020,2,A_removal
8-30,0,,,,,,,RF,2020,2,A_removal
31-90,0,,,,,,,RF,2020,2,A_removal
91-180,0,,,,,,,RF,2020,2,A_removal
181-270,0,,,,,,,RF,2020,2,A_removal
271-365,0,,,,,,,RF,2020,2,A_removal
1-7,0,,,,,,,XGB,2020,2,A_removal
8-30,0,,,,,,,XGB,2020,2,A_removal
31-90,0,,,,,,,XGB,2020,2,A_removal
91-180,0,,,,,,,XGB,2020,2,A_removal
181-270,0,,,,,,,XGB,2020,2,A_removal
271-365,0,,,,,,,XGB,2020,2,A_removal
1-7,0,,,,,,,LightGBM,2020,2,A_removal
8-30,0,,,,,,,LightGBM,2020,2,A_removal
31-90,0,,,,,,,LightGBM,2020,2,A_removal
91-180,0,,,,,,,LightGBM,2020,2,A_removal
181-270,0,,,,,,,LightGBM,2020,2,A_removal
271-365,0,,,,,,,LightGBM,2020,2,A_removal
1-7,0,,,,,,,SARIMAX,2020,2,A_removal
8-30,0,,,,,,,SARIMAX,2020,2,A_removal
31-90,0,,,,,,,SARIMAX,2020,2,A_removal
91-180,0,,,,,,,SARIMAX,2020,2,A_removal
181-270,0,,,,,,,SARIMAX,2020,2,A_removal
271-365,0,,,,,,,SARIMAX,2020,2,A_removal
1-7,0,,,,,,,Ensemble_unweighted,2020,2,A_removal
8-30,0,,,,,,,Ensemble_unweighted,2020,2,A_removal
31-90,0,,,,,,,Ensemble_unweighted,2020,2,A_removal
91-180,0,,,,,,,Ensemble_unweighted,2020,2,A_removal
181-270,0,,,,,,,Ensemble_unweighted,2020,2,A_removal
271-365,0,,,,,,,Ensemble_unweighted,2020,2,A_removal
1-7,0,,,,,,,Ensemble_MASEweighted,2020,2,A_removal
8-30,0,,,,,,,Ensemble_MASEweighted,2020,2,A_removal
31-90,0,,,,,,,Ensemble_MASEweighted,2020,2,A_removal
91-180,0,,,,,,,Ensemble_MASEweighted,2020,2,A_removal
181-270,0,,,,,,,Ensemble_MASEweighted,2020,2,A_removal
271-365,0,,,,,,,Ensemble_MASEweighted,2020,2,A_removal
1-7,0,,,,,,,RF,2020,2,B_resample
8-30,0,,,,,,,RF,2020,2,B_resample
31-90,0,,,,,,,RF,2020,2,B_resample
91-180,0,,,,,,,RF,2020,2,B_resample
181-270,0,,,,,,,RF,2020,2,B_resample
271-365,0,,,,,,,RF,2020,2,B_resample
1-7,0,,,,,,,XGB,2020,2,B_resample
8-30,0,,,,,,,XGB,2020,2,B_resample
31-90,0,,,,,,,XGB,2020,2,B_resample
91-180,0,,,,,,,XGB,2020,2,B_resample
181-270,0,,,,,,,XGB,2020,2,B_resample
271-365,0,,,,,,,XGB,2020,2,B_resample
1-7,0,,,,,,,LightGBM,2020,2,B_resample
8-30,0,,,,,,,LightGBM,2020,2,B_resample
31-90,0,,,,,,,LightGBM,2020,2,B_resample
91-180,0,,,,,,,LightGBM,2020,2,B_resample
181-270,0,,,,,,,LightGBM,2020,2,B_resample
271-365,0,,,,,,,LightGBM,2020,2,B_resample
1-7,0,,,,,,,SARIMAX,2020,2,B_resample
8-30,0,,,,,,,SARIMAX,2020,2,B_resample
31-90,0,,,,,,,SARIMAX,2020,2,B_resample
91-180,0,,,,,,,SARIMAX,2020,2,B_resample
181-270,0,,,,,,,SARIMAX,2020,2,B_resample
271-365,0,,,,,,,SARIMAX,2020,2,B_resample
1-7,0,,,,,,,Ensemble_unweighted,2020,2,B_resample
8-30,0,,,,,,,Ensemble_unweighted,2020,2,B_resample
31-90,0,,,,,,,Ensemble_unweighted,2020,2,B_resample
91-180,0,,,,,,,Ensemble_unweighted,2020,2,B_resample
181-270,0,,,,,,,Ensemble_unweighted,2020,2,B_resample
271-365,0,,,,,,,Ensemble_unweighted,2020,2,B_resample
1-7,0,,,,,,,Ensemble_MASEweighted,2020,2,B_resample
8-30,0,,,,,,,Ensemble_MASEweighted,2020,2,B_resample
31-90,0,,,,,,,Ensemble_MASEweighted,2020,2,B_resample
91-180,0,,,,,,,Ensemble_MASEweighted,2020,2,B_resample
181-270,0,,,,,,,Ensemble_MASEweighted,2020,2,B_resample
271-365,0,,,,,,,Ensemble_MASEweighted,2020,2,B_resample
1-7,4,-3.343,15.71,12.376,1.0997,1.3961,-0.784,RF,2020,4,A_removal
8-30,21,-0.639,18.872,15.8,1.2501,1.3771,0.094,RF,2020,4,A_removal
31-90,37,-0.078,45.601,29.522,1.1173,1.0179,-0.157,RF,2020,4,A_removal
91-180,42,-0.238,23.313,19.02,1.1252,0.9056,0.021,RF,2020,4,A_removal
181-270,79,0.041,80.19,52.772,1.035,0.8659,0.225,RF,2020,4,A_removal
271-365,80,0.162,91.377,40.624,1.036,0.9418,0.481,RF,2020,4,A_removal
1-7,4,-3.531,16.046,12.985,1.1538,1.4648,-0.661,XGB,2020,4,A_removal
8-30,21,-0.502,18.064,14.454,1.1436,1.2598,0.049,XGB,2020,4,A_removal
31-90,37,-0.061,45.235,28.852,1.092,0.9948,-0.269,XGB,2020,4,A_removal
91-180,42,-0.273,23.642,18.366,1.0865,0.8745,-0.096,XGB,2020,4,A_removal
181-270,79,0.03,80.651,54.576,1.0704,0.8955,0.266,XGB,2020,4,A_removal
271-365,80,0.144,92.384,41.005,1.0457,0.9506,0.43,XGB,2020,4,A_removal
1-7,4,-3.612,16.189,12.983,1.1536,1.4645,-0.724,LightGBM,2020,4,A_removal
8-30,21,-0.387,17.356,13.447,1.0639,1.172,0.068,LightGBM,2020,4,A_removal
31-90,37,-0.006,44.04,28.561,1.081,0.9848,0.025,LightGBM,2020,4,A_removal
91-180,42,-0.122,22.196,17.46,1.0329,0.8314,-0.011,LightGBM,2020,4,A_removal
181-270,79,0.053,79.682,53.18,1.0431,0.8726,0.269,LightGBM,2020,4,A_removal
271-365,80,0.139,92.631,40.157,1.0241,0.9309,0.436,LightGBM,2020,4,A_removal
1-7,4,-0.618,9.587,6.492,0.5768,0.7323,0.224,SARIMAX,2020,4,A_removal
8-30,21,-0.024,14.916,9.523,0.7535,0.83,-0.108,SARIMAX,2020,4,A_removal
31-90,37,-0.056,45.124,26.174,0.9906,0.9025,0.124,SARIMAX,2020,4,A_removal
91-180,42,-0.004,20.992,17.633,1.0431,0.8396,0.36,SARIMAX,2020,4,A_removal
181-270,79,0.087,78.217,51.672,1.0135,0.8479,0.314,SARIMAX,2020,4,A_removal
271-365,80,0.154,91.806,40.529,1.0336,0.9395,0.411,SARIMAX,2020,4,A_removal
1-7,4,-2.593,14.289,11.105,0.9867,1.2527,-0.756,Ensemble_unweighted,2020,4,A_removal
8-30,21,-0.313,16.889,12.714,1.0059,1.1081,0.07,Ensemble_unweighted,2020,4,A_removal
31-90,37,-0.033,44.646,27.748,1.0502,0.9567,-0.139,Ensemble_unweighted,2020,4,A_removal
91-180,42,-0.111,22.082,17.874,1.0574,0.8511,0.107,Ensemble_unweighted,2020,4,A_removal
181-270,79,0.063,79.246,52.805,1.0357,0.8665,0.28,Ensemble_unweighted,2020,4,A_removal
271-365,80,0.153,91.892,40.177,1.0246,0.9314,0.445,Ensemble_unweighted,2020,4,A_removal
1-7,4,-2.625,14.352,11.17,0.9925,1.26,-0.753,Ensemble_MASEweighted,2020,4,A_removal
8-30,21,-0.318,16.92,12.765,1.01,1.1126,0.069,Ensemble_MASEweighted,2020,4,A_removal
31-90,37,-0.034,44.648,27.784,1.0515,0.958,-0.14,Ensemble_MASEweighted,2020,4,A_removal
91-180,42,-0.113,22.105,17.866,1.0569,0.8507,0.102,Ensemble_MASEweighted,2020,4,A_removal
181-270,79,0.063,79.266,52.839,1.0364,0.867,0.279,Ensemble_MASEweighted,2020,4,A_removal
271-365,80,0.152,91.908,40.189,1.0249,0.9317,0.444,Ensemble_MASEweighted,2020,4,A_removal
1-7,4,-2.043,13.15,10.609,0.9426,1.1967,-0.158,RF,2020,4,B_resample
8-30,21,-0.318,16.919,12.931,1.0231,1.1271,0.096,RF,2020,4,B_resample
31-90,37,-0.006,44.055,26.018,0.9847,0.8971,0.072,RF,2020,4,B_resample
91-180,42,0.057,20.345,16.115,0.9534,0.7673,0.247,RF,2020,4,B_resample
181-270,79,0.038,80.326,54.406,1.0671,0.8928,0.264,RF,2020,4,B_resample
271-365,80,0.239,87.071,35.374,0.9021,0.8201,0.55,RF,2020,4,B_resample
1-7,4,-1.006,10.676,7.387,0.6563,0.8332,-0.116,XGB,2020,4,B_resample
8-30,21,-0.0,14.74,9.148,0.7238,0.7973,0.093,XGB,2020,4,B_resample
31-90,37,-0.108,46.224,27.425,1.038,0.9456,-0.199,XGB,2020,4,B_resample
91-180,42,-0.097,21.949,16.686,0.9871,0.7945,0.127,XGB,2020,4,B_resample
181-270,79,0.058,79.483,50.717,0.9947,0.8322,0.279,XGB,2020,4,B_resample
271-365,80,0.278,84.835,36.635,0.9343,0.8493,0.562,XGB,2020,4,B_resample
1-7,4,-1.338,11.527,8.117,0.7212,0.9156,-0.399,LightGBM,2020,4,B_resample
8-30,21,-0.021,14.895,9.535,0.7544,0.8311,0.034,LightGBM,2020,4,B_resample
31-90,37,-0.076,45.548,27.058,1.0241,0.933,-0.114,LightGBM,2020,4,B_resample
91-180,42,-0.036,21.324,15.89,0.94,0.7566,0.253,LightGBM,2020,4,B_resample
181-270,79,0.023,80.912,53.354,1.0465,0.8755,0.242,LightGBM,2020,4,B_resample
271-365,80,0.287,84.287,35.837,0.9139,0.8308,0.576,LightGBM,2020,4,B_resample
1-7,4,-0.012,7.584,6.261,0.5563,0.7062,0.006,SARIMAX,2020,4,B_resample
8-30,21,-0.054,15.134,9.134,0.7227,0.7962,-0.215,SARIMAX,2020,4,B_resample
31-90,37,-0.083,45.696,26.437,1.0006,0.9115,0.139,SARIMAX,2020,4,B_resample
91-180,42,0.113,19.736,15.738,0.931,0.7494,0.368,SARIMAX,2020,4,B_resample
181-270,79,0.09,78.122,50.386,0.9883,0.8268,0.307,SARIMAX,2020,4,B_resample
271-365,80,0.148,92.124,40.092,1.0224,0.9294,0.406,SARIMAX,2020,4,B_resample
1-7,4,-0.859,10.279,6.735,0.5984,0.7597,-0.336,Ensemble_unweighted,2020,4,B_resample
8-30,21,-0.01,14.813,9.531,0.7541,0.8307,0.063,Ensemble_unweighted,2020,4,B_resample
31-90,37,-0.061,45.237,26.632,1.0079,0.9183,-0.044,Ensemble_unweighted,2020,4,B_resample
91-180,42,0.046,20.468,15.822,0.936,0.7534,0.267,Ensemble_unweighted,2020,4,B_resample
181-270,79,0.061,79.333,51.834,1.0167,0.8506,0.278,Ensemble_unweighted,2020,4,B_resample
271-365,80,0.245,86.738,36.492,0.9306,0.846,0.54,Ensemble_unweighted,2020,4,B_resample
1-7,4,-0.871,10.311,6.779,0.6024,0.7647,-0.335,Ensemble_MASEweighted,2020,4,B_resample
8-30,21,-0.01,14.812,9.53,0.754,0.8306,0.064,Ensemble_MASEweighted,2020,4,B_resample
31-90,37,-0.062,45.252,26.649,1.0086,0.9188,-0.048,Ensemble_MASEweighted,2020,4,B_resample
91-180,42,0.043,20.496,15.838,0.9369,0.7541,0.264,Ensemble_MASEweighted,2020,4,B_resample
181-270,79,0.061,79.354,51.842,1.0168,0.8507,0.277,Ensemble_MASEweighted,2020,4,B_resample
271-365,80,0.246,86.661,36.461,0.9298,0.8452,0.541,Ensemble_MASEweighted,2020,4,B_resample
1-7,4,-25.786,19.233,18.524,0.7586,5.6569,-0.452,RF,2020,9,A_removal
8-30,19,-0.061,156.516,60.569,0.9829,0.9294,-0.005,RF,2020,9,A_removal
31-90,24,-1.948,24.574,20.856,1.0006,1.7154,0.334,RF,2020,9,A_removal
91-180,57,-0.255,22.735,17.724,0.9585,0.9542,0.271,RF,2020,9,A_removal
181-270,64,0.144,88.993,59.257,0.9668,0.8749,0.409,RF,2020,9,A_removal
271-365,86,0.14,49.259,32.299,0.9321,0.9812,0.464,RF,2020,9,A_removal
1-7,4,-39.367,23.611,23.494,0.9621,7.1744,0.841,XGB,2020,9,A_removal
8-30,19,-0.063,156.668,60.496,0.9818,0.9283,0.061,XGB,2020,9,A_removal
31-90,24,-1.371,22.04,18.068,0.8669,1.4861,0.27,XGB,2020,9,A_removal
91-180,57,-0.198,22.207,17.188,0.9295,0.9253,0.224,XGB,2020,9,A_removal
181-270,64,0.203,85.888,57.085,0.9314,0.8429,0.456,XGB,2020,9,A_removal
271-365,86,0.155,48.819,30.629,0.8839,0.9305,0.484,XGB,2020,9,A_removal
1-7,4,-42.785,24.591,24.275,0.9941,7.413,0.261,LightGBM,2020,9,A_removal
8-30,19,-0.066,156.888,59.91,0.9722,0.9193,0.049,LightGBM,2020,9,A_removal
31-90,24,-1.528,22.756,19.177,0.9201,1.5773,0.382,LightGBM,2020,9,A_removal
91-180,57,-0.108,21.362,16.397,0.8867,0.8828,0.206,LightGBM,2020,9,A_removal
181-270,64,0.067,92.904,67.073,1.0943,0.9903,0.335,LightGBM,2020,9,A_removal
271-365,86,0.169,48.421,30.591,0.8828,0.9293,0.497,LightGBM,2020,9,A_removal
1-7,4,-37.438,23.04,20.267,0.83,6.189,-0.062,SARIMAX,2020,9,A_removal
8-30,19,-0.073,157.438,60.27,0.9781,0.9248,0.278,SARIMAX,2020,9,A_removal
31-90,24,-0.412,17.01,14.547,0.698,1.1965,0.028,SARIMAX,2020,9,A_removal
91-180,57,-0.025,20.539,14.69,0.7944,0.7909,0.222,SARIMAX,2020,9,A_removal
181-270,64,0.188,86.691,57.134,0.9322,0.8436,0.446,SARIMAX,2020,9,A_removal
271-365,86,0.109,50.146,32.251,0.9307,0.9798,0.414,SARIMAX,2020,9,A_removal
1-7,4,-34.385,22.106,21.64,0.8862,6.6083,0.055,Ensemble_unweighted,2020,9,A_removal
8-30,19,-0.065,156.811,60.107,0.9754,0.9223,0.05,Ensemble_unweighted,2020,9,A_removal
31-90,24,-1.167,21.072,17.727,0.8505,1.4581,0.347,Ensemble_unweighted,2020,9,A_removal
91-180,57,-0.084,21.129,15.941,0.862,0.8582,0.27,Ensemble_unweighted,2020,9,A_removal
181-270,64,0.171,87.564,58.761,0.9587,0.8676,0.416,Ensemble_unweighted,2020,9,A_removal
271-365,86,0.152,48.923,31.342,0.9045,0.9522,0.469,Ensemble_unweighted,2020,9,A_removal
1-7,4,-34.526,22.15,21.701,0.8887,6.627,0.067,Ensemble_MASEweighted,2020,9,A_removal
8-30,19,-0.065,156.807,60.111,0.9755,0.9224,0.05,Ensemble_MASEweighted,2020,9,A_removal
31-90,24,-1.177,21.119,17.757,0.852,1.4605,0.346,Ensemble_MASEweighted,2020,9,A_removal
91-180,57,-0.086,21.144,15.972,0.8637,0.8599,0.268,Ensemble_MASEweighted,2020,9,A_removal
181-270,64,0.171,87.578,58.819,0.9597,0.8685,0.416,Ensemble_MASEweighted,2020,9,A_removal
271-365,86,0.152,48.909,31.32,0.9038,0.9515,0.47,Ensemble_MASEweighted,2020,9,A_removal
1-7,4,-21.673,17.695,16.996,0.696,5.19,-0.167,RF,2020,9,B_resample
8-30,19,-0.071,157.274,60.122,0.9757,0.9225,0.06,RF,2020,9,B_resample
31-90,24,-0.805,19.232,16.684,0.8005,1.3723,0.3,RF,2020,9,B_resample
91-180,57,0.033,19.951,14.112,0.7631,0.7597,0.26,RF,2020,9,B_resample
181-270,64,0.095,91.525,69.813,1.139,1.0308,0.399,RF,2020,9,B_resample
271-365,86,0.208,47.279,28.866,0.833,0.8769,0.509,RF,2020,9,B_resample
1-7,4,-22.227,17.91,17.469,0.7154,5.3346,0.425,XGB,2020,9,B_resample
8-30,19,-0.102,159.573,60.707,0.9852,0.9315,-0.004,XGB,2020,9,B_resample
31-90,24,-0.242,15.949,13.361,0.641,1.0989,0.182,XGB,2020,9,B_resample
91-180,57,0.046,19.818,13.78,0.7452,0.7419,0.222,XGB,2020,9,B_resample
181-270,64,0.147,88.872,63.196,1.0311,0.9331,0.396,XGB,2020,9,B_resample
271-365,86,0.206,47.321,27.236,0.786,0.8274,0.491,XGB,2020,9,B_resample
1-7,4,-30.621,20.897,20.747,0.8496,6.3357,0.755,LightGBM,2020,9,B_resample
8-30,19,-0.082,158.054,60.22,0.9773,0.9241,0.077,LightGBM,2020,9,B_resample
31-90,24,-0.687,18.593,15.364,0.7372,1.2637,0.202,LightGBM,2020,9,B_resample
91-180,57,0.07,19.563,13.53,0.7316,0.7284,0.277,LightGBM,2020,9,B_resample
181-270,64,0.078,92.361,69.778,1.1385,1.0303,0.372,LightGBM,2020,9,B_resample
271-365,86,0.216,47.039,27.644,0.7977,0.8398,0.494,LightGBM,2020,9,B_resample
1-7,4,-47.663,25.924,23.856,0.9769,7.2851,-0.031,SARIMAX,2020,9,B_resample
8-30,19,-0.073,157.443,60.578,0.9831,0.9295,-0.113,SARIMAX,2020,9,B_resample
31-90,24,-1.053,20.511,18.138,0.8703,1.4919,-0.057,SARIMAX,2020,9,B_resample
91-180,57,-0.132,21.589,15.591,0.8431,0.8394,0.044,SARIMAX,2020,9,B_resample
181-270,64,0.189,86.628,57.977,0.9459,0.856,0.444,SARIMAX,2020,9,B_resample
271-365,86,0.063,51.432,35.255,1.0174,1.071,0.415,SARIMAX,2020,9,B_resample
1-7,4,-29.09,20.385,19.767,0.8095,6.0364,0.202,Ensemble_unweighted,2020,9,B_resample
8-30,19,-0.081,158.026,60.339,0.9792,0.9259,0.04,Ensemble_unweighted,2020,9,B_resample
31-90,24,-0.634,18.295,15.614,0.7491,1.2842,0.178,Ensemble_unweighted,2020,9,B_resample
91-180,57,0.053,19.74,13.616,0.7363,0.733,0.294,Ensemble_unweighted,2020,9,B_resample
181-270,64,0.145,88.938,64.434,1.0513,0.9514,0.403,Ensemble_unweighted,2020,9,B_resample
271-365,86,0.189,47.832,29.441,0.8496,0.8944,0.485,Ensemble_unweighted,2020,9,B_resample
1-7,4,-28.942,20.335,19.732,0.8081,6.0258,0.213,Ensemble_MASEweighted,2020,9,B_resample
8-30,19,-0.082,158.049,60.342,0.9793,0.9259,0.041,Ensemble_MASEweighted,2020,9,B_resample
31-90,24,-0.626,18.251,15.559,0.7465,1.2797,0.18,Ensemble_MASEweighted,2020,9,B_resample
91-180,57,0.055,19.727,13.596,0.7352,0.732,0.292,Ensemble_MASEweighted,2020,9,B_resample
181-270,64,0.144,88.981,64.506,1.0525,0.9524,0.402,Ensemble_MASEweighted,2020,9,B_resample
271-365,86,0.19,47.803,29.369,0.8475,0.8922,0.486,Ensemble_MASEweighted,2020,9,B_resample
1-7,0,,,,,,,RF,2021,2,A_removal
8-30,0,,,,,,,RF,2021,2,A_removal
31-90,0,,,,,,,RF,2021,2,A_removal
91-180,0,,,,,,,RF,2021,2,A_removal
181-270,0,,,,,,,RF,2021,2,A_removal
271-365,0,,,,,,,RF,2021,2,A_removal
1-7,0,,,,,,,XGB,2021,2,A_removal
8-30,0,,,,,,,XGB,2021,2,A_removal
31-90,0,,,,,,,XGB,2021,2,A_removal
91-180,0,,,,,,,XGB,2021,2,A_removal
181-270,0,,,,,,,XGB,2021,2,A_removal
271-365,0,,,,,,,XGB,2021,2,A_removal
1-7,0,,,,,,,LightGBM,2021,2,A_removal
8-30,0,,,,,,,LightGBM,2021,2,A_removal
31-90,0,,,,,,,LightGBM,2021,2,A_removal
91-180,0,,,,,,,LightGBM,2021,2,A_removal
181-270,0,,,,,,,LightGBM,2021,2,A_removal
271-365,0,,,,,,,LightGBM,2021,2,A_removal
1-7,0,,,,,,,SARIMAX,2021,2,A_removal
8-30,0,,,,,,,SARIMAX,2021,2,A_removal
31-90,0,,,,,,,SARIMAX,2021,2,A_removal
91-180,0,,,,,,,SARIMAX,2021,2,A_removal
181-270,0,,,,,,,SARIMAX,2021,2,A_removal
271-365,0,,,,,,,SARIMAX,2021,2,A_removal
1-7,0,,,,,,,Ensemble_unweighted,2021,2,A_removal
8-30,0,,,,,,,Ensemble_unweighted,2021,2,A_removal
31-90,0,,,,,,,Ensemble_unweighted,2021,2,A_removal
91-180,0,,,,,,,Ensemble_unweighted,2021,2,A_removal
181-270,0,,,,,,,Ensemble_unweighted,2021,2,A_removal
271-365,0,,,,,,,Ensemble_unweighted,2021,2,A_removal
1-7,0,,,,,,,Ensemble_MASEweighted,2021,2,A_removal
8-30,0,,,,,,,Ensemble_MASEweighted,2021,2,A_removal
31-90,0,,,,,,,Ensemble_MASEweighted,2021,2,A_removal
91-180,0,,,,,,,Ensemble_MASEweighted,2021,2,A_removal
181-270,0,,,,,,,Ensemble_MASEweighted,2021,2,A_removal
271-365,0,,,,,,,Ensemble_MASEweighted,2021,2,A_removal
1-7,0,,,,,,,RF,2021,2,B_resample
8-30,0,,,,,,,RF,2021,2,B_resample
31-90,0,,,,,,,RF,2021,2,B_resample
91-180,0,,,,,,,RF,2021,2,B_resample
181-270,0,,,,,,,RF,2021,2,B_resample
271-365,0,,,,,,,RF,2021,2,B_resample
1-7,0,,,,,,,XGB,2021,2,B_resample
8-30,0,,,,,,,XGB,2021,2,B_resample
