bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower,variant
91-180,84,0.022,18.437,13.662,0.8892,0.9221,0.202,TabPFN,2022,9,B_resample
181-270,84,0.154,44.181,34.715,0.9192,0.9307,0.483,TabPFN,2022,9,B_resample
271-365,89,0.131,45.172,26.593,0.8786,0.8957,0.387,TabPFN,2022,9,B_resample
1-7,0,,,,,,,TabICLv2,2022,9,B_resample
8-30,0,,,,,,,TabICLv2,2022,9,B_resample
31-90,14,0.007,14.965,11.837,0.9248,0.9562,0.39,TabICLv2,2022,9,B_resample
91-180,84,-0.356,21.712,16.804,1.0938,1.1342,0.07,TabICLv2,2022,9,B_resample
181-270,84,0.018,47.584,34.786,0.9211,0.9326,0.353,TabICLv2,2022,9,B_resample
271-365,89,0.073,46.641,28.903,0.955,0.9735,0.279,TabICLv2,2022,9,B_resample
1-7,6,-0.115,10.36,8.599,0.234,0.4732,0.114,TFT,2018,2,A_removal
8-30,21,0.145,9.691,8.908,0.1912,0.9566,0.512,TFT,2018,2,A_removal
31-90,32,0.113,12.108,8.974,0.1973,0.7728,0.373,TFT,2018,2,A_removal
91-180,43,-2.414,42.197,32.169,0.5232,2.0301,-0.075,TFT,2018,2,A_removal
181-270,0,,,,,,,TFT,2018,2,A_removal
271-365,0,,,,,,,TFT,2018,2,A_removal
1-7,6,-1.213,14.598,11.882,0.3233,0.6538,0.614,DLinear,2018,2,A_removal
8-30,21,-1.525,16.653,13.338,0.2863,1.4323,0.088,DLinear,2018,2,A_removal
31-90,32,-0.954,17.973,14.734,0.3239,1.2688,0.397,DLinear,2018,2,A_removal
91-180,43,-1.142,33.423,25.928,0.4217,1.6363,-0.138,DLinear,2018,2,A_removal
181-270,0,,,,,,,DLinear,2018,2,A_removal
271-365,0,,,,,,,DLinear,2018,2,A_removal
1-7,6,-0.58,12.337,11.119,0.3026,0.6119,0.201,LSTM,2018,2,A_removal
8-30,21,-0.592,13.221,9.815,0.2107,1.0541,0.276,LSTM,2018,2,A_removal
31-90,32,-0.214,14.166,10.883,0.2393,0.9371,0.174,LSTM,2018,2,A_removal
91-180,43,-2.016,39.665,30.699,0.4993,1.9374,0.196,LSTM,2018,2,A_removal
181-270,0,,,,,,,LSTM,2018,2,A_removal
271-365,0,,,,,,,LSTM,2018,2,A_removal
1-7,1,,,,,,,TFT,2018,4,A_removal
8-30,7,-1.942,14.655,9.597,0.6326,1.3723,-0.594,TFT,2018,4,A_removal
31-90,33,-0.067,16.559,10.933,0.6656,0.8961,0.17,TFT,2018,4,A_removal
91-180,83,-1.536,30.547,24.363,1.3368,1.9718,-0.025,TFT,2018,4,A_removal
181-270,72,-0.033,81.012,55.645,0.9108,0.7965,0.228,TFT,2018,4,A_removal
271-365,67,-0.071,64.136,26.612,0.8742,0.8659,0.035,TFT,2018,4,A_removal
1-7,1,,,,,,,DLinear,2018,4,A_removal
8-30,7,-5.457,21.711,14.39,0.9486,2.0578,-0.638,DLinear,2018,4,A_removal
31-90,33,-0.268,18.057,14.868,0.9052,1.2186,0.587,DLinear,2018,4,A_removal
91-180,83,-1.101,27.802,22.285,1.2228,1.8037,0.076,DLinear,2018,4,A_removal
181-270,72,-0.021,80.57,60.555,0.9911,0.8667,0.138,DLinear,2018,4,A_removal
271-365,67,-0.059,63.796,33.282,1.0933,1.0829,0.165,DLinear,2018,4,A_removal
1-7,1,,,,,,,LSTM,2018,4,A_removal
8-30,7,-0.953,11.939,9.103,0.6001,1.3017,-0.392,LSTM,2018,4,A_removal
31-90,33,0.017,15.9,11.33,0.6898,0.9287,0.219,LSTM,2018,4,A_removal
91-180,83,-1.061,27.535,20.414,1.1202,1.6522,-0.11,LSTM,2018,4,A_removal
181-270,72,-0.147,85.384,57.704,0.9445,0.8259,0.358,LSTM,2018,4,A_removal
271-365,67,-0.25,69.294,41.704,1.3699,1.3569,-0.28,LSTM,2018,4,A_removal
1-7,0,,,,,,,TFT,2018,9,A_removal
8-30,0,,,,,,,TFT,2018,9,A_removal
31-90,0,,,,,,,TFT,2018,9,A_removal
91-180,0,,,,,,,TFT,2018,9,A_removal
181-270,0,,,,,,,TFT,2018,9,A_removal
271-365,0,,,,,,,TFT,2018,9,A_removal
1-7,0,,,,,,,DLinear,2018,9,A_removal
8-30,0,,,,,,,DLinear,2018,9,A_removal
31-90,0,,,,,,,DLinear,2018,9,A_removal
91-180,0,,,,,,,DLinear,2018,9,A_removal
181-270,0,,,,,,,DLinear,2018,9,A_removal
271-365,0,,,,,,,DLinear,2018,9,A_removal
1-7,0,,,,,,,LSTM,2018,9,A_removal
8-30,0,,,,,,,LSTM,2018,9,A_removal
31-90,0,,,,,,,LSTM,2018,9,A_removal
91-180,0,,,,,,,LSTM,2018,9,A_removal
181-270,0,,,,,,,LSTM,2018,9,A_removal
271-365,0,,,,,,,LSTM,2018,9,A_removal
1-7,6,-2.428,18.171,15.068,0.4101,0.8292,-0.739,TFT,2018,2,B_resample
8-30,21,-2.847,20.554,18.466,0.3964,1.983,0.596,TFT,2018,2,B_resample
31-90,32,-0.826,17.375,12.91,0.2838,1.1117,-0.006,TFT,2018,2,B_resample
91-180,43,-9.273,73.2,45.045,0.7327,2.8427,0.018,TFT,2018,2,B_resample
181-270,0,,,,,,,TFT,2018,2,B_resample
271-365,0,,,,,,,TFT,2018,2,B_resample
1-7,6,-1.542,15.646,13.204,0.3593,0.7266,0.069,DLinear,2018,2,B_resample
8-30,21,-1.651,17.061,14.34,0.3079,1.54,0.069,DLinear,2018,2,B_resample
31-90,32,-1.091,18.593,14.401,0.3166,1.2401,0.392,DLinear,2018,2,B_resample
91-180,43,-1.298,34.624,27.56,0.4483,1.7393,-0.188,DLinear,2018,2,B_resample
181-270,0,,,,,,,DLinear,2018,2,B_resample
271-365,0,,,,,,,DLinear,2018,2,B_resample
1-7,6,0.057,9.53,7.434,0.2023,0.4091,0.805,LSTM,2018,2,B_resample
8-30,21,-0.663,13.512,10.963,0.2354,1.1773,0.292,LSTM,2018,2,B_resample
31-90,32,-1.654,20.949,17.199,0.3781,1.481,0.127,LSTM,2018,2,B_resample
91-180,43,-3.904,50.575,36.685,0.5967,2.3151,0.028,LSTM,2018,2,B_resample
181-270,0,,,,,,,LSTM,2018,2,B_resample
271-365,0,,,,,,,LSTM,2018,2,B_resample
1-7,1,,,,,,,TFT,2018,4,B_resample
8-30,7,-2.738,16.519,13.283,0.8756,1.8994,-0.351,TFT,2018,4,B_resample
31-90,33,-0.339,18.552,12.089,0.736,0.9909,-0.161,TFT,2018,4,B_resample
91-180,83,-1.432,29.915,23.015,1.2629,1.8627,-0.018,TFT,2018,4,B_resample
181-270,72,-0.176,86.452,59.207,0.9691,0.8474,0.07,TFT,2018,4,B_resample
271-365,67,-0.054,63.643,27.263,0.8956,0.887,0.167,TFT,2018,4,B_resample
1-7,1,,,,,,,DLinear,2018,4,B_resample
8-30,7,-0.501,10.466,9.337,0.6155,1.3351,0.546,DLinear,2018,4,B_resample
31-90,33,-0.717,21.013,16.995,1.0347,1.393,0.159,DLinear,2018,4,B_resample
91-180,83,-0.972,26.932,19.811,1.0871,1.6035,0.095,DLinear,2018,4,B_resample
181-270,72,-0.029,80.87,56.596,0.9263,0.8101,0.183,DLinear,2018,4,B_resample
271-365,67,-0.317,71.12,36.612,1.2027,1.1912,0.006,DLinear,2018,4,B_resample
1-7,1,,,,,,,LSTM,2018,4,B_resample
8-30,7,-1.922,14.606,11.113,0.7325,1.5891,-0.715,LSTM,2018,4,B_resample
31-90,33,-1.182,23.686,16.718,1.0179,1.3703,-0.512,LSTM,2018,4,B_resample
91-180,83,-0.658,24.697,18.114,0.9939,1.4661,-0.025,LSTM,2018,4,B_resample
181-270,72,-0.182,86.658,57.313,0.9381,0.8203,0.194,LSTM,2018,4,B_resample
271-365,67,-0.127,65.792,28.676,0.942,0.933,-0.014,LSTM,2018,4,B_resample
1-7,0,,,,,,,TFT,2018,9,B_resample
8-30,0,,,,,,,TFT,2018,9,B_resample
31-90,0,,,,,,,TFT,2018,9,B_resample
91-180,0,,,,,,,TFT,2018,9,B_resample
181-270,0,,,,,,,TFT,2018,9,B_resample
271-365,0,,,,,,,TFT,2018,9,B_resample
1-7,0,,,,,,,DLinear,2018,9,B_resample
8-30,0,,,,,,,DLinear,2018,9,B_resample
31-90,0,,,,,,,DLinear,2018,9,B_resample
91-180,0,,,,,,,DLinear,2018,9,B_resample
181-270,0,,,,,,,DLinear,2018,9,B_resample
271-365,0,,,,,,,DLinear,2018,9,B_resample
1-7,0,,,,,,,LSTM,2018,9,B_resample
8-30,0,,,,,,,LSTM,2018,9,B_resample
31-90,0,,,,,,,LSTM,2018,9,B_resample
91-180,0,,,,,,,LSTM,2018,9,B_resample
181-270,0,,,,,,,LSTM,2018,9,B_resample
271-365,0,,,,,,,LSTM,2018,9,B_resample
1-7,0,,,,,,,TFT,2019,2,A_removal
8-30,0,,,,,,,TFT,2019,2,A_removal
31-90,0,,,,,,,TFT,2019,2,A_removal
91-180,0,,,,,,,TFT,2019,2,A_removal
181-270,0,,,,,,,TFT,2019,2,A_removal
271-365,0,,,,,,,TFT,2019,2,A_removal
1-7,0,,,,,,,DLinear,2019,2,A_removal
8-30,0,,,,,,,DLinear,2019,2,A_removal
31-90,0,,,,,,,DLinear,2019,2,A_removal
91-180,0,,,,,,,DLinear,2019,2,A_removal
181-270,0,,,,,,,DLinear,2019,2,A_removal
271-365,0,,,,,,,DLinear,2019,2,A_removal
1-7,0,,,,,,,LSTM,2019,2,A_removal
8-30,0,,,,,,,LSTM,2019,2,A_removal
31-90,0,,,,,,,LSTM,2019,2,A_removal
91-180,0,,,,,,,LSTM,2019,2,A_removal
181-270,0,,,,,,,LSTM,2019,2,A_removal
271-365,0,,,,,,,LSTM,2019,2,A_removal
1-7,0,,,,,,,TFT,2019,4,A_removal
8-30,8,-2.068,58.036,47.344,1.238,1.2368,-0.304,TFT,2019,4,A_removal
31-90,32,0.012,22.28,16.61,0.759,0.7604,0.217,TFT,2019,4,A_removal
91-180,62,-0.15,93.895,54.334,0.7146,0.7152,0.428,TFT,2019,4,A_removal
181-270,61,0.049,35.341,29.453,1.0456,1.047,0.63,TFT,2019,4,A_removal
271-365,66,0.005,52.636,23.295,0.8809,0.8827,0.106,TFT,2019,4,A_removal
1-7,0,,,,,,,DLinear,2019,4,A_removal
8-30,8,-3.393,69.45,54.798,1.433,1.4316,-0.832,DLinear,2019,4,A_removal
31-90,32,-0.987,31.595,26.703,1.2203,1.2226,-0.073,DLinear,2019,4,A_removal
91-180,62,0.163,80.098,48.262,0.6347,0.6353,0.462,DLinear,2019,4,A_removal
181-270,61,-0.821,48.896,40.206,1.4274,1.4293,0.412,DLinear,2019,4,A_removal
271-365,66,-0.113,55.665,38.522,1.4567,1.4597,0.275,DLinear,2019,4,A_removal
1-7,0,,,,,,,LSTM,2019,4,A_removal
8-30,8,-1.167,48.772,38.062,0.9953,0.9944,-0.444,LSTM,2019,4,A_removal
31-90,32,-0.328,25.83,20.943,0.957,0.9588,-0.019,LSTM,2019,4,A_removal
91-180,62,0.111,82.575,50.951,0.6701,0.6707,0.424,LSTM,2019,4,A_removal
181-270,61,-0.207,39.809,28.68,1.0182,1.0195,0.139,LSTM,2019,4,A_removal
271-365,66,-0.119,55.809,26.125,0.9879,0.9899,0.257,LSTM,2019,4,A_removal
1-7,0,,,,,,,TFT,2019,9,A_removal
8-30,0,,,,,,,TFT,2019,9,A_removal
31-90,16,-0.328,23.146,17.095,1.0339,0.7516,-0.323,TFT,2019,9,A_removal
91-180,81,-0.06,73.543,47.729,0.8413,0.7724,0.265,TFT,2019,9,A_removal
181-270,49,-0.079,69.919,48.775,1.263,1.241,0.296,TFT,2019,9,A_removal
271-365,49,-0.185,124.454,68.936,0.9728,0.9177,0.222,TFT,2019,9,A_removal
1-7,0,,,,,,,DLinear,2019,9,A_removal
8-30,0,,,,,,,DLinear,2019,9,A_removal
31-90,16,-1.276,30.298,28.37,1.7158,1.2474,-0.528,DLinear,2019,9,A_removal
91-180,81,0.052,69.535,53.019,0.9345,0.858,0.337,DLinear,2019,9,A_removal
181-270,49,-0.491,82.188,64.53,1.671,1.6418,0.247,DLinear,2019,9,A_removal
271-365,49,0.237,99.864,65.652,0.9265,0.874,0.526,DLinear,2019,9,A_removal
1-7,0,,,,,,,LSTM,2019,9,A_removal
8-30,0,,,,,,,LSTM,2019,9,A_removal
31-90,16,-1.234,30.018,23.919,1.4466,1.0517,-0.082,LSTM,2019,9,A_removal
91-180,81,0.082,68.451,45.491,0.8018,0.7362,0.354,LSTM,2019,9,A_removal
181-270,49,-0.959,94.203,77.195,1.999,1.964,-0.296,LSTM,2019,9,A_removal
271-365,49,-0.16,123.091,69.193,0.9765,0.9212,0.256,LSTM,2019,9,A_removal
1-7,0,,,,,,,TFT,2019,2,B_resample
8-30,0,,,,,,,TFT,2019,2,B_resample
31-90,0,,,,,,,TFT,2019,2,B_resample
91-180,0,,,,,,,TFT,2019,2,B_resample
181-270,0,,,,,,,TFT,2019,2,B_resample
271-365,0,,,,,,,TFT,2019,2,B_resample
1-7,0,,,,,,,DLinear,2019,2,B_resample
8-30,0,,,,,,,DLinear,2019,2,B_resample
31-90,0,,,,,,,DLinear,2019,2,B_resample
91-180,0,,,,,,,DLinear,2019,2,B_resample
181-270,0,,,,,,,DLinear,2019,2,B_resample
271-365,0,,,,,,,DLinear,2019,2,B_resample
1-7,0,,,,,,,LSTM,2019,2,B_resample
8-30,0,,,,,,,LSTM,2019,2,B_resample
31-90,0,,,,,,,LSTM,2019,2,B_resample
91-180,0,,,,,,,LSTM,2019,2,B_resample
181-270,0,,,,,,,LSTM,2019,2,B_resample
271-365,0,,,,,,,LSTM,2019,2,B_resample
1-7,0,,,,,,,TFT,2019,4,B_resample
8-30,8,-1.568,53.093,41.942,1.0968,1.0957,0.484,TFT,2019,4,B_resample
31-90,32,-0.025,22.692,17.303,0.7907,0.7922,0.28,TFT,2019,4,B_resample
91-180,62,-0.297,99.717,60.312,0.7932,0.7939,0.39,TFT,2019,4,B_resample
181-270,61,-0.126,38.449,28.314,1.0052,1.0065,0.179,TFT,2019,4,B_resample
271-365,66,-0.234,58.614,27.262,1.0309,1.033,-0.262,TFT,2019,4,B_resample
1-7,0,,,,,,,DLinear,2019,4,B_resample
8-30,8,-3.414,69.613,63.03,1.6482,1.6466,0.834,DLinear,2019,4,B_resample
31-90,32,-0.709,29.303,24.704,1.1289,1.131,0.142,DLinear,2019,4,B_resample
91-180,62,0.19,78.832,50.458,0.6636,0.6642,0.514,DLinear,2019,4,B_resample
181-270,61,-0.652,46.564,39.314,1.3957,1.3975,0.629,DLinear,2019,4,B_resample
271-365,66,-0.068,54.537,33.768,1.2769,1.2795,0.231,DLinear,2019,4,B_resample
1-7,0,,,,,,,LSTM,2019,4,B_resample
8-30,8,-1.351,50.806,39.286,1.0273,1.0263,0.059,LSTM,2019,4,B_resample
31-90,32,-0.191,24.458,18.938,0.8654,0.867,0.01,LSTM,2019,4,B_resample
91-180,62,-0.298,99.787,60.387,0.7942,0.7949,0.561,LSTM,2019,4,B_resample
181-270,61,0.092,34.524,22.926,0.8139,0.815,0.373,LSTM,2019,4,B_resample
271-365,66,-0.198,57.739,27.648,1.0455,1.0476,0.059,LSTM,2019,4,B_resample
1-7,0,,,,,,,TFT,2019,9,B_resample
8-30,0,,,,,,,TFT,2019,9,B_resample
31-90,16,-0.484,24.467,18.515,1.1198,0.8141,0.153,TFT,2019,9,B_resample
91-180,81,-0.192,77.973,48.994,0.8636,0.7929,0.438,TFT,2019,9,B_resample
181-270,49,-0.247,75.162,49.033,1.2697,1.2475,-0.144,TFT,2019,9,B_resample
271-365,49,-0.509,140.433,81.937,1.1563,1.0908,-0.41,TFT,2019,9,B_resample
1-7,0,,,,,,,DLinear,2019,9,B_resample
8-30,0,,,,,,,DLinear,2019,9,B_resample
31-90,16,-0.852,27.326,24.048,1.4545,1.0574,-0.194,DLinear,2019,9,B_resample
91-180,81,0.039,70.012,55.136,0.9718,0.8923,0.376,DLinear,2019,9,B_resample
181-270,49,-0.466,81.484,66.858,1.7313,1.701,0.343,DLinear,2019,9,B_resample
271-365,49,0.226,100.559,62.2,0.8778,0.828,0.51,DLinear,2019,9,B_resample
1-7,0,,,,,,,LSTM,2019,9,B_resample
8-30,0,,,,,,,LSTM,2019,9,B_resample
31-90,16,-1.475,31.594,25.047,1.5149,1.1013,0.0,LSTM,2019,9,B_resample
91-180,81,-0.306,81.619,53.182,0.9374,0.8607,0.452,LSTM,2019,9,B_resample
181-270,49,-0.145,72.017,49.628,1.2851,1.2627,-0.039,LSTM,2019,9,B_resample
271-365,49,-0.628,145.859,89.482,1.2628,1.1912,-0.068,LSTM,2019,9,B_resample
1-7,0,,,,,,,TFT,2020,2,A_removal
8-30,0,,,,,,,TFT,2020,2,A_removal
31-90,0,,,,,,,TFT,2020,2,A_removal
91-180,0,,,,,,,TFT,2020,2,A_removal
181-270,0,,,,,,,TFT,2020,2,A_removal
271-365,0,,,,,,,TFT,2020,2,A_removal
1-7,0,,,,,,,DLinear,2020,2,A_removal
8-30,0,,,,,,,DLinear,2020,2,A_removal
31-90,0,,,,,,,DLinear,2020,2,A_removal
91-180,0,,,,,,,DLinear,2020,2,A_removal
181-270,0,,,,,,,DLinear,2020,2,A_removal
271-365,0,,,,,,,DLinear,2020,2,A_removal
1-7,0,,,,,,,LSTM,2020,2,A_removal
8-30,0,,,,,,,LSTM,2020,2,A_removal
31-90,0,,,,,,,LSTM,2020,2,A_removal
91-180,0,,,,,,,LSTM,2020,2,A_removal
181-270,0,,,,,,,LSTM,2020,2,A_removal
271-365,0,,,,,,,LSTM,2020,2,A_removal
1-7,4,-4.722,18.033,15.93,1.4154,1.7969,-0.835,TFT,2020,4,A_removal
8-30,21,-1.35,22.594,17.503,1.3849,1.5255,-0.076,TFT,2020,4,A_removal
31-90,37,-0.421,52.344,32.164,1.2173,1.109,-0.121,TFT,2020,4,A_removal
91-180,42,-1.176,30.906,24.468,1.4475,1.165,0.179,TFT,2020,4,A_removal
181-270,79,-0.018,82.611,54.673,1.0723,0.8971,0.181,TFT,2020,4,A_removal
271-365,80,0.106,94.373,43.644,1.113,1.0118,0.336,TFT,2020,4,A_removal
1-7,4,-0.176,8.175,6.692,0.5946,0.7549,0.108,DLinear,2020,4,A_removal
8-30,21,-0.62,18.758,13.492,1.0675,1.176,-0.006,DLinear,2020,4,A_removal
31-90,37,-0.503,53.839,32.751,1.2395,1.1292,-0.211,DLinear,2020,4,A_removal
91-180,42,-2.321,38.184,31.066,1.8378,1.4792,0.16,DLinear,2020,4,A_removal
181-270,79,-0.135,87.232,64.437,1.2638,1.0574,0.222,DLinear,2020,4,A_removal
271-365,80,0.096,94.894,53.484,1.3639,1.2399,0.342,DLinear,2020,4,A_removal
1-7,4,-0.79,10.086,8.868,0.788,1.0004,0.281,LSTM,2020,4,A_removal
8-30,21,-0.082,15.329,10.428,0.8251,0.9089,0.113,LSTM,2020,4,A_removal
31-90,37,-0.086,45.769,25.528,0.9662,0.8802,0.359,LSTM,2020,4,A_removal
91-180,42,-0.223,23.173,17.15,1.0145,0.8166,0.359,LSTM,2020,4,A_removal
181-270,79,-0.261,91.929,63.242,1.2404,1.0377,0.006,LSTM,2020,4,A_removal
271-365,80,-0.199,109.288,58.732,1.4978,1.3615,0.075,LSTM,2020,4,A_removal
1-7,4,-8.475,11.439,9.95,0.4075,3.0385,-0.219,TFT,2020,9,A_removal
8-30,19,-0.188,165.637,69.183,1.1227,1.0616,0.041,TFT,2020,9,A_removal
31-90,24,-0.596,18.081,13.516,0.6485,1.1117,0.065,TFT,2020,9,A_removal
91-180,57,-1.018,28.82,24.351,1.3168,1.311,0.136,TFT,2020,9,A_removal
181-270,64,0.103,91.115,61.758,1.0076,0.9119,0.363,TFT,2020,9,A_removal
271-365,86,0.172,48.337,29.578,0.8536,0.8986,0.463,TFT,2020,9,A_removal
1-7,4,-30.233,20.769,20.111,0.8236,6.1413,0.832,DLinear,2020,9,A_removal
8-30,19,-0.041,155.036,58.173,0.9441,0.8926,0.245,DLinear,2020,9,A_removal
31-90,24,-1.742,23.702,21.808,1.0463,1.7937,-0.025,DLinear,2020,9,A_removal
91-180,57,-2.755,39.318,33.118,1.7909,1.783,0.046,DLinear,2020,9,A_removal
181-270,64,0.188,86.675,63.582,1.0374,0.9388,0.462,DLinear,2020,9,A_removal
271-365,86,-0.178,57.647,44.023,1.2704,1.3374,0.421,DLinear,2020,9,A_removal
1-7,4,-16.666,15.62,14.539,0.5954,4.44,-0.051,LSTM,2020,9,A_removal
8-30,19,-0.019,153.432,60.916,0.9886,0.9347,0.222,LSTM,2020,9,A_removal
31-90,24,-1.225,21.35,18.457,0.8856,1.5181,-0.029,LSTM,2020,9,A_removal
91-180,57,-0.239,22.588,17.39,0.9404,0.9363,0.129,LSTM,2020,9,A_removal
181-270,64,-0.002,96.304,70.468,1.1497,1.0405,0.256,LSTM,2020,9,A_removal
271-365,86,-0.466,64.313,41.906,1.2093,1.2731,0.377,LSTM,2020,9,A_removal
1-7,0,,,,,,,TFT,2020,2,B_resample
8-30,0,,,,,,,TFT,2020,2,B_resample
31-90,0,,,,,,,TFT,2020,2,B_resample
91-180,0,,,,,,,TFT,2020,2,B_resample
181-270,0,,,,,,,TFT,2020,2,B_resample
271-365,0,,,,,,,TFT,2020,2,B_resample
1-7,0,,,,,,,DLinear,2020,2,B_resample
8-30,0,,,,,,,DLinear,2020,2,B_resample
31-90,0,,,,,,,DLinear,2020,2,B_resample
91-180,0,,,,,,,DLinear,2020,2,B_resample
181-270,0,,,,,,,DLinear,2020,2,B_resample
271-365,0,,,,,,,DLinear,2020,2,B_resample
1-7,0,,,,,,,LSTM,2020,2,B_resample
8-30,0,,,,,,,LSTM,2020,2,B_resample
31-90,0,,,,,,,LSTM,2020,2,B_resample
91-180,0,,,,,,,LSTM,2020,2,B_resample
181-270,0,,,,,,,LSTM,2020,2,B_resample
271-365,0,,,,,,,LSTM,2020,2,B_resample
1-7,4,-0.572,9.451,6.508,0.5783,0.7341,-0.743,TFT,2020,4,B_resample
8-30,21,-0.013,14.832,9.232,0.7305,0.8047,-0.013,TFT,2020,4,B_resample
31-90,37,-0.115,46.381,26.888,1.0176,0.9271,-0.075,TFT,2020,4,B_resample
91-180,42,-0.709,27.388,21.394,1.2656,1.0187,0.236,TFT,2020,4,B_resample
181-270,79,-0.004,82.028,50.164,0.9839,0.8232,0.166,TFT,2020,4,B_resample
271-365,80,0.172,90.861,35.723,0.911,0.8281,0.588,TFT,2020,4,B_resample
1-7,4,-25.736,38.978,35.268,3.1336,3.9783,-0.672,DLinear,2020,4,B_resample
8-30,21,-7.759,43.623,37.428,2.9614,3.2622,0.017,DLinear,2020,4,B_resample
31-90,37,-0.526,54.253,32.904,1.2453,1.1345,-0.376,DLinear,2020,4,B_resample
91-180,42,-4.714,50.085,43.269,2.5597,2.0603,-0.338,DLinear,2020,4,B_resample
181-270,79,-0.085,85.278,59.174,1.1606,0.971,0.193,DLinear,2020,4,B_resample
271-365,80,-0.044,102.01,61.59,1.5707,1.4278,0.241,DLinear,2020,4,B_resample
1-7,4,-1.776,12.56,11.737,1.0428,1.3239,-0.907,LSTM,2020,4,B_resample
8-30,21,-0.456,17.786,11.805,0.9341,1.029,-0.105,LSTM,2020,4,B_resample
31-90,37,-0.228,48.666,27.99,1.0594,0.9651,-0.344,LSTM,2020,4,B_resample
91-180,42,-0.02,21.157,14.977,0.886,0.7131,0.392,LSTM,2020,4,B_resample
181-270,79,-0.081,85.116,48.362,0.9485,0.7936,0.238,LSTM,2020,4,B_resample
271-365,80,-0.137,106.426,50.505,1.288,1.1708,-0.021,LSTM,2020,4,B_resample
1-7,4,-9.066,11.791,10.533,0.4313,3.2166,-0.901,TFT,2020,9,B_resample
8-30,19,-0.087,158.473,61.011,0.9901,0.9362,0.044,TFT,2020,9,B_resample
31-90,24,-0.26,16.067,13.289,0.6376,1.0931,0.012,TFT,2020,9,B_resample
91-180,57,-0.449,24.427,18.352,0.9924,0.988,0.005,TFT,2020,9,B_resample
181-270,64,0.169,87.701,61.013,0.9955,0.9009,0.425,TFT,2020,9,B_resample
271-365,86,0.226,46.727,28.249,0.8152,0.8582,0.492,TFT,2020,9,B_resample
1-7,4,-131.373,42.757,41.978,1.7191,12.8192,0.156,DLinear,2020,9,B_resample
8-30,19,0.015,150.841,65.83,1.0683,1.0101,0.158,DLinear,2020,9,B_resample
31-90,24,-2.597,27.148,21.623,1.0375,1.7785,-0.084,DLinear,2020,9,B_resample
91-180,57,-3.386,42.495,37.551,2.0306,2.0216,0.157,DLinear,2020,9,B_resample
181-270,64,0.196,86.234,58.254,0.9504,0.8601,0.48,DLinear,2020,9,B_resample
271-365,86,-0.194,58.033,45.043,1.2998,1.3684,0.279,DLinear,2020,9,B_resample
1-7,4,-35.03,22.307,20.48,0.8387,6.254,0.258,LSTM,2020,9,B_resample
8-30,19,-0.127,161.333,61.918,1.0048,0.9501,0.124,LSTM,2020,9,B_resample
31-90,24,-0.038,14.585,11.545,0.5539,0.9496,0.312,LSTM,2020,9,B_resample
91-180,57,-2.046,35.412,25.775,1.3938,1.3877,0.028,LSTM,2020,9,B_resample
181-270,64,0.017,95.378,59.793,0.9756,0.8828,0.369,LSTM,2020,9,B_resample
271-365,86,-0.505,65.161,48.141,1.3892,1.4625,-0.112,LSTM,2020,9,B_resample
1-7,0,,,,,,,TFT,2021,2,A_removal
8-30,0,,,,,,,TFT,2021,2,A_removal
31-90,0,,,,,,,TFT,2021,2,A_removal
91-180,0,,,,,,,TFT,2021,2,A_removal
181-270,0,,,,,,,TFT,2021,2,A_removal
271-365,0,,,,,,,TFT,2021,2,A_removal
1-7,0,,,,,,,DLinear,2021,2,A_removal
8-30,0,,,,,,,DLinear,2021,2,A_removal
31-90,0,,,,,,,DLinear,2021,2,A_removal
91-180,0,,,,,,,DLinear,2021,2,A_removal
181-270,0,,,,,,,DLinear,2021,2,A_removal
271-365,0,,,,,,,DLinear,2021,2,A_removal
1-7,0,,,,,,,LSTM,2021,2,A_removal
8-30,0,,,,,,,LSTM,2021,2,A_removal
31-90,0,,,,,,,LSTM,2021,2,A_removal
91-180,0,,,,,,,LSTM,2021,2,A_removal
181-270,0,,,,,,,LSTM,2021,2,A_removal
271-365,0,,,,,,,LSTM,2021,2,A_removal
1-7,3,-1.237,3.618,3.422,1.3785,0.3868,-0.763,TFT,2021,4,A_removal
8-30,19,-0.118,18.276,13.192,1.038,0.8806,-0.181,TFT,2021,4,A_removal
31-90,50,-0.071,21.223,13.667,1.0525,0.7917,0.164,TFT,2021,4,A_removal
91-180,90,0.111,93.719,57.284,0.8828,0.7849,0.353,TFT,2021,4,A_removal
181-270,88,0.195,90.587,64.987,0.9583,0.911,0.447,TFT,2021,4,A_removal
271-365,91,-0.885,44.868,31.118,1.4938,1.402,0.459,TFT,2021,4,A_removal
1-7,3,-20.157,11.126,9.781,3.9405,1.1056,-0.964,DLinear,2021,4,A_removal
8-30,19,-1.758,28.704,24.209,1.9048,1.616,0.416,DLinear,2021,4,A_removal
31-90,50,-0.618,26.088,18.421,1.4186,1.0671,0.304,DLinear,2021,4,A_removal
91-180,90,0.14,92.184,63.796,0.9831,0.8741,0.376,DLinear,2021,4,A_removal
181-270,88,0.322,83.106,63.154,0.9313,0.8853,0.569,DLinear,2021,4,A_removal
271-365,91,-1.469,51.357,39.576,1.8997,1.7831,0.226,DLinear,2021,4,A_removal
1-7,3,-13.791,9.303,8.362,3.3687,0.9452,-0.971,LSTM,2021,4,A_removal
8-30,19,-3.737,37.622,30.847,2.4272,2.0591,0.066,LSTM,2021,4,A_removal
