date,BASE+ALL__RF,BASE+ALL__XGB,BASE+ALL__LightGBM,BASE+ALL__SARIMAX,BASE+ALL__Ensemble_unweighted,BASE+ALL__Ensemble_MASEweighted,y_true,y_gapfilled,persistence,tower,anchor_year,config
2019-03-29,12.675667782605187,10.088828086853027,9.604205420882058,40.29953015315781,18.16705786087452,17.88143461094149,-22.02776036808333,0.6702375000000002,54.91721666666666,2,2018,BASE+ALL
2019-03-30,12.428926047743621,9.227675437927246,9.253395032834147,38.90657039635951,17.45414172871613,17.172827021239343,,7.1489375,54.91721666666666,2,2018,BASE+ALL
2019-03-31,12.911618327157662,10.91968822479248,10.43189659757227,40.50167188518293,18.691218758676335,18.41448308887548,-2.0187472686428576,4.924445833333333,54.91721666666666,2,2018,BASE+ALL
2019-04-01,12.951116386213839,10.69918441772461,10.315543670947386,38.38878404469671,18.088657129895637,17.827891969572626,0.5529197632142859,1.9180625,54.91721666666666,2,2018,BASE+ALL
2019-04-02,13.196976333837855,8.521891593933105,9.270346022874078,35.911365006727486,16.72514473934313,16.460204341963596,-3.8272083945,6.617925,54.91721666666666,2,2018,BASE+ALL
2019-04-03,13.128836281663936,9.053570747375488,9.582808105329258,36.47566024720624,17.06021884539373,16.797042803142286,,3.7984041666666655,54.91721666666666,2,2018,BASE+ALL
2019-04-04,16.232533547791373,12.578652381896973,11.834615077819809,37.7725818553548,19.60459571571574,19.35603547107117,-0.6955974816666683,9.8619125,54.91721666666666,2,2018,BASE+ALL
2019-04-05,21.19138818919371,22.869234085083008,19.06163260853439,38.258433992702535,25.34517221887841,25.195358359115538,,22.8458875,54.91721666666666,2,2018,BASE+ALL
2019-04-06,15.300097403593997,12.659506797790527,13.67915935196687,40.22112532003568,20.46497221834677,20.211468289313252,-27.285987418777776,-2.1833208333333336,54.91721666666666,2,2018,BASE+ALL
2019-04-07,13.678543401795741,11.26203441619873,10.43189659757227,39.14344979581519,18.628981052845482,18.362953842197637,5.034525940500002,8.030408333333334,54.91721666666666,2,2018,BASE+ALL
2019-04-08,13.688345748157008,11.832810401916504,11.672976520337084,38.3557320892267,18.887466189909325,18.640599460086186,25.84819127435714,15.295083333333332,54.91721666666666,2,2018,BASE+ALL
2019-04-09,13.440148184469125,10.697399139404297,11.386442470962525,39.41517399407476,18.734790947227676,18.468493962740737,-15.603540653857142,5.416708333333333,54.91721666666666,2,2018,BASE+ALL
2019-04-10,13.274407398843872,11.029034614562988,10.779313795935101,39.585148912904415,18.666976180561594,18.399343468501478,-5.8357091317666665,1.216225,54.91721666666666,2,2018,BASE+ALL
2019-04-11,13.17189060792196,11.407928466796875,10.698103397206982,39.39438528750563,18.668076939857862,18.405472356670696,-55.11089681636364,-20.350804166666663,54.91721666666666,2,2018,BASE+ALL
2019-04-12,13.295837380534266,10.583074569702148,10.315543670947386,38.73897673340318,18.233358088646746,17.96656423944333,-4.63405446325,-1.6518833333333334,54.91721666666666,2,2018,BASE+ALL
2019-04-13,13.87041299427094,11.009664535522461,10.732070684026077,37.814340960141166,18.35662229349016,18.10094318754932,-13.61224998938889,-2.1952833333333333,54.91721666666666,2,2018,BASE+ALL
2019-04-14,15.651845380382262,12.885229110717773,12.686983010983578,38.60537306009955,19.95735764054579,19.71230538878251,-1.4538512122727274,2.5130625,54.91721666666666,2,2018,BASE+ALL
2019-04-15,16.62642857463135,12.84227466583252,12.645089081053985,34.81605597064668,19.232462073041134,19.015006075078837,-4.80906959021875,1.0223625,54.91721666666666,2,2018,BASE+ALL
2019-04-16,13.980592642856763,10.859132766723633,9.698171250440103,38.6305398815124,18.292109135383225,18.021166368061067,-4.9893718866875005,4.844654166666667,54.91721666666666,2,2018,BASE+ALL
2019-04-17,13.386217953196134,11.164794921875,10.619814760444822,37.26017929476104,18.10775173256925,17.860362016954987,-18.024601816,-0.5310374999999999,54.91721666666666,2,2018,BASE+ALL
2019-04-18,13.154435735200178,10.93986988067627,10.870965016825211,38.137386821311296,18.27566436350324,18.021338710994208,1.7191621452500008,2.2203375000000007,54.91721666666666,2,2018,BASE+ALL
2019-04-19,12.726545615902248,12.801857948303223,11.229724690835875,38.63199608216814,18.84753108430237,18.609252191130302,,1.0130458333333332,54.91721666666666,2,2018,BASE+ALL
2019-04-20,12.459982990448701,13.7426176071167,11.229724690835875,38.258680038768254,18.922751331792384,18.69732481252867,,0.7513708333333332,54.91721666666666,2,2018,BASE+ALL
2019-04-21,12.868253655911017,11.81629753112793,12.383813905061492,37.77637664319138,18.711185433822955,18.478104851481817,,4.930691666666666,54.91721666666666,2,2018,BASE+ALL
2019-04-22,12.945666384856208,11.43200397491455,11.068062367332821,36.53992021358457,17.99641323517204,17.762816418781707,,6.885437499999999,54.91721666666666,2,2018,BASE+ALL
2019-04-23,12.557907178644836,12.206932067871094,11.07940484298065,37.50973599207856,18.338495020393786,18.105146994905066,,9.979708333333331,54.91721666666666,2,2018,BASE+ALL
2019-04-24,14.27298431244911,11.48410415649414,11.515146151272704,37.11854479736522,18.597694854395293,18.354634794715395,,9.6188125,54.91721666666666,2,2018,BASE+ALL
2019-04-25,14.464052107912183,12.558659553527832,12.809096553479018,35.39081772589551,18.805656485203635,18.59371544362829,18.28357819981818,10.098175,54.91721666666666,2,2018,BASE+ALL
2019-04-26,16.411461820007577,13.331902503967285,16.275493990314434,34.94753213379376,20.24159761202076,20.04982330525155,7.773193739833334,24.762879166666668,54.91721666666666,2,2018,BASE+ALL
2019-04-27,23.643536703287136,20.24675941467285,16.807971648447637,30.381885556628752,22.770038330759093,22.640727089128315,-2.075666022214285,1.6339125,54.91721666666666,2,2018,BASE+ALL
2019-04-28,15.01506224603022,10.935611724853516,11.832585062027377,35.281509736861324,18.266192192443107,18.032487251504104,,8.177708333333333,54.91721666666666,2,2018,BASE+ALL
2019-04-29,13.752370479375463,10.916653633117676,10.801785229611484,36.267884479367225,17.934673455367964,17.69300459759244,,11.046304166666667,54.91721666666666,2,2018,BASE+ALL
2019-04-30,13.506376300976504,10.780814170837402,10.387243448521279,35.285489684400424,17.489980901183905,17.254798313225635,,8.127679166666667,54.91721666666666,2,2018,BASE+ALL
2019-05-01,12.26744669758892,8.756950378417969,8.728723986711154,35.95731880803721,16.427609967688813,16.16626194011185,,6.554654166666666,54.91721666666666,2,2018,BASE+ALL
2019-05-02,12.781780724587094,8.83096694946289,7.973874693567964,33.99731530203172,15.895984417412418,15.645342529615004,,10.502058333333332,54.91721666666666,2,2018,BASE+ALL
2019-05-03,12.66131876694086,8.83096694946289,8.142920632804525,34.70645031420534,16.085414165853404,15.83014623013004,13.855148937142856,12.1173875,54.91721666666666,2,2018,BASE+ALL
2019-05-04,12.899914739901167,9.792279243469238,9.180547631918044,35.64140650244284,16.87853702943282,16.62799050813001,-93.03084991666668,-13.958904166666663,54.91721666666666,2,2018,BASE+ALL
2019-05-05,12.172724413785774,9.567618370056152,9.145687364230838,35.418931749734696,16.576240474451865,16.329603014696772,-11.8239870715625,-0.4078499999999998,54.91721666666666,2,2018,BASE+ALL
2019-05-06,11.84575533406212,10.891271591186523,9.172951541541998,36.366288571888745,17.069066759669845,16.827326474835814,,-2.196466666666667,54.91721666666666,2,2018,BASE+ALL
2019-05-07,12.416688747324894,10.783939361572266,9.742852689429139,34.55546923811777,16.874737509111018,16.64834177045089,,3.8469625,54.91721666666666,2,2018,BASE+ALL
2019-05-08,26.37548533725892,33.252525329589844,37.52968641233282,37.07708833110379,33.558696352571346,33.58841919243585,,27.71636666666667,54.91721666666666,2,2018,BASE+ALL
2019-05-09,20.434056613175677,16.344942092895508,17.728599134326906,36.28539799873148,22.698248959782394,22.50649317530007,7.141304566214286,34.2124625,54.91721666666666,2,2018,BASE+ALL
2019-05-10,14.539292458409742,12.462804794311523,14.969514317262686,34.90312112848815,19.218683174618025,19.022603992692435,,1.8526791666666664,54.91721666666666,2,2018,BASE+ALL
2019-05-11,13.11184297467157,11.056604385375977,14.771822143133754,33.82580189546987,18.191517849662795,17.999780184359267,-7.749907995285715,-0.5256708333333332,54.91721666666666,2,2018,BASE+ALL
2019-05-12,13.132703572393314,12.074542045593262,15.652770511099346,34.90603142693786,18.941511889005945,18.75397968873161,,2.167658333333333,54.91721666666666,2,2018,BASE+ALL
2019-05-13,12.912687147983718,12.056962013244629,16.105902359398332,34.952845432134936,19.007099238190403,18.822908177426964,,-0.8236166666666667,54.91721666666666,2,2018,BASE+ALL
2019-05-14,12.93169506306066,11.794154167175293,16.105902359398332,33.50804597609428,18.58494939143214,18.411235631452385,,-0.1332249999999998,54.91721666666666,2,2018,BASE+ALL
2019-05-15,12.839108529875244,11.794154167175293,16.254718478072046,34.07906686037468,18.741762008874318,18.564373578321234,,-0.2388749999999999,54.91721666666666,2,2018,BASE+ALL
