ssp,gcm,realization,tower,year,multiplier,model,annual_mean
ssp245,MPI-ESM1-2-LR,2,2,2037,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2037,3.0,Ensemble_unweighted,22.42739087137256
ssp245,MPI-ESM1-2-LR,2,2,2037,3.0,Ensemble_MASEweighted,22.400193062136182
ssp245,MPI-ESM1-2-LR,2,2,2038,1.0,RF,20.39951809239449
ssp245,MPI-ESM1-2-LR,2,2,2038,1.0,XGB,19.091343153339544
ssp245,MPI-ESM1-2-LR,2,2,2038,1.0,LightGBM,19.16742173862518
ssp245,MPI-ESM1-2-LR,2,2,2038,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2038,1.0,Ensemble_unweighted,18.838789741665085
ssp245,MPI-ESM1-2-LR,2,2,2038,1.0,Ensemble_MASEweighted,18.85319964734148
ssp245,MPI-ESM1-2-LR,2,2,2038,2.0,RF,21.456357738071052
ssp245,MPI-ESM1-2-LR,2,2,2038,2.0,XGB,21.16438664736813
ssp245,MPI-ESM1-2-LR,2,2,2038,2.0,LightGBM,21.467236132245805
ssp245,MPI-ESM1-2-LR,2,2,2038,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2038,2.0,Ensemble_unweighted,21.20256141285218
ssp245,MPI-ESM1-2-LR,2,2,2038,2.0,Ensemble_MASEweighted,21.20664765379275
ssp245,MPI-ESM1-2-LR,2,2,2038,3.0,RF,21.930867279253974
ssp245,MPI-ESM1-2-LR,2,2,2038,3.0,XGB,21.66594093793059
ssp245,MPI-ESM1-2-LR,2,2,2038,3.0,LightGBM,22.244742625647643
ssp245,MPI-ESM1-2-LR,2,2,2038,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2038,3.0,Ensemble_unweighted,22.647301281994633
ssp245,MPI-ESM1-2-LR,2,2,2038,3.0,Ensemble_MASEweighted,22.621873393703314
ssp245,MPI-ESM1-2-LR,2,2,2039,1.0,RF,20.022787549753392
ssp245,MPI-ESM1-2-LR,2,2,2039,1.0,XGB,18.652531406977406
ssp245,MPI-ESM1-2-LR,2,2,2039,1.0,LightGBM,18.74543793221325
ssp245,MPI-ESM1-2-LR,2,2,2039,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2039,1.0,Ensemble_unweighted,18.529408217811294
ssp245,MPI-ESM1-2-LR,2,2,2039,1.0,Ensemble_MASEweighted,18.539673649065325
ssp245,MPI-ESM1-2-LR,2,2,2039,2.0,RF,21.099314832305332
ssp245,MPI-ESM1-2-LR,2,2,2039,2.0,XGB,20.713040367544515
ssp245,MPI-ESM1-2-LR,2,2,2039,2.0,LightGBM,21.051945299010075
ssp245,MPI-ESM1-2-LR,2,2,2039,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2039,2.0,Ensemble_unweighted,20.89664140814591
ssp245,MPI-ESM1-2-LR,2,2,2039,2.0,Ensemble_MASEweighted,20.89640555480339
ssp245,MPI-ESM1-2-LR,2,2,2039,3.0,RF,21.571626216411172
ssp245,MPI-ESM1-2-LR,2,2,2039,3.0,XGB,21.223407405696502
ssp245,MPI-ESM1-2-LR,2,2,2039,3.0,LightGBM,21.834122543718614
ssp245,MPI-ESM1-2-LR,2,2,2039,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2039,3.0,Ensemble_unweighted,22.344202612743153
ssp245,MPI-ESM1-2-LR,2,2,2039,3.0,Ensemble_MASEweighted,22.314567908636416
ssp245,MPI-ESM1-2-LR,2,2,2040,1.0,RF,20.108037598324977
ssp245,MPI-ESM1-2-LR,2,2,2040,1.0,XGB,18.885218032418866
ssp245,MPI-ESM1-2-LR,2,2,2040,1.0,LightGBM,18.99758214654268
ssp245,MPI-ESM1-2-LR,2,2,2040,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2040,1.0,Ensemble_unweighted,18.67192843989691
ssp245,MPI-ESM1-2-LR,2,2,2040,1.0,Ensemble_MASEweighted,18.685198861958384
ssp245,MPI-ESM1-2-LR,2,2,2040,2.0,RF,21.20107523369228
ssp245,MPI-ESM1-2-LR,2,2,2040,2.0,XGB,20.963446238269544
ssp245,MPI-ESM1-2-LR,2,2,2040,2.0,LightGBM,21.29329958425973
ssp245,MPI-ESM1-2-LR,2,2,2040,2.0,SARIMAX,20.722265133723727
ssp245,MPI-ESM1-2-LR,2,2,2040,2.0,Ensemble_unweighted,21.04502154748632
ssp245,MPI-ESM1-2-LR,2,2,2040,2.0,Ensemble_MASEweighted,21.047786283208012
ssp245,MPI-ESM1-2-LR,2,2,2040,3.0,RF,21.687208818130852
ssp245,MPI-ESM1-2-LR,2,2,2040,3.0,XGB,21.4629723483569
ssp245,MPI-ESM1-2-LR,2,2,2040,3.0,LightGBM,22.073161222344538
ssp245,MPI-ESM1-2-LR,2,2,2040,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2040,3.0,Ensemble_unweighted,22.492749168494655
ssp245,MPI-ESM1-2-LR,2,2,2040,3.0,Ensemble_MASEweighted,22.465931427889732
ssp245,MPI-ESM1-2-LR,2,2,2041,1.0,RF,20.209871414050063
ssp245,MPI-ESM1-2-LR,2,2,2041,1.0,XGB,18.915133431839617
ssp245,MPI-ESM1-2-LR,2,2,2041,1.0,LightGBM,19.03853561952813
ssp245,MPI-ESM1-2-LR,2,2,2041,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2041,1.0,Ensemble_unweighted,18.715104111929733
ssp245,MPI-ESM1-2-LR,2,2,2041,1.0,Ensemble_MASEweighted,18.728303821500145
ssp245,MPI-ESM1-2-LR,2,2,2041,2.0,RF,21.2289628948282
ssp245,MPI-ESM1-2-LR,2,2,2041,2.0,XGB,21.008132150728407
ssp245,MPI-ESM1-2-LR,2,2,2041,2.0,LightGBM,21.34467466914143
ssp245,MPI-ESM1-2-LR,2,2,2041,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2041,2.0,Ensemble_unweighted,21.076008712105445
ssp245,MPI-ESM1-2-LR,2,2,2041,2.0,Ensemble_MASEweighted,21.079303674643374
ssp245,MPI-ESM1-2-LR,2,2,2041,3.0,RF,21.698254923083006
ssp245,MPI-ESM1-2-LR,2,2,2041,3.0,XGB,21.524256008618497
ssp245,MPI-ESM1-2-LR,2,2,2041,3.0,LightGBM,22.130727072810217
ssp245,MPI-ESM1-2-LR,2,2,2041,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2041,3.0,Ensemble_unweighted,22.52522307241451
ssp245,MPI-ESM1-2-LR,2,2,2041,3.0,Ensemble_MASEweighted,22.499208202734486
ssp245,MPI-ESM1-2-LR,2,2,2042,1.0,RF,20.373070954356677
ssp245,MPI-ESM1-2-LR,2,2,2042,1.0,XGB,19.15889053606007
ssp245,MPI-ESM1-2-LR,2,2,2042,1.0,LightGBM,19.223804628979703
ssp245,MPI-ESM1-2-LR,2,2,2042,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2042,1.0,Ensemble_unweighted,18.863160525424394
ssp245,MPI-ESM1-2-LR,2,2,2042,1.0,Ensemble_MASEweighted,18.87862928713954
ssp245,MPI-ESM1-2-LR,2,2,2042,2.0,RF,21.456493513264203
ssp245,MPI-ESM1-2-LR,2,2,2042,2.0,XGB,21.23657824372592
ssp245,MPI-ESM1-2-LR,2,2,2042,2.0,LightGBM,21.530234648510607
ssp245,MPI-ESM1-2-LR,2,2,2042,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2042,2.0,Ensemble_unweighted,21.236392884806115
ssp245,MPI-ESM1-2-LR,2,2,2042,2.0,Ensemble_MASEweighted,21.241468358879402
ssp245,MPI-ESM1-2-LR,2,2,2042,3.0,RF,21.94073716273917
ssp245,MPI-ESM1-2-LR,2,2,2042,3.0,XGB,21.733813024547
ssp245,MPI-ESM1-2-LR,2,2,2042,3.0,LightGBM,22.299716060718197
ssp245,MPI-ESM1-2-LR,2,2,2042,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2042,3.0,Ensemble_unweighted,22.680480133287677
ssp245,MPI-ESM1-2-LR,2,2,2042,3.0,Ensemble_MASEweighted,22.655902724050755
ssp245,MPI-ESM1-2-LR,2,2,2043,1.0,RF,20.28278899292068
ssp245,MPI-ESM1-2-LR,2,2,2043,1.0,XGB,19.14798615599332
ssp245,MPI-ESM1-2-LR,2,2,2043,1.0,LightGBM,19.211085426642345
ssp245,MPI-ESM1-2-LR,2,2,2043,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2043,1.0,Ensemble_unweighted,18.83468413946437
ssp245,MPI-ESM1-2-LR,2,2,2043,1.0,Ensemble_MASEweighted,18.850488635567405
ssp245,MPI-ESM1-2-LR,2,2,2043,2.0,RF,21.347179821713432
ssp245,MPI-ESM1-2-LR,2,2,2043,2.0,XGB,21.226224282669694
ssp245,MPI-ESM1-2-LR,2,2,2043,2.0,LightGBM,21.514736829300205
ssp245,MPI-ESM1-2-LR,2,2,2043,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2043,2.0,Ensemble_unweighted,21.202601516851765
ssp245,MPI-ESM1-2-LR,2,2,2043,2.0,Ensemble_MASEweighted,21.208107297465222
ssp245,MPI-ESM1-2-LR,2,2,2043,3.0,RF,21.824871079720882
ssp245,MPI-ESM1-2-LR,2,2,2043,3.0,XGB,21.725432761727948
ssp245,MPI-ESM1-2-LR,2,2,2043,3.0,LightGBM,22.285959573617916
ssp245,MPI-ESM1-2-LR,2,2,2043,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2043,3.0,Ensemble_unweighted,22.64597942505327
ssp245,MPI-ESM1-2-LR,2,2,2043,3.0,Ensemble_MASEweighted,22.621896094363102
ssp245,MPI-ESM1-2-LR,2,2,2044,1.0,RF,19.910330813861144
ssp245,MPI-ESM1-2-LR,2,2,2044,1.0,XGB,18.803738630634463
ssp245,MPI-ESM1-2-LR,2,2,2044,1.0,LightGBM,18.828341789248167
ssp245,MPI-ESM1-2-LR,2,2,2044,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2044,1.0,Ensemble_unweighted,18.55982180401123
ssp245,MPI-ESM1-2-LR,2,2,2044,1.0,Ensemble_MASEweighted,18.572498912264674
ssp245,MPI-ESM1-2-LR,2,2,2044,2.0,RF,20.978741640022278
ssp245,MPI-ESM1-2-LR,2,2,2044,2.0,XGB,20.876853859261292
ssp245,MPI-ESM1-2-LR,2,2,2044,2.0,LightGBM,21.12979019982597
ssp245,MPI-ESM1-2-LR,2,2,2044,2.0,SARIMAX,20.722265133723727
ssp245,MPI-ESM1-2-LR,2,2,2044,2.0,Ensemble_unweighted,20.926912708208317
ssp245,MPI-ESM1-2-LR,2,2,2044,2.0,Ensemble_MASEweighted,20.92921180173465
ssp245,MPI-ESM1-2-LR,2,2,2044,3.0,RF,21.460825884211864
ssp245,MPI-ESM1-2-LR,2,2,2044,3.0,XGB,21.384441336540327
ssp245,MPI-ESM1-2-LR,2,2,2044,3.0,LightGBM,21.90294885429825
ssp245,MPI-ESM1-2-LR,2,2,2044,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2044,3.0,Ensemble_unweighted,22.37396759004919
ssp245,MPI-ESM1-2-LR,2,2,2044,3.0,Ensemble_MASEweighted,22.346736163614484
ssp245,MPI-ESM1-2-LR,2,2,2045,1.0,RF,20.32360307482083
ssp245,MPI-ESM1-2-LR,2,2,2045,1.0,XGB,19.033000867660732
ssp245,MPI-ESM1-2-LR,2,2,2045,1.0,LightGBM,19.182521764125973
ssp245,MPI-ESM1-2-LR,2,2,2045,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2045,1.0,Ensemble_unweighted,18.809000422227168
ssp245,MPI-ESM1-2-LR,2,2,2045,1.0,Ensemble_MASEweighted,18.82342444350737
ssp245,MPI-ESM1-2-LR,2,2,2045,2.0,RF,21.395158929970677
ssp245,MPI-ESM1-2-LR,2,2,2045,2.0,XGB,21.120989182877214
ssp245,MPI-ESM1-2-LR,2,2,2045,2.0,LightGBM,21.483664362081793
ssp245,MPI-ESM1-2-LR,2,2,2045,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2045,2.0,Ensemble_unweighted,21.180519402163355
ssp245,MPI-ESM1-2-LR,2,2,2045,2.0,Ensemble_MASEweighted,21.1846732747828
ssp245,MPI-ESM1-2-LR,2,2,2045,3.0,RF,21.84668304118023
ssp245,MPI-ESM1-2-LR,2,2,2045,3.0,XGB,21.620570875193973
ssp245,MPI-ESM1-2-LR,2,2,2045,3.0,LightGBM,22.26376347677587
ssp245,MPI-ESM1-2-LR,2,2,2045,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2045,3.0,Ensemble_unweighted,22.6196679195741
ssp245,MPI-ESM1-2-LR,2,2,2045,3.0,Ensemble_MASEweighted,22.594434482042303
ssp245,MPI-ESM1-2-LR,2,2,2046,1.0,RF,20.352788312806815
ssp245,MPI-ESM1-2-LR,2,2,2046,1.0,XGB,19.107418932980053
ssp245,MPI-ESM1-2-LR,2,2,2046,1.0,LightGBM,19.21539668550823
ssp245,MPI-ESM1-2-LR,2,2,2046,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2046,1.0,Ensemble_unweighted,18.84311997839906
ssp245,MPI-ESM1-2-LR,2,2,2046,1.0,Ensemble_MASEweighted,18.858211977701792
ssp245,MPI-ESM1-2-LR,2,2,2046,2.0,RF,21.40647247525547
ssp245,MPI-ESM1-2-LR,2,2,2046,2.0,XGB,21.198174941703066
ssp245,MPI-ESM1-2-LR,2,2,2046,2.0,LightGBM,21.53156747107443
ssp245,MPI-ESM1-2-LR,2,2,2046,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2046,2.0,Ensemble_unweighted,21.214620005439173
ssp245,MPI-ESM1-2-LR,2,2,2046,2.0,Ensemble_MASEweighted,21.219654178110193
ssp245,MPI-ESM1-2-LR,2,2,2046,3.0,RF,21.86631603308144
ssp245,MPI-ESM1-2-LR,2,2,2046,3.0,XGB,21.709023036695505
ssp245,MPI-ESM1-2-LR,2,2,2046,3.0,LightGBM,22.315363328285436
ssp245,MPI-ESM1-2-LR,2,2,2046,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2046,3.0,Ensemble_unweighted,22.659589170802178
ssp245,MPI-ESM1-2-LR,2,2,2046,3.0,Ensemble_MASEweighted,22.635307806363862
ssp245,MPI-ESM1-2-LR,2,2,2047,1.0,RF,20.388598299524485
ssp245,MPI-ESM1-2-LR,2,2,2047,1.0,XGB,19.269953939359482
ssp245,MPI-ESM1-2-LR,2,2,2047,1.0,LightGBM,19.33922134074291
ssp245,MPI-ESM1-2-LR,2,2,2047,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2047,1.0,Ensemble_unweighted,18.923662390482
ssp245,MPI-ESM1-2-LR,2,2,2047,1.0,Ensemble_MASEweighted,18.940676827097974
ssp245,MPI-ESM1-2-LR,2,2,2047,2.0,RF,21.474305521176976
ssp245,MPI-ESM1-2-LR,2,2,2047,2.0,XGB,21.353869780449017
ssp245,MPI-ESM1-2-LR,2,2,2047,2.0,LightGBM,21.64464787709231
ssp245,MPI-ESM1-2-LR,2,2,2047,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2047,2.0,Ensemble_unweighted,21.29877207811051
ssp245,MPI-ESM1-2-LR,2,2,2047,2.0,Ensemble_MASEweighted,21.305427817116268
ssp245,MPI-ESM1-2-LR,2,2,2047,3.0,RF,21.967762788514726
ssp245,MPI-ESM1-2-LR,2,2,2047,3.0,XGB,21.856931994712514
ssp245,MPI-ESM1-2-LR,2,2,2047,3.0,LightGBM,22.41712025696244
ssp245,MPI-ESM1-2-LR,2,2,2047,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2047,3.0,Ensemble_unweighted,22.747367331334004
ssp245,MPI-ESM1-2-LR,2,2,2047,3.0,Ensemble_MASEweighted,22.72438626434606
ssp245,MPI-ESM1-2-LR,2,2,2048,1.0,RF,20.326233802425946
ssp245,MPI-ESM1-2-LR,2,2,2048,1.0,XGB,19.23238644795875
ssp245,MPI-ESM1-2-LR,2,2,2048,1.0,LightGBM,19.233707261141593
ssp245,MPI-ESM1-2-LR,2,2,2048,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2048,1.0,Ensemble_unweighted,18.872300873456858
ssp245,MPI-ESM1-2-LR,2,2,2048,1.0,Ensemble_MASEweighted,18.888718499771926
ssp245,MPI-ESM1-2-LR,2,2,2048,2.0,RF,21.435032788818216
ssp245,MPI-ESM1-2-LR,2,2,2048,2.0,XGB,21.297905530015083
ssp245,MPI-ESM1-2-LR,2,2,2048,2.0,LightGBM,21.529550652719742
ssp245,MPI-ESM1-2-LR,2,2,2048,2.0,SARIMAX,20.722265133723727
ssp245,MPI-ESM1-2-LR,2,2,2048,2.0,Ensemble_unweighted,21.246188526319195
ssp245,MPI-ESM1-2-LR,2,2,2048,2.0,Ensemble_MASEweighted,21.25190446128064
ssp245,MPI-ESM1-2-LR,2,2,2048,3.0,RF,21.919274866891527
ssp245,MPI-ESM1-2-LR,2,2,2048,3.0,XGB,21.807467481534776
ssp245,MPI-ESM1-2-LR,2,2,2048,3.0,LightGBM,22.301183232188954
ssp245,MPI-ESM1-2-LR,2,2,2048,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2048,3.0,Ensemble_unweighted,22.693894966440396
ssp245,MPI-ESM1-2-LR,2,2,2048,3.0,Ensemble_MASEweighted,22.670076200898546
ssp245,MPI-ESM1-2-LR,2,2,2049,1.0,RF,20.415412667085302
ssp245,MPI-ESM1-2-LR,2,2,2049,1.0,XGB,19.207391292101715
ssp245,MPI-ESM1-2-LR,2,2,2049,1.0,LightGBM,19.254671529994816
ssp245,MPI-ESM1-2-LR,2,2,2049,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2049,1.0,Ensemble_unweighted,18.893587867870743
ssp245,MPI-ESM1-2-LR,2,2,2049,1.0,Ensemble_MASEweighted,18.90941754088639
ssp245,MPI-ESM1-2-LR,2,2,2049,2.0,RF,21.53751721819063
ssp245,MPI-ESM1-2-LR,2,2,2049,2.0,XGB,21.255802397532005
ssp245,MPI-ESM1-2-LR,2,2,2049,2.0,LightGBM,21.54194231648185
ssp245,MPI-ESM1-2-LR,2,2,2049,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2049,2.0,Ensemble_unweighted,21.264381766482053
ssp245,MPI-ESM1-2-LR,2,2,2049,2.0,Ensemble_MASEweighted,21.26923840729905
ssp245,MPI-ESM1-2-LR,2,2,2049,3.0,RF,22.0065343649634
ssp245,MPI-ESM1-2-LR,2,2,2049,3.0,XGB,21.77196152046935
ssp245,MPI-ESM1-2-LR,2,2,2049,3.0,LightGBM,22.320048024257535
ssp245,MPI-ESM1-2-LR,2,2,2049,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2049,3.0,Ensemble_unweighted,22.711549548709154
ssp245,MPI-ESM1-2-LR,2,2,2049,3.0,Ensemble_MASEweighted,22.687051219534595
ssp245,MPI-ESM1-2-LR,2,2,2050,1.0,RF,19.963532594843638
ssp245,MPI-ESM1-2-LR,2,2,2050,1.0,XGB,18.88072062191898
ssp245,MPI-ESM1-2-LR,2,2,2050,1.0,LightGBM,18.968627236619874
ssp245,MPI-ESM1-2-LR,2,2,2050,1.0,SARIMAX,16.69687598230113
ssp245,MPI-ESM1-2-LR,2,2,2050,1.0,Ensemble_unweighted,18.627439108920903
ssp245,MPI-ESM1-2-LR,2,2,2050,1.0,Ensemble_MASEweighted,18.641306928478652
ssp245,MPI-ESM1-2-LR,2,2,2050,2.0,RF,21.012632489391514
ssp245,MPI-ESM1-2-LR,2,2,2050,2.0,XGB,20.961402968837792
ssp245,MPI-ESM1-2-LR,2,2,2050,2.0,LightGBM,21.276748142674055
ssp245,MPI-ESM1-2-LR,2,2,2050,2.0,SARIMAX,20.72226513372373
ssp245,MPI-ESM1-2-LR,2,2,2050,2.0,Ensemble_unweighted,20.993262183656775
ssp245,MPI-ESM1-2-LR,2,2,2050,2.0,Ensemble_MASEweighted,20.99696401480815
ssp245,MPI-ESM1-2-LR,2,2,2050,3.0,RF,21.49644065592775
ssp245,MPI-ESM1-2-LR,2,2,2050,3.0,XGB,21.46003475189209
ssp245,MPI-ESM1-2-LR,2,2,2050,3.0,LightGBM,22.04957533727643
ssp245,MPI-ESM1-2-LR,2,2,2050,3.0,SARIMAX,24.74765428514633
ssp245,MPI-ESM1-2-LR,2,2,2050,3.0,Ensemble_unweighted,22.438426257560646
ssp245,MPI-ESM1-2-LR,2,2,2050,3.0,Ensemble_MASEweighted,22.41250936637122
ssp245,MPI-ESM1-2-LR,2,4,2025,1.0,RF,29.695028535599782
ssp245,MPI-ESM1-2-LR,2,4,2025,1.0,XGB,27.957372768611123
ssp245,MPI-ESM1-2-LR,2,4,2025,1.0,LightGBM,29.69716511863369
ssp245,MPI-ESM1-2-LR,2,4,2025,1.0,SARIMAX,23.955645613119437
ssp245,MPI-ESM1-2-LR,2,4,2025,1.0,Ensemble_unweighted,27.82630300899101
ssp245,MPI-ESM1-2-LR,2,4,2025,1.0,Ensemble_MASEweighted,27.862423544499094
ssp245,MPI-ESM1-2-LR,2,4,2025,2.0,RF,42.73803946751831
ssp245,MPI-ESM1-2-LR,2,4,2025,2.0,XGB,39.26168789145065
ssp245,MPI-ESM1-2-LR,2,4,2025,2.0,LightGBM,40.0011282706763
ssp245,MPI-ESM1-2-LR,2,4,2025,2.0,SARIMAX,44.05177501996783
ssp245,MPI-ESM1-2-LR,2,4,2025,2.0,Ensemble_unweighted,41.51315766240327
ssp245,MPI-ESM1-2-LR,2,4,2025,2.0,Ensemble_MASEweighted,41.455571533112696
ssp245,MPI-ESM1-2-LR,2,4,2025,3.0,RF,46.285199925736926
ssp245,MPI-ESM1-2-LR,2,4,2025,3.0,XGB,42.47152125084237
ssp245,MPI-ESM1-2-LR,2,4,2025,3.0,LightGBM,43.756126857017435
ssp245,MPI-ESM1-2-LR,2,4,2025,3.0,SARIMAX,64.14790442681621
ssp245,MPI-ESM1-2-LR,2,4,2025,3.0,Ensemble_unweighted,49.16518811510323
ssp245,MPI-ESM1-2-LR,2,4,2025,3.0,Ensemble_MASEweighted,48.958967706668076
ssp245,MPI-ESM1-2-LR,2,4,2026,1.0,RF,29.907244536827307
ssp245,MPI-ESM1-2-LR,2,4,2026,1.0,XGB,27.97141991837384
ssp245,MPI-ESM1-2-LR,2,4,2026,1.0,LightGBM,29.71060168344943
ssp245,MPI-ESM1-2-LR,2,4,2026,1.0,SARIMAX,23.955645613119437
ssp245,MPI-ESM1-2-LR,2,4,2026,1.0,Ensemble_unweighted,27.8862279379425
ssp245,MPI-ESM1-2-LR,2,4,2026,1.0,Ensemble_MASEweighted,27.921362888788156
ssp245,MPI-ESM1-2-LR,2,4,2026,2.0,RF,42.841826001120275
ssp245,MPI-ESM1-2-LR,2,4,2026,2.0,XGB,39.29360966225193
ssp245,MPI-ESM1-2-LR,2,4,2026,2.0,LightGBM,40.041774064818604
ssp245,MPI-ESM1-2-LR,2,4,2026,2.0,SARIMAX,44.05177501996783
ssp245,MPI-ESM1-2-LR,2,4,2026,2.0,Ensemble_unweighted,41.55724618703965
ssp245,MPI-ESM1-2-LR,2,4,2026,2.0,Ensemble_MASEweighted,41.49959378532531
ssp245,MPI-ESM1-2-LR,2,4,2026,3.0,RF,46.35759003163576
ssp245,MPI-ESM1-2-LR,2,4,2026,3.0,XGB,42.50975890355567
ssp245,MPI-ESM1-2-LR,2,4,2026,3.0,LightGBM,43.80425840808351
ssp245,MPI-ESM1-2-LR,2,4,2026,3.0,SARIMAX,64.14790442681621
ssp245,MPI-ESM1-2-LR,2,4,2026,3.0,Ensemble_unweighted,49.20487794252279
ssp245,MPI-ESM1-2-LR,2,4,2026,3.0,Ensemble_MASEweighted,48.998864886161726
ssp245,MPI-ESM1-2-LR,2,4,2027,1.0,RF,29.58765820144881
ssp245,MPI-ESM1-2-LR,2,4,2027,1.0,XGB,27.922840623986232
ssp245,MPI-ESM1-2-LR,2,4,2027,1.0,LightGBM,29.688528980454738
ssp245,MPI-ESM1-2-LR,2,4,2027,1.0,SARIMAX,23.955645613119437
ssp245,MPI-ESM1-2-LR,2,4,2027,1.0,Ensemble_unweighted,27.788668354752307
ssp245,MPI-ESM1-2-LR,2,4,2027,1.0,Ensemble_MASEweighted,27.825042061861883
ssp245,MPI-ESM1-2-LR,2,4,2027,2.0,RF,42.720028350347306
ssp245,MPI-ESM1-2-LR,2,4,2027,2.0,XGB,39.21736306360323
ssp245,MPI-ESM1-2-LR,2,4,2027,2.0,LightGBM,40.02796685623461
ssp245,MPI-ESM1-2-LR,2,4,2027,2.0,SARIMAX,44.05177501996783
ssp245,MPI-ESM1-2-LR,2,4,2027,2.0,Ensemble_unweighted,41.50428332253824
ssp245,MPI-ESM1-2-LR,2,4,2027,2.0,Ensemble_MASEweighted,41.44657723473717
ssp245,MPI-ESM1-2-LR,2,4,2027,3.0,RF,46.24313319907444
ssp245,MPI-ESM1-2-LR,2,4,2027,3.0,XGB,42.441278380563816
ssp245,MPI-ESM1-2-LR,2,4,2027,3.0,LightGBM,43.775339141613635
ssp245,MPI-ESM1-2-LR,2,4,2027,3.0,SARIMAX,64.14790442681621
ssp245,MPI-ESM1-2-LR,2,4,2027,3.0,Ensemble_unweighted,49.15191378701702
ssp245,MPI-ESM1-2-LR,2,4,2027,3.0,Ensemble_MASEweighted,48.9457831551713
ssp245,MPI-ESM1-2-LR,2,4,2028,1.0,RF,29.68637755652948
ssp245,MPI-ESM1-2-LR,2,4,2028,1.0,XGB,27.895980001475714
ssp245,MPI-ESM1-2-LR,2,4,2028,1.0,LightGBM,29.68783995959605
ssp245,MPI-ESM1-2-LR,2,4,2028,1.0,SARIMAX,23.955645613119437
ssp245,MPI-ESM1-2-LR,2,4,2028,1.0,Ensemble_unweighted,27.80646078268017
ssp245,MPI-ESM1-2-LR,2,4,2028,1.0,Ensemble_MASEweighted,27.842049298624765
ssp245,MPI-ESM1-2-LR,2,4,2028,2.0,RF,42.810042673550875
ssp245,MPI-ESM1-2-LR,2,4,2028,2.0,XGB,39.21717399962961
ssp245,MPI-ESM1-2-LR,2,4,2028,2.0,LightGBM,40.03732193421465
ssp245,MPI-ESM1-2-LR,2,4,2028,2.0,SARIMAX,44.05177501996783
ssp245,MPI-ESM1-2-LR,2,4,2028,2.0,Ensemble_unweighted,41.52907840684073
ssp245,MPI-ESM1-2-LR,2,4,2028,2.0,Ensemble_MASEweighted,41.47092328971608
ssp245,MPI-ESM1-2-LR,2,4,2028,3.0,RF,46.341178965428426
ssp245,MPI-ESM1-2-LR,2,4,2028,3.0,XGB,42.42852467576118
ssp245,MPI-ESM1-2-LR,2,4,2028,3.0,LightGBM,43.782199872607464
ssp245,MPI-ESM1-2-LR,2,4,2028,3.0,SARIMAX,64.14790442681621
ssp245,MPI-ESM1-2-LR,2,4,2028,3.0,Ensemble_unweighted,49.174951985153314
