ssp,gcm,realization,tower,year,multiplier,model,annual_mean
ssp245,CNRM-CM6-1,2,9,2042,2.0,LightGBM,46.4236467771366
ssp245,CNRM-CM6-1,2,9,2042,2.0,SARIMAX,59.42929947819924
ssp245,CNRM-CM6-1,2,9,2042,2.0,Ensemble_unweighted,49.34186914623654
ssp245,CNRM-CM6-1,2,9,2042,2.0,Ensemble_MASEweighted,49.222487268880876
ssp245,CNRM-CM6-1,2,9,2042,3.0,RF,49.636085114549026
ssp245,CNRM-CM6-1,2,9,2042,3.0,XGB,48.6131312670773
ssp245,CNRM-CM6-1,2,9,2042,3.0,LightGBM,49.59966290094009
ssp245,CNRM-CM6-1,2,9,2042,3.0,SARIMAX,82.24448635279889
ssp245,CNRM-CM6-1,2,9,2042,3.0,Ensemble_unweighted,57.52334140884133
ssp245,CNRM-CM6-1,2,9,2042,3.0,Ensemble_MASEweighted,57.224768464629584
ssp245,CNRM-CM6-1,2,9,2043,1.0,RF,34.32876969972856
ssp245,CNRM-CM6-1,2,9,2043,1.0,XGB,34.485496925981074
ssp245,CNRM-CM6-1,2,9,2043,1.0,LightGBM,36.58180133834304
ssp245,CNRM-CM6-1,2,9,2043,1.0,SARIMAX,36.6141126035996
ssp245,CNRM-CM6-1,2,9,2043,1.0,Ensemble_unweighted,35.50254514191307
ssp245,CNRM-CM6-1,2,9,2043,1.0,Ensemble_MASEweighted,35.49690717291165
ssp245,CNRM-CM6-1,2,9,2043,2.0,RF,46.1610997099609
ssp245,CNRM-CM6-1,2,9,2043,2.0,XGB,45.43048389382558
ssp245,CNRM-CM6-1,2,9,2043,2.0,LightGBM,46.247252988254104
ssp245,CNRM-CM6-1,2,9,2043,2.0,SARIMAX,59.42929947819924
ssp245,CNRM-CM6-1,2,9,2043,2.0,Ensemble_unweighted,49.31703401755995
ssp245,CNRM-CM6-1,2,9,2043,2.0,Ensemble_MASEweighted,49.193453509625236
ssp245,CNRM-CM6-1,2,9,2043,3.0,RF,49.88219206647307
ssp245,CNRM-CM6-1,2,9,2043,3.0,XGB,48.45421721837292
ssp245,CNRM-CM6-1,2,9,2043,3.0,LightGBM,49.42143908478164
ssp245,CNRM-CM6-1,2,9,2043,3.0,SARIMAX,82.24448635279889
ssp245,CNRM-CM6-1,2,9,2043,3.0,Ensemble_unweighted,57.50058368060662
ssp245,CNRM-CM6-1,2,9,2043,3.0,Ensemble_MASEweighted,57.19822326201049
ssp245,CNRM-CM6-1,2,9,2044,1.0,RF,33.998201533533
ssp245,CNRM-CM6-1,2,9,2044,1.0,XGB,34.20589476807477
ssp245,CNRM-CM6-1,2,9,2044,1.0,LightGBM,36.35811529513821
ssp245,CNRM-CM6-1,2,9,2044,1.0,SARIMAX,36.6141126035996
ssp245,CNRM-CM6-1,2,9,2044,1.0,Ensemble_unweighted,35.29408105008639
ssp245,CNRM-CM6-1,2,9,2044,1.0,Ensemble_MASEweighted,35.2865750057611
ssp245,CNRM-CM6-1,2,9,2044,2.0,RF,46.05148288390878
ssp245,CNRM-CM6-1,2,9,2044,2.0,XGB,45.18183745554049
ssp245,CNRM-CM6-1,2,9,2044,2.0,LightGBM,46.03329787553475
ssp245,CNRM-CM6-1,2,9,2044,2.0,SARIMAX,59.42929947819924
ssp245,CNRM-CM6-1,2,9,2044,2.0,Ensemble_unweighted,49.17397942329581
ssp245,CNRM-CM6-1,2,9,2044,2.0,Ensemble_MASEweighted,49.04761921702507
ssp245,CNRM-CM6-1,2,9,2044,3.0,RF,49.77370493003528
ssp245,CNRM-CM6-1,2,9,2044,3.0,XGB,48.1940244831451
ssp245,CNRM-CM6-1,2,9,2044,3.0,LightGBM,49.208121109854936
ssp245,CNRM-CM6-1,2,9,2044,3.0,SARIMAX,82.24448635279889
ssp245,CNRM-CM6-1,2,9,2044,3.0,Ensemble_unweighted,57.355084218958545
ssp245,CNRM-CM6-1,2,9,2044,3.0,Ensemble_MASEweighted,57.04984278149232
ssp245,CNRM-CM6-1,2,9,2045,1.0,RF,34.09589033762581
ssp245,CNRM-CM6-1,2,9,2045,1.0,XGB,34.32673996703265
ssp245,CNRM-CM6-1,2,9,2045,1.0,LightGBM,36.456690723398964
ssp245,CNRM-CM6-1,2,9,2045,1.0,SARIMAX,36.6141126035996
ssp245,CNRM-CM6-1,2,9,2045,1.0,Ensemble_unweighted,35.37335840791426
ssp245,CNRM-CM6-1,2,9,2045,1.0,Ensemble_MASEweighted,35.366923313477585
ssp245,CNRM-CM6-1,2,9,2045,2.0,RF,45.962756304373535
ssp245,CNRM-CM6-1,2,9,2045,2.0,XGB,45.30239930610134
ssp245,CNRM-CM6-1,2,9,2045,2.0,LightGBM,46.12834336137814
ssp245,CNRM-CM6-1,2,9,2045,2.0,SARIMAX,59.42929947819924
ssp245,CNRM-CM6-1,2,9,2045,2.0,Ensemble_unweighted,49.205699612513065
ssp245,CNRM-CM6-1,2,9,2045,2.0,Ensemble_MASEweighted,49.08142815802383
ssp245,CNRM-CM6-1,2,9,2045,3.0,RF,49.68213706582156
ssp245,CNRM-CM6-1,2,9,2045,3.0,XGB,48.313093822949554
ssp245,CNRM-CM6-1,2,9,2045,3.0,LightGBM,49.30729612796915
ssp245,CNRM-CM6-1,2,9,2045,3.0,SARIMAX,82.24448635279889
ssp245,CNRM-CM6-1,2,9,2045,3.0,Ensemble_unweighted,57.386753342384786
ssp245,CNRM-CM6-1,2,9,2045,3.0,Ensemble_MASEweighted,57.083628166931376
ssp245,CNRM-CM6-1,2,9,2046,1.0,RF,34.529387042948585
ssp245,CNRM-CM6-1,2,9,2046,1.0,XGB,35.26595796558955
ssp245,CNRM-CM6-1,2,9,2046,1.0,LightGBM,37.258179879796785
ssp245,CNRM-CM6-1,2,9,2046,1.0,SARIMAX,36.6141126035996
ssp245,CNRM-CM6-1,2,9,2046,1.0,Ensemble_unweighted,35.91690937298363
ssp245,CNRM-CM6-1,2,9,2046,1.0,Ensemble_MASEweighted,35.92082600077754
ssp245,CNRM-CM6-1,2,9,2046,2.0,RF,46.47626914785085
ssp245,CNRM-CM6-1,2,9,2046,2.0,XGB,46.200527925360696
ssp245,CNRM-CM6-1,2,9,2046,2.0,LightGBM,46.89517047640783
ssp245,CNRM-CM6-1,2,9,2046,2.0,SARIMAX,59.42929947819924
ssp245,CNRM-CM6-1,2,9,2046,2.0,Ensemble_unweighted,49.75031675695465
ssp245,CNRM-CM6-1,2,9,2046,2.0,Ensemble_MASEweighted,49.63539373946459
ssp245,CNRM-CM6-1,2,9,2046,3.0,RF,50.149855802997386
ssp245,CNRM-CM6-1,2,9,2046,3.0,XGB,49.202987378264126
ssp245,CNRM-CM6-1,2,9,2046,3.0,LightGBM,50.074510335200394
ssp245,CNRM-CM6-1,2,9,2046,3.0,SARIMAX,82.24448635279889
ssp245,CNRM-CM6-1,2,9,2046,3.0,Ensemble_unweighted,57.9179599673152
ssp245,CNRM-CM6-1,2,9,2046,3.0,Ensemble_MASEweighted,57.62437081750042
ssp245,CNRM-CM6-1,2,9,2047,1.0,RF,34.263360886010304
ssp245,CNRM-CM6-1,2,9,2047,1.0,XGB,34.649948606099166
ssp245,CNRM-CM6-1,2,9,2047,1.0,LightGBM,36.77130251004411
ssp245,CNRM-CM6-1,2,9,2047,1.0,SARIMAX,36.6141126035996
ssp245,CNRM-CM6-1,2,9,2047,1.0,Ensemble_unweighted,35.57468115143829
ssp245,CNRM-CM6-1,2,9,2047,1.0,Ensemble_MASEweighted,35.57193553120096
ssp245,CNRM-CM6-1,2,9,2047,2.0,RF,46.23598820337296
ssp245,CNRM-CM6-1,2,9,2047,2.0,XGB,45.615586960152406
ssp245,CNRM-CM6-1,2,9,2047,2.0,LightGBM,46.40137009759365
ssp245,CNRM-CM6-1,2,9,2047,2.0,SARIMAX,59.42929947819924
ssp245,CNRM-CM6-1,2,9,2047,2.0,Ensemble_unweighted,49.42056118482957
ssp245,CNRM-CM6-1,2,9,2047,2.0,Ensemble_MASEweighted,49.29905700190479
ssp245,CNRM-CM6-1,2,9,2047,3.0,RF,49.97762890340438
ssp245,CNRM-CM6-1,2,9,2047,3.0,XGB,48.615924960619786
ssp245,CNRM-CM6-1,2,9,2047,3.0,LightGBM,49.580510910984266
ssp245,CNRM-CM6-1,2,9,2047,3.0,SARIMAX,82.24448635279889
ssp245,CNRM-CM6-1,2,9,2047,3.0,Ensemble_unweighted,57.60463778195183
ssp245,CNRM-CM6-1,2,9,2047,3.0,Ensemble_MASEweighted,57.3040680731783
ssp245,CNRM-CM6-1,2,9,2048,1.0,RF,34.133785110507176
ssp245,CNRM-CM6-1,2,9,2048,1.0,XGB,34.4139558295681
ssp245,CNRM-CM6-1,2,9,2048,1.0,LightGBM,36.55660392678647
ssp245,CNRM-CM6-1,2,9,2048,1.0,SARIMAX,36.6141126035996
ssp245,CNRM-CM6-1,2,9,2048,1.0,Ensemble_unweighted,35.42961436761534
ssp245,CNRM-CM6-1,2,9,2048,1.0,Ensemble_MASEweighted,35.424304372045995
ssp245,CNRM-CM6-1,2,9,2048,2.0,RF,46.09355680520203
ssp245,CNRM-CM6-1,2,9,2048,2.0,XGB,45.379229200702824
ssp245,CNRM-CM6-1,2,9,2048,2.0,LightGBM,46.257770254174304
ssp245,CNRM-CM6-1,2,9,2048,2.0,SARIMAX,59.42929947819924
ssp245,CNRM-CM6-1,2,9,2048,2.0,Ensemble_unweighted,49.28996393456959
ssp245,CNRM-CM6-1,2,9,2048,2.0,Ensemble_MASEweighted,49.16638432983387
ssp245,CNRM-CM6-1,2,9,2048,3.0,RF,49.82413301256816
ssp245,CNRM-CM6-1,2,9,2048,3.0,XGB,48.37992419151411
ssp245,CNRM-CM6-1,2,9,2048,3.0,LightGBM,49.417232884897984
ssp245,CNRM-CM6-1,2,9,2048,3.0,SARIMAX,82.24448635279889
ssp245,CNRM-CM6-1,2,9,2048,3.0,Ensemble_unweighted,57.46644411044479
ssp245,CNRM-CM6-1,2,9,2048,3.0,Ensemble_MASEweighted,57.16374750488564
ssp245,CNRM-CM6-1,2,9,2049,1.0,RF,34.307445859405505
ssp245,CNRM-CM6-1,2,9,2049,1.0,XGB,34.23030185960744
ssp245,CNRM-CM6-1,2,9,2049,1.0,LightGBM,36.340012175294696
ssp245,CNRM-CM6-1,2,9,2049,1.0,SARIMAX,36.6141126035996
ssp245,CNRM-CM6-1,2,9,2049,1.0,Ensemble_unweighted,35.37296812447681
ssp245,CNRM-CM6-1,2,9,2049,1.0,Ensemble_MASEweighted,35.36383680264325
ssp245,CNRM-CM6-1,2,9,2049,2.0,RF,46.036532662130334
ssp245,CNRM-CM6-1,2,9,2049,2.0,XGB,45.212000998405564
ssp245,CNRM-CM6-1,2,9,2049,2.0,LightGBM,46.02008058177333
ssp245,CNRM-CM6-1,2,9,2049,2.0,SARIMAX,59.42929947819924
ssp245,CNRM-CM6-1,2,9,2049,2.0,Ensemble_unweighted,49.17447843012712
ssp245,CNRM-CM6-1,2,9,2049,2.0,Ensemble_MASEweighted,49.04838163441054
ssp245,CNRM-CM6-1,2,9,2049,3.0,RF,49.68721660296817
ssp245,CNRM-CM6-1,2,9,2049,3.0,XGB,48.24067983235398
ssp245,CNRM-CM6-1,2,9,2049,3.0,LightGBM,49.2124349245674
ssp245,CNRM-CM6-1,2,9,2049,3.0,SARIMAX,82.24448635279889
ssp245,CNRM-CM6-1,2,9,2049,3.0,Ensemble_unweighted,57.346204428172115
ssp245,CNRM-CM6-1,2,9,2049,3.0,Ensemble_MASEweighted,57.04187064339126
ssp245,CNRM-CM6-1,2,9,2050,1.0,RF,34.50173923890313
ssp245,CNRM-CM6-1,2,9,2050,1.0,XGB,34.8851010414019
ssp245,CNRM-CM6-1,2,9,2050,1.0,LightGBM,36.95307341082706
ssp245,CNRM-CM6-1,2,9,2050,1.0,SARIMAX,36.6141126035996
ssp245,CNRM-CM6-1,2,9,2050,1.0,Ensemble_unweighted,35.73850657368292
ssp245,CNRM-CM6-1,2,9,2050,1.0,Ensemble_MASEweighted,35.73751585678163
ssp245,CNRM-CM6-1,2,9,2050,2.0,RF,46.480086875948444
ssp245,CNRM-CM6-1,2,9,2050,2.0,XGB,45.843838427817985
ssp245,CNRM-CM6-1,2,9,2050,2.0,LightGBM,46.62486178232165
ssp245,CNRM-CM6-1,2,9,2050,2.0,SARIMAX,59.42929947819924
ssp245,CNRM-CM6-1,2,9,2050,2.0,Ensemble_unweighted,49.59452164107183
ssp245,CNRM-CM6-1,2,9,2050,2.0,Ensemble_MASEweighted,49.47492799788213
ssp245,CNRM-CM6-1,2,9,2050,3.0,RF,50.19838402104577
ssp245,CNRM-CM6-1,2,9,2050,3.0,XGB,48.85436957111097
ssp245,CNRM-CM6-1,2,9,2050,3.0,LightGBM,49.80655875452228
ssp245,CNRM-CM6-1,2,9,2050,3.0,SARIMAX,82.24448635279889
ssp245,CNRM-CM6-1,2,9,2050,3.0,Ensemble_unweighted,57.77594967486948
ssp245,CNRM-CM6-1,2,9,2050,3.0,Ensemble_MASEweighted,57.47752318643183
ssp245,HadGEM3-GC31-LL,1,2,2025,1.0,RF,19.986926743768386
ssp245,HadGEM3-GC31-LL,1,2,2025,1.0,XGB,18.713655082493613
ssp245,HadGEM3-GC31-LL,1,2,2025,1.0,LightGBM,18.871482698227375
ssp245,HadGEM3-GC31-LL,1,2,2025,1.0,SARIMAX,16.69687598230113
ssp245,HadGEM3-GC31-LL,1,2,2025,1.0,Ensemble_unweighted,18.567235126697625
ssp245,HadGEM3-GC31-LL,1,2,2025,1.0,Ensemble_MASEweighted,18.578968819347825
ssp245,HadGEM3-GC31-LL,1,2,2025,2.0,RF,21.03793759167489
ssp245,HadGEM3-GC31-LL,1,2,2025,2.0,XGB,20.813951432215024
ssp245,HadGEM3-GC31-LL,1,2,2025,2.0,LightGBM,21.187139416347115
ssp245,HadGEM3-GC31-LL,1,2,2025,2.0,SARIMAX,20.72226513372373
ssp245,HadGEM3-GC31-LL,1,2,2025,2.0,Ensemble_unweighted,20.940323393490193
ssp245,HadGEM3-GC31-LL,1,2,2025,2.0,Ensemble_MASEweighted,20.94209276756786
ssp245,HadGEM3-GC31-LL,1,2,2025,3.0,RF,21.507306326655627
ssp245,HadGEM3-GC31-LL,1,2,2025,3.0,XGB,21.325524298785485
ssp245,HadGEM3-GC31-LL,1,2,2025,3.0,LightGBM,21.96580767386461
ssp245,HadGEM3-GC31-LL,1,2,2025,3.0,SARIMAX,24.74765428514633
ssp245,HadGEM3-GC31-LL,1,2,2025,3.0,Ensemble_unweighted,22.38657314611301
ssp245,HadGEM3-GC31-LL,1,2,2025,3.0,Ensemble_MASEweighted,22.358949676922954
ssp245,HadGEM3-GC31-LL,1,2,2026,1.0,RF,20.25495710119268
ssp245,HadGEM3-GC31-LL,1,2,2026,1.0,XGB,19.07412815093994
ssp245,HadGEM3-GC31-LL,1,2,2026,1.0,LightGBM,19.145721046843907
ssp245,HadGEM3-GC31-LL,1,2,2026,1.0,SARIMAX,16.69687598230113
ssp245,HadGEM3-GC31-LL,1,2,2026,1.0,Ensemble_unweighted,18.792920570319417
ssp245,HadGEM3-GC31-LL,1,2,2026,1.0,Ensemble_MASEweighted,18.807862269363962
ssp245,HadGEM3-GC31-LL,1,2,2026,2.0,RF,21.36150696974342
ssp245,HadGEM3-GC31-LL,1,2,2026,2.0,XGB,21.12375402581202
ssp245,HadGEM3-GC31-LL,1,2,2026,2.0,LightGBM,21.44123024471484
ssp245,HadGEM3-GC31-LL,1,2,2026,2.0,SARIMAX,20.72226513372373
ssp245,HadGEM3-GC31-LL,1,2,2026,2.0,Ensemble_unweighted,21.1621890934985
ssp245,HadGEM3-GC31-LL,1,2,2026,2.0,Ensemble_MASEweighted,21.166303721371154
ssp245,HadGEM3-GC31-LL,1,2,2026,3.0,RF,21.865505647411258
ssp245,HadGEM3-GC31-LL,1,2,2026,3.0,XGB,21.633526546007968
ssp245,HadGEM3-GC31-LL,1,2,2026,3.0,LightGBM,22.22775995142246
ssp245,HadGEM3-GC31-LL,1,2,2026,3.0,SARIMAX,24.74765428514633
ssp245,HadGEM3-GC31-LL,1,2,2026,3.0,Ensemble_unweighted,22.618611607497005
ssp245,HadGEM3-GC31-LL,1,2,2026,3.0,Ensemble_MASEweighted,22.5931710597668
ssp245,HadGEM3-GC31-LL,1,2,2027,1.0,RF,20.180028301540343
ssp245,HadGEM3-GC31-LL,1,2,2027,1.0,XGB,18.885010957064694
ssp245,HadGEM3-GC31-LL,1,2,2027,1.0,LightGBM,18.995455979698605
ssp245,HadGEM3-GC31-LL,1,2,2027,1.0,SARIMAX,16.69687598230113
ssp245,HadGEM3-GC31-LL,1,2,2027,1.0,Ensemble_unweighted,18.689342805151195
ssp245,HadGEM3-GC31-LL,1,2,2027,1.0,Ensemble_MASEweighted,18.70219683397404
ssp245,HadGEM3-GC31-LL,1,2,2027,2.0,RF,21.21622618540582
ssp245,HadGEM3-GC31-LL,1,2,2027,2.0,XGB,20.99988582558828
ssp245,HadGEM3-GC31-LL,1,2,2027,2.0,LightGBM,21.329661610999413
ssp245,HadGEM3-GC31-LL,1,2,2027,2.0,SARIMAX,20.72226513372373
ssp245,HadGEM3-GC31-LL,1,2,2027,2.0,Ensemble_unweighted,21.06700968892931
ssp245,HadGEM3-GC31-LL,1,2,2027,2.0,Ensemble_MASEweighted,21.070216491315733
ssp245,HadGEM3-GC31-LL,1,2,2027,3.0,RF,21.67220574724904
ssp245,HadGEM3-GC31-LL,1,2,2027,3.0,XGB,21.518140251995767
ssp245,HadGEM3-GC31-LL,1,2,2027,3.0,LightGBM,22.11136618960535
ssp245,HadGEM3-GC31-LL,1,2,2027,3.0,SARIMAX,24.74765428514633
ssp245,HadGEM3-GC31-LL,1,2,2027,3.0,Ensemble_unweighted,22.51234161849912
ssp245,HadGEM3-GC31-LL,1,2,2027,3.0,Ensemble_MASEweighted,22.486305462025335
ssp245,HadGEM3-GC31-LL,1,2,2028,1.0,RF,20.24886763343401
ssp245,HadGEM3-GC31-LL,1,2,2028,1.0,XGB,19.108561123887153
ssp245,HadGEM3-GC31-LL,1,2,2028,1.0,LightGBM,19.213247122071657
ssp245,HadGEM3-GC31-LL,1,2,2028,1.0,SARIMAX,16.69687598230113
ssp245,HadGEM3-GC31-LL,1,2,2028,1.0,Ensemble_unweighted,18.816887965423486
ssp245,HadGEM3-GC31-LL,1,2,2028,1.0,Ensemble_MASEweighted,18.832557405501145
ssp245,HadGEM3-GC31-LL,1,2,2028,2.0,RF,21.359731083946006
ssp245,HadGEM3-GC31-LL,1,2,2028,2.0,XGB,21.191623959476
ssp245,HadGEM3-GC31-LL,1,2,2028,2.0,LightGBM,21.505801018365652
ssp245,HadGEM3-GC31-LL,1,2,2028,2.0,SARIMAX,20.722265133723727
ssp245,HadGEM3-GC31-LL,1,2,2028,2.0,Ensemble_unweighted,21.194855298877847
ssp245,HadGEM3-GC31-LL,1,2,2028,2.0,Ensemble_MASEweighted,21.19994215857253
ssp245,HadGEM3-GC31-LL,1,2,2028,3.0,RF,21.83022423463173
ssp245,HadGEM3-GC31-LL,1,2,2028,3.0,XGB,21.703921106416885
ssp245,HadGEM3-GC31-LL,1,2,2028,3.0,LightGBM,22.282192853612603
ssp245,HadGEM3-GC31-LL,1,2,2028,3.0,SARIMAX,24.74765428514633
ssp245,HadGEM3-GC31-LL,1,2,2028,3.0,Ensemble_unweighted,22.640998119951888
ssp245,HadGEM3-GC31-LL,1,2,2028,3.0,Ensemble_MASEweighted,22.61667859648967
ssp245,HadGEM3-GC31-LL,1,2,2029,1.0,RF,20.061026215834787
ssp245,HadGEM3-GC31-LL,1,2,2029,1.0,XGB,18.923435495977532
ssp245,HadGEM3-GC31-LL,1,2,2029,1.0,LightGBM,19.045974032940368
ssp245,HadGEM3-GC31-LL,1,2,2029,1.0,SARIMAX,16.69687598230113
ssp245,HadGEM3-GC31-LL,1,2,2029,1.0,Ensemble_unweighted,18.681827931763454
ssp245,HadGEM3-GC31-LL,1,2,2029,1.0,Ensemble_MASEweighted,18.695973905210302
ssp245,HadGEM3-GC31-LL,1,2,2029,2.0,RF,21.098178418608917
ssp245,HadGEM3-GC31-LL,1,2,2029,2.0,XGB,21.00806130970994
ssp245,HadGEM3-GC31-LL,1,2,2029,2.0,LightGBM,21.35189135575523
ssp245,HadGEM3-GC31-LL,1,2,2029,2.0,SARIMAX,20.72226513372373
ssp245,HadGEM3-GC31-LL,1,2,2029,2.0,Ensemble_unweighted,21.04509905444945
ssp245,HadGEM3-GC31-LL,1,2,2029,2.0,Ensemble_MASEweighted,21.049166475139177
ssp245,HadGEM3-GC31-LL,1,2,2029,3.0,RF,21.570636797124525
ssp245,HadGEM3-GC31-LL,1,2,2029,3.0,XGB,21.50672738846034
ssp245,HadGEM3-GC31-LL,1,2,2029,3.0,LightGBM,22.122892199448316
ssp245,HadGEM3-GC31-LL,1,2,2029,3.0,SARIMAX,24.74765428514633
ssp245,HadGEM3-GC31-LL,1,2,2029,3.0,Ensemble_unweighted,22.486977667544878
ssp245,HadGEM3-GC31-LL,1,2,2029,3.0,Ensemble_MASEweighted,22.461479249607063
ssp245,HadGEM3-GC31-LL,1,2,2030,1.0,RF,20.125644337753048
ssp245,HadGEM3-GC31-LL,1,2,2030,1.0,XGB,18.910841385305744
ssp245,HadGEM3-GC31-LL,1,2,2030,1.0,LightGBM,19.04275517819466
ssp245,HadGEM3-GC31-LL,1,2,2030,1.0,SARIMAX,16.69687598230113
ssp245,HadGEM3-GC31-LL,1,2,2030,1.0,Ensemble_unweighted,18.69402922088865
ssp245,HadGEM3-GC31-LL,1,2,2030,1.0,Ensemble_MASEweighted,18.70768754620008
ssp245,HadGEM3-GC31-LL,1,2,2030,2.0,RF,21.195699676517737
ssp245,HadGEM3-GC31-LL,1,2,2030,2.0,XGB,20.988489537696317
ssp245,HadGEM3-GC31-LL,1,2,2030,2.0,LightGBM,21.34610585931557
ssp245,HadGEM3-GC31-LL,1,2,2030,2.0,SARIMAX,20.72226513372373
ssp245,HadGEM3-GC31-LL,1,2,2030,2.0,Ensemble_unweighted,21.06314005181334
ssp245,HadGEM3-GC31-LL,1,2,2030,2.0,Ensemble_MASEweighted,21.066461201679086
ssp245,HadGEM3-GC31-LL,1,2,2030,3.0,RF,21.66670967090431
ssp245,HadGEM3-GC31-LL,1,2,2030,3.0,XGB,21.493065246163983
ssp245,HadGEM3-GC31-LL,1,2,2030,3.0,LightGBM,22.12634091316132
ssp245,HadGEM3-GC31-LL,1,2,2030,3.0,SARIMAX,24.74765428514633
ssp245,HadGEM3-GC31-LL,1,2,2030,3.0,Ensemble_unweighted,22.508442528843986
ssp245,HadGEM3-GC31-LL,1,2,2030,3.0,Ensemble_MASEweighted,22.482311070846457
ssp245,HadGEM3-GC31-LL,1,2,2031,1.0,RF,20.123182508102214
ssp245,HadGEM3-GC31-LL,1,2,2031,1.0,XGB,18.84508158278792
ssp245,HadGEM3-GC31-LL,1,2,2031,1.0,LightGBM,18.97780754378333
ssp245,HadGEM3-GC31-LL,1,2,2031,1.0,SARIMAX,16.69687598230113
ssp245,HadGEM3-GC31-LL,1,2,2031,1.0,Ensemble_unweighted,18.66073690424365
ssp245,HadGEM3-GC31-LL,1,2,2031,1.0,Ensemble_MASEweighted,18.673462488824597
ssp245,HadGEM3-GC31-LL,1,2,2031,2.0,RF,21.159389836164955
ssp245,HadGEM3-GC31-LL,1,2,2031,2.0,XGB,20.948881645725198
ssp245,HadGEM3-GC31-LL,1,2,2031,2.0,LightGBM,21.293698966789496
ssp245,HadGEM3-GC31-LL,1,2,2031,2.0,SARIMAX,20.72226513372373
ssp245,HadGEM3-GC31-LL,1,2,2031,2.0,Ensemble_unweighted,21.031058895600843
ssp245,HadGEM3-GC31-LL,1,2,2031,2.0,Ensemble_MASEweighted,21.033934197664006
ssp245,HadGEM3-GC31-LL,1,2,2031,3.0,RF,21.612733271199446
ssp245,HadGEM3-GC31-LL,1,2,2031,3.0,XGB,21.466904823094197
ssp245,HadGEM3-GC31-LL,1,2,2031,3.0,LightGBM,22.075997850471616
ssp245,HadGEM3-GC31-LL,1,2,2031,3.0,SARIMAX,24.74765428514633
ssp245,HadGEM3-GC31-LL,1,2,2031,3.0,Ensemble_unweighted,22.475822557477898
ssp245,HadGEM3-GC31-LL,1,2,2031,3.0,Ensemble_MASEweighted,22.44947115766154
ssp245,HadGEM3-GC31-LL,1,2,2032,1.0,RF,20.38575870538021
ssp245,HadGEM3-GC31-LL,1,2,2032,1.0,XGB,19.256338814513324
ssp245,HadGEM3-GC31-LL,1,2,2032,1.0,LightGBM,19.305068541104987
ssp245,HadGEM3-GC31-LL,1,2,2032,1.0,SARIMAX,16.69687598230113
ssp245,HadGEM3-GC31-LL,1,2,2032,1.0,Ensemble_unweighted,18.91101051082491
ssp245,HadGEM3-GC31-LL,1,2,2032,1.0,Ensemble_MASEweighted,18.927722445116398
ssp245,HadGEM3-GC31-LL,1,2,2032,2.0,RF,21.428719006043067
ssp245,HadGEM3-GC31-LL,1,2,2032,2.0,XGB,21.332098150906496
ssp245,HadGEM3-GC31-LL,1,2,2032,2.0,LightGBM,21.59917473337204
ssp245,HadGEM3-GC31-LL,1,2,2032,2.0,SARIMAX,20.722265133723727
ssp245,HadGEM3-GC31-LL,1,2,2032,2.0,Ensemble_unweighted,21.270564256011333
ssp245,HadGEM3-GC31-LL,1,2,2032,2.0,Ensemble_MASEweighted,21.277019530325273
ssp245,HadGEM3-GC31-LL,1,2,2032,3.0,RF,21.917112622749965
ssp245,HadGEM3-GC31-LL,1,2,2032,3.0,XGB,21.82753751049303
ssp245,HadGEM3-GC31-LL,1,2,2032,3.0,LightGBM,22.3672345329616
ssp245,HadGEM3-GC31-LL,1,2,2032,3.0,SARIMAX,24.74765428514633
ssp245,HadGEM3-GC31-LL,1,2,2032,3.0,Ensemble_unweighted,22.714884737837735
ssp245,HadGEM3-GC31-LL,1,2,2032,3.0,Ensemble_MASEweighted,22.691640188964424
ssp245,HadGEM3-GC31-LL,1,2,2033,1.0,RF,20.081241645158578
ssp245,HadGEM3-GC31-LL,1,2,2033,1.0,XGB,18.932210647896543
ssp245,HadGEM3-GC31-LL,1,2,2033,1.0,LightGBM,19.036381314493756
ssp245,HadGEM3-GC31-LL,1,2,2033,1.0,SARIMAX,16.69687598230113
ssp245,HadGEM3-GC31-LL,1,2,2033,1.0,Ensemble_unweighted,18.6866773974625
ssp245,HadGEM3-GC31-LL,1,2,2033,1.0,Ensemble_MASEweighted,18.700728837984734
ssp245,HadGEM3-GC31-LL,1,2,2033,2.0,RF,21.134842516960436
ssp245,HadGEM3-GC31-LL,1,2,2033,2.0,XGB,21.061632083213492
ssp245,HadGEM3-GC31-LL,1,2,2033,2.0,LightGBM,21.36736082783363
ssp245,HadGEM3-GC31-LL,1,2,2033,2.0,SARIMAX,20.72226513372373
ssp245,HadGEM3-GC31-LL,1,2,2033,2.0,Ensemble_unweighted,21.07152514043282
ssp245,HadGEM3-GC31-LL,1,2,2033,2.0,Ensemble_MASEweighted,21.075937536869482
ssp245,HadGEM3-GC31-LL,1,2,2033,3.0,RF,21.591302694149388
ssp245,HadGEM3-GC31-LL,1,2,2033,3.0,XGB,21.57835496615057
ssp245,HadGEM3-GC31-LL,1,2,2033,3.0,LightGBM,22.15467450580627
ssp245,HadGEM3-GC31-LL,1,2,2033,3.0,SARIMAX,24.74765428514633
ssp245,HadGEM3-GC31-LL,1,2,2033,3.0,Ensemble_unweighted,22.517996612813135
ssp245,HadGEM3-GC31-LL,1,2,2033,3.0,Ensemble_MASEweighted,22.493183420597983
ssp245,HadGEM3-GC31-LL,1,2,2034,1.0,RF,19.916279862123368
ssp245,HadGEM3-GC31-LL,1,2,2034,1.0,XGB,18.75140953063965
