date,tower,anchor_year,y_true,y_true_tft,y_gapfilled,persistence,RF,XGB,LightGBM,SARIMAX,Ensemble_unweighted,Ensemble_MASEweighted,TFT,TabPFN,DLinear,LSTM,TabICLv2,RF_S03_A_removal,XGB_S03_A_removal,LightGBM_S03_A_removal,SARIMAX_S03_A_removal,Ensemble_unweighted_S03_A_removal,Ensemble_MASEweighted_S03_A_removal,RF_S03_B_resample,XGB_S03_B_resample,LightGBM_S03_B_resample,SARIMAX_S03_B_resample,Ensemble_unweighted_S03_B_resample,Ensemble_MASEweighted_S03_B_resample,TabPFN_S03_A_removal,TabICLv2_S03_A_removal,TFT_S03_A_removal,DLinear_S03_A_removal,LSTM_S03_A_removal,TabPFN_S03_B_resample,TabICLv2_S03_B_resample,TFT_S03_B_resample,DLinear_S03_B_resample,LSTM_S03_B_resample,Climatology,Climatology_gf,DLinear_gf,LSTM_gf,TFT_gf,TabPFN_gf,TabICLv2_gf
2018-12-27,2,2018,26.19202691092857,26.192026,21.390625,54.91721666666666,13.399621362628336,14.318857192993164,13.7809318891395,26.1586936233051,16.914526017016524,16.81132633917947,22.836298785342365,1.34523344039917,55.47043335518629,62.98666786546437,2.954913,16.335309153997837,13.858471870422363,16.206153797678184,17.3114927029745,15.927856881268225,15.897234439538074,17.144030705177123,13.78402042388916,14.36259643141879,22.293747655821907,16.896098804076743,16.805176119128088,3.132711887359619,0.7634878,15.077075475362676,20.78558364041578,16.564984154819967,-0.1467513293027877,-0.73349285,7.700766585958036,12.710184912020168,12.657620196081552,40.19475529468591,26.52382708333333,27.597636975063097,11.2493724200649,10.32985452139269,5.094488,10.37055
2018-12-28,2,2018,29.94466230940909,29.944662,30.324125,54.91721666666666,12.707247946163198,12.441770553588867,13.491991244222763,25.791194453461145,16.108051049358995,15.994215697081543,28.116328738468496,2.070396900177002,84.58899856182597,45.76392621365335,3.0192454,16.970332966427954,13.996582984924316,14.057875497980136,17.379974547052818,15.601191499096306,15.554896964577477,17.74746006996934,13.1537446975708,14.227111628791242,23.663286709850347,17.19790077654543,17.08525187536003,4.006126880645752,1.5941858,15.619810254451297,1.181197928898655,10.15967548791332,0.682884156703949,-0.5104728,4.995051569192356,20.339462793541315,7.344740265073142,40.19475529468591,26.364888377192983,36.56402819953709,9.785012464793,14.41512539159976,5.124774,11.003812
2018-12-29,2,2018,1.0451481868888888,1.0451481,3.606079166666667,54.91721666666666,15.596974003060868,13.461339950561523,14.950564003580071,22.63812455827492,16.661750628869342,16.577124508314206,-5.182102745948669,-1.549639105796814,52.45750988015629,-3.49265568727742,-9.870529e-05,18.220360455753468,14.184739112854004,14.057875497980136,17.448454542001123,15.977857402147182,15.925583184601935,17.76115718523031,12.925739288330078,14.227111628791242,24.43337909489013,17.336846799310443,17.215331379781485,2.05286717414856,1.777679,7.675630868386634,28.91424592496969,2.408105681412508,0.852608323097229,-0.008678913,2.0722235691494006,25.472802149671224,-2.069878361581232,40.19475529468591,25.2704525,34.24133350027071,13.641251067104804,18.02738306703941,6.9478235,12.602382
2018-12-30,2,2018,,,6.131912499999999,54.91721666666666,13.435390342599485,9.476990699768066,11.748461510074767,24.679370338727058,14.835053222792345,14.691355985673695,10.007419858734806,-0.849291205406189,22.07109511105932,1.506584753136849,0.5402951,18.61993829264988,13.524968147277832,14.057875497980136,17.51690967121583,15.929922902280918,15.8691648589327,17.576987834447745,13.377449035644531,13.907679982513027,25.13842642441957,17.50013581925622,17.37536329620942,2.299583673477173,0.95373344,12.40294874832,15.674871367008564,9.7309983747175,1.080732345581055,-0.27458668,1.7044446154357047,7.265094638377604,7.484891818886581,40.19475529468591,24.272449206349204,15.21784401279865,11.110965662679064,9.956027927525156,5.4759183,11.582521
2018-12-31,2,2018,2.3515349025416667,2.3515348,3.102370833333333,54.91721666666666,12.229766141501008,8.586831092834473,11.588029209050026,24.547372309782567,14.23799968829202,14.093644339400129,-7.881700710187488,-1.5398211479187012,40.54487836580006,-18.9805128578164,0.12427759,19.44608491233809,14.184739112854004,13.913316035724176,17.5853189545265,16.282364753860694,16.221175051937205,17.978425512486304,12.004143714904783,13.907679982513027,26.314922262818435,17.55129286818064,17.40208101153339,1.7539974451065063,0.85765696,-0.7107987009421777,1.745417659434679,2.5644822597409984,-0.0807994604110717,-0.61769485,-6.247441126641434,23.328964894281853,-9.100357557598729,40.19475529468591,22.50000511363637,14.294880438200153,10.047476404861754,9.34388678258574,4.59639,11.447331
2019-01-01,2,2018,-5.369030695966667,-5.3690305,-2.6617875,54.91721666666666,11.947424658065822,10.347614288330078,12.448635137760382,25.321499018246868,15.016293275600788,14.886790057018285,-11.673107787618392,-1.1002742052078247,46.01066965034033,-18.654209018850903,0.42449665,18.71675392397049,13.405816078186035,13.894929933265187,17.6536619432732,15.917790469673728,15.853294643852724,17.517896040267345,11.975693702697754,13.168239870104998,27.301780940626525,17.490902638424156,17.330883740012492,1.6865990161895752,3.6765642,-0.4171307346555295,15.365087429041068,9.649817004027,0.4396404027938843,0.26151896,-11.635829791416882,5.975487282251379,-3.672036040251896,40.19475529468591,21.167301630434785,22.63219230261461,10.689535141267244,6.207182015433773,5.306731,10.442888
2019-01-02,2,2018,1.6130913782857144,1.6130913,6.143154166666666,54.91721666666666,12.360518503664524,12.7156400680542,11.777326235162938,27.62985306338973,16.12083446756785,15.984812954926046,17.607845262110004,0.9890163540840148,47.94521619135276,61.616252421594254,1.959902,18.094551704314046,13.12279987335205,13.704310076632355,17.721918340642667,15.66089499873528,15.595719860723706,17.75607018035525,12.585190773010254,13.140479128691602,28.34512565923817,17.95671643532382,17.791151183731106,1.5688984394073486,2.5566773,12.233892770662235,2.527651675675316,31.57710531315651,0.0813554003834724,-0.5962496,-13.169521782178665,7.8117666614462,25.58773025889701,40.19475529468591,21.09951961805556,50.11194002757384,13.12518368621113,3.2204945126159146,5.897255,9.9780245
2019-01-03,2,2018,25.9850464875,25.985046,20.74059583333333,54.91721666666666,13.065969758043623,11.015962600708008,10.2586750275732,27.614408766987083,15.48875403832798,15.325412203700289,21.8665022666338,1.354953050613403,47.07997529740874,61.52635429752945,1.5996387,21.136771479911943,12.69412326812744,13.424118388763508,17.790067909225556,16.261270261507114,16.173176113333625,19.32219459344801,11.990077018737791,13.007504312408976,29.14871220906466,18.36712203341486,18.1797961713507,1.5285284519195557,1.8431497,10.667929089678635,-9.22892370416048,26.466023272309883,-0.579620897769928,-0.814981,-15.93420349004623,5.755920207668396,22.408721866072028,40.19475529468591,19.36442883333333,43.00094406594633,11.09980658123277,10.08099119092958,5.27508,10.461863
2019-01-04,2,2018,-4.380738653249999,-4.3807387,4.5301125,54.91721666666666,12.002984202339947,11.518421173095703,10.2586750275732,28.23295682408589,15.503259306773684,15.34465898997774,23.915123289056964,0.7837655544281006,83.29449080172026,51.95822604193563,1.7325938,18.32415856574618,11.331494331359863,13.0960894811063,17.858090451881722,15.152458207523516,15.065871563942444,18.765459173729244,12.105392456054688,11.920403445973458,30.102446404957103,18.223425370178624,18.025298752407203,1.1155133247375488,1.8958187,10.583667750656788,16.603970916636626,20.47136718051832,-0.8130510449409485,-0.6434264,-17.036099382693692,35.36450876737376,22.54114697423711,40.19475529468591,18.75615192307692,29.92869811855724,10.104589292136096,9.473009249298684,5.5604167,10.427473
2019-01-05,2,2018,2.7963399130416664,2.79634,5.033554166666667,54.91721666666666,11.675253611446449,10.482954025268556,10.624441195846032,27.63771254636058,15.105090344730405,14.946910683041,18.06611032683088,0.7865105271339417,57.74491964188974,36.61656922820913,1.7240155,18.21730824707498,11.238595008850098,12.11881318212397,17.92596581131017,14.875170562339804,14.782006195716429,18.91489600010287,12.177927017211914,11.920403445973458,30.71923718616613,18.43311591236359,18.22929731827289,1.5505318641662598,2.5408874,10.11880531057784,19.783232852102287,8.082144533465225,-0.641418993473053,-0.4204073,-20.081014144716164,38.266735951605824,11.95209497312544,40.19475529468591,18.735342901234567,13.155320086572829,8.61025093217495,13.914892810680158,5.7098103,11.403454
2019-01-06,2,2018,3.1412098474545456,3.1412098,3.1575166666666665,54.91721666666666,11.37142065498331,8.58937931060791,10.618084685641785,27.103254895913125,14.420534886786532,14.252561807258068,-4.274815299222155,-0.4322677552700043,28.262589351532824,1.121830599992336,1.7797706,18.08067176004512,11.238595008850098,12.12920178972793,17.99367387438469,14.86053560825196,14.767594399580233,18.48101725011513,12.569904327392578,11.920403445973458,31.36288938235386,18.58355360145876,18.37979497375714,1.1288522481918335,3.1537833,-9.83939414841302,-7.358772732659418,-3.939886156061675,-0.8203732967376709,-0.047278404,-25.36289475345665,14.76743415970236,-6.66298013812866,40.19475529468591,17.742016666666665,15.652105311804007,8.466920825770103,8.147024040518318,6.2068405,11.204226
2019-01-07,2,2018,4.396572144333333,4.396572,6.2659125,54.91721666666666,15.835872594384444,12.528980255126951,12.988624214116191,23.718604652994312,16.268020429155474,16.152890282099293,-15.356837788006032,-1.322081446647644,10.706199220496272,-15.074892590650506,0.7290034,17.947013697467476,11.162579536437988,11.068627687297766,18.06119457769583,14.559853874724766,14.46013985757389,17.82015365181522,11.62295627593994,11.596827945842204,31.652263851136244,18.1730504311834,17.96039876570643,2.13020133972168,3.751021,-9.511171192563552,-18.814649097383608,1.0806024360076665,-0.251991331577301,0.4931159,-24.632507380035804,9.405908131450587,-4.129322990246237,40.19475529468591,16.892199281609194,29.0507620364491,12.388610409554076,8.87921538995397,7.958959,13.222597
2019-01-08,2,2018,3.134654957076924,3.134655,3.106208333333333,54.91721666666666,12.5838135619012,10.25390338897705,10.09268435998686,25.112210495144648,14.51065295150244,14.36472617347561,2.567927326313111,-0.8894196152687073,43.56057845233704,5.717535130236001,0.9777565,16.536077636769228,10.816853523254396,11.068627687297766,18.128507913389456,14.137516690177712,14.042126972326011,17.794938817610017,11.488873481750488,11.596827945842204,32.2518057387689,18.283111495992905,18.064128845688018,2.280125856399536,3.7512894,11.958236910545908,3.676483635255408,22.41512136754716,-0.5174424052238464,0.45022726,-17.290949494290544,16.2586194204639,23.87749140066512,40.19475529468591,16.053568888888886,39.711977458148,10.357369626473885,12.243823702396185,6.4416733,13.399295
2019-01-09,2,2018,16.851149742666667,16.85115,11.953895833333334,54.91721666666666,11.84595424099703,11.564492225646973,10.65424065818416,29.10899630688821,15.793420857929094,15.63064952327214,26.18729573976691,2.879875898361206,51.42610523583153,50.57217191753966,3.8469918,15.958830049667288,10.654278755187988,11.058239079693807,18.195593935068256,13.966735454904336,13.872521509808765,18.002336631278173,11.460530281066896,11.596827945842204,32.52350310656443,18.39579949118793,18.17300305500014,3.0870156288146973,3.3882084,11.337991800463785,6.840590112639802,24.271750633041503,0.1249004602432251,0.2958293,-13.488180662830246,10.99127489547709,24.14290580263605,40.19475529468591,14.59954236111111,25.59665363741624,10.547805378125304,10.803704755825947,6.3943954,11.748547
2019-01-10,2,2018,7.1774120194375,7.177412,6.562220833333334,54.91721666666666,12.098300549185764,11.057537078857422,10.586177241532688,28.818145730784146,15.640040150090003,15.47370335505492,20.68367550871324,1.6780996322631836,36.699544146756125,38.36859148750267,2.6075165,14.958982033810823,10.654278755187988,11.058239079693807,18.26243276369536,13.733483158096996,13.64425954319836,17.92319067961278,11.460530281066896,11.596827945842204,32.707230725136654,18.421944907914632,18.197958738090687,2.5624043941497803,2.639339,11.671987459751564,-1.4276169278782618,17.65892818085308,-0.1141530349850654,0.029921532,-11.814011902867604,-7.753177698788932,20.159356328533704,40.19475529468591,13.56258875,15.694702983751084,10.11908412092498,13.808765539259184,6.653409,13.214298
2019-01-11,2,2018,-0.4730029913333335,-0.473003,1.5214875,54.91721666666666,11.326775387264732,10.05495262145996,10.09268435998686,27.82397493766936,14.82459682659523,14.659904236867504,-2.9225158129520423,1.5238561630249023,0.7241530162486924,-7.608650723404935,2.1314552,14.64931177228393,11.162579536437988,11.147434862236386,18.329004593483138,13.82208269111036,13.73887300516597,17.50507149879435,11.517659187316896,11.596827945842204,32.8818967014342,18.37536383334692,18.152650239767446,4.545018196105957,4.3056517,3.512072486763828,5.161058890231743,4.25595853644063,0.7836068868637085,0.79762316,-14.220079640455197,-8.387860977329183,4.859618422691938,40.19475529468591,12.917759166666666,9.7465124870605,11.03541824807371,8.66622258852476,6.4591813,11.925242
