year,t_primary_s,t_benchmark_s,primary_annual_mean,aoa_flagged_pct,benchmark_ensemble_annual_mean,file_load_s,fit_once_s
2025,0.900676965713501,16.573858499526978,26.055857116292703,13.424657534246576,27.997050370045457,0.0967872142791748,27.18832230567932
2026,0.9074857234954834,16.519527196884155,26.192163639004566,14.246575342465754,27.987328398693872,0.0967872142791748,27.18832230567932
