,RF,XGB,LightGBM,SARIMAX,DLinear,LSTM,Persistence,Climatology,y_true
2020-12-17,20.986177176508445,16.659536361694336,16.6261275753511,15.537988384104123,-5.643689176817134,-10.14374618945476,16.72460416666667,19.514398431392948,5.3834023
2020-12-18,54.78880232022156,69.66962432861328,74.69344741750653,46.75777620911033,32.48724993814142,24.024559713377926,16.72460416666667,21.479940190616187,
2020-12-19,32.715280775761954,34.86357879638672,31.52537753025289,17.415809239298177,23.614673423371414,-6.607238328366748,16.72460416666667,25.59379994517343,12.262332
2020-12-20,17.40689803095111,21.704483032226562,21.665042314658766,9.614636756109554,4.411873861242611,2.072382604784252,16.72460416666667,11.371886439388035,11.02414
2020-12-21,38.97150905015821,32.409969329833984,39.07635289029146,25.651060340418535,26.165949448541483,14.450952086961934,16.72460416666667,11.371886439388035,
2020-12-22,19.674239334442294,22.789817810058594,22.865742303442232,13.767299196032548,21.498867790528266,10.279482194469892,16.72460416666667,13.339412523350711,-6.7901545
2020-12-23,29.932997068908232,30.15151023864746,29.12061645832826,14.792266826792654,65.45491324533123,40.79036502796646,16.72460416666667,12.59912940725,
2020-12-24,17.11440926440538,21.387432098388672,20.300147575609024,2.930776207648684,65.93360341033622,5.979746811179666,16.72460416666667,27.59957374176118,6.3858185
2020-12-25,16.782255357089216,17.596349716186523,16.571795053231355,1.6352739211641882,52.12750445033839,7.513416743073321,16.72460416666667,27.59957374176118,7.593224
2020-12-26,40.7181493967565,31.609560012817383,41.102179473672464,22.14664853961466,16.810099738692998,11.282529609251014,16.72460416666667,27.59957374176118,9.762994
2020-12-27,46.84032634265166,40.56037139892578,41.253867026897254,21.373276798842678,33.99134439550983,24.23850245679239,16.72460416666667,27.59957374176118,1.53295
2020-12-28,29.671695135258435,27.041080474853516,25.15364604530449,10.98349185450228,41.75324369575583,9.925566924310715,16.72460416666667,27.59957374176118,23.294025
2020-12-29,17.775545249917947,19.5488338470459,18.41620475677784,4.558978915287534,28.48818247155839,11.646282350680849,16.72460416666667,27.59957374176118,9.194152
2020-12-30,18.596881504133293,16.51889991760254,17.219321762748162,2.8501582428565335,24.9609301611884,18.402571003623848,16.72460416666667,14.186544502375,14.723248
2020-12-31,21.051106004461268,15.843429565429688,16.52529023115144,2.4552764426364213,46.514473143959435,21.24200388546035,16.72460416666667,8.39403965740625,-12.785287
2021-01-01,31.779193048721638,20.167522430419922,25.771950120005922,22.418494297605246,64.25551702613893,25.376633338312672,16.72460416666667,8.39403965740625,64.55988
2021-01-02,21.007306961370734,14.959275245666504,17.48209800125343,0.20918011755774124,48.017381503500246,17.134293938268343,16.72460416666667,3.186423562223485,1.6290325
2021-01-03,22.214944417107155,13.606831550598145,17.32012330881177,3.8187225519800947,42.75725927795838,12.206573078661677,16.72460416666667,0.5191562894992506,15.563456
2021-01-04,21.04483327008235,13.987286567687988,18.408764009953483,9.507168229677271,57.6204616671007,14.81529092207984,16.72460416666667,-5.440845133449356,-0.24756537
2021-01-05,19.960601475224298,12.440956115722656,16.932762112842763,7.675486051757799,46.84275516153639,12.284675626777698,16.72460416666667,-8.955198833448717,5.1208277
2021-01-06,22.308336729864397,11.935026168823242,16.570707717116107,3.5422931967958338,43.72285141114537,10.22109910233985,16.72460416666667,-13.921301114937839,12.944847
