bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,model,anchor_year,tower,variant,real_frac
31-90,60,-0.337,15.042,9.806,1.0675,0.5913,0.087,TabICLv2,2021,4,A_removal,0.8333333333333334
91-180,90,-0.186,77.562,44.289,0.7444,0.6429,0.311,TabICLv2,2021,4,A_removal,1.0
181-270,90,-0.066,85.381,57.945,0.9309,0.8572,0.129,TabICLv2,2021,4,A_removal,0.9777777777777777
271-365,95,-0.176,35.618,22.67,1.0413,0.8879,0.567,TabICLv2,2021,4,A_removal,0.9578947368421052
1-7,7,-0.022,1.872,1.477,0.9224,0.1351,0.372,TabPFN,2021,4,B_resample,0.42857142857142855
8-30,23,-0.096,9.694,7.459,1.0004,0.5506,0.169,TabPFN,2021,4,B_resample,0.8260869565217391
31-90,60,-0.236,14.462,9.213,1.0029,0.5555,0.317,TabPFN,2021,4,B_resample,0.8333333333333334
91-180,90,-0.102,74.758,40.356,0.6783,0.5858,0.422,TabPFN,2021,4,B_resample,1.0
181-270,90,0.009,82.337,51.911,0.834,0.7679,0.491,TabPFN,2021,4,B_resample,0.9777777777777777
271-365,95,0.342,26.646,16.047,0.7371,0.6285,0.709,TabPFN,2021,4,B_resample,0.9578947368421052
1-7,7,-13.217,6.985,6.716,4.1943,0.6144,0.327,TabICLv2,2021,4,B_resample,0.42857142857142855
8-30,23,-0.169,10.012,7.482,1.0036,0.5523,-0.009,TabICLv2,2021,4,B_resample,0.8260869565217391
31-90,60,-0.501,15.939,10.535,1.1468,0.6352,0.12,TabICLv2,2021,4,B_resample,0.8333333333333334
91-180,90,-0.296,81.084,47.552,0.7992,0.6903,0.296,TabICLv2,2021,4,B_resample,1.0
181-270,90,-0.063,85.26,57.371,0.9217,0.8487,0.204,TabICLv2,2021,4,B_resample,0.9777777777777777
271-365,95,0.423,24.956,16.413,0.7539,0.6429,0.663,TabICLv2,2021,4,B_resample,0.9578947368421052
1-7,7,-0.272,11.079,9.89,0.8686,0.5308,0.928,TabPFN,2021,9,A_removal,0.14285714285714285
8-30,23,-0.724,17.402,13.351,0.859,0.7778,-0.21,TabPFN,2021,9,A_removal,0.5217391304347826
31-90,60,-0.386,10.67,7.581,0.3979,0.6877,0.438,TabPFN,2021,9,A_removal,0.5833333333333334
91-180,90,-0.071,69.617,46.299,0.7228,0.5636,0.684,TabPFN,2021,9,A_removal,0.9444444444444444
181-270,90,-0.472,43.082,32.418,1.1659,0.6379,0.561,TabPFN,2021,9,A_removal,0.5222222222222223
271-365,95,0.06,12.554,9.356,0.5558,0.6094,0.478,TabPFN,2021,9,A_removal,0.0
1-7,7,-0.497,12.02,9.893,0.8688,0.5309,0.927,TabICLv2,2021,9,A_removal,0.14285714285714285
8-30,23,-0.44,15.904,13.324,0.8573,0.7763,-0.356,TabICLv2,2021,9,A_removal,0.5217391304347826
31-90,60,-0.148,9.71,6.787,0.3563,0.6158,0.349,TabICLv2,2021,9,A_removal,0.5833333333333334
91-180,90,-0.652,86.453,61.87,0.9659,0.7532,0.358,TabICLv2,2021,9,A_removal,0.9444444444444444
181-270,90,-0.458,42.887,33.126,1.1914,0.6518,0.609,TabICLv2,2021,9,A_removal,0.5222222222222223
271-365,95,-0.092,13.533,9.642,0.5728,0.628,0.12,TabICLv2,2021,9,A_removal,0.0
1-7,7,-0.872,13.439,10.97,0.9634,0.5887,0.929,TabPFN,2021,9,B_resample,0.14285714285714285
8-30,23,-0.477,16.11,12.764,0.8212,0.7436,-0.281,TabPFN,2021,9,B_resample,0.5217391304347826
31-90,60,-0.361,10.573,7.433,0.3902,0.6743,-0.323,TabPFN,2021,9,B_resample,0.5833333333333334
91-180,90,-0.201,73.711,50.008,0.7807,0.6088,0.687,TabPFN,2021,9,B_resample,0.9444444444444444
181-270,90,-0.983,50.013,39.522,1.4214,0.7776,0.406,TabPFN,2021,9,B_resample,0.5222222222222223
271-365,95,-0.072,13.413,9.871,0.5864,0.6429,0.353,TabPFN,2021,9,B_resample,0.0
1-7,7,-0.818,13.247,10.865,0.9543,0.5831,0.943,TabICLv2,2021,9,B_resample,0.14285714285714285
8-30,23,-0.305,15.142,12.111,0.7793,0.7056,0.286,TabICLv2,2021,9,B_resample,0.5217391304347826
31-90,60,-0.979,12.75,9.648,0.5065,0.8753,0.179,TabICLv2,2021,9,B_resample,0.5833333333333334
91-180,90,-0.358,78.401,54.868,0.8566,0.6679,0.501,TabICLv2,2021,9,B_resample,0.9444444444444444
181-270,90,-0.479,43.193,32.833,1.1809,0.646,0.602,TabICLv2,2021,9,B_resample,0.5222222222222223
271-365,95,-0.24,14.423,11.544,0.6858,0.7519,-0.22,TabICLv2,2021,9,B_resample,0.0
1-7,7,-7.559,15.82,14.845,1.8385,1.1581,-0.104,TabPFN,2022,2,A_removal,0.0
8-30,23,0.041,16.319,13.845,0.7665,0.8766,0.473,TabPFN,2022,2,A_removal,0.0
31-90,60,-0.652,25.375,15.575,0.6885,0.8712,-0.291,TabPFN,2022,2,A_removal,0.0
91-180,90,-1.881,16.399,13.039,0.7256,0.986,-0.165,TabPFN,2022,2,A_removal,0.0
181-270,90,-2.369,28.451,23.264,0.7821,0.9305,-0.429,TabPFN,2022,2,A_removal,0.0
271-365,95,-0.198,17.344,9.673,0.6172,0.8359,0.082,TabPFN,2022,2,A_removal,0.0
1-7,7,-10.689,18.488,17.494,2.1666,1.3647,-0.603,TabICLv2,2022,2,A_removal,0.0
8-30,23,0.019,16.505,12.691,0.7026,0.8035,0.532,TabICLv2,2022,2,A_removal,0.0
31-90,60,-0.593,24.917,14.784,0.6535,0.8269,-0.224,TabICLv2,2022,2,A_removal,0.0
91-180,90,-1.862,16.344,12.219,0.6801,0.924,-0.322,TabICLv2,2022,2,A_removal,0.0
181-270,90,-1.72,25.566,19.648,0.6605,0.7859,-0.341,TabICLv2,2022,2,A_removal,0.0
271-365,95,-0.182,17.226,10.119,0.6456,0.8745,-0.139,TabICLv2,2022,2,A_removal,0.0
1-7,7,-9.924,17.873,16.869,2.0893,1.316,-0.706,TabPFN,2022,2,B_resample,0.0
8-30,23,0.006,16.617,13.142,0.7276,0.8321,0.231,TabPFN,2022,2,B_resample,0.0
31-90,60,-0.528,24.409,13.984,0.6181,0.7822,-0.29,TabPFN,2022,2,B_resample,0.0
91-180,90,-1.236,14.446,10.574,0.5885,0.7996,-0.142,TabPFN,2022,2,B_resample,0.0
181-270,90,-2.006,26.875,21.546,0.7243,0.8618,-0.422,TabPFN,2022,2,B_resample,0.0
271-365,95,-0.155,17.031,9.301,0.5935,0.8038,0.026,TabPFN,2022,2,B_resample,0.0
1-7,7,-8.799,16.927,15.981,1.9793,1.2467,-0.214,TabICLv2,2022,2,B_resample,0.0
8-30,23,0.07,16.072,13.302,0.7364,0.8422,0.592,TabICLv2,2022,2,B_resample,0.0
31-90,60,-0.499,24.173,13.78,0.6091,0.7707,-0.088,TabICLv2,2022,2,B_resample,0.0
91-180,90,-1.587,15.538,11.69,0.6506,0.884,-0.191,TabICLv2,2022,2,B_resample,0.0
181-270,90,-2.134,27.442,22.071,0.742,0.8828,-0.33,TabICLv2,2022,2,B_resample,0.0
271-365,95,-0.225,17.541,9.981,0.6369,0.8626,-0.021,TabICLv2,2022,2,B_resample,0.0
1-7,7,-1.81,5.726,4.684,1.2388,1.4173,0.32,TabPFN,2022,4,A_removal,0.0
8-30,23,-6.611,5.467,5.087,0.9788,2.3399,0.14,TabPFN,2022,4,A_removal,0.0
31-90,60,-0.469,4.636,4.133,0.4866,0.8557,0.388,TabPFN,2022,4,A_removal,0.016666666666666666
91-180,90,0.31,33.583,18.081,0.693,0.7691,0.912,TabPFN,2022,4,A_removal,0.8333333333333334
181-270,90,0.262,39.643,24.052,0.6292,0.6687,0.687,TabPFN,2022,4,A_removal,0.8222222222222222
271-365,95,0.179,18.317,12.059,0.7113,0.8364,0.584,TabPFN,2022,4,A_removal,0.7789473684210526
1-7,7,-0.098,3.58,3.405,0.9006,1.0303,-0.066,TabICLv2,2022,4,A_removal,0.0
8-30,23,-4.112,4.481,3.859,0.7424,1.7748,0.083,TabICLv2,2022,4,A_removal,0.0
31-90,60,-5.15,9.485,8.812,1.0375,1.8243,0.772,TabICLv2,2022,4,A_removal,0.016666666666666666
91-180,90,0.25,35.033,19.977,0.7657,0.8497,0.762,TabICLv2,2022,4,A_removal,0.8333333333333334
181-270,90,0.288,38.934,24.579,0.643,0.6833,0.629,TabICLv2,2022,4,A_removal,0.8222222222222222
271-365,95,0.229,17.745,11.211,0.6613,0.7776,0.515,TabICLv2,2022,4,A_removal,0.7789473684210526
1-7,7,-3.949,7.599,6.68,1.7668,2.0213,-0.741,TabPFN,2022,4,B_resample,0.0
8-30,23,-11.457,6.994,6.728,1.2943,3.0944,0.278,TabPFN,2022,4,B_resample,0.0
31-90,60,-1.07,5.503,4.924,0.5797,1.0193,0.484,TabPFN,2022,4,B_resample,0.016666666666666666
91-180,90,0.323,33.285,17.917,0.6867,0.7621,0.919,TabPFN,2022,4,B_resample,0.8333333333333334
181-270,90,0.275,39.295,23.664,0.619,0.6579,0.695,TabPFN,2022,4,B_resample,0.8222222222222222
271-365,95,0.191,18.178,11.602,0.6844,0.8047,0.574,TabPFN,2022,4,B_resample,0.7789473684210526
1-7,7,-0.296,3.889,3.428,0.9066,1.0372,0.389,TabICLv2,2022,4,B_resample,0.0
8-30,23,-4.709,4.735,4.19,0.8061,1.9273,0.106,TabICLv2,2022,4,B_resample,0.0
31-90,60,-0.952,5.344,4.908,0.5779,1.0161,0.846,TabICLv2,2022,4,B_resample,0.016666666666666666
91-180,90,0.146,37.381,19.512,0.7478,0.8299,0.716,TabICLv2,2022,4,B_resample,0.8333333333333334
181-270,90,0.202,41.204,25.413,0.6648,0.7065,0.674,TabICLv2,2022,4,B_resample,0.8222222222222222
271-365,95,0.226,17.784,11.401,0.6725,0.7907,0.559,TabICLv2,2022,4,B_resample,0.7789473684210526
1-7,7,-12.64,7.266,6.992,4.6913,3.5199,-0.344,TabPFN,2022,9,A_removal,0.0
8-30,23,-0.655,3.926,3.013,0.634,0.8226,0.084,TabPFN,2022,9,A_removal,0.0
31-90,60,-0.038,6.664,5.416,0.627,0.7172,-0.349,TabPFN,2022,9,A_removal,0.23333333333333334
91-180,90,0.029,13.53,9.406,0.7102,0.7579,0.375,TabPFN,2022,9,A_removal,0.9333333333333333
181-270,90,0.413,36.475,25.87,0.6012,0.6112,0.645,TabPFN,2022,9,A_removal,0.9333333333333333
271-365,95,0.068,33.199,21.582,0.756,0.7829,0.388,TabPFN,2022,9,A_removal,0.9368421052631579
1-7,7,-8.695,6.126,5.76,3.8648,2.8998,-0.363,TabICLv2,2022,9,A_removal,0.0
8-30,23,-0.129,3.243,2.21,0.4651,0.6034,-0.115,TabICLv2,2022,9,A_removal,0.0
31-90,60,-0.263,7.351,5.855,0.6777,0.7752,-0.185,TabICLv2,2022,9,A_removal,0.23333333333333334
91-180,90,-0.081,14.278,10.64,0.8033,0.8573,0.225,TabICLv2,2022,9,A_removal,0.9333333333333333
181-270,90,-0.134,50.709,37.368,0.8684,0.8829,0.335,TabICLv2,2022,9,A_removal,0.9333333333333333
271-365,95,0.029,33.88,23.107,0.8094,0.8382,0.339,TabICLv2,2022,9,A_removal,0.9368421052631579
1-7,7,-13.828,7.576,7.306,4.902,3.678,-0.219,TabPFN,2022,9,B_resample,0.0
8-30,23,-1.186,4.513,3.658,0.7697,0.9987,0.393,TabPFN,2022,9,B_resample,0.0
31-90,60,-0.074,6.778,5.501,0.6368,0.7285,-0.267,TabPFN,2022,9,B_resample,0.23333333333333334
91-180,90,0.152,12.643,9.108,0.6876,0.7339,0.41,TabPFN,2022,9,B_resample,0.9333333333333333
181-270,90,0.293,40.058,28.245,0.6564,0.6673,0.55,TabPFN,2022,9,B_resample,0.9333333333333333
271-365,95,0.133,32.02,20.844,0.7302,0.7561,0.407,TabPFN,2022,9,B_resample,0.9368421052631579
1-7,7,-8.107,5.937,5.608,3.763,2.8234,0.233,TabICLv2,2022,9,B_resample,0.0
8-30,23,-0.094,3.192,2.266,0.4769,0.6187,0.402,TabICLv2,2022,9,B_resample,0.0
31-90,60,-0.203,7.173,5.887,0.6815,0.7795,-0.232,TabICLv2,2022,9,B_resample,0.23333333333333334
91-180,90,-0.37,16.076,12.381,0.9347,0.9976,0.211,TabICLv2,2022,9,B_resample,0.9333333333333333
181-270,90,0.011,47.367,33.671,0.7825,0.7955,0.337,TabICLv2,2022,9,B_resample,0.9333333333333333
271-365,95,0.065,33.254,22.86,0.8008,0.8292,0.317,TabICLv2,2022,9,B_resample,0.9368421052631579
1-7,7,-0.679,33.037,22.645,0.7419,0.6799,-0.518,TFT,2018,2,A_removal,0.8571428571428571
8-30,23,-0.03,7.948,6.773,0.1462,0.7681,0.535,TFT,2018,2,A_removal,0.9130434782608695
31-90,60,-0.735,29.106,18.403,0.5292,0.7295,-0.396,TFT,2018,2,A_removal,0.5333333333333333
91-180,90,-9.335,28.827,23.268,0.4682,2.9541,-0.214,TFT,2018,2,A_removal,0.4777777777777778
181-270,90,-55.443,36.184,32.943,0.636,6.77,-0.184,TFT,2018,2,A_removal,0.0
271-365,95,-3.553,22.373,14.937,0.3305,1.4617,-0.325,TFT,2018,2,A_removal,0.0
1-7,7,-1.345,39.05,27.75,0.9092,0.8332,-0.433,DLinear,2018,2,A_removal,0.8571428571428571
8-30,23,-2.584,14.824,11.541,0.2491,1.3088,0.107,DLinear,2018,2,A_removal,0.9130434782608695
31-90,60,-0.466,26.752,19.303,0.5551,0.7651,0.247,DLinear,2018,2,A_removal,0.5333333333333333
91-180,90,-6.718,24.911,20.58,0.4141,2.6128,-0.06,DLinear,2018,2,A_removal,0.4777777777777778
181-270,90,-61.102,37.955,34.579,0.6676,7.1061,-0.01,DLinear,2018,2,A_removal,0.0
271-365,95,-4.382,24.326,18.91,0.4184,1.8504,-0.181,DLinear,2018,2,A_removal,0.0
1-7,7,-0.825,34.445,25.042,0.8205,0.7519,-0.143,LSTM,2018,2,A_removal,0.8571428571428571
8-30,23,-1.27,11.798,9.243,0.1995,1.0482,0.289,LSTM,2018,2,A_removal,0.9130434782608695
31-90,60,-0.296,25.151,16.359,0.4704,0.6484,0.162,LSTM,2018,2,A_removal,0.5333333333333333
91-180,90,-10.36,30.222,24.952,0.502,3.1678,0.204,LSTM,2018,2,A_removal,0.4777777777777778
181-270,90,-115.212,51.92,46.213,0.8922,9.4969,-0.001,LSTM,2018,2,A_removal,0.0
271-365,95,-19.254,47.191,36.135,0.7996,3.536,0.299,LSTM,2018,2,A_removal,0.0
1-7,7,-1.387,32.918,23.851,1.6376,0.7338,-0.389,TFT,2018,4,A_removal,0.14285714285714285
8-30,23,-1.3,17.898,14.78,1.2839,0.9112,0.405,TFT,2018,4,A_removal,0.30434782608695654
31-90,60,-0.707,24.472,16.968,1.1636,0.7903,-0.042,TFT,2018,4,A_removal,0.55
91-180,90,-2.7,27.282,22.378,1.4881,1.8222,-0.21,TFT,2018,4,A_removal,0.9222222222222223
181-270,90,-0.088,57.682,40.28,0.7583,0.6021,0.421,TFT,2018,4,A_removal,0.8
271-365,95,0.076,37.709,24.809,0.9236,0.7429,0.556,TFT,2018,4,A_removal,0.7052631578947368
1-7,7,-2.245,38.38,26.108,1.7926,0.8032,-0.683,DLinear,2018,4,A_removal,0.14285714285714285
8-30,23,-1.7,19.392,14.766,1.2826,0.9103,0.402,DLinear,2018,4,A_removal,0.30434782608695654
31-90,60,-0.929,26.02,20.464,1.4034,0.9532,0.369,DLinear,2018,4,A_removal,0.55
91-180,90,-2.547,26.712,22.42,1.4909,1.8256,0.032,DLinear,2018,4,A_removal,0.9222222222222223
181-270,90,-0.035,56.265,40.155,0.7559,0.6003,0.246,DLinear,2018,4,A_removal,0.8
271-365,95,0.08,37.615,26.257,0.9775,0.7863,0.48,DLinear,2018,4,A_removal,0.7052631578947368
1-7,7,-1.397,32.991,22.676,1.5569,0.6976,-0.625,LSTM,2018,4,A_removal,0.14285714285714285
8-30,23,-0.262,13.26,11.003,0.9558,0.6783,0.477,LSTM,2018,4,A_removal,0.30434782608695654
31-90,60,-0.484,22.823,15.71,1.0773,0.7317,0.11,LSTM,2018,4,A_removal,0.55
91-180,90,-1.926,24.262,18.751,1.2469,1.5269,-0.227,LSTM,2018,4,A_removal,0.9222222222222223
181-270,90,-0.449,66.576,48.184,0.9071,0.7203,0.392,LSTM,2018,4,A_removal,0.8
271-365,95,-0.368,45.878,34.934,1.3005,1.0461,-0.223,LSTM,2018,4,A_removal,0.7052631578947368
1-7,7,-0.359,67.296,37.088,1.3034,0.8158,0.56,TFT,2018,9,A_removal,0.0
8-30,23,-0.334,53.246,29.354,1.5488,0.9618,0.309,TFT,2018,9,A_removal,0.0
31-90,60,-0.59,54.886,31.376,1.2782,0.8477,-0.283,TFT,2018,9,A_removal,0.0
91-180,90,-3.127,22.64,17.427,2.3188,1.1419,-0.293,TFT,2018,9,A_removal,0.0
181-270,90,-0.892,77.86,63.736,0.7982,0.6669,0.502,TFT,2018,9,A_removal,0.0
271-365,95,-0.329,31.616,21.326,1.1121,0.7195,0.22,TFT,2018,9,A_removal,0.0
1-7,7,0.008,57.482,41.557,1.4605,0.9141,0.308,DLinear,2018,9,A_removal,0.0
8-30,23,-0.926,63.975,34.479,1.8192,1.1297,-0.269,DLinear,2018,9,A_removal,0.0
31-90,60,-0.615,55.308,35.128,1.431,0.9491,0.064,DLinear,2018,9,A_removal,0.0
91-180,90,-4.923,27.124,22.962,3.0553,1.5046,-0.108,DLinear,2018,9,A_removal,0.0
181-270,90,-0.105,59.512,46.581,0.5834,0.4874,0.563,DLinear,2018,9,A_removal,0.0
271-365,95,-0.035,27.902,20.237,1.0554,0.6828,0.455,DLinear,2018,9,A_removal,0.0
1-7,7,-0.186,62.858,29.376,1.0324,0.6462,0.195,LSTM,2018,9,A_removal,0.0
8-30,23,0.079,44.243,16.729,0.8827,0.5481,0.433,LSTM,2018,9,A_removal,0.0
31-90,60,-0.076,45.153,25.035,1.0199,0.6764,0.214,LSTM,2018,9,A_removal,0.0
91-180,90,-5.842,29.152,20.899,2.7807,1.3694,-0.244,LSTM,2018,9,A_removal,0.0
181-270,90,-1.541,90.24,77.986,0.9767,0.816,-0.312,LSTM,2018,9,A_removal,0.0
271-365,95,-2.599,52.021,42.292,2.2055,1.4269,-0.317,LSTM,2018,9,A_removal,0.0
1-7,7,-1.355,39.13,29.602,0.9699,0.8888,-0.253,TFT,2018,2,B_resample,0.8571428571428571
8-30,23,-5.199,19.496,17.21,0.3715,1.9517,0.543,TFT,2018,2,B_resample,0.9130434782608695
31-90,60,-1.611,35.701,27.668,0.7956,1.0967,-0.033,TFT,2018,2,B_resample,0.5333333333333333
91-180,90,-41.326,58.336,34.95,0.7032,4.4371,-0.127,TFT,2018,2,B_resample,0.4777777777777778
181-270,90,-26.75,25.371,23.714,0.4578,4.8733,0.103,TFT,2018,2,B_resample,0.0
271-365,95,-2.155,18.626,15.404,0.3408,1.5074,-0.394,TFT,2018,2,B_resample,0.0
1-7,7,-0.145,27.283,22.251,0.7291,0.6681,0.148,DLinear,2018,2,B_resample,0.8571428571428571
8-30,23,-3.366,16.362,13.021,0.281,1.4766,0.199,DLinear,2018,2,B_resample,0.9130434782608695
31-90,60,-0.773,29.419,21.69,0.6237,0.8597,-0.066,DLinear,2018,2,B_resample,0.5333333333333333
91-180,90,-8.355,27.425,22.44,0.4515,2.8489,-0.188,DLinear,2018,2,B_resample,0.4777777777777778
181-270,90,-35.402,29.059,25.416,0.4907,5.2231,0.131,DLinear,2018,2,B_resample,0.0
271-365,95,-3.203,21.497,16.277,0.3602,1.5928,-0.262,DLinear,2018,2,B_resample,0.0
1-7,7,-0.771,33.933,22.158,0.726,0.6653,0.061,LSTM,2018,2,B_resample,0.8571428571428571
8-30,23,-1.369,12.051,9.986,0.2155,1.1325,0.309,LSTM,2018,2,B_resample,0.9130434782608695
31-90,60,-0.809,29.719,22.496,0.6469,0.8917,-0.412,LSTM,2018,2,B_resample,0.5333333333333333
91-180,90,-22.167,43.159,30.418,0.612,3.8617,-0.038,LSTM,2018,2,B_resample,0.4777777777777778
181-270,90,-26.302,25.165,22.464,0.4337,4.6165,-0.13,LSTM,2018,2,B_resample,0.0
271-365,95,-5.25,26.215,21.535,0.4765,2.1073,-0.203,LSTM,2018,2,B_resample,0.0
1-7,7,-3.364,44.51,39.067,2.6824,1.2019,0.049,TFT,2018,4,B_resample,0.14285714285714285
8-30,23,-4.121,26.707,23.686,2.0575,1.4602,-0.061,TFT,2018,4,B_resample,0.30434782608695654
31-90,60,-0.855,25.51,17.968,1.2322,0.8369,-0.103,TFT,2018,4,B_resample,0.55
91-180,90,-2.559,26.756,21.405,1.4233,1.7429,-0.166,TFT,2018,4,B_resample,0.9222222222222223
181-270,90,-0.387,65.134,48.04,0.9044,0.7181,0.177,TFT,2018,4,B_resample,0.8
271-365,95,-0.103,41.204,26.627,0.9912,0.7973,0.464,TFT,2018,4,B_resample,0.7052631578947368
1-7,7,-0.91,29.45,21.071,1.4467,0.6483,-0.663,DLinear,2018,4,B_resample,0.14285714285714285
8-30,23,-0.775,15.725,12.947,1.1246,0.7981,0.451,DLinear,2018,4,B_resample,0.30434782608695654
31-90,60,-1.057,26.864,21.455,1.4714,0.9993,0.018,DLinear,2018,4,B_resample,0.55
91-180,90,-2.117,25.041,19.062,1.2676,1.5522,0.107,DLinear,2018,4,B_resample,0.9222222222222223
181-270,90,-0.165,59.683,40.253,0.7578,0.6017,0.239,DLinear,2018,4,B_resample,0.8
271-365,95,-0.511,48.222,35.239,1.3118,1.0552,0.397,DLinear,2018,4,B_resample,0.7052631578947368
1-7,7,-3.565,45.526,35.761,2.4554,1.1002,-0.755,LSTM,2018,4,B_resample,0.14285714285714285
8-30,23,-1.098,17.093,14.674,1.2747,0.9046,0.171,LSTM,2018,4,B_resample,0.30434782608695654
31-90,60,-1.795,31.32,22.527,1.5449,1.0493,-0.534,LSTM,2018,4,B_resample,0.55
91-180,90,-1.16,20.847,16.446,1.0936,1.3391,-0.115,LSTM,2018,4,B_resample,0.9222222222222223
181-270,90,-0.467,66.972,47.109,0.8868,0.7042,0.304,LSTM,2018,4,B_resample,0.8
271-365,95,-0.013,39.488,24.912,0.9274,0.746,0.563,LSTM,2018,4,B_resample,0.7052631578947368
1-7,7,-0.683,74.893,48.519,1.7051,1.0673,0.198,TFT,2018,9,B_resample,0.0
8-30,23,-0.556,57.502,35.741,1.8858,1.1711,0.277,TFT,2018,9,B_resample,0.0
31-90,60,-0.421,51.879,28.461,1.1594,0.769,0.025,TFT,2018,9,B_resample,0.0
91-180,90,-2.064,19.509,13.579,1.8067,0.8897,-0.307,TFT,2018,9,B_resample,0.0
181-270,90,-1.734,93.593,78.008,0.9769,0.8162,0.145,TFT,2018,9,B_resample,0.0
271-365,95,-1.005,38.831,27.704,1.4448,0.9347,-0.047,TFT,2018,9,B_resample,0.0
1-7,7,-0.001,57.757,39.955,1.4042,0.8789,0.344,DLinear,2018,9,B_resample,0.0
8-30,23,-0.202,50.543,25.743,1.3583,0.8435,0.053,DLinear,2018,9,B_resample,0.0
31-90,60,-0.585,54.8,34.182,1.3925,0.9235,0.044,DLinear,2018,9,B_resample,0.0
91-180,90,-9.18,35.558,29.581,3.936,1.9383,-0.025,DLinear,2018,9,B_resample,0.0
181-270,90,-0.071,58.575,48.962,0.6132,0.5123,0.333,DLinear,2018,9,B_resample,0.0
271-365,95,-2.641,52.321,44.526,2.322,1.5023,0.392,DLinear,2018,9,B_resample,0.0
1-7,7,-0.734,76.009,54.861,1.928,1.2068,0.661,LSTM,2018,9,B_resample,0.0
8-30,23,-0.486,56.202,34.585,1.8248,1.1332,0.277,LSTM,2018,9,B_resample,0.0
31-90,60,-0.586,54.821,32.178,1.3108,0.8694,-0.163,LSTM,2018,9,B_resample,0.0
91-180,90,-1.439,17.403,13.459,1.7909,0.8819,-0.162,LSTM,2018,9,B_resample,0.0
181-270,90,-1.787,94.501,78.869,0.9877,0.8252,0.293,LSTM,2018,9,B_resample,0.0
271-365,95,-0.657,35.299,26.368,1.3751,0.8897,0.417,LSTM,2018,9,B_resample,0.0
1-7,7,-0.928,45.606,32.206,1.1315,0.7142,-0.719,TFT,2019,2,A_removal,0.0
8-30,23,-0.148,20.452,14.284,1.0032,0.6229,0.179,TFT,2019,2,A_removal,0.0
31-90,60,-0.38,36.467,19.46,1.1177,0.6227,-0.203,TFT,2019,2,A_removal,0.0
91-180,90,-9.891,25.525,21.636,2.3343,1.8454,-0.386,TFT,2019,2,A_removal,0.0
181-270,90,-1.111,32.683,30.169,1.8051,1.5284,0.005,TFT,2019,2,A_removal,0.0
271-365,95,-0.412,29.769,23.854,1.1727,0.9052,-0.335,TFT,2019,2,A_removal,0.0
1-7,7,-0.284,37.222,33.979,1.1938,0.7535,-0.756,DLinear,2019,2,A_removal,0.0
8-30,23,-0.396,22.555,18.211,1.2791,0.7941,0.196,DLinear,2019,2,A_removal,0.0
31-90,60,-0.398,36.696,22.84,1.3118,0.7309,-0.01,DLinear,2019,2,A_removal,0.0
91-180,90,-13.346,29.296,20.672,2.2303,1.7631,-0.028,DLinear,2019,2,A_removal,0.0
181-270,90,-0.608,28.524,23.85,1.427,1.2082,0.282,DLinear,2019,2,A_removal,0.0
271-365,95,-0.123,26.549,21.76,1.0697,0.8257,0.329,DLinear,2019,2,A_removal,0.0
1-7,7,-2.03,57.176,50.339,1.7686,1.1162,0.971,LSTM,2019,2,A_removal,0.0
8-30,23,-2.776,37.096,32.309,2.2692,1.4089,0.516,LSTM,2019,2,A_removal,0.0
31-90,60,-1.748,51.458,41.301,2.3721,1.3217,0.165,LSTM,2019,2,A_removal,0.0
91-180,90,-4.925,18.827,16.884,1.8216,1.44,0.056,LSTM,2019,2,A_removal,0.0
181-270,90,-1.141,32.915,25.547,1.5285,1.2942,-0.279,LSTM,2019,2,A_removal,0.0
271-365,95,-2.036,43.656,36.884,1.8132,1.3996,-0.385,LSTM,2019,2,A_removal,0.0
1-7,7,-24.692,10.031,9.025,4.5215,4.4516,0.289,TFT,2019,4,A_removal,0.0
8-30,23,-0.731,38.269,25.074,1.386,1.3853,0.137,TFT,2019,4,A_removal,0.34782608695652173
31-90,60,-0.522,29.532,20.209,0.6991,0.7006,-0.131,TFT,2019,4,A_removal,0.5333333333333333
91-180,90,-0.416,57.82,40.99,0.5884,0.589,0.55,TFT,2019,4,A_removal,0.6888888888888889
181-270,90,0.141,34.84,25.072,0.7224,0.7237,0.563,TFT,2019,4,A_removal,0.6777777777777778
271-365,95,0.017,23.735,14.681,0.5686,0.57,0.221,TFT,2019,4,A_removal,0.6947368421052632
1-7,7,-111.368,20.979,20.869,10.4555,10.2937,0.206,DLinear,2019,4,A_removal,0.0
8-30,23,-1.653,47.371,28.53,1.577,1.5762,-0.672,DLinear,2019,4,A_removal,0.34782608695652173
31-90,60,-0.956,33.477,24.143,0.8352,0.8369,0.053,DLinear,2019,4,A_removal,0.5333333333333333
91-180,90,0.255,41.951,29.712,0.4265,0.4269,0.601,DLinear,2019,4,A_removal,0.6888888888888889
181-270,90,-0.357,43.802,33.186,0.9561,0.9579,0.428,DLinear,2019,4,A_removal,0.6777777777777778
271-365,95,-1.44,37.396,31.131,1.2058,1.2088,0.371,DLinear,2019,4,A_removal,0.6947368421052632
1-7,7,-7.002,5.598,4.167,2.0877,2.0554,-0.269,LSTM,2019,4,A_removal,0.0
8-30,23,-0.213,32.035,18.069,0.9988,0.9983,-0.005,LSTM,2019,4,A_removal,0.34782608695652173
31-90,60,-1.036,34.155,26.674,0.9227,0.9247,0.132,LSTM,2019,4,A_removal,0.5333333333333333
