tower,RMSE,MAE,MASE,WAPE,Correlation,R2
2,21.76772328767123,15.830050410958904,0.9843106849315069,0.924258191780822,-0.009783013698630145,-1.2271654794520548
4,40.74936657534247,26.666071780821916,0.9534607123287671,0.8532570410958904,0.40208054794520554,-0.6936630136986303
9,47.168944657534254,33.29916164383562,1.0928705205479452,0.8775634520547946,0.18174356164383565,-0.7371589041095891
