anchor_year,eval_tower,model,bin,n,raw_picp,raw_mpiw,raw_pinball,conformal_picp,conformal_mpiw,conformal_pinball,conformal_margin
2021,4,XGB,271-365,91,0.4725274725274725,54.27200863780556,7.799687218864033,0.9010989010989011,114.76942002263343,6.607564722106832,57.384710011316706
2022,4,XGB,91-180,75,0.38666666666666666,32.52171946356694,7.703399419555931,0.9733333333333334,157.98342126593127,6.824129744785236,78.99171063296563
2022,4,XGB,181-270,74,0.44594594594594594,71.388060572683,11.933695671648762,0.9594594594594594,215.92555885864303,10.283336012332644,107.96277942932151
2022,4,XGB,271-365,74,0.43243243243243246,35.70638033818152,7.246531040796029,0.918918918918919,118.68991279852936,6.2345428378645,59.34495639926469
2019,9,XGB,31-90,16,0.8125,61.58607193827629,4.313153148346898,0.875,61.29478194781075,4.186796978425616,30.647390973905377
2019,9,XGB,91-180,81,0.5308641975308642,89.27771887367155,12.331923491628258,0.8641975308641975,156.78319395281687,12.251935035584971,78.39159697640844
2019,9,XGB,181-270,49,0.3673469387755102,39.0668545791081,16.385938998778155,0.9183673469387755,181.96542790828158,11.95390786367956,90.98271395414079
2019,9,XGB,271-365,49,0.3877551020408163,59.429591879552724,21.92349545844695,0.8571428571428571,141.3575205735583,20.865176291888776,70.67876028677914
2020,9,XGB,1-7,4,0.25,48.52023708820343,5.827722639454342,0.0,13.910823627127513,8.275341948047165,6.955411813563757
2020,9,XGB,8-30,19,0.42105263157894735,41.686293865505014,25.151349755698252,0.8421052631578947,88.32429288228352,23.869799607481724,44.16214644114176
2020,9,XGB,31-90,24,0.4583333333333333,50.656803131103516,5.628326666830138,0.8333333333333334,60.11829820364748,4.310101063612474,30.059149101823742
2020,9,XGB,91-180,57,0.5263157894736842,28.56587511928458,4.888328122168496,1.0,191.8699427383785,5.566409431811839,95.93497136918926
2020,9,XGB,181-270,64,0.390625,72.4834514982067,21.0959832718461,0.828125,168.4373363121631,18.46280939692116,84.21866815608156
2020,9,XGB,271-365,86,0.45348837209302323,46.98900796923527,10.433065417638042,0.9186046511627907,161.58298524077145,9.150447703704234,80.79149262038572
2021,9,XGB,8-30,12,0.4166666666666667,28.96954147020976,4.796485744917364,1.0,368.6324542920252,8.42706289004017,184.3162271460126
2021,9,XGB,31-90,35,0.42857142857142855,28.078279972076416,4.00519593425107,0.9714285714285714,77.63395850243464,3.54356476710683,38.81697925121731
2021,9,XGB,91-180,85,0.6,91.21396515790154,19.04518131395548,0.6823529411764706,113.16293642262546,20.691610468875734,56.581468211312746
2021,9,XGB,181-270,47,0.5319148936170213,69.74282047596384,15.771144774117381,0.8297872340425532,174.5530909881822,13.24443448022648,87.27654549409112
2022,9,XGB,31-90,14,0.5,24.092493243914628,4.542001039865679,0.9285714285714286,63.19192851319336,3.5677466127531727,31.595964256596677
2022,9,XGB,91-180,84,0.4166666666666667,34.98453572818211,6.112868240426735,1.0,205.89484293780887,6.457566823609345,102.94742146890441
2022,9,XGB,181-270,84,0.40476190476190477,80.0487921528873,10.914264048511063,0.9880952380952381,229.65476903512575,9.779035425992555,114.82738451756286
2022,9,XGB,271-365,89,0.4606741573033708,46.378261469723135,9.525374398242013,0.9662921348314607,172.86799885744747,8.575565891292555,86.43399942872375
2018,2,LightGBM,1-7,6,0.8333333333333334,55.93552420102313,2.2868304609695786,,,,
2018,2,LightGBM,8-30,21,0.3333333333333333,22.446423329148654,2.721871361677201,,,,
2018,2,LightGBM,31-90,32,0.46875,25.523423517654358,3.8143418882783195,,,,
2018,2,LightGBM,91-180,43,0.20930232558139536,21.54406928802706,8.898986003216562,,,,
2018,4,LightGBM,8-30,7,0.42857142857142855,22.044040770892536,2.8860310817674004,1.0,139.03482184810562,3.9324363124077735,69.51741092405283
