bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,target,model,config,anchor_year,tower
181-270,49,0.107,63.617,40.187,1.0406,1.0225,0.4,observed,LSTM,BASE+species,2019,9
271-365,49,-0.077,118.618,65.796,0.9285,0.8759,0.72,observed,LSTM,BASE+species,2019,9
1-7,7,-0.325,13.599,8.636,1.118,0.5078,-0.157,gapfilled,LSTM,BASE+species,2019,9
8-30,23,-1.706,16.143,11.333,1.0511,0.5624,-0.43,gapfilled,LSTM,BASE+species,2019,9
31-90,60,-0.536,35.032,20.655,1.074,0.732,-0.045,gapfilled,LSTM,BASE+species,2019,9
91-180,90,0.152,48.932,32.431,0.6446,0.5719,0.495,gapfilled,LSTM,BASE+species,2019,9
181-270,90,0.347,49.76,35.311,0.8281,0.7856,0.676,gapfilled,LSTM,BASE+species,2019,9
271-365,95,0.056,60.761,37.588,0.8103,0.708,0.59,gapfilled,LSTM,BASE+species,2019,9
1-7,0,,,,,,,observed,TFT,BASE+arable,2019,2
8-30,0,,,,,,,observed,TFT,BASE+arable,2019,2
31-90,0,,,,,,,observed,TFT,BASE+arable,2019,2
91-180,0,,,,,,,observed,TFT,BASE+arable,2019,2
181-270,0,,,,,,,observed,TFT,BASE+arable,2019,2
271-365,0,,,,,,,observed,TFT,BASE+arable,2019,2
1-7,7,-0.725,43.14,31.484,1.1062,0.6981,0.47,gapfilled,TFT,BASE+arable,2019,2
8-30,23,-0.986,26.904,20.808,1.4614,0.9074,0.409,gapfilled,TFT,BASE+arable,2019,2
31-90,60,-0.691,40.371,26.112,1.4997,0.8356,-0.031,gapfilled,TFT,BASE+arable,2019,2
91-180,90,-10.017,25.673,18.799,2.0282,1.6034,-0.135,gapfilled,TFT,BASE+arable,2019,2
181-270,90,-1.729,37.159,27.951,1.6723,1.416,-0.268,gapfilled,TFT,BASE+arable,2019,2
271-365,95,-0.803,33.638,26.588,1.307,1.0089,-0.242,gapfilled,TFT,BASE+arable,2019,2
1-7,0,,,,,,,observed,DLinear,BASE+arable,2019,2
8-30,0,,,,,,,observed,DLinear,BASE+arable,2019,2
31-90,0,,,,,,,observed,DLinear,BASE+arable,2019,2
91-180,0,,,,,,,observed,DLinear,BASE+arable,2019,2
181-270,0,,,,,,,observed,DLinear,BASE+arable,2019,2
271-365,0,,,,,,,observed,DLinear,BASE+arable,2019,2
1-7,7,-26.496,172.228,165.055,5.799,3.66,-0.537,gapfilled,DLinear,BASE+arable,2019,2
8-30,23,-166.335,246.953,245.683,17.2553,10.7135,0.147,gapfilled,DLinear,BASE+arable,2019,2
31-90,60,-43.426,206.896,202.505,11.6307,6.4805,-0.122,gapfilled,DLinear,BASE+arable,2019,2
91-180,90,-859.776,226.928,225.247,24.3017,19.2114,-0.041,gapfilled,DLinear,BASE+arable,2019,2
181-270,90,-92.792,217.838,214.862,12.8554,10.8849,-0.263,gapfilled,DLinear,BASE+arable,2019,2
271-365,95,-69.75,210.744,207.517,10.2015,7.8744,-0.092,gapfilled,DLinear,BASE+arable,2019,2
1-7,0,,,,,,,observed,LSTM,BASE+arable,2019,2
8-30,0,,,,,,,observed,LSTM,BASE+arable,2019,2
31-90,0,,,,,,,observed,LSTM,BASE+arable,2019,2
91-180,0,,,,,,,observed,LSTM,BASE+arable,2019,2
181-270,0,,,,,,,observed,LSTM,BASE+arable,2019,2
271-365,0,,,,,,,observed,LSTM,BASE+arable,2019,2
1-7,7,0.176,29.812,23.589,0.8288,0.5231,0.499,gapfilled,LSTM,BASE+arable,2019,2
8-30,23,-0.518,23.525,19.263,1.3529,0.84,-0.017,gapfilled,LSTM,BASE+arable,2019,2
31-90,60,-0.435,37.179,23.232,1.3343,0.7435,-0.152,gapfilled,LSTM,BASE+arable,2019,2
91-180,90,-9.336,24.867,20.283,2.1883,1.73,0.213,gapfilled,LSTM,BASE+arable,2019,2
181-270,90,-1.701,36.966,27.888,1.6685,1.4128,-0.222,gapfilled,LSTM,BASE+arable,2019,2
271-365,95,-2.823,48.989,38.693,1.9021,1.4682,-0.502,gapfilled,LSTM,BASE+arable,2019,2
1-7,0,,,,,,,observed,TFT,BASE+arable,2019,4
8-30,8,-1.589,53.318,41.566,1.0869,1.0859,-0.575,observed,TFT,BASE+arable,2019,4
31-90,32,-0.065,23.13,17.822,0.8144,0.8159,0.1,observed,TFT,BASE+arable,2019,4
91-180,62,0.028,86.326,49.837,0.6554,0.656,0.542,observed,TFT,BASE+arable,2019,4
181-270,61,-0.021,36.603,26.136,0.9279,0.9291,0.196,observed,TFT,BASE+arable,2019,4
271-365,66,-0.16,56.826,24.82,0.9386,0.9405,0.104,observed,TFT,BASE+arable,2019,4
1-7,7,-54.539,14.749,13.873,6.9504,6.8428,-0.453,gapfilled,TFT,BASE+arable,2019,4
8-30,23,-0.515,35.798,22.517,1.2446,1.244,0.099,gapfilled,TFT,BASE+arable,2019,4
31-90,60,-0.403,28.352,20.994,0.7263,0.7278,0.517,gapfilled,TFT,BASE+arable,2019,4
91-180,90,-0.163,52.42,38.31,0.5499,0.5505,0.621,gapfilled,TFT,BASE+arable,2019,4
181-270,90,-0.091,39.273,25.794,0.7431,0.7445,0.318,gapfilled,TFT,BASE+arable,2019,4
271-365,95,-0.874,32.775,22.412,0.8681,0.8702,0.142,gapfilled,TFT,BASE+arable,2019,4
1-7,0,,,,,,,observed,DLinear,BASE+arable,2019,4
8-30,8,-1.768,55.129,44.967,1.1759,1.1747,-0.681,observed,DLinear,BASE+arable,2019,4
31-90,32,-2.912,44.326,36.984,1.6901,1.6933,-0.111,observed,DLinear,BASE+arable,2019,4
91-180,62,0.216,77.53,50.03,0.658,0.6585,0.505,observed,DLinear,BASE+arable,2019,4
181-270,61,-0.766,48.156,39.426,1.3997,1.4015,0.6,observed,DLinear,BASE+arable,2019,4
271-365,66,0.02,52.245,31.006,1.1725,1.1749,0.382,observed,DLinear,BASE+arable,2019,4
1-7,7,-378.688,38.563,36.836,18.4549,18.1694,-0.257,gapfilled,DLinear,BASE+arable,2019,4
8-30,23,-1.099,42.142,33.045,1.8266,1.8256,0.032,gapfilled,DLinear,BASE+arable,2019,4
31-90,60,-3.199,49.051,37.469,1.2962,1.2989,-0.117,gapfilled,DLinear,BASE+arable,2019,4
91-180,90,0.229,42.682,32.91,0.4724,0.4729,0.63,gapfilled,DLinear,BASE+arable,2019,4
181-270,90,-0.347,43.635,34.272,0.9874,0.9893,0.683,gapfilled,DLinear,BASE+arable,2019,4
271-365,95,-0.997,33.828,25.573,0.9905,0.993,0.386,gapfilled,DLinear,BASE+arable,2019,4
1-7,0,,,,,,,observed,LSTM,BASE+arable,2019,4
8-30,8,-1.492,52.309,40.798,1.0668,1.0658,0.106,observed,LSTM,BASE+arable,2019,4
31-90,32,-0.091,23.41,17.983,0.8218,0.8233,0.097,observed,LSTM,BASE+arable,2019,4
91-180,62,-0.121,92.739,56.176,0.7388,0.7394,0.469,observed,LSTM,BASE+arable,2019,4
181-270,61,-0.177,39.314,24.882,0.8833,0.8845,0.201,observed,LSTM,BASE+arable,2019,4
271-365,66,0.035,51.83,23.296,0.8809,0.8827,0.393,observed,LSTM,BASE+arable,2019,4
1-7,7,-44.549,13.357,12.423,6.2242,6.1278,-0.629,gapfilled,LSTM,BASE+arable,2019,4
8-30,23,-0.369,34.036,22.01,1.2167,1.216,0.533,gapfilled,LSTM,BASE+arable,2019,4
31-90,60,-0.773,31.869,23.123,0.7999,0.8016,-0.072,gapfilled,LSTM,BASE+arable,2019,4
91-180,90,-0.532,60.144,45.151,0.6481,0.6488,0.513,gapfilled,LSTM,BASE+arable,2019,4
181-270,90,-0.289,42.695,27.904,0.8039,0.8055,0.367,gapfilled,LSTM,BASE+arable,2019,4
271-365,95,-0.302,27.32,18.461,0.715,0.7168,0.327,gapfilled,LSTM,BASE+arable,2019,4
1-7,0,,,,,,,observed,TFT,BASE+arable,2019,9
8-30,0,,,,,,,observed,TFT,BASE+arable,2019,9
31-90,16,-0.425,23.972,18.626,1.1266,0.819,0.528,observed,TFT,BASE+arable,2019,9
91-180,81,-0.012,71.843,44.39,0.7824,0.7184,0.344,observed,TFT,BASE+arable,2019,9
181-270,49,0.042,65.871,41.045,1.0629,1.0443,0.209,observed,TFT,BASE+arable,2019,9
271-365,49,-0.309,130.796,71.867,1.0142,0.9567,0.253,observed,TFT,BASE+arable,2019,9
1-7,7,0.099,11.214,7.085,0.9172,0.4166,0.386,gapfilled,TFT,BASE+arable,2019,9
8-30,23,-1.396,15.191,11.353,1.0529,0.5633,0.106,gapfilled,TFT,BASE+arable,2019,9
31-90,60,-0.462,34.174,21.282,1.1066,0.7542,0.181,gapfilled,TFT,BASE+arable,2019,9
91-180,90,-0.071,54.992,36.157,0.7187,0.6376,0.407,gapfilled,TFT,BASE+arable,2019,9
181-270,90,-0.046,62.984,41.866,0.9819,0.9314,0.307,gapfilled,TFT,BASE+arable,2019,9
271-365,95,-0.49,76.336,47.852,1.0315,0.9013,0.302,gapfilled,TFT,BASE+arable,2019,9
1-7,0,,,,,,,observed,DLinear,BASE+arable,2019,9
8-30,0,,,,,,,observed,DLinear,BASE+arable,2019,9
31-90,16,-1.696,32.975,25.178,1.5228,1.1071,-0.151,observed,DLinear,BASE+arable,2019,9
91-180,81,-0.048,73.117,55.415,0.9768,0.8968,0.274,observed,DLinear,BASE+arable,2019,9
181-270,49,-0.099,70.555,53.847,1.3944,1.37,0.286,observed,DLinear,BASE+arable,2019,9
271-365,49,0.033,112.39,64.313,0.9076,0.8562,0.513,observed,DLinear,BASE+arable,2019,9
1-7,7,-6.922,33.256,30.564,3.9567,1.7972,0.103,gapfilled,DLinear,BASE+arable,2019,9
8-30,23,-5.283,24.599,20.832,1.9321,1.0337,-0.198,gapfilled,DLinear,BASE+arable,2019,9
31-90,60,-1.721,46.619,30.809,1.6019,1.0918,-0.291,gapfilled,DLinear,BASE+arable,2019,9
91-180,90,-0.027,53.85,40.541,0.8058,0.7149,0.424,gapfilled,DLinear,BASE+arable,2019,9
181-270,90,0.247,53.443,42.853,1.005,0.9534,0.572,gapfilled,DLinear,BASE+arable,2019,9
271-365,95,0.205,55.749,37.809,0.815,0.7121,0.628,gapfilled,DLinear,BASE+arable,2019,9
1-7,0,,,,,,,observed,LSTM,BASE+arable,2019,9
8-30,0,,,,,,,observed,LSTM,BASE+arable,2019,9
31-90,16,-0.803,26.968,19.608,1.186,0.8622,-0.511,observed,LSTM,BASE+arable,2019,9
91-180,81,-0.068,73.831,45.532,0.8026,0.7369,0.298,observed,LSTM,BASE+arable,2019,9
181-270,49,-0.081,69.977,47.03,1.2178,1.1966,-0.005,observed,LSTM,BASE+arable,2019,9
271-365,49,-0.358,133.204,74.694,1.0541,0.9944,-0.125,observed,LSTM,BASE+arable,2019,9
1-7,7,-1.246,17.708,9.255,1.1981,0.5442,-0.765,gapfilled,LSTM,BASE+arable,2019,9
8-30,23,-3.104,19.881,15.476,1.4354,0.768,-0.466,gapfilled,LSTM,BASE+arable,2019,9
31-90,60,-0.57,35.411,22.396,1.1645,0.7937,0.123,gapfilled,LSTM,BASE+arable,2019,9
91-180,90,-0.141,56.765,37.196,0.7393,0.6559,0.352,gapfilled,LSTM,BASE+arable,2019,9
181-270,90,-0.05,63.094,45.063,1.0568,1.0026,0.078,gapfilled,LSTM,BASE+arable,2019,9
271-365,95,-0.421,74.536,47.214,1.0178,0.8893,0.132,gapfilled,LSTM,BASE+arable,2019,9
1-7,0,,,,,,,observed,TFT,BASE+flow,2019,2
8-30,0,,,,,,,observed,TFT,BASE+flow,2019,2
31-90,0,,,,,,,observed,TFT,BASE+flow,2019,2
91-180,0,,,,,,,observed,TFT,BASE+flow,2019,2
181-270,0,,,,,,,observed,TFT,BASE+flow,2019,2
271-365,0,,,,,,,observed,TFT,BASE+flow,2019,2
1-7,7,-0.691,42.717,33.781,1.1868,0.7491,0.95,gapfilled,TFT,BASE+flow,2019,2
8-30,23,-0.477,23.201,17.623,1.2377,0.7685,0.415,gapfilled,TFT,BASE+flow,2019,2
31-90,60,-0.361,36.213,20.021,1.1499,0.6407,0.227,gapfilled,TFT,BASE+flow,2019,2
91-180,90,-12.821,28.755,21.752,2.3468,1.8552,-0.213,gapfilled,TFT,BASE+flow,2019,2
181-270,90,-1.684,36.851,27.245,1.6301,1.3802,-0.401,gapfilled,TFT,BASE+flow,2019,2
271-365,95,-1.57,40.165,32.772,1.6111,1.2436,-0.135,gapfilled,TFT,BASE+flow,2019,2
1-7,0,,,,,,,observed,DLinear,BASE+flow,2019,2
8-30,0,,,,,,,observed,DLinear,BASE+flow,2019,2
31-90,0,,,,,,,observed,DLinear,BASE+flow,2019,2
91-180,0,,,,,,,observed,DLinear,BASE+flow,2019,2
181-270,0,,,,,,,observed,DLinear,BASE+flow,2019,2
271-365,0,,,,,,,observed,DLinear,BASE+flow,2019,2
1-7,7,-0.151,35.236,25.416,0.8929,0.5636,0.097,gapfilled,DLinear,BASE+flow,2019,2
8-30,23,-0.611,24.231,19.674,1.3818,0.8579,0.262,gapfilled,DLinear,BASE+flow,2019,2
31-90,60,-1.218,46.23,29.828,1.7132,0.9545,-0.077,gapfilled,DLinear,BASE+flow,2019,2
91-180,90,-13.369,29.32,23.757,2.5631,2.0263,-0.075,gapfilled,DLinear,BASE+flow,2019,2
181-270,90,-1.342,34.421,25.267,1.5117,1.28,-0.208,gapfilled,DLinear,BASE+flow,2019,2
271-365,95,-0.981,35.26,28.327,1.3925,1.0749,-0.017,gapfilled,DLinear,BASE+flow,2019,2
1-7,0,,,,,,,observed,LSTM,BASE+flow,2019,2
8-30,0,,,,,,,observed,LSTM,BASE+flow,2019,2
31-90,0,,,,,,,observed,LSTM,BASE+flow,2019,2
91-180,0,,,,,,,observed,LSTM,BASE+flow,2019,2
181-270,0,,,,,,,observed,LSTM,BASE+flow,2019,2
271-365,0,,,,,,,observed,LSTM,BASE+flow,2019,2
1-7,7,-1.184,48.541,37.523,1.3183,0.832,0.4,gapfilled,LSTM,BASE+flow,2019,2
8-30,23,-0.851,25.973,19.121,1.343,0.8338,-0.044,gapfilled,LSTM,BASE+flow,2019,2
31-90,60,-0.593,39.177,24.121,1.3854,0.7719,0.098,gapfilled,LSTM,BASE+flow,2019,2
91-180,90,-1.413,12.014,9.534,1.0287,0.8132,-0.021,gapfilled,LSTM,BASE+flow,2019,2
181-270,90,-0.568,28.169,20.606,1.2329,1.0439,-0.19,gapfilled,LSTM,BASE+flow,2019,2
271-365,95,-0.806,33.671,27.454,1.3496,1.0418,-0.275,gapfilled,LSTM,BASE+flow,2019,2
1-7,0,,,,,,,observed,TFT,BASE+flow,2019,4
8-30,8,-1.989,57.282,45.045,1.1779,1.1768,-0.716,observed,TFT,BASE+flow,2019,4
31-90,32,0.007,22.335,16.945,0.7743,0.7758,0.128,observed,TFT,BASE+flow,2019,4
91-180,62,0.054,85.182,49.073,0.6454,0.6459,0.539,observed,TFT,BASE+flow,2019,4
181-270,61,-0.001,36.254,26.359,0.9358,0.937,0.286,observed,TFT,BASE+flow,2019,4
271-365,66,-0.125,55.962,23.562,0.891,0.8928,0.121,observed,TFT,BASE+flow,2019,4
1-7,7,-80.913,17.911,17.381,8.708,8.5733,-0.406,gapfilled,TFT,BASE+flow,2019,4
8-30,23,-0.775,38.75,25.547,1.4121,1.4114,-0.141,gapfilled,TFT,BASE+flow,2019,4
31-90,60,-0.12,25.33,17.762,0.6144,0.6157,0.491,gapfilled,TFT,BASE+flow,2019,4
91-180,90,-0.098,50.925,36.732,0.5273,0.5278,0.621,gapfilled,TFT,BASE+flow,2019,4
181-270,90,-0.119,39.774,26.805,0.7723,0.7737,0.382,gapfilled,TFT,BASE+flow,2019,4
271-365,95,-0.798,32.1,21.339,0.8265,0.8286,0.137,gapfilled,TFT,BASE+flow,2019,4
1-7,0,,,,,,,observed,DLinear,BASE+flow,2019,4
8-30,8,-2.556,62.477,51.044,1.3348,1.3335,-0.699,observed,DLinear,BASE+flow,2019,4
31-90,32,-2.168,39.892,32.797,1.4987,1.5016,-0.208,observed,DLinear,BASE+flow,2019,4
91-180,62,0.171,79.739,52.027,0.6842,0.6848,0.495,observed,DLinear,BASE+flow,2019,4
181-270,61,-0.597,45.785,37.621,1.3356,1.3374,0.62,observed,DLinear,BASE+flow,2019,4
271-365,66,0.067,50.954,28.899,1.0928,1.095,0.36,observed,DLinear,BASE+flow,2019,4
1-7,7,-401.304,39.695,37.913,18.9948,18.7009,0.099,gapfilled,DLinear,BASE+flow,2019,4
8-30,23,-1.517,46.141,33.986,1.8786,1.8776,-0.205,gapfilled,DLinear,BASE+flow,2019,4
31-90,60,-1.964,41.211,32.437,1.1221,1.1245,-0.016,gapfilled,DLinear,BASE+flow,2019,4
91-180,90,0.109,45.863,36.135,0.5187,0.5192,0.628,gapfilled,DLinear,BASE+flow,2019,4
181-270,90,-0.303,42.922,34.631,0.9978,0.9996,0.702,gapfilled,DLinear,BASE+flow,2019,4
271-365,95,-0.79,32.032,23.997,0.9294,0.9318,0.355,gapfilled,DLinear,BASE+flow,2019,4
1-7,0,,,,,,,observed,LSTM,BASE+flow,2019,4
8-30,8,-1.423,51.577,40.612,1.062,1.061,0.344,observed,LSTM,BASE+flow,2019,4
31-90,32,-0.202,24.567,18.69,0.8541,0.8557,0.074,observed,LSTM,BASE+flow,2019,4
91-180,62,-0.066,90.41,55.259,0.7267,0.7274,0.466,observed,LSTM,BASE+flow,2019,4
181-270,61,-0.073,37.529,25.121,0.8918,0.893,0.275,observed,LSTM,BASE+flow,2019,4
271-365,66,0.046,51.541,23.593,0.8922,0.894,0.396,observed,LSTM,BASE+flow,2019,4
1-7,7,-15.358,8.004,6.683,3.3482,3.2964,0.357,gapfilled,LSTM,BASE+flow,2019,4
8-30,23,-0.281,32.924,20.784,1.1488,1.1482,0.602,gapfilled,LSTM,BASE+flow,2019,4
31-90,60,-1.072,34.457,24.843,0.8594,0.8612,-0.081,gapfilled,LSTM,BASE+flow,2019,4
91-180,90,-0.398,57.463,42.685,0.6127,0.6133,0.533,gapfilled,LSTM,BASE+flow,2019,4
181-270,90,-0.076,39.004,25.224,0.7267,0.7281,0.423,gapfilled,LSTM,BASE+flow,2019,4
271-365,95,-0.235,26.604,18.048,0.699,0.7008,0.347,gapfilled,LSTM,BASE+flow,2019,4
1-7,0,,,,,,,observed,TFT,BASE+flow,2019,9
8-30,0,,,,,,,observed,TFT,BASE+flow,2019,9
31-90,16,-0.122,21.276,16.477,0.9966,0.7245,0.513,observed,TFT,BASE+flow,2019,9
91-180,81,0.01,71.082,44.063,0.7767,0.7131,0.342,observed,TFT,BASE+flow,2019,9
181-270,49,0.076,64.688,40.02,1.0363,1.0182,0.283,observed,TFT,BASE+flow,2019,9
271-365,49,-0.296,130.114,72.167,1.0184,0.9607,0.262,observed,TFT,BASE+flow,2019,9
1-7,7,0.13,11.018,8.991,1.1639,0.5287,0.412,gapfilled,TFT,BASE+flow,2019,9
8-30,23,-0.765,13.039,9.058,0.8401,0.4495,0.146,gapfilled,TFT,BASE+flow,2019,9
31-90,60,-0.277,31.939,18.398,0.9566,0.652,0.245,gapfilled,TFT,BASE+flow,2019,9
91-180,90,-0.04,54.184,35.176,0.6992,0.6203,0.402,gapfilled,TFT,BASE+flow,2019,9
181-270,90,0.001,61.562,40.56,0.9512,0.9024,0.43,gapfilled,TFT,BASE+flow,2019,9
271-365,95,-0.453,75.362,47.196,1.0174,0.889,0.3,gapfilled,TFT,BASE+flow,2019,9
1-7,0,,,,,,,observed,DLinear,BASE+flow,2019,9
8-30,0,,,,,,,observed,DLinear,BASE+flow,2019,9
31-90,16,-1.421,31.25,25.597,1.5482,1.1255,-0.039,observed,DLinear,BASE+flow,2019,9
91-180,81,-0.042,72.923,54.718,0.9645,0.8855,0.286,observed,DLinear,BASE+flow,2019,9
181-270,49,-0.015,67.806,49.585,1.284,1.2616,0.301,observed,DLinear,BASE+flow,2019,9
271-365,49,0.051,111.363,61.209,0.8638,0.8149,0.515,observed,DLinear,BASE+flow,2019,9
1-7,7,-4.81,28.479,26.862,3.4774,1.5795,0.659,gapfilled,DLinear,BASE+flow,2019,9
8-30,23,-4.418,22.843,19.118,1.7732,0.9487,-0.057,gapfilled,DLinear,BASE+flow,2019,9
31-90,60,-1.134,41.281,27.482,1.4289,0.9739,-0.123,gapfilled,DLinear,BASE+flow,2019,9
91-180,90,-0.039,54.169,40.873,0.8124,0.7207,0.431,gapfilled,DLinear,BASE+flow,2019,9
181-270,90,0.355,49.44,38.362,0.8997,0.8535,0.629,gapfilled,DLinear,BASE+flow,2019,9
271-365,95,0.259,53.829,35.383,0.7627,0.6665,0.647,gapfilled,DLinear,BASE+flow,2019,9
1-7,0,,,,,,,observed,LSTM,BASE+flow,2019,9
8-30,0,,,,,,,observed,LSTM,BASE+flow,2019,9
31-90,16,-1.405,31.144,22.543,1.3635,0.9912,-0.444,observed,LSTM,BASE+flow,2019,9
91-180,81,-0.065,73.724,45.774,0.8068,0.7408,0.267,observed,LSTM,BASE+flow,2019,9
181-270,49,-0.134,71.662,50.362,1.3041,1.2813,-0.023,observed,LSTM,BASE+flow,2019,9
271-365,49,-0.324,131.521,73.283,1.0342,0.9756,-0.004,observed,LSTM,BASE+flow,2019,9
1-7,7,-1.957,20.316,14.031,1.8163,0.825,-0.222,gapfilled,LSTM,BASE+flow,2019,9
8-30,23,-2.569,18.539,14.516,1.3464,0.7203,-0.306,gapfilled,LSTM,BASE+flow,2019,9
31-90,60,-0.697,36.817,22.864,1.1888,0.8103,0.002,gapfilled,LSTM,BASE+flow,2019,9
91-180,90,-0.124,56.34,36.988,0.7352,0.6522,0.325,gapfilled,LSTM,BASE+flow,2019,9
181-270,90,-0.059,63.373,46.594,1.0927,1.0366,0.018,gapfilled,LSTM,BASE+flow,2019,9
271-365,95,-0.36,72.926,45.717,0.9855,0.8611,0.167,gapfilled,LSTM,BASE+flow,2019,9
1-7,0,,,,,,,observed,TFT,BASE+mgmt,2019,2
8-30,0,,,,,,,observed,TFT,BASE+mgmt,2019,2
31-90,0,,,,,,,observed,TFT,BASE+mgmt,2019,2
91-180,0,,,,,,,observed,TFT,BASE+mgmt,2019,2
181-270,0,,,,,,,observed,TFT,BASE+mgmt,2019,2
271-365,0,,,,,,,observed,TFT,BASE+mgmt,2019,2
1-7,7,-1.362,50.482,38.853,1.3651,0.8615,0.445,gapfilled,TFT,BASE+mgmt,2019,2
8-30,23,-0.904,26.339,19.476,1.3678,0.8493,-0.362,gapfilled,TFT,BASE+mgmt,2019,2
31-90,60,-0.751,41.07,25.436,1.4609,0.814,-0.473,gapfilled,TFT,BASE+mgmt,2019,2
91-180,90,-13.921,29.877,24.172,2.6079,2.0616,-0.325,gapfilled,TFT,BASE+mgmt,2019,2
181-270,90,-1.621,36.413,26.832,1.6054,1.3593,-0.301,gapfilled,TFT,BASE+mgmt,2019,2
271-365,95,-0.347,29.081,21.472,1.0555,0.8148,0.202,gapfilled,TFT,BASE+mgmt,2019,2
1-7,0,,,,,,,observed,DLinear,BASE+mgmt,2019,2
8-30,0,,,,,,,observed,DLinear,BASE+mgmt,2019,2
31-90,0,,,,,,,observed,DLinear,BASE+mgmt,2019,2
91-180,0,,,,,,,observed,DLinear,BASE+mgmt,2019,2
181-270,0,,,,,,,observed,DLinear,BASE+mgmt,2019,2
271-365,0,,,,,,,observed,DLinear,BASE+mgmt,2019,2
1-7,7,-1.692,53.885,37.353,1.3123,0.8283,-0.409,gapfilled,DLinear,BASE+mgmt,2019,2
8-30,23,-4.374,44.256,36.305,2.5498,1.5831,0.163,gapfilled,DLinear,BASE+mgmt,2019,2
31-90,60,-3.178,63.451,45.734,2.6267,1.4635,-0.212,gapfilled,DLinear,BASE+mgmt,2019,2
91-180,90,-10.681,26.435,21.476,2.317,1.8317,-0.148,gapfilled,DLinear,BASE+mgmt,2019,2
181-270,90,-1.204,33.39,27.042,1.6179,1.3699,-0.095,gapfilled,DLinear,BASE+mgmt,2019,2
271-365,95,-3.194,51.313,39.004,1.9174,1.48,-0.298,gapfilled,DLinear,BASE+mgmt,2019,2
1-7,0,,,,,,,observed,LSTM,BASE+mgmt,2019,2
8-30,0,,,,,,,observed,LSTM,BASE+mgmt,2019,2
31-90,0,,,,,,,observed,LSTM,BASE+mgmt,2019,2
91-180,0,,,,,,,observed,LSTM,BASE+mgmt,2019,2
181-270,0,,,,,,,observed,LSTM,BASE+mgmt,2019,2
271-365,0,,,,,,,observed,LSTM,BASE+mgmt,2019,2
1-7,7,-2.055,57.406,45.224,1.5889,1.0028,-0.159,gapfilled,LSTM,BASE+mgmt,2019,2
8-30,23,-2.146,33.861,24.198,1.6996,1.0552,-0.566,gapfilled,LSTM,BASE+mgmt,2019,2
31-90,60,-1.723,51.226,35.137,2.018,1.1244,-0.425,gapfilled,LSTM,BASE+mgmt,2019,2
91-180,90,-4.504,18.145,14.334,1.5465,1.2226,0.065,gapfilled,LSTM,BASE+mgmt,2019,2
181-270,90,-2.207,40.284,28.569,1.7093,1.4473,-0.19,gapfilled,LSTM,BASE+mgmt,2019,2
271-365,95,-2.398,46.188,36.713,1.8048,1.3931,-0.268,gapfilled,LSTM,BASE+mgmt,2019,2
1-7,0,,,,,,,observed,TFT,BASE+mgmt,2019,4
8-30,8,-2.367,60.801,50.296,1.3152,1.314,-0.463,observed,TFT,BASE+mgmt,2019,4
31-90,32,-0.083,23.325,18.455,0.8434,0.8449,-0.047,observed,TFT,BASE+mgmt,2019,4
91-180,62,-0.049,89.711,52.681,0.6928,0.6934,0.395,observed,TFT,BASE+mgmt,2019,4
181-270,61,0.156,33.29,26.877,0.9541,0.9554,0.453,observed,TFT,BASE+mgmt,2019,4
271-365,66,-0.031,53.576,25.829,0.9767,0.9787,0.005,observed,TFT,BASE+mgmt,2019,4
1-7,7,-121.45,21.899,21.509,10.776,10.6093,-0.578,gapfilled,TFT,BASE+mgmt,2019,4
8-30,23,-1.001,41.145,29.129,1.6101,1.6093,0.075,gapfilled,TFT,BASE+mgmt,2019,4
31-90,60,-0.257,26.838,18.587,0.643,0.6443,-0.192,gapfilled,TFT,BASE+mgmt,2019,4
91-180,90,-0.166,52.485,35.788,0.5137,0.5142,0.501,gapfilled,TFT,BASE+mgmt,2019,4
181-270,90,0.323,30.945,20.013,0.5766,0.5777,0.597,gapfilled,TFT,BASE+mgmt,2019,4
271-365,95,-0.099,25.095,16.622,0.6438,0.6454,0.091,gapfilled,TFT,BASE+mgmt,2019,4
1-7,0,,,,,,,observed,DLinear,BASE+mgmt,2019,4
8-30,8,-1.204,49.186,39.708,1.0383,1.0373,-0.793,observed,DLinear,BASE+mgmt,2019,4
31-90,32,-4.88,54.346,44.073,2.014,2.0178,-0.056,observed,DLinear,BASE+mgmt,2019,4
91-180,62,0.258,75.421,47.714,0.6275,0.628,0.524,observed,DLinear,BASE+mgmt,2019,4
181-270,61,-0.929,50.33,40.821,1.4492,1.4511,0.562,observed,DLinear,BASE+mgmt,2019,4
271-365,66,-0.068,54.53,34.634,1.3097,1.3123,0.438,observed,DLinear,BASE+mgmt,2019,4
1-7,7,-420.043,40.608,39.395,19.7374,19.432,-0.068,gapfilled,DLinear,BASE+mgmt,2019,4
8-30,23,-0.629,37.118,28.127,1.5548,1.5539,0.094,gapfilled,DLinear,BASE+mgmt,2019,4
31-90,60,-5.098,59.11,46.511,1.6089,1.6123,-0.136,gapfilled,DLinear,BASE+mgmt,2019,4
91-180,90,0.32,40.083,29.672,0.4259,0.4264,0.637,gapfilled,DLinear,BASE+mgmt,2019,4
181-270,90,-0.613,47.749,37.387,1.0772,1.0792,0.64,gapfilled,DLinear,BASE+mgmt,2019,4
271-365,95,-1.301,36.309,29.102,1.1272,1.13,0.463,gapfilled,DLinear,BASE+mgmt,2019,4
