bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,target,model,config,anchor_year,tower
8-30,19,-5.473,43.978,34.675,2.7283,2.3146,-0.071,observed,DLinear,BASE+bodyweight,2021,4
31-90,50,-3.167,41.859,33.052,2.5453,1.9146,0.255,observed,DLinear,BASE+bodyweight,2021,4
91-180,90,0.244,86.434,62.065,0.9564,0.8504,0.534,observed,DLinear,BASE+bodyweight,2021,4
181-270,88,0.365,80.452,60.733,0.8956,0.8514,0.605,observed,DLinear,BASE+bodyweight,2021,4
271-365,91,-1.694,53.643,42.644,2.047,1.9213,0.436,observed,DLinear,BASE+bodyweight,2021,4
1-7,7,-98.192,18.45,16.466,10.2838,1.5064,-0.157,gapfilled,DLinear,BASE+bodyweight,2021,4
8-30,23,-18.253,40.629,32.573,4.3691,2.4044,0.036,gapfilled,DLinear,BASE+bodyweight,2021,4
31-90,60,-11.313,45.651,36.361,3.9582,2.1925,0.137,gapfilled,DLinear,BASE+bodyweight,2021,4
91-180,90,0.243,61.971,46.727,0.7854,0.6783,0.594,gapfilled,DLinear,BASE+bodyweight,2021,4
181-270,90,0.431,62.406,49.966,0.8027,0.7392,0.662,gapfilled,DLinear,BASE+bodyweight,2021,4
271-365,95,-1.128,47.911,39.447,1.812,1.5451,0.544,gapfilled,DLinear,BASE+bodyweight,2021,4
1-7,3,-4.287,5.562,5.12,2.0627,0.5787,-0.995,observed,LSTM,BASE+bodyweight,2021,4
8-30,19,-0.553,21.541,18.12,1.4257,1.2095,0.134,observed,LSTM,BASE+bodyweight,2021,4
31-90,50,-0.417,24.41,18.352,1.4133,1.063,0.238,observed,LSTM,BASE+bodyweight,2021,4
91-180,90,0.065,96.125,61.495,0.9476,0.8426,0.34,observed,LSTM,BASE+bodyweight,2021,4
181-270,88,0.085,96.589,63.088,0.9303,0.8844,0.366,observed,LSTM,BASE+bodyweight,2021,4
271-365,91,-1.202,48.491,33.336,1.6002,1.502,0.33,observed,LSTM,BASE+bodyweight,2021,4
1-7,7,-4.849,4.48,4.22,2.6354,0.3861,-0.457,gapfilled,LSTM,BASE+bodyweight,2021,4
8-30,23,-3.576,19.808,17.538,2.3524,1.2946,0.128,gapfilled,LSTM,BASE+bodyweight,2021,4
31-90,60,-1.133,19.001,15.413,1.6779,0.9294,0.325,gapfilled,LSTM,BASE+bodyweight,2021,4
91-180,90,0.026,70.303,48.068,0.8079,0.6978,0.415,gapfilled,LSTM,BASE+bodyweight,2021,4
181-270,90,0.146,76.439,51.433,0.8263,0.7609,0.461,gapfilled,LSTM,BASE+bodyweight,2021,4
271-365,95,-0.664,42.36,29.237,1.343,1.1452,0.487,gapfilled,LSTM,BASE+bodyweight,2021,4
1-7,1,,,,,,,observed,TFT,BASE+bodyweight,2021,9
8-30,12,-0.335,21.178,15.595,0.6225,1.1354,-0.121,observed,TFT,BASE+bodyweight,2021,9
31-90,35,0.098,14.592,10.241,0.4258,1.0035,0.377,observed,TFT,BASE+bodyweight,2021,9
91-180,85,0.088,97.472,59.221,0.7659,0.6435,0.433,observed,TFT,BASE+bodyweight,2021,9
181-270,47,-0.054,63.904,48.973,1.0516,0.7593,0.325,observed,TFT,BASE+bodyweight,2021,9
271-365,0,,,,,,,observed,TFT,BASE+bodyweight,2021,9
1-7,7,-1.296,14.886,13.289,1.1671,0.7132,0.832,gapfilled,TFT,BASE+bodyweight,2021,9
8-30,23,-1.752,21.99,17.992,1.1576,1.0482,-0.483,gapfilled,TFT,BASE+bodyweight,2021,9
31-90,60,-0.784,12.105,9.296,0.488,0.8434,0.197,gapfilled,TFT,BASE+bodyweight,2021,9
91-180,90,0.12,63.116,44.115,0.6887,0.537,0.534,gapfilled,TFT,BASE+bodyweight,2021,9
181-270,90,-0.561,44.378,34.328,1.2346,0.6755,0.409,gapfilled,TFT,BASE+bodyweight,2021,9
271-365,95,-2.485,24.181,21.014,1.2484,1.3687,0.412,gapfilled,TFT,BASE+bodyweight,2021,9
1-7,1,,,,,,,observed,DLinear,BASE+bodyweight,2021,9
8-30,12,-6.791,51.166,45.779,1.8273,3.3329,-0.278,observed,DLinear,BASE+bodyweight,2021,9
31-90,35,-3.367,32.103,24.785,1.0306,2.4287,0.172,observed,DLinear,BASE+bodyweight,2021,9
91-180,85,0.215,90.436,57.342,0.7416,0.623,0.477,observed,DLinear,BASE+bodyweight,2021,9
181-270,47,-0.144,66.575,51.13,1.0979,0.7927,0.236,observed,DLinear,BASE+bodyweight,2021,9
271-365,0,,,,,,,observed,DLinear,BASE+bodyweight,2021,9
1-7,7,-4.63,23.31,18.711,1.6433,1.0041,0.619,gapfilled,DLinear,BASE+bodyweight,2021,9
8-30,23,-15.568,53.951,49.055,3.1563,2.8579,-0.237,gapfilled,DLinear,BASE+bodyweight,2021,9
31-90,60,-19.85,41.382,32.298,1.6954,2.9301,-0.243,gapfilled,DLinear,BASE+bodyweight,2021,9
91-180,90,0.284,56.929,42.019,0.656,0.5115,0.558,gapfilled,DLinear,BASE+bodyweight,2021,9
181-270,90,-0.431,42.483,32.811,1.1801,0.6456,0.271,gapfilled,DLinear,BASE+bodyweight,2021,9
271-365,95,-2.458,24.086,19.535,1.1605,1.2723,0.077,gapfilled,DLinear,BASE+bodyweight,2021,9
1-7,1,,,,,,,observed,LSTM,BASE+bodyweight,2021,9
8-30,12,-0.647,23.523,15.656,0.625,1.1399,0.045,observed,LSTM,BASE+bodyweight,2021,9
31-90,35,-1.851,25.938,17.9,0.7443,1.754,-0.266,observed,LSTM,BASE+bodyweight,2021,9
91-180,85,0.043,99.864,64.596,0.8354,0.7019,0.375,observed,LSTM,BASE+bodyweight,2021,9
181-270,47,-0.413,73.979,56.339,1.2098,0.8735,0.216,observed,LSTM,BASE+bodyweight,2021,9
271-365,0,,,,,,,observed,LSTM,BASE+bodyweight,2021,9
1-7,7,-1.591,15.812,13.166,1.1563,0.7066,0.282,gapfilled,LSTM,BASE+bodyweight,2021,9
8-30,23,-2.44,24.585,19.572,1.2593,1.1402,0.018,gapfilled,LSTM,BASE+bodyweight,2021,9
31-90,60,-3.271,18.729,15.051,0.7901,1.3654,0.328,gapfilled,LSTM,BASE+bodyweight,2021,9
91-180,90,-0.159,72.422,51.458,0.8034,0.6264,0.441,gapfilled,LSTM,BASE+bodyweight,2021,9
181-270,90,-0.751,46.989,33.834,1.2169,0.6657,0.317,gapfilled,LSTM,BASE+bodyweight,2021,9
271-365,95,-21.151,60.959,43.806,2.6025,2.8531,0.494,gapfilled,LSTM,BASE+bodyweight,2021,9
1-7,0,,,,,,,observed,TFT,BASE+ALL,2021,2
8-30,0,,,,,,,observed,TFT,BASE+ALL,2021,2
31-90,0,,,,,,,observed,TFT,BASE+ALL,2021,2
91-180,0,,,,,,,observed,TFT,BASE+ALL,2021,2
181-270,0,,,,,,,observed,TFT,BASE+ALL,2021,2
271-365,0,,,,,,,observed,TFT,BASE+ALL,2021,2
1-7,7,-63.896,21.056,20.861,10.324,2.0778,0.802,gapfilled,TFT,BASE+ALL,2021,2
8-30,23,-0.142,12.817,10.426,0.8649,0.4805,0.222,gapfilled,TFT,BASE+ALL,2021,2
31-90,60,-0.32,17.922,12.357,1.031,0.5745,-0.069,gapfilled,TFT,BASE+ALL,2021,2
91-180,90,-2.397,23.768,18.171,1.4506,0.822,-0.166,gapfilled,TFT,BASE+ALL,2021,2
181-270,90,-3.415,37.773,33.65,1.8149,1.2829,0.404,gapfilled,TFT,BASE+ALL,2021,2
271-365,95,-5.649,20.697,17.899,2.7365,2.2318,-0.369,gapfilled,TFT,BASE+ALL,2021,2
1-7,0,,,,,,,observed,DLinear,BASE+ALL,2021,2
8-30,0,,,,,,,observed,DLinear,BASE+ALL,2021,2
31-90,0,,,,,,,observed,DLinear,BASE+ALL,2021,2
91-180,0,,,,,,,observed,DLinear,BASE+ALL,2021,2
181-270,0,,,,,,,observed,DLinear,BASE+ALL,2021,2
271-365,0,,,,,,,observed,DLinear,BASE+ALL,2021,2
1-7,7,-194.49,36.545,30.038,14.8654,2.9919,-0.63,gapfilled,DLinear,BASE+ALL,2021,2
8-30,23,-36.374,73.313,66.522,5.5187,3.0657,0.056,gapfilled,DLinear,BASE+ALL,2021,2
31-90,60,-13.913,60.235,53.426,4.4573,2.4837,0.231,gapfilled,DLinear,BASE+ALL,2021,2
91-180,90,-34.713,77.068,73.176,5.8417,3.3102,-0.063,gapfilled,DLinear,BASE+ALL,2021,2
181-270,90,-12.528,66.123,52.063,2.808,1.985,-0.459,gapfilled,DLinear,BASE+ALL,2021,2
271-365,95,-12.12,29.074,23.114,3.534,2.8821,0.136,gapfilled,DLinear,BASE+ALL,2021,2
1-7,0,,,,,,,observed,LSTM,BASE+ALL,2021,2
8-30,0,,,,,,,observed,LSTM,BASE+ALL,2021,2
31-90,0,,,,,,,observed,LSTM,BASE+ALL,2021,2
91-180,0,,,,,,,observed,LSTM,BASE+ALL,2021,2
181-270,0,,,,,,,observed,LSTM,BASE+ALL,2021,2
271-365,0,,,,,,,observed,LSTM,BASE+ALL,2021,2
1-7,7,-9.375,8.419,7.092,3.5098,0.7064,-0.608,gapfilled,LSTM,BASE+ALL,2021,2
8-30,23,-3.722,26.06,20.634,1.7118,0.9509,-0.004,gapfilled,LSTM,BASE+ALL,2021,2
31-90,60,-1.322,23.769,18.053,1.5062,0.8393,0.101,gapfilled,LSTM,BASE+ALL,2021,2
91-180,90,-1.656,21.016,16.387,1.3082,0.7413,0.194,gapfilled,LSTM,BASE+ALL,2021,2
181-270,90,-5.821,46.953,40.18,2.1671,1.5319,0.1,gapfilled,LSTM,BASE+ALL,2021,2
271-365,95,-21.134,37.763,32.262,4.9325,4.0227,-0.291,gapfilled,LSTM,BASE+ALL,2021,2
1-7,3,-16.779,10.2,8.83,3.5573,0.9981,-0.876,observed,TFT,BASE+ALL,2021,4
8-30,19,-0.018,17.44,12.902,1.0152,0.8613,0.155,observed,TFT,BASE+ALL,2021,4
31-90,50,-0.025,20.762,12.982,0.9997,0.752,0.182,observed,TFT,BASE+ALL,2021,4
91-180,90,0.147,91.78,55.77,0.8594,0.7642,0.392,observed,TFT,BASE+ALL,2021,4
181-270,88,0.089,96.375,68.625,1.012,0.962,0.33,observed,TFT,BASE+ALL,2021,4
271-365,91,-0.225,36.179,25.472,1.2228,1.1477,0.335,observed,TFT,BASE+ALL,2021,4
1-7,7,-14.73,7.347,6.638,4.1459,0.6073,-0.439,gapfilled,TFT,BASE+ALL,2021,4
8-30,23,-0.488,11.297,8.741,1.1724,0.6452,-0.099,gapfilled,TFT,BASE+ALL,2021,4
31-90,60,-0.249,14.541,9.404,1.0237,0.5671,0.112,gapfilled,TFT,BASE+ALL,2021,4
91-180,90,0.239,62.114,39.229,0.6593,0.5694,0.494,gapfilled,TFT,BASE+ALL,2021,4
181-270,90,0.131,77.092,55.064,0.8846,0.8146,0.401,gapfilled,TFT,BASE+ALL,2021,4
271-365,95,0.196,29.447,21.127,0.9705,0.8275,0.543,gapfilled,TFT,BASE+ALL,2021,4
1-7,3,-27.713,12.962,10.821,4.3593,1.2231,-0.371,observed,DLinear,BASE+ALL,2021,4
8-30,19,-6.481,47.279,38.416,3.0227,2.5643,-0.107,observed,DLinear,BASE+ALL,2021,4
31-90,50,-4.281,47.124,36.186,2.7867,2.0961,0.049,observed,DLinear,BASE+ALL,2021,4
91-180,90,0.187,89.622,65.364,1.0073,0.8956,0.458,observed,DLinear,BASE+ALL,2021,4
181-270,88,0.365,80.452,63.375,0.9346,0.8884,0.606,observed,DLinear,BASE+ALL,2021,4
271-365,91,-1.19,48.365,38.48,1.8472,1.7337,0.405,observed,DLinear,BASE+ALL,2021,4
1-7,7,-67.958,15.384,13.444,8.3967,1.23,-0.405,gapfilled,DLinear,BASE+ALL,2021,4
8-30,23,-21.025,43.456,36.231,4.8596,2.6743,0.009,gapfilled,DLinear,BASE+ALL,2021,4
31-90,60,-12.832,48.386,38.384,4.1784,2.3145,-0.079,gapfilled,DLinear,BASE+ALL,2021,4
91-180,90,0.173,64.79,49.606,0.8338,0.7201,0.529,gapfilled,DLinear,BASE+ALL,2021,4
181-270,90,0.429,62.504,52.211,0.8388,0.7724,0.664,gapfilled,DLinear,BASE+ALL,2021,4
271-365,95,-0.706,42.896,34.577,1.5883,1.3543,0.534,gapfilled,DLinear,BASE+ALL,2021,4
1-7,3,-2.054,4.228,3.918,1.5785,0.4429,0.282,observed,LSTM,BASE+ALL,2021,4
8-30,19,-1.232,25.826,20.596,1.6206,1.3748,0.093,observed,LSTM,BASE+ALL,2021,4
31-90,50,-0.319,23.552,18.322,1.411,1.0613,0.141,observed,LSTM,BASE+ALL,2021,4
91-180,90,0.025,98.151,64.828,0.999,0.8883,0.379,observed,LSTM,BASE+ALL,2021,4
181-270,88,0.174,91.733,64.711,0.9543,0.9071,0.447,observed,LSTM,BASE+ALL,2021,4
271-365,91,-1.646,53.162,44.209,2.1222,1.9919,0.45,observed,LSTM,BASE+ALL,2021,4
1-7,7,-3.671,4.004,3.621,2.2612,0.3312,0.613,gapfilled,LSTM,BASE+ALL,2021,4
8-30,23,-5.421,23.463,19.584,2.6268,1.4456,0.025,gapfilled,LSTM,BASE+ALL,2021,4
31-90,60,-1.185,19.23,15.736,1.713,0.9489,0.103,gapfilled,LSTM,BASE+ALL,2021,4
91-180,90,-0.088,74.28,51.331,0.8628,0.7451,0.467,gapfilled,LSTM,BASE+ALL,2021,4
181-270,90,0.233,72.443,51.529,0.8279,0.7623,0.52,gapfilled,LSTM,BASE+ALL,2021,4
271-365,95,-1.195,48.657,40.323,1.8523,1.5794,0.513,gapfilled,LSTM,BASE+ALL,2021,4
1-7,1,,,,,,,observed,TFT,BASE+ALL,2021,9
8-30,12,-0.588,23.1,20.422,0.8152,1.4868,0.039,observed,TFT,BASE+ALL,2021,9
31-90,35,-0.519,18.935,16.292,0.6774,1.5965,-0.143,observed,TFT,BASE+ALL,2021,9
91-180,85,0.263,87.644,51.167,0.6617,0.5559,0.523,observed,TFT,BASE+ALL,2021,9
181-270,47,0.013,61.837,43.39,0.9317,0.6727,0.328,observed,TFT,BASE+ALL,2021,9
271-365,0,,,,,,,observed,TFT,BASE+ALL,2021,9
1-7,7,-0.656,12.641,11.944,1.049,0.641,0.939,gapfilled,TFT,BASE+ALL,2021,9
8-30,23,-0.364,15.482,13.38,0.8609,0.7795,-0.165,gapfilled,TFT,BASE+ALL,2021,9
31-90,60,-1.161,13.324,11.764,0.6175,1.0673,-0.123,gapfilled,TFT,BASE+ALL,2021,9
91-180,90,0.417,51.353,35.646,0.5565,0.4339,0.654,gapfilled,TFT,BASE+ALL,2021,9
181-270,90,-0.075,36.827,26.111,0.9391,0.5138,0.322,gapfilled,TFT,BASE+ALL,2021,9
271-365,95,-4.629,30.731,27.204,1.6161,1.7718,0.476,gapfilled,TFT,BASE+ALL,2021,9
1-7,1,,,,,,,observed,DLinear,BASE+ALL,2021,9
8-30,12,-7.681,54.012,47.422,1.893,3.4526,-0.372,observed,DLinear,BASE+ALL,2021,9
31-90,35,-4.325,35.446,28.68,1.1925,2.8104,0.196,observed,DLinear,BASE+ALL,2021,9
91-180,85,0.208,90.851,57.777,0.7472,0.6278,0.476,observed,DLinear,BASE+ALL,2021,9
181-270,47,-0.547,77.418,63.041,1.3537,0.9774,0.074,observed,DLinear,BASE+ALL,2021,9
271-365,0,,,,,,,observed,DLinear,BASE+ALL,2021,9
1-7,7,-4.001,21.968,17.155,1.5067,0.9206,0.841,gapfilled,DLinear,BASE+ALL,2021,9
8-30,23,-17.323,56.737,51.189,3.2936,2.9823,-0.298,gapfilled,DLinear,BASE+ALL,2021,9
31-90,60,-22.62,44.046,35.581,1.8678,3.2279,-0.217,gapfilled,DLinear,BASE+ALL,2021,9
91-180,90,0.25,58.268,43.134,0.6734,0.5251,0.54,gapfilled,DLinear,BASE+ALL,2021,9
181-270,90,-1.261,53.396,43.069,1.549,0.8474,0.16,gapfilled,DLinear,BASE+ALL,2021,9
271-365,95,-5.632,33.355,25.701,1.5269,1.6739,0.067,gapfilled,DLinear,BASE+ALL,2021,9
1-7,1,,,,,,,observed,LSTM,BASE+ALL,2021,9
8-30,12,-1.415,28.485,22.027,0.8792,1.6036,-0.579,observed,LSTM,BASE+ALL,2021,9
31-90,35,-0.255,17.209,12.094,0.5029,1.1851,0.109,observed,LSTM,BASE+ALL,2021,9
91-180,85,-0.257,114.456,72.532,0.938,0.7881,0.217,observed,LSTM,BASE+ALL,2021,9
181-270,47,-0.733,81.93,65.558,1.4077,1.0164,0.204,observed,LSTM,BASE+ALL,2021,9
271-365,0,,,,,,,observed,LSTM,BASE+ALL,2021,9
1-7,7,-3.233,20.212,16.383,1.4389,0.8792,-0.01,gapfilled,LSTM,BASE+ALL,2021,9
8-30,23,-4.194,30.207,25.284,1.6268,1.473,-0.783,gapfilled,LSTM,BASE+ALL,2021,9
31-90,60,-2.064,15.864,12.296,0.6455,1.1155,-0.027,gapfilled,LSTM,BASE+ALL,2021,9
91-180,90,-0.637,86.055,60.019,0.937,0.7306,0.257,gapfilled,LSTM,BASE+ALL,2021,9
181-270,90,-1.905,60.534,48.442,1.7422,0.9532,0.26,gapfilled,LSTM,BASE+ALL,2021,9
271-365,95,-6.364,35.149,24.981,1.4841,1.627,-0.317,gapfilled,LSTM,BASE+ALL,2021,9
1-7,0,,,,,,,observed,TFT,BASE,2022,2
8-30,0,,,,,,,observed,TFT,BASE,2022,2
31-90,0,,,,,,,observed,TFT,BASE,2022,2
91-180,0,,,,,,,observed,TFT,BASE,2022,2
181-270,0,,,,,,,observed,TFT,BASE,2022,2
271-365,0,,,,,,,observed,TFT,BASE,2022,2
1-7,7,-22.54,26.236,25.476,3.1552,1.9874,-0.025,gapfilled,TFT,BASE,2022,2
8-30,23,-0.119,17.634,12.082,0.6689,0.765,0.071,gapfilled,TFT,BASE,2022,2
31-90,60,-0.283,22.368,9.704,0.429,0.5428,-0.041,gapfilled,TFT,BASE,2022,2
91-180,90,-3.493,20.478,17.437,0.9705,1.3186,0.326,gapfilled,TFT,BASE,2022,2
181-270,90,-2.33,28.288,23.17,0.7789,0.9267,0.024,gapfilled,TFT,BASE,2022,2
271-365,95,0.007,15.789,10.755,0.6862,0.9294,0.223,gapfilled,TFT,BASE,2022,2
1-7,0,,,,,,,observed,DLinear,BASE,2022,2
8-30,0,,,,,,,observed,DLinear,BASE,2022,2
31-90,0,,,,,,,observed,DLinear,BASE,2022,2
91-180,0,,,,,,,observed,DLinear,BASE,2022,2
181-270,0,,,,,,,observed,DLinear,BASE,2022,2
271-365,0,,,,,,,observed,DLinear,BASE,2022,2
1-7,7,-29.774,29.998,28.14,3.4852,2.1953,-0.206,gapfilled,DLinear,BASE,2022,2
8-30,23,-1.222,24.847,16.927,0.9371,1.0717,-0.597,gapfilled,DLinear,BASE,2022,2
31-90,60,-3.018,39.575,34.546,1.527,1.9323,0.153,gapfilled,DLinear,BASE,2022,2
91-180,90,-7.568,28.279,23.303,1.2969,1.7622,-0.215,gapfilled,DLinear,BASE,2022,2
181-270,90,-1.681,25.381,20.89,0.7023,0.8355,0.1,gapfilled,DLinear,BASE,2022,2
271-365,95,-2.399,29.212,24.371,1.555,2.1061,0.199,gapfilled,DLinear,BASE,2022,2
1-7,0,,,,,,,observed,LSTM,BASE,2022,2
8-30,0,,,,,,,observed,LSTM,BASE,2022,2
31-90,0,,,,,,,observed,LSTM,BASE,2022,2
91-180,0,,,,,,,observed,LSTM,BASE,2022,2
181-270,0,,,,,,,observed,LSTM,BASE,2022,2
271-365,0,,,,,,,observed,LSTM,BASE,2022,2
1-7,7,-1.312,8.222,7.337,0.9087,0.5724,0.449,gapfilled,LSTM,BASE,2022,2
8-30,23,-1.06,23.923,22.113,1.2242,1.4,-0.031,gapfilled,LSTM,BASE,2022,2
31-90,60,-0.716,25.867,16.574,0.7326,0.927,0.107,gapfilled,LSTM,BASE,2022,2
91-180,90,-2.98,19.273,14.708,0.8186,1.1123,-0.012,gapfilled,LSTM,BASE,2022,2
181-270,90,-1.385,23.939,19.846,0.6672,0.7938,0.398,gapfilled,LSTM,BASE,2022,2
271-365,95,-1.347,24.274,16.245,1.0365,1.4038,0.184,gapfilled,LSTM,BASE,2022,2
1-7,0,,,,,,,observed,TFT,BASE,2022,4
8-30,0,,,,,,,observed,TFT,BASE,2022,4
31-90,1,,,,,,,observed,TFT,BASE,2022,4
91-180,75,0.179,30.156,22.53,1.039,1.124,0.5,observed,TFT,BASE,2022,4
181-270,74,0.209,52.173,34.843,0.9792,1.0144,0.512,observed,TFT,BASE,2022,4
271-365,74,-0.528,40.692,31.435,1.3901,1.4862,0.483,observed,TFT,BASE,2022,4
1-7,7,-39.776,21.811,21.633,5.7214,6.5456,0.58,gapfilled,TFT,BASE,2022,4
8-30,23,-57.194,15.117,14.935,2.8733,6.8694,0.146,gapfilled,TFT,BASE,2022,4
31-90,60,-7.272,11.0,10.375,1.2215,2.1479,0.352,gapfilled,TFT,BASE,2022,4
91-180,90,0.571,26.476,19.592,0.7509,0.8333,0.81,gapfilled,TFT,BASE,2022,4
181-270,90,0.362,36.863,26.177,0.6848,0.7277,0.624,gapfilled,TFT,BASE,2022,4
271-365,95,-1.398,31.306,24.496,1.4449,1.699,0.663,gapfilled,TFT,BASE,2022,4
1-7,0,,,,,,,observed,DLinear,BASE,2022,4
8-30,0,,,,,,,observed,DLinear,BASE,2022,4
31-90,1,,,,,,,observed,DLinear,BASE,2022,4
91-180,75,-0.797,44.611,32.697,1.5078,1.6313,0.028,observed,DLinear,BASE,2022,4
181-270,74,0.063,56.789,41.423,1.1642,1.206,0.496,observed,DLinear,BASE,2022,4
271-365,74,-0.761,43.686,34.588,1.5296,1.6353,0.407,observed,DLinear,BASE,2022,4
1-7,7,-17.008,14.495,11.12,2.941,3.3646,0.061,gapfilled,DLinear,BASE,2022,4
8-30,23,-102.416,20.153,16.605,3.1945,7.6372,-0.271,gapfilled,DLinear,BASE,2022,4
31-90,60,-53.492,28.233,24.292,2.8601,5.0291,0.004,gapfilled,DLinear,BASE,2022,4
91-180,90,-0.409,48.009,35.453,1.3588,1.508,0.095,gapfilled,DLinear,BASE,2022,4
181-270,90,0.288,38.939,29.023,0.7592,0.8069,0.639,gapfilled,DLinear,BASE,2022,4
271-365,95,-1.829,34.001,26.781,1.5797,1.8575,0.588,gapfilled,DLinear,BASE,2022,4
1-7,0,,,,,,,observed,LSTM,BASE,2022,4
8-30,0,,,,,,,observed,LSTM,BASE,2022,4
31-90,1,,,,,,,observed,LSTM,BASE,2022,4
91-180,75,-0.198,36.428,25.079,1.1565,1.2512,0.141,observed,LSTM,BASE,2022,4
181-270,74,-0.848,79.759,56.925,1.5998,1.6573,0.448,observed,LSTM,BASE,2022,4
271-365,74,-0.35,38.252,25.516,1.1284,1.2064,0.215,observed,LSTM,BASE,2022,4
1-7,7,-2.54,6.427,6.223,1.646,1.8831,0.725,gapfilled,LSTM,BASE,2022,4
8-30,23,-30.58,11.136,10.434,2.0075,4.7993,0.066,gapfilled,LSTM,BASE,2022,4
31-90,60,-4.001,8.553,7.153,0.8422,1.4809,0.343,gapfilled,LSTM,BASE,2022,4
91-180,90,0.006,40.328,27.9,1.0693,1.1867,0.356,gapfilled,LSTM,BASE,2022,4
181-270,90,-0.928,64.056,43.924,1.149,1.2211,0.581,gapfilled,LSTM,BASE,2022,4
271-365,95,-0.746,26.71,17.4,1.0263,1.2068,0.33,gapfilled,LSTM,BASE,2022,4
1-7,0,,,,,,,observed,TFT,BASE,2022,9
8-30,0,,,,,,,observed,TFT,BASE,2022,9
31-90,14,-0.408,17.823,12.993,1.0151,1.0495,-0.297,observed,TFT,BASE,2022,9
91-180,84,-0.767,24.783,18.335,1.1934,1.2375,0.091,observed,TFT,BASE,2022,9
181-270,84,-0.922,66.591,52.784,1.3976,1.4152,0.434,observed,TFT,BASE,2022,9
271-365,89,-0.161,52.211,39.355,1.3003,1.3255,0.379,observed,TFT,BASE,2022,9
1-7,7,-176.351,26.202,26.074,17.4952,13.1267,0.18,gapfilled,TFT,BASE,2022,9
8-30,23,-21.666,14.531,13.837,2.9116,3.7776,-0.282,gapfilled,TFT,BASE,2022,9
31-90,60,-2.808,12.763,10.176,1.178,1.3475,-0.335,gapfilled,TFT,BASE,2022,9
91-180,90,-1.299,20.822,15.915,1.2016,1.2824,0.286,gapfilled,TFT,BASE,2022,9
181-270,90,-0.305,54.407,42.594,0.9899,1.0064,0.598,gapfilled,TFT,BASE,2022,9
271-365,95,-0.338,39.773,31.584,1.1064,1.1457,0.481,gapfilled,TFT,BASE,2022,9
1-7,0,,,,,,,observed,DLinear,BASE,2022,9
8-30,0,,,,,,,observed,DLinear,BASE,2022,9
31-90,14,-6.508,41.154,34.291,2.679,2.7699,0.051,observed,DLinear,BASE,2022,9
91-180,84,-2.765,36.172,29.933,1.9482,2.0203,0.167,observed,DLinear,BASE,2022,9
181-270,84,-0.307,54.914,46.97,1.2436,1.2593,0.495,observed,DLinear,BASE,2022,9
271-365,89,-0.499,59.318,48.319,1.5964,1.6274,0.167,observed,DLinear,BASE,2022,9
1-7,7,-28.6,10.704,9.512,6.3826,4.7889,-0.388,gapfilled,DLinear,BASE,2022,9
8-30,23,-11.323,10.714,8.462,1.7806,2.3102,-0.492,gapfilled,DLinear,BASE,2022,9
31-90,60,-21.553,31.06,26.977,3.1228,3.5721,0.2,gapfilled,DLinear,BASE,2022,9
91-180,90,-4.771,32.992,27.619,2.0853,2.2256,0.083,gapfilled,DLinear,BASE,2022,9
181-270,90,0.092,45.377,38.296,0.89,0.9048,0.628,gapfilled,DLinear,BASE,2022,9
271-365,95,-0.889,47.264,39.843,1.3957,1.4453,0.258,gapfilled,DLinear,BASE,2022,9
1-7,0,,,,,,,observed,LSTM,BASE,2022,9
8-30,0,,,,,,,observed,LSTM,BASE,2022,9
31-90,14,-0.405,17.803,13.9,1.0859,1.1228,-0.23,observed,LSTM,BASE,2022,9
91-180,84,-4.514,43.778,34.536,2.2479,2.331,0.063,observed,LSTM,BASE,2022,9
181-270,84,-1.483,75.687,56.368,1.4925,1.5112,0.477,observed,LSTM,BASE,2022,9
271-365,89,-0.323,55.736,38.54,1.2733,1.2981,0.171,observed,LSTM,BASE,2022,9
1-7,7,-184.64,26.807,25.569,17.1565,12.8725,0.154,gapfilled,LSTM,BASE,2022,9
8-30,23,-181.474,41.228,40.651,8.5541,11.0984,-0.256,gapfilled,LSTM,BASE,2022,9
31-90,60,-9.153,20.84,16.272,1.8837,2.1547,-0.208,gapfilled,LSTM,BASE,2022,9
91-180,90,-8.342,41.974,31.89,2.4077,2.5697,-0.048,gapfilled,LSTM,BASE,2022,9
181-270,90,-0.661,61.386,46.316,1.0764,1.0943,0.697,gapfilled,LSTM,BASE,2022,9
271-365,95,-0.804,46.186,35.027,1.227,1.2706,0.329,gapfilled,LSTM,BASE,2022,9
1-7,0,,,,,,,observed,TFT,BASE+species,2022,2
8-30,0,,,,,,,observed,TFT,BASE+species,2022,2
31-90,0,,,,,,,observed,TFT,BASE+species,2022,2
91-180,0,,,,,,,observed,TFT,BASE+species,2022,2
181-270,0,,,,,,,observed,TFT,BASE+species,2022,2
271-365,0,,,,,,,observed,TFT,BASE+species,2022,2
1-7,7,-41.358,35.194,33.103,4.0999,2.5824,0.257,gapfilled,TFT,BASE+species,2022,2
8-30,23,-0.269,18.779,12.0,0.6643,0.7597,0.297,gapfilled,TFT,BASE+species,2022,2
31-90,60,0.184,17.834,9.189,0.4062,0.5139,0.464,gapfilled,TFT,BASE+species,2022,2
91-180,90,-1.019,13.727,10.596,0.5897,0.8013,0.172,gapfilled,TFT,BASE+species,2022,2
