date,TFT,DLinear,LSTM,y_true_dl,y_gapfilled,persistence,tower,anchor_year,variant
2018-12-17,14.467208517041627,45.36507679417548,15.143607918539828,18.70909,20.960429166666668,54.91721666666666,2,2018,A_removal
2018-12-18,17.72919211502233,39.377406973970324,17.152258794652198,35.14989,32.9244375,54.91721666666666,2,2018,A_removal
2018-12-19,16.52131793416845,31.34013168404681,11.507174086042824,20.564512,21.9152625,54.91721666666666,2,2018,A_removal
2018-12-20,12.45032588522622,24.046372957705103,4.664560185959772,21.31586,59.83865,54.91721666666666,2,2018,A_removal
2018-12-21,10.724068586468888,0.8865634833032345,2.6884326518761554,8.646293,10.355054166666667,54.91721666666666,2,2018,A_removal
2018-12-22,19.588036174120816,23.78542772416347,18.129366962884205,4.6456227,5.962599999999999,54.91721666666666,2,2018,A_removal
2018-12-23,11.123834921669754,-9.7128415799898,12.881537124909983,,81.17115416666667,54.91721666666666,2,2018,A_removal
2018-12-24,16.006780930700188,1.7654556243678599,25.707341875960935,,11.309029166666669,54.91721666666666,2,2018,A_removal
2018-12-25,16.143928992045062,42.94248495881675,17.038559195397966,23.430925,21.3093375,54.91721666666666,2,2018,A_removal
2018-12-26,14.741866647747543,14.007320993147232,19.750811779373976,20.941294,14.657541666666669,54.91721666666666,2,2018,A_removal
2018-12-27,15.077075475362676,20.78558364041578,16.564984154819967,26.192026,21.390625,54.91721666666666,2,2018,A_removal
2018-12-28,15.619810254451295,1.181197928898655,10.159675487913319,29.944662,30.324125,54.91721666666666,2,2018,A_removal
2018-12-29,7.675630868386634,28.91424592496969,2.4081056814125077,1.0451481,3.606079166666667,54.91721666666666,2,2018,A_removal
2018-12-30,12.40294874832,15.674871367008564,9.730998374717501,,6.131912499999999,54.91721666666666,2,2018,A_removal
2018-12-31,-0.7107987009421777,1.745417659434679,2.5644822597409984,2.3515348,3.102370833333333,54.91721666666666,2,2018,A_removal
2019-01-01,-0.4171307346555295,15.365087429041068,9.649817004027,-5.3690305,-2.6617875,54.91721666666666,2,2018,A_removal
