,RF,XGB,LightGBM,SARIMAX,DLinear,LSTM,Persistence,Climatology,y_true
2022-12-17,4.434999120523309,4.832235813140869,4.953993304345918,5.9947725152121905,1.0050809681815736,11.996437530685398,-3.760783333333333,15.149323934107393,
2022-12-18,10.366888496570336,15.752359390258789,11.485136616350038,-9.586167825709104,-23.103863642167198,-2.611422760779078,-3.760783333333333,14.62144838028228,
2022-12-19,24.367717233660535,20.905710220336914,15.567427929050298,-19.783866551702832,-36.94321140993634,-3.395337190710052,-3.760783333333333,14.36686771770922,
2022-12-20,16.31227306213357,19.18586540222168,15.609155944949405,3.5783906660603577,-19.67491821335534,-9.970560471446788,-3.760783333333333,13.135692239942266,
2022-12-21,13.328880539464407,15.16295051574707,13.161768376241858,6.568839267428626,-17.441207482113896,-8.647909244795756,-3.760783333333333,9.32829399310398,
2022-12-22,10.81330264802217,11.146559715270996,11.076780732961634,4.62931312633588,-35.73793707500408,-9.581424294350654,-3.760783333333333,10.405175861790848,
2022-12-23,13.307384066856727,15.805048942565918,14.16585515310562,-2.311868289200042,-39.5523978965557,-5.646258132254388,-3.760783333333333,10.721721382366505,
2022-12-24,9.974633810490918,12.183771133422852,9.5601330093081,3.108097974817815,-23.745995339804267,-10.150313412931155,-3.760783333333333,8.918839069058466,
2022-12-25,12.573434918742349,13.064567565917969,12.3777181555273,4.926775260996717,-42.01027151258677,-2.0081090453709294,-3.760783333333333,10.843522976069696,
2022-12-26,10.795509273232959,10.46125316619873,10.838917324598551,4.802853777079163,-42.165576851277365,-5.543188976642796,-3.760783333333333,10.643185463934914,
2022-12-27,13.529886483123787,15.171133995056152,13.93832299073528,-3.7347724637064132,-29.950829503393834,-4.053902321383248,-3.760783333333333,10.655970691755188,
2022-12-28,19.22828066254615,16.915224075317383,16.75825514425029,-12.880527040322908,-25.166169699431066,-8.84210773770883,-3.760783333333333,10.539424968299402,
2022-12-29,18.46477251225394,15.45264720916748,17.368534791896742,-6.25139202601501,-41.586902844868746,-8.96843427288286,-3.760783333333333,10.151163892675878,
2022-12-30,19.140620398754407,16.579492568969727,20.194923110436733,-7.59012282802545,-48.678870937987995,-9.184478582368229,-3.760783333333333,9.381107542621544,
2022-12-31,23.859932187720492,21.03815269470215,20.079633703478898,-5.550657245624391,-51.888038514967775,-7.398688527185186,-3.760783333333333,9.162514030893666,
2023-01-01,21.24290294706755,20.744075775146484,20.655429928642576,-3.289104132948374,-49.6126657944078,-10.075959958858675,-3.760783333333333,9.431720948947007,
2023-01-02,15.399091210660506,15.873238563537598,16.64236377051367,14.773604394260456,-51.00597034255952,-2.3568026899329197,-3.760783333333333,8.516425080956727,
2023-01-03,23.114418658232808,22.00149917602539,21.396170562229287,-6.5602650929290025,-42.34933061330776,-5.776664836189866,-3.760783333333333,7.927558639445106,
2023-01-04,24.009304273189535,20.213102340698242,22.101417159075876,-14.332264849023206,-31.43773988841258,-11.24418285341062,-3.760783333333333,5.836242973952174,
2023-01-05,17.999075649839828,16.165273666381836,17.47221766399499,-1.74966858025833,-22.726608816275075,-9.37025781200282,-3.760783333333333,3.2921207443226943,
2023-01-06,17.619872243867377,14.203916549682617,16.666743274673458,-4.006072327140165,-35.803654102261135,-12.88740922281113,-3.760783333333333,1.576496066935168,
2023-01-07,23.490688170800148,20.318849563598633,23.14784766242735,-13.468689579010446,-45.929204700296395,-8.131502706384254,-3.760783333333333,2.01473357732797,
2023-01-08,20.937415639869727,20.25018310546875,20.2567845894578,-7.663155346342739,-24.307413197469486,-12.307106489875423,-3.760783333333333,0.526938657543266,
2023-01-09,18.133316996316697,17.779193878173828,19.191913882771097,-6.054294813445821,-18.63638371257821,-11.544077345487949,-3.760783333333333,-1.2276876398411303,
2023-01-10,19.38654899005472,17.60919189453125,19.502905324632096,-11.581747088780388,-7.753245587244692,-14.807468987154152,-3.760783333333333,-0.7606974912686887,
2023-01-11,24.384884483506195,24.656944274902344,25.55377352924449,-15.652941027972163,-4.0091708089944404,-7.992718501388936,-3.760783333333333,-0.37586666448931777,
2023-01-12,27.158230406030885,27.490957260131836,25.97093462173822,-19.946594557720374,16.26022850317463,-6.07096736719086,-3.760783333333333,-0.6890045681613451,
2023-01-13,17.48604447241437,19.40692901611328,17.549483333721533,-6.48598748590012,-2.364106901973628,-15.514507525006593,-3.760783333333333,0.19666227792013594,
2023-01-14,25.13227895520677,25.146018981933594,24.53974820627403,-13.256427697024947,10.9497510448291,-8.102432025986673,-3.760783333333333,1.4842143683300735,
