ssp,gcm,realization,tower,year,multiplier,model,annual_mean,trend_annual_mean
ssp245,HadGEM3-GC31-LL,29,2,2038,2.0,PrimaryHybrid,23.686132019077753,24.340494825068422
ssp245,HadGEM3-GC31-LL,29,2,2038,3.0,PrimaryHybrid,27.173262746230577,29.095195191396726
ssp245,HadGEM3-GC31-LL,29,2,2039,1.0,PrimaryHybrid,18.826064516797505,19.573175710312505
ssp245,HadGEM3-GC31-LL,29,2,2039,2.0,PrimaryHybrid,22.866668685846083,24.327876076640806
ssp245,HadGEM3-GC31-LL,29,2,2039,3.0,PrimaryHybrid,26.35683860846556,29.082576442969117
ssp245,HadGEM3-GC31-LL,29,2,2040,1.0,PrimaryHybrid,19.28675122230377,19.68947634015047
ssp245,HadGEM3-GC31-LL,29,2,2040,2.0,PrimaryHybrid,23.276362714138617,24.44417670647878
ssp245,HadGEM3-GC31-LL,29,2,2040,3.0,PrimaryHybrid,26.78317071896195,29.198877072807086
ssp245,HadGEM3-GC31-LL,29,2,2041,1.0,PrimaryHybrid,20.30671693482911,19.60270618343691
ssp245,HadGEM3-GC31-LL,29,2,2041,2.0,PrimaryHybrid,24.388248991810283,24.35740654976522
ssp245,HadGEM3-GC31-LL,29,2,2041,3.0,PrimaryHybrid,27.91081450815375,29.112106916093524
ssp245,HadGEM3-GC31-LL,29,2,2042,1.0,PrimaryHybrid,19.756225746304676,19.639586752294925
ssp245,HadGEM3-GC31-LL,29,2,2042,2.0,PrimaryHybrid,23.804416148288833,24.39428711862323
ssp245,HadGEM3-GC31-LL,29,2,2042,3.0,PrimaryHybrid,27.297960043156763,29.148987484951537
ssp245,HadGEM3-GC31-LL,29,2,2043,1.0,PrimaryHybrid,19.06516249511045,19.62039844927356
ssp245,HadGEM3-GC31-LL,29,2,2043,2.0,PrimaryHybrid,23.028866826843345,24.375098815601863
ssp245,HadGEM3-GC31-LL,29,2,2043,3.0,PrimaryHybrid,26.53293811720775,29.129799181930167
ssp245,HadGEM3-GC31-LL,29,2,2044,1.0,PrimaryHybrid,19.317694287742764,19.58579445874011
ssp245,HadGEM3-GC31-LL,29,2,2044,2.0,PrimaryHybrid,23.354382632375664,24.340494825068422
ssp245,HadGEM3-GC31-LL,29,2,2044,3.0,PrimaryHybrid,26.879253999523534,29.095195191396733
ssp245,HadGEM3-GC31-LL,29,2,2045,1.0,PrimaryHybrid,19.278274054694318,19.670808397889008
ssp245,HadGEM3-GC31-LL,29,2,2045,2.0,PrimaryHybrid,23.342287844327103,24.425508764217316
ssp245,HadGEM3-GC31-LL,29,2,2045,3.0,PrimaryHybrid,26.83843584274125,29.18020913054562
ssp245,HadGEM3-GC31-LL,29,2,2046,1.0,PrimaryHybrid,19.780072921579325,19.586314819500014
ssp245,HadGEM3-GC31-LL,29,2,2046,2.0,PrimaryHybrid,23.789366348175108,24.341015185828322
ssp245,HadGEM3-GC31-LL,29,2,2046,3.0,PrimaryHybrid,27.315578540929213,29.095715552156626
ssp245,HadGEM3-GC31-LL,29,2,2047,1.0,PrimaryHybrid,19.30486212614785,19.645896126508728
ssp245,HadGEM3-GC31-LL,29,2,2047,2.0,PrimaryHybrid,23.310748307925724,24.400596492837032
ssp245,HadGEM3-GC31-LL,29,2,2047,3.0,PrimaryHybrid,26.81168887090394,29.155296859165336
ssp245,HadGEM3-GC31-LL,29,2,2048,1.0,PrimaryHybrid,19.29087283485336,19.618512141518917
ssp245,HadGEM3-GC31-LL,29,2,2048,2.0,PrimaryHybrid,23.283325574639306,24.373212507847217
ssp245,HadGEM3-GC31-LL,29,2,2048,3.0,PrimaryHybrid,26.762862958340282,29.127912874175532
ssp245,HadGEM3-GC31-LL,29,2,2049,1.0,PrimaryHybrid,19.205637292027752,19.639846932674875
ssp245,HadGEM3-GC31-LL,29,2,2049,2.0,PrimaryHybrid,23.22379756036776,24.39454729900318
ssp245,HadGEM3-GC31-LL,29,2,2049,3.0,PrimaryHybrid,26.693275091777952,29.149247665331487
ssp245,HadGEM3-GC31-LL,29,2,2050,1.0,PrimaryHybrid,19.254023458122823,19.560296781504942
ssp245,HadGEM3-GC31-LL,29,2,2050,2.0,PrimaryHybrid,23.237624249062375,24.314997147833253
ssp245,HadGEM3-GC31-LL,29,2,2050,3.0,PrimaryHybrid,26.733034245416924,29.069697514161557
ssp245,HadGEM3-GC31-LL,29,4,2025,1.0,PrimaryHybrid,25.955265878198347,30.365686892188787
ssp245,HadGEM3-GC31-LL,29,4,2025,2.0,PrimaryHybrid,45.60619124666747,51.52891496083355
ssp245,HadGEM3-GC31-LL,29,4,2025,3.0,PrimaryHybrid,66.17841757069826,72.69214302947833
ssp245,HadGEM3-GC31-LL,29,4,2026,1.0,PrimaryHybrid,25.483611839746914,30.22779129081491
ssp245,HadGEM3-GC31-LL,29,4,2026,2.0,PrimaryHybrid,45.15516560404805,51.391019359459676
ssp245,HadGEM3-GC31-LL,29,4,2026,3.0,PrimaryHybrid,65.70378117874625,72.55424742810445
ssp245,HadGEM3-GC31-LL,29,4,2027,1.0,PrimaryHybrid,25.321384370817533,30.234295800313674
ssp245,HadGEM3-GC31-LL,29,4,2027,2.0,PrimaryHybrid,44.949486905318516,51.397523868958444
ssp245,HadGEM3-GC31-LL,29,4,2027,3.0,PrimaryHybrid,65.50534113335358,72.56075193760321
ssp245,HadGEM3-GC31-LL,29,4,2028,1.0,PrimaryHybrid,25.952100265793064,30.33680687001425
ssp245,HadGEM3-GC31-LL,29,4,2028,2.0,PrimaryHybrid,45.597208978100674,51.50003493865903
ssp245,HadGEM3-GC31-LL,29,4,2028,3.0,PrimaryHybrid,66.15665971614006,72.6632630073038
ssp245,HadGEM3-GC31-LL,29,4,2029,1.0,PrimaryHybrid,26.272186159437872,30.322496949116967
ssp245,HadGEM3-GC31-LL,29,4,2029,2.0,PrimaryHybrid,45.94831457965533,51.485725017761744
ssp245,HadGEM3-GC31-LL,29,4,2029,3.0,PrimaryHybrid,66.55444407252838,72.64895308640651
ssp245,HadGEM3-GC31-LL,29,4,2030,1.0,PrimaryHybrid,25.60975559961885,30.35840184155016
ssp245,HadGEM3-GC31-LL,29,4,2030,2.0,PrimaryHybrid,45.28746093818816,51.52162991019493
ssp245,HadGEM3-GC31-LL,29,4,2030,3.0,PrimaryHybrid,65.8491034356721,72.6848579788397
ssp245,HadGEM3-GC31-LL,29,4,2031,1.0,PrimaryHybrid,26.177673021974734,30.329066503710717
ssp245,HadGEM3-GC31-LL,29,4,2031,2.0,PrimaryHybrid,45.85962284879071,51.4922945723555
ssp245,HadGEM3-GC31-LL,29,4,2031,3.0,PrimaryHybrid,66.43128576825582,72.65552264100026
ssp245,HadGEM3-GC31-LL,29,4,2032,1.0,PrimaryHybrid,25.86141919568383,30.2711113240767
ssp245,HadGEM3-GC31-LL,29,4,2032,2.0,PrimaryHybrid,45.528333186381,51.434339392721476
ssp245,HadGEM3-GC31-LL,29,4,2032,3.0,PrimaryHybrid,66.09085846407856,72.59756746136624
ssp245,HadGEM3-GC31-LL,29,4,2033,1.0,PrimaryHybrid,25.41719212763989,30.20437505661934
ssp245,HadGEM3-GC31-LL,29,4,2033,2.0,PrimaryHybrid,45.10322354786085,51.36760312526412
ssp245,HadGEM3-GC31-LL,29,4,2033,3.0,PrimaryHybrid,65.63721311147559,72.53083119390888
ssp245,HadGEM3-GC31-LL,29,4,2034,1.0,PrimaryHybrid,25.35386642340869,30.27566448072584
ssp245,HadGEM3-GC31-LL,29,4,2034,2.0,PrimaryHybrid,44.98513954711031,51.4388925493706
ssp245,HadGEM3-GC31-LL,29,4,2034,3.0,PrimaryHybrid,65.54811643692052,72.60212061801538
ssp245,HadGEM3-GC31-LL,29,4,2035,1.0,PrimaryHybrid,25.58083203131457,30.260769153973662
ssp245,HadGEM3-GC31-LL,29,4,2035,2.0,PrimaryHybrid,45.242768851739726,51.42399722261843
ssp245,HadGEM3-GC31-LL,29,4,2035,3.0,PrimaryHybrid,65.8055961415714,72.5872252912632
ssp245,HadGEM3-GC31-LL,29,4,2036,1.0,PrimaryHybrid,25.524771956216615,30.180438461663876
ssp245,HadGEM3-GC31-LL,29,4,2036,2.0,PrimaryHybrid,45.17905384255147,51.34366653030866
ssp245,HadGEM3-GC31-LL,29,4,2036,3.0,PrimaryHybrid,65.73557733862602,72.50689459895342
ssp245,HadGEM3-GC31-LL,29,4,2037,1.0,PrimaryHybrid,25.859607899591037,30.20977379950332
ssp245,HadGEM3-GC31-LL,29,4,2037,2.0,PrimaryHybrid,45.523276412784206,51.373001868148094
ssp245,HadGEM3-GC31-LL,29,4,2037,3.0,PrimaryHybrid,66.09501154855694,72.53622993679286
ssp245,HadGEM3-GC31-LL,29,4,2038,1.0,PrimaryHybrid,25.88482491134207,30.164697548676855
ssp245,HadGEM3-GC31-LL,29,4,2038,2.0,PrimaryHybrid,45.52207198894716,51.32792561732163
ssp245,HadGEM3-GC31-LL,29,4,2038,3.0,PrimaryHybrid,66.09963660079671,72.49115368596641
ssp245,HadGEM3-GC31-LL,29,4,2039,1.0,PrimaryHybrid,25.18713878820865,30.15207880024925
ssp245,HadGEM3-GC31-LL,29,4,2039,2.0,PrimaryHybrid,44.84615431672884,51.315306868894034
ssp245,HadGEM3-GC31-LL,29,4,2039,3.0,PrimaryHybrid,65.41208480536736,72.4785349375388
ssp245,HadGEM3-GC31-LL,29,4,2040,1.0,PrimaryHybrid,25.520142738476157,30.268379430087215
ssp245,HadGEM3-GC31-LL,29,4,2040,2.0,PrimaryHybrid,45.16807971820393,51.431607498731985
ssp245,HadGEM3-GC31-LL,29,4,2040,3.0,PrimaryHybrid,65.70616300217793,72.59483556737676
ssp245,HadGEM3-GC31-LL,29,4,2041,1.0,PrimaryHybrid,26.431035521641736,30.181609273373656
ssp245,HadGEM3-GC31-LL,29,4,2041,2.0,PrimaryHybrid,46.14129108201344,51.34483734201843
ssp245,HadGEM3-GC31-LL,29,4,2041,3.0,PrimaryHybrid,66.72619877125273,72.50806541066319
ssp245,HadGEM3-GC31-LL,29,4,2042,1.0,PrimaryHybrid,25.968607283734922,30.218489842231673
ssp245,HadGEM3-GC31-LL,29,4,2042,2.0,PrimaryHybrid,45.66993350653092,51.381717910876446
ssp245,HadGEM3-GC31-LL,29,4,2042,3.0,PrimaryHybrid,66.27290704258466,72.5449459795212
ssp245,HadGEM3-GC31-LL,29,4,2043,1.0,PrimaryHybrid,25.31039491791139,30.199301539210307
ssp245,HadGEM3-GC31-LL,29,4,2043,2.0,PrimaryHybrid,44.932343892531435,51.36252960785508
ssp245,HadGEM3-GC31-LL,29,4,2043,3.0,PrimaryHybrid,65.4859172777355,72.52575767649985
ssp245,HadGEM3-GC31-LL,29,4,2044,1.0,PrimaryHybrid,25.55709395446013,30.164697548676866
ssp245,HadGEM3-GC31-LL,29,4,2044,2.0,PrimaryHybrid,45.25323486166314,51.32792561732163
ssp245,HadGEM3-GC31-LL,29,4,2044,3.0,PrimaryHybrid,65.82560284308391,72.49115368596641
ssp245,HadGEM3-GC31-LL,29,4,2045,1.0,PrimaryHybrid,25.602287332327638,30.249711487825756
ssp245,HadGEM3-GC31-LL,29,4,2045,2.0,PrimaryHybrid,45.23832241759466,51.412939556470526
ssp245,HadGEM3-GC31-LL,29,4,2045,3.0,PrimaryHybrid,65.79124651196686,72.5761676251153
ssp245,HadGEM3-GC31-LL,29,4,2046,1.0,PrimaryHybrid,26.00522484350218,30.165217909436763
ssp245,HadGEM3-GC31-LL,29,4,2046,2.0,PrimaryHybrid,45.65100747976619,51.32844597808153
ssp245,HadGEM3-GC31-LL,29,4,2046,3.0,PrimaryHybrid,66.22620540665764,72.4916740467263
ssp245,HadGEM3-GC31-LL,29,4,2047,1.0,PrimaryHybrid,25.57967417397524,30.224799216445472
ssp245,HadGEM3-GC31-LL,29,4,2047,2.0,PrimaryHybrid,45.207317799519224,51.388027285090246
ssp245,HadGEM3-GC31-LL,29,4,2047,3.0,PrimaryHybrid,65.760572289832,72.551255353735
ssp245,HadGEM3-GC31-LL,29,4,2048,1.0,PrimaryHybrid,25.492502524333773,30.19741523145566
ssp245,HadGEM3-GC31-LL,29,4,2048,2.0,PrimaryHybrid,45.15732590654669,51.360643300100435
ssp245,HadGEM3-GC31-LL,29,4,2048,3.0,PrimaryHybrid,65.70547045396215,72.5238713687452
ssp245,HadGEM3-GC31-LL,29,4,2049,1.0,PrimaryHybrid,25.46961404154274,30.218750022611623
ssp245,HadGEM3-GC31-LL,29,4,2049,2.0,PrimaryHybrid,45.1280155452492,51.38197809125641
ssp245,HadGEM3-GC31-LL,29,4,2049,3.0,PrimaryHybrid,65.6679711059679,72.54520615990117
ssp245,HadGEM3-GC31-LL,29,4,2050,1.0,PrimaryHybrid,25.473144595749122,30.13919987144169
ssp245,HadGEM3-GC31-LL,29,4,2050,2.0,PrimaryHybrid,45.13287046639484,51.30242794008646
ssp245,HadGEM3-GC31-LL,29,4,2050,3.0,PrimaryHybrid,65.69630662295623,72.46565600873124
ssp245,HadGEM3-GC31-LL,29,9,2025,1.0,PrimaryHybrid,34.9931074723884,37.06025611145421
ssp245,HadGEM3-GC31-LL,29,9,2025,2.0,PrimaryHybrid,55.24887190916586,59.02504258189073
ssp245,HadGEM3-GC31-LL,29,9,2025,3.0,PrimaryHybrid,76.52400626104624,80.98982905232727
ssp245,HadGEM3-GC31-LL,29,9,2026,1.0,PrimaryHybrid,34.08351563862053,36.92236051008033
ssp245,HadGEM3-GC31-LL,29,9,2026,2.0,PrimaryHybrid,54.38263956912747,58.88714698051686
ssp245,HadGEM3-GC31-LL,29,9,2026,3.0,PrimaryHybrid,75.63199558294245,80.85193345095338
ssp245,HadGEM3-GC31-LL,29,9,2027,1.0,PrimaryHybrid,33.95248456746064,36.9288650195791
ssp245,HadGEM3-GC31-LL,29,9,2027,2.0,PrimaryHybrid,54.21155724720487,58.89365149001563
ssp245,HadGEM3-GC31-LL,29,9,2027,3.0,PrimaryHybrid,75.4717973016909,80.85843796045215
ssp245,HadGEM3-GC31-LL,29,9,2028,1.0,PrimaryHybrid,34.958033363973676,37.031376089279675
ssp245,HadGEM3-GC31-LL,29,9,2028,2.0,PrimaryHybrid,55.23612655284974,58.996162559716204
ssp245,HadGEM3-GC31-LL,29,9,2028,3.0,PrimaryHybrid,76.53959854560999,80.96094903015275
ssp245,HadGEM3-GC31-LL,29,9,2029,1.0,PrimaryHybrid,35.31029574124863,37.01706616838239
ssp245,HadGEM3-GC31-LL,29,9,2029,2.0,PrimaryHybrid,55.64513316732082,58.981852638818914
ssp245,HadGEM3-GC31-LL,29,9,2029,3.0,PrimaryHybrid,76.94609759801695,80.94663910925543
ssp245,HadGEM3-GC31-LL,29,9,2030,1.0,PrimaryHybrid,34.41635530704721,37.05297106081559
ssp245,HadGEM3-GC31-LL,29,9,2030,2.0,PrimaryHybrid,54.68963214008097,59.017757531252116
ssp245,HadGEM3-GC31-LL,29,9,2030,3.0,PrimaryHybrid,75.95010226866857,80.98254400168864
ssp245,HadGEM3-GC31-LL,29,9,2031,1.0,PrimaryHybrid,35.14507149613929,37.023635722976145
ssp245,HadGEM3-GC31-LL,29,9,2031,2.0,PrimaryHybrid,55.4492643868817,58.98842219341267
ssp245,HadGEM3-GC31-LL,29,9,2031,3.0,PrimaryHybrid,76.7369886567986,80.9532086638492
ssp245,HadGEM3-GC31-LL,29,9,2032,1.0,PrimaryHybrid,34.79127364968594,36.965680543342124
ssp245,HadGEM3-GC31-LL,29,9,2032,2.0,PrimaryHybrid,55.07088592219435,58.93046701377865
ssp245,HadGEM3-GC31-LL,29,9,2032,3.0,PrimaryHybrid,76.35584099111207,80.89525348421517
ssp245,HadGEM3-GC31-LL,29,9,2033,1.0,PrimaryHybrid,34.12381253322327,36.898944275884766
ssp245,HadGEM3-GC31-LL,29,9,2033,2.0,PrimaryHybrid,54.41833269335754,58.86373074632129
ssp245,HadGEM3-GC31-LL,29,9,2033,3.0,PrimaryHybrid,75.67564570374144,80.82851721675782
ssp245,HadGEM3-GC31-LL,29,9,2034,1.0,PrimaryHybrid,33.98695721982498,36.97023369999126
ssp245,HadGEM3-GC31-LL,29,9,2034,2.0,PrimaryHybrid,54.2524393537493,58.935020170427784
ssp245,HadGEM3-GC31-LL,29,9,2034,3.0,PrimaryHybrid,75.50494694617582,80.89980664086433
ssp245,HadGEM3-GC31-LL,29,9,2035,1.0,PrimaryHybrid,34.26658268666459,36.95533837323909
ssp245,HadGEM3-GC31-LL,29,9,2035,2.0,PrimaryHybrid,54.537862661278695,58.92012484367561
ssp245,HadGEM3-GC31-LL,29,9,2035,3.0,PrimaryHybrid,75.82471230783871,80.88491131411213
ssp245,HadGEM3-GC31-LL,29,9,2036,1.0,PrimaryHybrid,34.2845779316347,36.8750076809293
ssp245,HadGEM3-GC31-LL,29,9,2036,2.0,PrimaryHybrid,54.57640556760328,58.83979415136583
ssp245,HadGEM3-GC31-LL,29,9,2036,3.0,PrimaryHybrid,75.84311460017109,80.80458062180234
ssp245,HadGEM3-GC31-LL,29,9,2037,1.0,PrimaryHybrid,34.74046280343021,36.90434301876875
ssp245,HadGEM3-GC31-LL,29,9,2037,2.0,PrimaryHybrid,55.03381257321056,58.86912948920527
ssp245,HadGEM3-GC31-LL,29,9,2037,3.0,PrimaryHybrid,76.32922851089994,80.83391595964179
ssp245,HadGEM3-GC31-LL,29,9,2038,1.0,PrimaryHybrid,34.9019127886177,36.85926676794229
ssp245,HadGEM3-GC31-LL,29,9,2038,2.0,PrimaryHybrid,55.1956695929074,58.82405323837881
ssp245,HadGEM3-GC31-LL,29,9,2038,3.0,PrimaryHybrid,76.47767190534964,80.78883970881533
ssp245,HadGEM3-GC31-LL,29,9,2039,1.0,PrimaryHybrid,33.670574650727225,36.846648019514674
ssp245,HadGEM3-GC31-LL,29,9,2039,2.0,PrimaryHybrid,53.94289805451481,58.81143448995121
ssp245,HadGEM3-GC31-LL,29,9,2039,3.0,PrimaryHybrid,75.23955382173546,80.77622096038772
ssp245,HadGEM3-GC31-LL,29,9,2040,1.0,PrimaryHybrid,34.21926343232016,36.96294864935264
ssp245,HadGEM3-GC31-LL,29,9,2040,2.0,PrimaryHybrid,54.496810212935785,58.92773511978917
ssp245,HadGEM3-GC31-LL,29,9,2040,3.0,PrimaryHybrid,75.7363135311657,80.89252159022568
ssp245,HadGEM3-GC31-LL,29,9,2041,1.0,PrimaryHybrid,35.558706091066284,36.876178492639085
ssp245,HadGEM3-GC31-LL,29,9,2041,2.0,PrimaryHybrid,55.892206830068545,58.84096496307561
ssp245,HadGEM3-GC31-LL,29,9,2041,3.0,PrimaryHybrid,77.18575243643521,80.80575143351213
ssp245,HadGEM3-GC31-LL,29,9,2042,1.0,PrimaryHybrid,35.020288513628316,36.91305906149709
ssp245,HadGEM3-GC31-LL,29,9,2042,2.0,PrimaryHybrid,55.3512076125556,58.877845531933616
ssp245,HadGEM3-GC31-LL,29,9,2042,3.0,PrimaryHybrid,76.65209593596133,80.84263200237014
ssp245,HadGEM3-GC31-LL,29,9,2043,1.0,PrimaryHybrid,33.95270544085633,36.89387075847573
ssp245,HadGEM3-GC31-LL,29,9,2043,2.0,PrimaryHybrid,54.17907428029502,58.85865722891226
ssp245,HadGEM3-GC31-LL,29,9,2043,3.0,PrimaryHybrid,75.42247364547752,80.82344369934877
ssp245,HadGEM3-GC31-LL,29,9,2044,1.0,PrimaryHybrid,34.30633883819854,36.859266767942295
ssp245,HadGEM3-GC31-LL,29,9,2044,2.0,PrimaryHybrid,54.6152680313101,58.82405323837881
ssp245,HadGEM3-GC31-LL,29,9,2044,3.0,PrimaryHybrid,75.88225539250926,80.78883970881533
ssp245,HadGEM3-GC31-LL,29,9,2045,1.0,PrimaryHybrid,34.30560991902819,36.944280707091174
ssp245,HadGEM3-GC31-LL,29,9,2045,2.0,PrimaryHybrid,54.55546500139297,58.9090671775277
ssp245,HadGEM3-GC31-LL,29,9,2045,3.0,PrimaryHybrid,75.84658167275482,80.87385364796422
ssp245,HadGEM3-GC31-LL,29,9,2046,1.0,PrimaryHybrid,34.961061387189964,36.85978712870219
ssp245,HadGEM3-GC31-LL,29,9,2046,2.0,PrimaryHybrid,55.24866656706624,58.824573599138716
ssp245,HadGEM3-GC31-LL,29,9,2046,3.0,PrimaryHybrid,76.52433597109943,80.78936006957524
ssp245,HadGEM3-GC31-LL,29,9,2047,1.0,PrimaryHybrid,34.319089852632516,36.9193684357109
ssp245,HadGEM3-GC31-LL,29,9,2047,2.0,PrimaryHybrid,54.59110964864501,58.884154906147415
ssp245,HadGEM3-GC31-LL,29,9,2047,3.0,PrimaryHybrid,75.84854711754025,80.84894137658395
ssp245,HadGEM3-GC31-LL,29,9,2048,1.0,PrimaryHybrid,34.31862020446918,36.89198445072108
ssp245,HadGEM3-GC31-LL,29,9,2048,2.0,PrimaryHybrid,54.59422396905482,58.856770921157604
ssp245,HadGEM3-GC31-LL,29,9,2048,3.0,PrimaryHybrid,75.88104721281864,80.82155739159413
ssp245,HadGEM3-GC31-LL,29,9,2049,1.0,PrimaryHybrid,34.13563122478104,36.91331924187704
ssp245,HadGEM3-GC31-LL,29,9,2049,2.0,PrimaryHybrid,54.406680696142466,58.87810571231357
ssp245,HadGEM3-GC31-LL,29,9,2049,3.0,PrimaryHybrid,75.66879109114792,80.84289218275009
ssp245,HadGEM3-GC31-LL,29,9,2050,1.0,PrimaryHybrid,34.26375801996072,36.833769090707115
ssp245,HadGEM3-GC31-LL,29,9,2050,2.0,PrimaryHybrid,54.5299173032514,58.79855556114364
ssp245,HadGEM3-GC31-LL,29,9,2050,3.0,PrimaryHybrid,75.82751970275969,80.76334203158015
ssp245,HadGEM3-GC31-LL,30,2,2025,1.0,PrimaryHybrid,19.552674030662136,19.565565434198945
ssp245,HadGEM3-GC31-LL,30,2,2025,2.0,PrimaryHybrid,23.579955886089767,24.320265800527253
ssp245,HadGEM3-GC31-LL,30,2,2025,3.0,PrimaryHybrid,27.07576848532818,29.07496616685556
ssp245,HadGEM3-GC31-LL,30,2,2026,1.0,PrimaryHybrid,19.062196661045903,19.586379864595003
ssp245,HadGEM3-GC31-LL,30,2,2026,2.0,PrimaryHybrid,23.088482023428284,24.34108023092331
ssp245,HadGEM3-GC31-LL,30,2,2026,3.0,PrimaryHybrid,26.590231167034812,29.095780597251615
ssp245,HadGEM3-GC31-LL,30,2,2027,1.0,PrimaryHybrid,19.377760481431938,19.7600502682121
ssp245,HadGEM3-GC31-LL,30,2,2027,2.0,PrimaryHybrid,23.367552958831894,24.514750634540412
ssp245,HadGEM3-GC31-LL,30,2,2027,3.0,PrimaryHybrid,26.85747913946623,29.269451000868717
ssp245,HadGEM3-GC31-LL,30,2,2028,1.0,PrimaryHybrid,19.147678113065417,19.661832174780706
ssp245,HadGEM3-GC31-LL,30,2,2028,2.0,PrimaryHybrid,23.184820575020453,24.416532541109017
ssp245,HadGEM3-GC31-LL,30,2,2028,3.0,PrimaryHybrid,26.664343231680594,29.17123290743732
ssp245,HadGEM3-GC31-LL,30,2,2029,1.0,PrimaryHybrid,19.00709041295296,19.70137959253322
ssp245,HadGEM3-GC31-LL,30,2,2029,2.0,PrimaryHybrid,23.031976283619407,24.456079958861526
ssp245,HadGEM3-GC31-LL,30,2,2029,3.0,PrimaryHybrid,26.511432446189602,29.21078032518983
ssp245,HadGEM3-GC31-LL,30,2,2030,1.0,PrimaryHybrid,19.860004396047557,19.76128612501687
ssp245,HadGEM3-GC31-LL,30,2,2030,2.0,PrimaryHybrid,23.86168170354895,24.515986491345174
ssp245,HadGEM3-GC31-LL,30,2,2030,3.0,PrimaryHybrid,27.382465672993153,29.27068685767348
ssp245,HadGEM3-GC31-LL,30,2,2031,1.0,PrimaryHybrid,19.159865617643717,19.679784620997307
ssp245,HadGEM3-GC31-LL,30,2,2031,2.0,PrimaryHybrid,23.195571707636887,24.434484987325618
ssp245,HadGEM3-GC31-LL,30,2,2031,3.0,PrimaryHybrid,26.69926457122232,29.18918535365392
ssp245,HadGEM3-GC31-LL,30,2,2032,1.0,PrimaryHybrid,19.110832738761157,19.64797756954833
ssp245,HadGEM3-GC31-LL,30,2,2032,2.0,PrimaryHybrid,23.134211881084646,24.402677935876643
ssp245,HadGEM3-GC31-LL,30,2,2032,3.0,PrimaryHybrid,26.61854781260007,29.157378302204947
ssp245,HadGEM3-GC31-LL,30,2,2033,1.0,PrimaryHybrid,19.30282494675091,19.641082789479636
ssp245,HadGEM3-GC31-LL,30,2,2033,2.0,PrimaryHybrid,23.316952329080074,24.39578315580794
ssp245,HadGEM3-GC31-LL,30,2,2033,3.0,PrimaryHybrid,26.827484419693334,29.150483522136252
ssp245,HadGEM3-GC31-LL,30,2,2034,1.0,PrimaryHybrid,19.731336429554982,19.792572815705938
ssp245,HadGEM3-GC31-LL,30,2,2034,2.0,PrimaryHybrid,23.761569364818993,24.547273182034242
ssp245,HadGEM3-GC31-LL,30,2,2034,3.0,PrimaryHybrid,27.267028779451053,29.30197354836255
ssp245,HadGEM3-GC31-LL,30,2,2035,1.0,PrimaryHybrid,18.899631787099434,19.74385403956017
ssp245,HadGEM3-GC31-LL,30,2,2035,2.0,PrimaryHybrid,22.876261755803537,24.498554405888477
ssp245,HadGEM3-GC31-LL,30,2,2035,3.0,PrimaryHybrid,26.364046871254608,29.25325477221678
ssp245,HadGEM3-GC31-LL,30,2,2036,1.0,PrimaryHybrid,19.768709295136034,19.535124329744715
ssp245,HadGEM3-GC31-LL,30,2,2036,2.0,PrimaryHybrid,23.827915761814133,24.28982469607302
ssp245,HadGEM3-GC31-LL,30,2,2036,3.0,PrimaryHybrid,27.30004694447717,29.044525062401327
ssp245,HadGEM3-GC31-LL,30,2,2037,1.0,PrimaryHybrid,19.60954360640236,19.65708388284661
ssp245,HadGEM3-GC31-LL,30,2,2037,2.0,PrimaryHybrid,23.613365261940366,24.411784249174914
ssp245,HadGEM3-GC31-LL,30,2,2037,3.0,PrimaryHybrid,27.068497032180435,29.166484615503222
ssp245,HadGEM3-GC31-LL,30,2,2038,1.0,PrimaryHybrid,19.423688301581105,19.732796373412263
ssp245,HadGEM3-GC31-LL,30,2,2038,2.0,PrimaryHybrid,23.45266152364912,24.48749673974057
ssp245,HadGEM3-GC31-LL,30,2,2038,3.0,PrimaryHybrid,26.98197402030569,29.242197106068875
ssp245,HadGEM3-GC31-LL,30,2,2039,1.0,PrimaryHybrid,19.216864423544372,19.558215338465338
ssp245,HadGEM3-GC31-LL,30,2,2039,2.0,PrimaryHybrid,23.22232148410731,24.312915704793646
ssp245,HadGEM3-GC31-LL,30,2,2039,3.0,PrimaryHybrid,26.715757266936063,29.06761607112195
ssp245,HadGEM3-GC31-LL,30,2,2040,1.0,PrimaryHybrid,18.5933255644146,19.60101501096723
ssp245,HadGEM3-GC31-LL,30,2,2040,2.0,PrimaryHybrid,22.586023128598434,24.355715377295535
ssp245,HadGEM3-GC31-LL,30,2,2040,3.0,PrimaryHybrid,26.077285488482573,29.110415743623843
ssp245,HadGEM3-GC31-LL,30,2,2041,1.0,PrimaryHybrid,19.387609540652104,19.540978388293603
ssp245,HadGEM3-GC31-LL,30,2,2041,2.0,PrimaryHybrid,23.42937491766867,24.29567875462191
ssp245,HadGEM3-GC31-LL,30,2,2041,3.0,PrimaryHybrid,26.91101311509464,29.050379120950215
ssp245,HadGEM3-GC31-LL,30,2,2042,1.0,PrimaryHybrid,19.60494717718287,19.560687052074872
ssp245,HadGEM3-GC31-LL,30,2,2042,2.0,PrimaryHybrid,23.684656762281968,24.315387418403176
ssp245,HadGEM3-GC31-LL,30,2,2042,3.0,PrimaryHybrid,27.19393619373106,29.07008778473148
ssp245,HadGEM3-GC31-LL,30,2,2043,1.0,PrimaryHybrid,18.95130253035651,19.65474225942705
