anchor_year,eval_tower,model,bin,date,feature,shap_value
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_SWC_lag28,-0.054849468926628564
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_TS_lag28,-0.1653037683819481
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_SWC_roll7,-0.1551696347667341
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_TS_roll7,0.052337662112541046
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_SWC_roll14,-0.053126316728455775
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_TS_roll14,0.05339281027700394
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_DOY_sin,1.7584591113392498
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_DOY_cos,0.6152947875266807
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_is_growing,0.08712029057845333
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_is_winter,0.0007293235526008884
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_lsu_dens,-3.455673422395118
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_grazing_active,-0.08410628856521316
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,fx_days_since_grazing,0.10278687515971327
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,ar_fc_dlag1,0.02329162693249818
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,is_t2,0.01193583345194769
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,is_t4,0.02680940151276557
2019,2,Ensemble_MASEweighted,1-7,2019-12-20,is_t9,-0.5949193404012973
2019,2,RF,8-30,2020-01-04,ar_ch4_dlag1,-0.7304200578939788
2019,2,RF,8-30,2020-01-04,ar_ch4_dlag2,-0.19363328540383784
2019,2,RF,8-30,2020-01-04,ar_ch4_dlag3,-0.2604975284131386
2019,2,RF,8-30,2020-01-04,ar_ch4_dlag7,0.02839304032030141
2019,2,RF,8-30,2020-01-04,ar_ch4_dlag14,-0.016685525657425402
2019,2,RF,8-30,2020-01-04,ar_ch4_drm7,-1.2695128513046015
2019,2,RF,8-30,2020-01-04,fx_WS_mean,-0.6793664644598515
2019,2,RF,8-30,2020-01-04,fx_USTAR_mean,-1.1503403601245814
2019,2,RF,8-30,2020-01-04,fx_TA_mean,-0.1290995466813446
2019,2,RF,8-30,2020-01-04,fx_TA_min,-0.08828670283488904
2019,2,RF,8-30,2020-01-04,fx_TA_max,-0.1011198803199019
2019,2,RF,8-30,2020-01-04,fx_VPD_mean,-0.6254606630201219
2019,2,RF,8-30,2020-01-04,fx_SWIN_mean,0.03786818551549781
2019,2,RF,8-30,2020-01-04,fx_RN_mean,-0.11355721407398138
2019,2,RF,8-30,2020-01-04,fx_PPFD_mean,0.042215861827176585
2019,2,RF,8-30,2020-01-04,fx_SWC_mean,-0.32233458975471263
2019,2,RF,8-30,2020-01-04,fx_TS_mean,-0.03063331589553283
2019,2,RF,8-30,2020-01-04,fx_SHF_mean,-0.06438807177833901
2019,2,RF,8-30,2020-01-04,fx_PRECIP_sum,-0.9978468407786864
2019,2,RF,8-30,2020-01-04,fx_wd_sin,-0.5533911003872021
2019,2,RF,8-30,2020-01-04,fx_wd_cos,-0.13519623574063752
2019,2,RF,8-30,2020-01-04,fx_SWC_lag7,-0.009226038761595105
2019,2,RF,8-30,2020-01-04,fx_TS_lag7,0.06311260410666823
2019,2,RF,8-30,2020-01-04,fx_SWC_lag14,0.006396641737648191
2019,2,RF,8-30,2020-01-04,fx_TS_lag14,-0.0617072972594967
2019,2,RF,8-30,2020-01-04,fx_SWC_lag21,0.41023397064894124
2019,2,RF,8-30,2020-01-04,fx_TS_lag21,-0.10950368220050737
2019,2,RF,8-30,2020-01-04,fx_SWC_lag28,-0.18781561613877198
2019,2,RF,8-30,2020-01-04,fx_TS_lag28,-0.4485550513451103
2019,2,RF,8-30,2020-01-04,fx_SWC_roll7,-0.21488007454273017
2019,2,RF,8-30,2020-01-04,fx_TS_roll7,-0.006501777983339325
2019,2,RF,8-30,2020-01-04,fx_SWC_roll14,-0.303788808983082
2019,2,RF,8-30,2020-01-04,fx_TS_roll14,-0.08787026014132993
2019,2,RF,8-30,2020-01-04,fx_DOY_sin,-0.31182883463775296
2019,2,RF,8-30,2020-01-04,fx_DOY_cos,-0.5535770668207267
2019,2,RF,8-30,2020-01-04,fx_is_growing,-0.13492059463989378
2019,2,RF,8-30,2020-01-04,fx_is_winter,-0.0045565084796837735
2019,2,RF,8-30,2020-01-04,fx_lsu_dens,-8.95029335916085
2019,2,RF,8-30,2020-01-04,fx_grazing_active,-0.19282370092546453
2019,2,RF,8-30,2020-01-04,fx_days_since_grazing,-0.031314202807399404
2019,2,RF,8-30,2020-01-04,ar_fc_dlag1,-0.0942702004825471
2019,2,RF,8-30,2020-01-04,is_t2,0.015434507434863423
2019,2,RF,8-30,2020-01-04,is_t4,0.013863546868990847
2019,2,RF,8-30,2020-01-04,is_t9,-0.0425237946711467
2019,2,XGB,8-30,2020-01-04,ar_ch4_dlag1,-3.09794545173645
2019,2,XGB,8-30,2020-01-04,ar_ch4_dlag2,-0.42635539174079895
2019,2,XGB,8-30,2020-01-04,ar_ch4_dlag3,-0.33587053418159485
2019,2,XGB,8-30,2020-01-04,ar_ch4_dlag7,0.00908067636191845
2019,2,XGB,8-30,2020-01-04,ar_ch4_dlag14,0.061176449060440063
2019,2,XGB,8-30,2020-01-04,ar_ch4_drm7,-1.3572758436203003
2019,2,XGB,8-30,2020-01-04,fx_WS_mean,-0.7089943885803223
2019,2,XGB,8-30,2020-01-04,fx_USTAR_mean,-0.8380377888679504
2019,2,XGB,8-30,2020-01-04,fx_TA_mean,-0.29374197125434875
2019,2,XGB,8-30,2020-01-04,fx_TA_min,-0.059207361191511154
2019,2,XGB,8-30,2020-01-04,fx_TA_max,-0.47924715280532837
2019,2,XGB,8-30,2020-01-04,fx_VPD_mean,-0.5936369299888611
2019,2,XGB,8-30,2020-01-04,fx_SWIN_mean,-0.017342502251267433
2019,2,XGB,8-30,2020-01-04,fx_RN_mean,-0.04847395792603493
2019,2,XGB,8-30,2020-01-04,fx_PPFD_mean,-0.04238338768482208
2019,2,XGB,8-30,2020-01-04,fx_SWC_mean,0.012088682502508163
2019,2,XGB,8-30,2020-01-04,fx_TS_mean,-0.04284055158495903
2019,2,XGB,8-30,2020-01-04,fx_SHF_mean,-0.046222176402807236
2019,2,XGB,8-30,2020-01-04,fx_PRECIP_sum,-0.733195424079895
2019,2,XGB,8-30,2020-01-04,fx_wd_sin,-1.4285513162612915
2019,2,XGB,8-30,2020-01-04,fx_wd_cos,-0.02167659066617489
2019,2,XGB,8-30,2020-01-04,fx_SWC_lag7,0.012843089178204536
2019,2,XGB,8-30,2020-01-04,fx_TS_lag7,0.03832050412893295
2019,2,XGB,8-30,2020-01-04,fx_SWC_lag14,-0.05558934062719345
2019,2,XGB,8-30,2020-01-04,fx_TS_lag14,-0.09491991996765137
2019,2,XGB,8-30,2020-01-04,fx_SWC_lag21,-0.03954225033521652
2019,2,XGB,8-30,2020-01-04,fx_TS_lag21,0.21401025354862213
2019,2,XGB,8-30,2020-01-04,fx_SWC_lag28,-0.019520042464137077
2019,2,XGB,8-30,2020-01-04,fx_TS_lag28,-0.2069285362958908
2019,2,XGB,8-30,2020-01-04,fx_SWC_roll7,-0.03571391478180885
2019,2,XGB,8-30,2020-01-04,fx_TS_roll7,0.16559365391731262
2019,2,XGB,8-30,2020-01-04,fx_SWC_roll14,-0.018706917762756348
2019,2,XGB,8-30,2020-01-04,fx_TS_roll14,0.04331019148230553
2019,2,XGB,8-30,2020-01-04,fx_DOY_sin,-0.15805791318416595
2019,2,XGB,8-30,2020-01-04,fx_DOY_cos,-0.011653654277324677
2019,2,XGB,8-30,2020-01-04,fx_is_growing,0.0
2019,2,XGB,8-30,2020-01-04,fx_is_winter,0.0
2019,2,XGB,8-30,2020-01-04,fx_lsu_dens,-9.982388496398926
2019,2,XGB,8-30,2020-01-04,fx_grazing_active,-0.05620316416025162
2019,2,XGB,8-30,2020-01-04,fx_days_since_grazing,0.1488724648952484
2019,2,XGB,8-30,2020-01-04,ar_fc_dlag1,0.21234406530857086
2019,2,XGB,8-30,2020-01-04,is_t2,0.0
2019,2,XGB,8-30,2020-01-04,is_t4,0.028900902718305588
2019,2,XGB,8-30,2020-01-04,is_t9,-0.47160571813583374
2019,2,LightGBM,8-30,2020-01-04,ar_ch4_dlag1,-2.3244521995068874
2019,2,LightGBM,8-30,2020-01-04,ar_ch4_dlag2,0.12103473673782841
2019,2,LightGBM,8-30,2020-01-04,ar_ch4_dlag3,0.150870843195578
2019,2,LightGBM,8-30,2020-01-04,ar_ch4_dlag7,0.0014017752430901002
2019,2,LightGBM,8-30,2020-01-04,ar_ch4_dlag14,-0.07344810874535998
2019,2,LightGBM,8-30,2020-01-04,ar_ch4_drm7,-0.34598237761249767
2019,2,LightGBM,8-30,2020-01-04,fx_WS_mean,-0.7113092414710839
2019,2,LightGBM,8-30,2020-01-04,fx_USTAR_mean,-0.9586925617742403
2019,2,LightGBM,8-30,2020-01-04,fx_TA_mean,-0.6872923667516545
2019,2,LightGBM,8-30,2020-01-04,fx_TA_min,-0.003499152955856907
2019,2,LightGBM,8-30,2020-01-04,fx_TA_max,-0.19680113766427265
2019,2,LightGBM,8-30,2020-01-04,fx_VPD_mean,-0.33665304158358084
2019,2,LightGBM,8-30,2020-01-04,fx_SWIN_mean,0.015686496905461342
2019,2,LightGBM,8-30,2020-01-04,fx_RN_mean,-0.2415223173580257
2019,2,LightGBM,8-30,2020-01-04,fx_PPFD_mean,-0.02699037797445477
2019,2,LightGBM,8-30,2020-01-04,fx_SWC_mean,0.020086790134241306
2019,2,LightGBM,8-30,2020-01-04,fx_TS_mean,-0.11032260995051786
2019,2,LightGBM,8-30,2020-01-04,fx_SHF_mean,-0.06745378849527572
2019,2,LightGBM,8-30,2020-01-04,fx_PRECIP_sum,-0.7498814210565791
2019,2,LightGBM,8-30,2020-01-04,fx_wd_sin,-1.7182017180484794
2019,2,LightGBM,8-30,2020-01-04,fx_wd_cos,-0.0022976471966253895
2019,2,LightGBM,8-30,2020-01-04,fx_SWC_lag7,-0.1734950066494731
2019,2,LightGBM,8-30,2020-01-04,fx_TS_lag7,0.24232659848975788
2019,2,LightGBM,8-30,2020-01-04,fx_SWC_lag14,-0.5728636895526057
2019,2,LightGBM,8-30,2020-01-04,fx_TS_lag14,-0.014303072549499515
2019,2,LightGBM,8-30,2020-01-04,fx_SWC_lag21,0.10535557868974885
2019,2,LightGBM,8-30,2020-01-04,fx_TS_lag21,0.16305865764505822
2019,2,LightGBM,8-30,2020-01-04,fx_SWC_lag28,-0.024004879197158803
2019,2,LightGBM,8-30,2020-01-04,fx_TS_lag28,-0.027447694428871544
2019,2,LightGBM,8-30,2020-01-04,fx_SWC_roll7,-0.18063623731607392
2019,2,LightGBM,8-30,2020-01-04,fx_TS_roll7,-0.010338355919346717
2019,2,LightGBM,8-30,2020-01-04,fx_SWC_roll14,-0.023880617796451613
2019,2,LightGBM,8-30,2020-01-04,fx_TS_roll14,0.10477929915265842
2019,2,LightGBM,8-30,2020-01-04,fx_DOY_sin,-0.11341270873482948
2019,2,LightGBM,8-30,2020-01-04,fx_DOY_cos,-0.41994210701319906
2019,2,LightGBM,8-30,2020-01-04,fx_is_growing,-0.025977901692814324
2019,2,LightGBM,8-30,2020-01-04,fx_is_winter,0.0
2019,2,LightGBM,8-30,2020-01-04,fx_lsu_dens,-9.600418512592372
2019,2,LightGBM,8-30,2020-01-04,fx_grazing_active,-0.038225567898218654
2019,2,LightGBM,8-30,2020-01-04,fx_days_since_grazing,0.37967832789910905
2019,2,LightGBM,8-30,2020-01-04,ar_fc_dlag1,0.1843247378842177
2019,2,LightGBM,8-30,2020-01-04,is_t2,0.0038283526187059664
2019,2,LightGBM,8-30,2020-01-04,is_t4,0.006459583703888379
2019,2,LightGBM,8-30,2020-01-04,is_t9,-0.3635223826428791
2019,2,Ensemble_unweighted,8-30,2020-01-04,ar_ch4_dlag1,-1.5382044272843292
2019,2,Ensemble_unweighted,8-30,2020-01-04,ar_ch4_dlag2,-0.1247384851017021
2019,2,Ensemble_unweighted,8-30,2020-01-04,ar_ch4_dlag3,-0.11137430484978886
2019,2,Ensemble_unweighted,8-30,2020-01-04,ar_ch4_dlag7,0.00971887298132749
2019,2,Ensemble_unweighted,8-30,2020-01-04,ar_ch4_dlag14,-0.007239296335586329
2019,2,Ensemble_unweighted,8-30,2020-01-04,ar_ch4_drm7,-0.7431927681343499
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_WS_mean,0.12103165806369187
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_USTAR_mean,13.280806919996737
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TA_mean,-0.27753347117183697
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TA_min,-0.037748304245564274
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TA_max,-0.19429204269737574
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_VPD_mean,0.4606566839615965
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_SWIN_mean,0.009053045042422929
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_RN_mean,-0.10088837233951051
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_PPFD_mean,-0.006094383935191025
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_SWC_mean,-0.07253977927949079
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TS_mean,-0.045949119357752435
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_SHF_mean,-0.04451600916910549
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_PRECIP_sum,-0.6202309214787901
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_wd_sin,-0.9250360336742433
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_wd_cos,-0.03979261840085945
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_SWC_lag7,-0.04246948905821592
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TS_lag7,0.08593992668133976
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_SWC_lag14,-0.15551409711053774
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TS_lag14,-0.0427325724441619
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_SWC_lag21,0.11901182475086838
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TS_lag21,0.06689130724829324
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_SWC_lag28,-0.057835134450016965
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TS_lag28,-0.17073282051746816
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_SWC_roll7,-0.10780755666015324
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TS_roll7,0.03718838000365665
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_SWC_roll14,-0.0865940861355725
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_TS_roll14,0.015054807623408505
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_DOY_sin,1.830503271455485
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_DOY_cos,0.6305647427414096
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_is_growing,0.09268757745843634
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_is_winter,-0.0011391271199209434
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_lsu_dens,-3.251574124558401
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_grazing_active,-0.07181310824598369
2019,2,Ensemble_unweighted,8-30,2020-01-04,fx_days_since_grazing,0.12430914749673952
2019,2,Ensemble_unweighted,8-30,2020-01-04,ar_fc_dlag1,0.07559965067756036
2019,2,Ensemble_unweighted,8-30,2020-01-04,is_t2,0.004815715013392347
2019,2,Ensemble_unweighted,8-30,2020-01-04,is_t4,0.012306008322796203
2019,2,Ensemble_unweighted,8-30,2020-01-04,is_t9,-0.2194129738624649
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,ar_ch4_dlag1,-1.5743682422785774
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,ar_ch4_dlag2,-0.1265890593586668
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,ar_ch4_dlag3,-0.1119010027167065
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,ar_ch4_dlag7,0.009646274437955809
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,ar_ch4_dlag14,-0.007056918104255808
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,ar_ch4_drm7,-0.7497593739206571
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_WS_mean,0.09160810107803963
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_USTAR_mean,12.776415459975505
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TA_mean,-0.2833881554061177
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TA_min,-0.03778244074805647
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TA_max,-0.19899057014871444
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_VPD_mean,0.42689905213007245
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_SWIN_mean,0.008785921260457307
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_RN_mean,-0.10209656029169756
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_PPFD_mean,-0.006876977436596151
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_SWC_mean,-0.07051745077752342
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TS_mean,-0.04679667684530371
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_SHF_mean,-0.0449505760726438
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_PRECIP_sum,-0.6253632937880895
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_wd_sin,-0.9443232722351784
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_wd_cos,-0.039236598381682315
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_SWC_lag7,-0.04333365778089733
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TS_lag7,0.08734772924765143
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_SWC_lag14,-0.1594117040885343
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TS_lag14,-0.043284531402125195
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_SWC_lag21,0.11700524898780787
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TS_lag21,0.07029758011799828
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_SWC_lag28,-0.057095112909783495
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TS_lag28,-0.17016024227573562
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_SWC_roll7,-0.10798080505240888
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TS_roll7,0.03858022110039996
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_SWC_roll14,-0.08519868721747267
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_TS_roll14,0.016535433611044266
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_DOY_sin,1.760012408119355
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_DOY_cos,0.5999235945812461
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_is_growing,0.08856576604238796
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_is_winter,-0.0011136799428983469
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_lsu_dens,-3.481636201704643
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_grazing_active,-0.07144300128214107
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,fx_days_since_grazing,0.12800198566025422
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,ar_fc_dlag1,0.07903230302986293
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,is_t2,0.0047521466273314035
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,is_t4,0.012514012392426818
2019,2,Ensemble_MASEweighted,8-30,2020-01-04,is_t9,-0.22535890216494558
2019,2,RF,31-90,2020-02-15,ar_ch4_dlag1,0.7103036016925981
2019,2,RF,31-90,2020-02-15,ar_ch4_dlag2,-0.040278822222277993
2019,2,RF,31-90,2020-02-15,ar_ch4_dlag3,0.6529471506810396
2019,2,RF,31-90,2020-02-15,ar_ch4_dlag7,0.01928693019287824
2019,2,RF,31-90,2020-02-15,ar_ch4_dlag14,-0.023698036888916307
2019,2,RF,31-90,2020-02-15,ar_ch4_drm7,2.756758392950415
2019,2,RF,31-90,2020-02-15,fx_WS_mean,10.103994435994915
2019,2,RF,31-90,2020-02-15,fx_USTAR_mean,7.79463006656004
2019,2,RF,31-90,2020-02-15,fx_TA_mean,-0.18163228610841772
2019,2,RF,31-90,2020-02-15,fx_TA_min,-0.18169994855515198
2019,2,RF,31-90,2020-02-15,fx_TA_max,-0.20340970461222194
2019,2,RF,31-90,2020-02-15,fx_VPD_mean,-0.7718359436299038
2019,2,RF,31-90,2020-02-15,fx_SWIN_mean,0.20706972212904093
2019,2,RF,31-90,2020-02-15,fx_RN_mean,-0.04492041617049954
2019,2,RF,31-90,2020-02-15,fx_PPFD_mean,0.22233939100042757
2019,2,RF,31-90,2020-02-15,fx_SWC_mean,-0.5633876706330322
2019,2,RF,31-90,2020-02-15,fx_TS_mean,0.0702137863183151
2019,2,RF,31-90,2020-02-15,fx_SHF_mean,-0.2900678041369485
2019,2,RF,31-90,2020-02-15,fx_PRECIP_sum,5.763170678444494
2019,2,RF,31-90,2020-02-15,fx_wd_sin,-0.026882632421795904
2019,2,RF,31-90,2020-02-15,fx_wd_cos,0.7578648834680146
2019,2,RF,31-90,2020-02-15,fx_SWC_lag7,-0.05605804896099809
2019,2,RF,31-90,2020-02-15,fx_TS_lag7,0.10545963848799175
2019,2,RF,31-90,2020-02-15,fx_SWC_lag14,-0.10541993861333414
2019,2,RF,31-90,2020-02-15,fx_TS_lag14,-0.09361899136629451
2019,2,RF,31-90,2020-02-15,fx_SWC_lag21,-0.0382057479520033
2019,2,RF,31-90,2020-02-15,fx_TS_lag21,0.1336377639484587
2019,2,RF,31-90,2020-02-15,fx_SWC_lag28,-0.19666049995908869
2019,2,RF,31-90,2020-02-15,fx_TS_lag28,0.17507456338950902
2019,2,RF,31-90,2020-02-15,fx_SWC_roll7,-0.4276514766602218
2019,2,RF,31-90,2020-02-15,fx_TS_roll7,0.035466021684879744
2019,2,RF,31-90,2020-02-15,fx_SWC_roll14,-0.26256977195880615
2019,2,RF,31-90,2020-02-15,fx_TS_roll14,-0.07604513628355863
2019,2,RF,31-90,2020-02-15,fx_DOY_sin,0.11893544465653924
2019,2,RF,31-90,2020-02-15,fx_DOY_cos,-0.1510652552899108
2019,2,RF,31-90,2020-02-15,fx_is_growing,-0.11556174634447099
2019,2,RF,31-90,2020-02-15,fx_is_winter,-0.025654685363120044
2019,2,RF,31-90,2020-02-15,fx_lsu_dens,-6.320314088675045
2019,2,RF,31-90,2020-02-15,fx_grazing_active,-0.21951680471724117
2019,2,RF,31-90,2020-02-15,fx_days_since_grazing,-0.06814333946113905
2019,2,RF,31-90,2020-02-15,ar_fc_dlag1,-0.002987461507307455
2019,2,RF,31-90,2020-02-15,is_t2,0.0013241782394036207
2019,2,RF,31-90,2020-02-15,is_t4,0.07835683984172123
2019,2,RF,31-90,2020-02-15,is_t9,-0.5197564627536516
2019,2,XGB,31-90,2020-02-15,ar_ch4_dlag1,0.7938892841339111
2019,2,XGB,31-90,2020-02-15,ar_ch4_dlag2,-0.49755600094795227
2019,2,XGB,31-90,2020-02-15,ar_ch4_dlag3,0.27832821011543274
2019,2,XGB,31-90,2020-02-15,ar_ch4_dlag7,0.015079589560627937
2019,2,XGB,31-90,2020-02-15,ar_ch4_dlag14,-0.03944180905818939
2019,2,XGB,31-90,2020-02-15,ar_ch4_drm7,1.6166471242904663
2019,2,XGB,31-90,2020-02-15,fx_WS_mean,12.961097717285156
2019,2,XGB,31-90,2020-02-15,fx_USTAR_mean,8.509604454040527
2019,2,XGB,31-90,2020-02-15,fx_TA_mean,-0.2706297039985657
2019,2,XGB,31-90,2020-02-15,fx_TA_min,-0.05691668391227722
2019,2,XGB,31-90,2020-02-15,fx_TA_max,-0.4652853012084961
2019,2,XGB,31-90,2020-02-15,fx_VPD_mean,-1.2149513959884644
2019,2,XGB,31-90,2020-02-15,fx_SWIN_mean,-0.010157140903174877
2019,2,XGB,31-90,2020-02-15,fx_RN_mean,-0.027883760631084442
2019,2,XGB,31-90,2020-02-15,fx_PPFD_mean,-0.0598621629178524
2019,2,XGB,31-90,2020-02-15,fx_SWC_mean,0.011559167876839638
2019,2,XGB,31-90,2020-02-15,fx_TS_mean,0.11734399199485779
2019,2,XGB,31-90,2020-02-15,fx_SHF_mean,-0.39775586128234863
2019,2,XGB,31-90,2020-02-15,fx_PRECIP_sum,11.593777656555176
2019,2,XGB,31-90,2020-02-15,fx_wd_sin,-0.35840028524398804
2019,2,XGB,31-90,2020-02-15,fx_wd_cos,0.565911054611206
2019,2,XGB,31-90,2020-02-15,fx_SWC_lag7,0.012843089178204536
2019,2,XGB,31-90,2020-02-15,fx_TS_lag7,0.0036593927070498466
2019,2,XGB,31-90,2020-02-15,fx_SWC_lag14,-0.3561633825302124
2019,2,XGB,31-90,2020-02-15,fx_TS_lag14,-0.05784207209944725
2019,2,XGB,31-90,2020-02-15,fx_SWC_lag21,-0.2298029363155365
2019,2,XGB,31-90,2020-02-15,fx_TS_lag21,0.7767372727394104
2019,2,XGB,31-90,2020-02-15,fx_SWC_lag28,-0.1252775341272354
2019,2,XGB,31-90,2020-02-15,fx_TS_lag28,0.08630645275115967
2019,2,XGB,31-90,2020-02-15,fx_SWC_roll7,-0.03571391478180885
2019,2,XGB,31-90,2020-02-15,fx_TS_roll7,0.16006949543952942
2019,2,XGB,31-90,2020-02-15,fx_SWC_roll14,-0.018706917762756348
2019,2,XGB,31-90,2020-02-15,fx_TS_roll14,0.049527037888765335
2019,2,XGB,31-90,2020-02-15,fx_DOY_sin,0.18191170692443848
2019,2,XGB,31-90,2020-02-15,fx_DOY_cos,-0.006861653178930283
2019,2,XGB,31-90,2020-02-15,fx_is_growing,0.0
2019,2,XGB,31-90,2020-02-15,fx_is_winter,0.0
2019,2,XGB,31-90,2020-02-15,fx_lsu_dens,-8.490642547607422
2019,2,XGB,31-90,2020-02-15,fx_grazing_active,-0.05620316416025162
2019,2,XGB,31-90,2020-02-15,fx_days_since_grazing,0.1488724648952484
2019,2,XGB,31-90,2020-02-15,ar_fc_dlag1,0.16307678818702698
2019,2,XGB,31-90,2020-02-15,is_t2,0.0
2019,2,XGB,31-90,2020-02-15,is_t4,0.20547641813755035
2019,2,XGB,31-90,2020-02-15,is_t9,-3.0746474266052246
2019,2,LightGBM,31-90,2020-02-15,ar_ch4_dlag1,1.199951317565768
2019,2,LightGBM,31-90,2020-02-15,ar_ch4_dlag2,-0.19935982476212588
2019,2,LightGBM,31-90,2020-02-15,ar_ch4_dlag3,0.506743052627352
2019,2,LightGBM,31-90,2020-02-15,ar_ch4_dlag7,0.08526855509182069
2019,2,LightGBM,31-90,2020-02-15,ar_ch4_dlag14,-0.3752653556513924
2019,2,LightGBM,31-90,2020-02-15,ar_ch4_drm7,2.9305808841955066
2019,2,LightGBM,31-90,2020-02-15,fx_WS_mean,13.603115771863054
2019,2,LightGBM,31-90,2020-02-15,fx_USTAR_mean,15.079245358575346
