Datetime,RF_tuned,XGB_tuned,LightGBM_tuned,SARIMAX,Ensemble_4model_tuned,anchor_year,eval_tower
2021-08-20,48.9725019998751,48.19398498535156,45.92366289409966,14.208362016744864,39.3246279740178,2020,9
2021-08-21,48.0696351861655,48.08430480957031,46.14732836439708,21.062788022381522,40.8410140956286,2020,9
2021-08-22,48.36253283954505,44.94554138183594,43.766649253628806,20.55236969334108,39.40677329208772,2020,9
2021-08-23,34.35696534947916,33.03132629394531,32.22058995586131,-11.2303154906494,22.094641527159094,2020,9
2021-08-24,24.71606125063104,26.56248664855957,24.51689467753323,-3.207671846371177,18.14694268258817,2020,9
2021-08-25,20.516406927005487,23.20399284362793,21.582268249053623,-5.872942024974989,14.857431498678014,2020,9
2021-08-26,17.653310020574782,21.14799690246582,16.652322339407352,-7.561186587820718,11.973110668656808,2020,9
2021-08-27,16.325697745113526,19.54058074951172,16.34198409198092,-6.742276137518626,11.366496612271884,2020,9
2021-08-28,15.298652456934626,18.416799545288086,14.355408809481425,-11.282590656531688,9.197067538793112,2020,9
2021-08-29,12.908959274747426,17.826522827148438,15.52066291858462,-0.8612325222530117,11.348728124556867,2020,9
2021-08-30,11.247516613618533,17.27928352355957,15.589938542062518,-3.811248091825888,10.076372646853683,2020,9
2021-08-31,32.32773718774601,37.03738021850586,39.04184978351571,53.844120345143295,40.56277188372772,2020,9
2021-09-01,37.96205996854593,43.78201675415039,46.434527070010816,55.164964502706304,45.83589207385336,2020,9
2021-09-02,42.29677387573494,50.62994384765625,60.377691602195775,60.89825421178652,53.550665884343374,2020,9
2021-09-03,46.14816665137415,56.53154754638672,59.01717943024394,50.04952072360568,52.936603587902624,2020,9
2021-09-04,57.852308184064796,56.59403991699219,58.191136488141446,57.23681778437168,57.46857559339253,2020,9
2021-09-05,61.87454242129279,57.94478988647461,58.214683741839956,58.26858016302487,59.07564905315805,2020,9
2021-09-06,64.526374019691,60.74188232421875,69.60878144673765,54.3442774743045,62.30532881623798,2020,9
2021-09-07,67.50431632859663,66.43596649169922,68.1934195752868,67.33035917423986,67.36601539245562,2020,9
2021-09-08,63.43412907332242,59.77199935913086,63.13705005333044,60.96042021519108,61.8258996752437,2020,9
2021-09-09,63.00031091130673,58.45013427734375,49.703790567390776,54.831674307656414,56.49647751592442,2020,9
2021-09-10,61.82167432649182,58.344242095947266,54.7800526297635,64.22387978303826,59.792462208810214,2020,9
2021-09-11,61.679213176366765,57.59917068481445,54.65948105654893,59.002592322758254,58.23511431012211,2020,9
2021-09-12,63.19172227326662,58.871883392333984,57.78609681334682,55.8981130379376,58.93695387922126,2020,9
2021-09-13,64.612173861925,62.13577651977539,62.346585918589554,59.31503844460251,62.10239368622311,2020,9
2021-09-14,62.22393796757798,60.59973907470703,61.04409152267729,49.063469775110036,58.23280958501809,2020,9
2021-09-15,60.86065088346848,58.070186614990234,56.254082806575944,47.607375239828244,55.698073886215724,2020,9
2021-09-16,61.71958039218543,56.9227294921875,49.229106852265325,48.45653085244798,54.08198689727156,2020,9
2021-09-17,63.20313680307885,59.68235397338867,58.93660026472636,54.037194899920735,58.964821485278655,2020,9
2021-09-18,62.607338199377445,57.88105773925781,57.39888743598366,51.95697750969522,57.46106522107853,2020,9
2021-09-19,60.90585353340488,55.52834701538086,52.855622614311095,58.49631495883948,56.94653453048407,2020,9
2021-09-20,61.822171055652284,55.005706787109375,53.69374258911629,61.889903488235014,58.10288098002824,2020,9
2021-09-21,60.92915249968324,55.91373062133789,51.013033825984756,56.92998309215368,56.19647500978989,2020,9
2021-09-22,61.4552504039208,54.939613342285156,53.59780991174904,60.87723080265724,57.717476115153055,2020,9
2021-09-23,58.46598824029629,54.89555358886719,50.76651692481373,62.51503260483911,56.66077283970408,2020,9
2021-09-24,59.528055477460654,55.14238357543945,53.04643679676197,54.7264466404271,55.61083062252229,2020,9
2021-09-25,59.06087419710473,57.158790588378906,57.01998633907159,51.55490727173952,56.19863959907369,2020,9
2021-09-26,59.47156953730441,58.28396224975586,55.904123317339874,65.84071142657302,59.87509163274329,2020,9
2021-09-27,55.42646827382733,49.488441467285156,50.137728243382504,58.116202393863816,53.292210094589706,2020,9
2021-09-28,53.7941433285272,48.1732292175293,45.08338970191351,57.85762861174422,51.227097714928554,2020,9
2021-09-29,51.94327564362074,45.831504821777344,34.52917084688293,51.30876956064323,45.90318021823106,2020,9
2021-09-30,53.22924646386352,45.89057159423828,34.35064620460573,61.40410129801569,48.71864139018081,2020,9
2021-10-01,51.118845971375436,44.429901123046875,33.18224513533954,51.62248002494954,45.08836806367785,2020,9
2021-10-02,49.78927585188526,43.182804107666016,31.567540227521107,50.527124228661094,43.76668610393337,2020,9
2021-10-03,48.83036056551169,38.460262298583984,23.609526450319947,54.70348095112098,41.40090756638415,2020,9
2021-10-04,50.86936797741103,39.0091552734375,32.64282291154421,66.13185881133319,47.163301243431484,2020,9
2021-10-05,59.121738174610456,45.92970275878906,43.14188343332453,73.13943309395759,55.33318936517041,2020,9
2021-10-06,57.063720421799445,52.46110534667969,42.68274467798564,52.44989583816157,51.16436657115659,2020,9
2021-10-07,60.531247938486054,57.36922073364258,43.84556225518418,51.657212940462706,53.350810966943875,2020,9
2021-10-08,59.07170209397185,54.53339767456055,53.8415392973463,47.188757407465886,53.65884911833614,2020,9
2021-10-09,58.29412399396966,51.58956527709961,60.80871952819704,45.496134165728954,54.047135741248816,2020,9
2021-10-10,57.50874151151775,50.95100402832031,64.64989973489192,49.866528034256916,55.74404332724673,2020,9
2021-10-11,56.16725784317237,51.85942840576172,61.32746157670607,49.74796849979658,54.77552908135918,2020,9
2021-10-12,57.01701784409458,49.773128509521484,55.721479923090875,56.73320318482861,54.81120736538389,2020,9
2021-10-13,55.68273520505803,49.56364440917969,52.93817109644408,42.38747676884958,50.143006869882846,2020,9
2021-10-14,56.86206896015523,50.53718948364258,72.91110749882647,41.37810043314187,55.42211659394154,2020,9
2021-10-15,55.92810037519844,51.324398040771484,73.60156429208743,40.69800965028836,55.38801808958643,2020,9
2021-10-16,57.12080561018066,53.033267974853516,77.55270555828025,41.025151913888465,57.182982764300725,2020,9
2021-10-17,56.26303182816181,52.91299819946289,77.75801286845733,45.05671758181393,57.99769011947399,2020,9
2021-10-18,54.332614660578905,51.745609283447266,75.5816930993451,50.49533845917142,58.038813875635675,2020,9
2021-10-19,53.425223144125276,50.9881477355957,39.15848032410153,68.99426007888673,53.14152782067731,2020,9
2021-10-20,52.24001574869406,49.38764572143555,28.36347544913072,64.8529252919155,48.71101555279395,2020,9
2021-10-21,49.85778616028288,47.11162185668945,43.91578944138097,48.14638585403347,47.25789582809669,2020,9
2021-10-22,47.97677906053015,45.784671783447266,42.78965095028387,45.79181098441434,45.5857281946689,2020,9
2021-10-23,47.85371631675015,46.72238540649414,39.67406566824583,50.714058144622086,46.241056384028056,2020,9
2021-10-24,48.134262719386996,47.43882751464844,36.752065638744405,52.341432652008635,46.166647131197124,2020,9
2021-10-25,36.58308537001354,29.92186737060547,18.72565592691394,6.149218647509812,22.844956828760694,2020,9
2021-10-26,29.695204082640952,25.790264129638672,13.918792758880853,17.998379583100558,21.85066013856526,2020,9
2021-10-27,30.77974930265955,23.765243530273438,8.767020054821941,18.08752125813885,20.349883536473445,2020,9
2021-10-28,33.77902578219286,25.2408447265625,13.27451993934825,31.941269014667824,26.05891486569286,2020,9
2021-10-29,32.86487994788096,23.313661575317383,13.280489532154341,30.487042567089254,24.986518405610482,2020,9
2021-10-30,23.378152789872633,20.28917694091797,8.097094423012875,9.018489630649754,15.195728446113307,2020,9
2021-10-31,40.7386090027182,37.27204132080078,31.79586041358914,38.77696256964482,37.14586832668823,2020,9
2021-11-01,26.11746806420227,22.729673385620117,13.784524633141274,12.38805299021925,18.754929768295728,2020,9
2021-11-02,21.62131307164466,19.09010124206543,9.675183747262672,-0.6968183856220271,12.422444918837684,2020,9
2021-11-03,16.94931693879677,17.314363479614258,11.325467676718905,-8.28900155076164,9.325036636092072,2020,9
2021-11-04,15.990259950747694,16.9650821685791,9.474623618704134,-11.987339679070299,7.610656514740158,2020,9
2021-11-05,14.39248479870327,16.88349723815918,7.99753543543911,-11.588358737883697,6.921289683604467,2020,9
2021-11-06,16.126021095716688,18.429502487182617,7.612876133115396,13.65102560589203,13.954856330476684,2020,9
2021-11-07,14.684696660709434,16.561052322387695,7.405938402188253,-0.18594154218977366,9.616436460773903,2020,9
