bin,n,R2,RMSE,MAE,MASE,WAPE,Correlation,target,model,config,anchor_year,tower
91-180,75,0.023,32.897,26.235,1.2098,1.3089,0.477,observed,RF,BASE+arable,2022,4
181-270,74,0.138,54.471,37.834,1.0633,1.1015,0.521,observed,RF,BASE+arable,2022,4
271-365,74,0.191,29.601,22.033,0.9743,1.0417,0.546,observed,RF,BASE+arable,2022,4
1-7,7,-18.159,14.951,13.399,3.5437,4.0542,-0.023,gapfilled,RF,BASE+arable,2022,4
8-30,23,-96.493,19.567,18.981,3.6517,8.7303,0.405,gapfilled,RF,BASE+arable,2022,4
31-90,60,-3.789,8.37,7.539,0.8876,1.5606,0.256,gapfilled,RF,BASE+arable,2022,4
91-180,90,0.429,30.558,22.891,0.8773,0.9736,0.797,gapfilled,RF,BASE+arable,2022,4
181-270,90,0.404,35.629,24.971,0.6532,0.6942,0.682,gapfilled,RF,BASE+arable,2022,4
271-365,95,0.329,16.565,12.921,0.7622,0.8962,0.696,gapfilled,RF,BASE+arable,2022,4
1-7,0,,,,,,,observed,XGB,BASE+arable,2022,4
8-30,0,,,,,,,observed,XGB,BASE+arable,2022,4
31-90,1,,,,,,,observed,XGB,BASE+arable,2022,4
91-180,75,0.153,30.632,23.041,1.0626,1.1496,0.499,observed,XGB,BASE+arable,2022,4
181-270,74,0.096,55.787,39.42,1.1079,1.1477,0.508,observed,XGB,BASE+arable,2022,4
271-365,74,0.166,30.059,22.154,0.9797,1.0474,0.476,observed,XGB,BASE+arable,2022,4
1-7,7,-21.215,16.099,14.831,3.9224,4.4874,-0.27,gapfilled,XGB,BASE+arable,2022,4
8-30,23,-78.499,17.669,17.172,3.3038,7.8984,0.347,gapfilled,XGB,BASE+arable,2022,4
31-90,60,-1.925,6.541,5.792,0.682,1.1991,0.035,gapfilled,XGB,BASE+arable,2022,4
91-180,90,0.46,29.718,20.454,0.7839,0.87,0.757,gapfilled,XGB,BASE+arable,2022,4
181-270,90,0.389,36.056,25.592,0.6695,0.7115,0.687,gapfilled,XGB,BASE+arable,2022,4
271-365,95,0.333,16.509,12.804,0.7553,0.8881,0.672,gapfilled,XGB,BASE+arable,2022,4
1-7,0,,,,,,,observed,LightGBM,BASE+arable,2022,4
8-30,0,,,,,,,observed,LightGBM,BASE+arable,2022,4
31-90,1,,,,,,,observed,LightGBM,BASE+arable,2022,4
91-180,75,0.047,32.49,24.291,1.1202,1.2119,0.374,observed,LightGBM,BASE+arable,2022,4
181-270,74,-0.056,60.284,44.841,1.2602,1.3055,0.487,observed,LightGBM,BASE+arable,2022,4
271-365,74,0.106,31.127,22.772,1.007,1.0766,0.44,observed,LightGBM,BASE+arable,2022,4
1-7,7,-11.456,12.055,10.984,2.9049,3.3234,-0.127,gapfilled,LightGBM,BASE+arable,2022,4
8-30,23,-80.872,17.931,17.381,3.3438,7.9941,0.318,gapfilled,LightGBM,BASE+arable,2022,4
31-90,60,-1.556,6.114,5.356,0.6306,1.1089,-0.041,gapfilled,LightGBM,BASE+arable,2022,4
91-180,90,0.411,31.051,21.741,0.8332,0.9247,0.693,gapfilled,LightGBM,BASE+arable,2022,4
181-270,90,0.244,40.118,30.15,0.7887,0.8382,0.662,gapfilled,LightGBM,BASE+arable,2022,4
271-365,95,0.153,18.6,14.197,0.8374,0.9847,0.597,gapfilled,LightGBM,BASE+arable,2022,4
1-7,0,,,,,,,observed,SARIMAX,BASE+arable,2022,4
8-30,0,,,,,,,observed,SARIMAX,BASE+arable,2022,4
31-90,1,,,,,,,observed,SARIMAX,BASE+arable,2022,4
91-180,75,0.202,29.723,23.245,1.072,1.1597,0.585,observed,SARIMAX,BASE+arable,2022,4
181-270,74,0.044,57.371,40.999,1.1522,1.1936,0.502,observed,SARIMAX,BASE+arable,2022,4
271-365,74,-0.058,33.86,25.481,1.1268,1.2047,0.432,observed,SARIMAX,BASE+arable,2022,4
1-7,7,-10.565,11.616,9.172,2.4257,2.7751,-0.603,gapfilled,SARIMAX,BASE+arable,2022,4
8-30,23,-31.066,11.222,9.922,1.9089,4.5637,-0.345,gapfilled,SARIMAX,BASE+arable,2022,4
31-90,60,-6.483,10.462,8.693,1.0235,1.7996,0.119,gapfilled,SARIMAX,BASE+arable,2022,4
91-180,90,0.598,25.627,18.988,0.7277,0.8076,0.898,gapfilled,SARIMAX,BASE+arable,2022,4
181-270,90,0.36,36.91,26.223,0.686,0.729,0.69,gapfilled,SARIMAX,BASE+arable,2022,4
271-365,95,-0.221,22.335,17.529,1.0339,1.2158,0.585,gapfilled,SARIMAX,BASE+arable,2022,4
1-7,0,,,,,,,observed,Ensemble_unweighted,BASE+arable,2022,4
8-30,0,,,,,,,observed,Ensemble_unweighted,BASE+arable,2022,4
31-90,1,,,,,,,observed,Ensemble_unweighted,BASE+arable,2022,4
91-180,75,0.123,31.171,23.988,1.1062,1.1968,0.513,observed,Ensemble_unweighted,BASE+arable,2022,4
181-270,74,0.071,56.564,40.498,1.1382,1.179,0.51,observed,Ensemble_unweighted,BASE+arable,2022,4
271-365,74,0.144,30.453,22.594,0.9992,1.0682,0.478,observed,Ensemble_unweighted,BASE+arable,2022,4
1-7,7,-9.264,10.943,9.448,2.4988,2.8587,-0.713,gapfilled,Ensemble_unweighted,BASE+arable,2022,4
8-30,23,-35.011,11.892,11.579,2.2277,5.3259,0.253,gapfilled,Ensemble_unweighted,BASE+arable,2022,4
31-90,60,-2.133,6.77,5.516,0.6494,1.1419,0.171,gapfilled,Ensemble_unweighted,BASE+arable,2022,4
91-180,90,0.491,28.868,20.644,0.7912,0.8781,0.814,gapfilled,Ensemble_unweighted,BASE+arable,2022,4
181-270,90,0.372,36.568,26.304,0.6881,0.7313,0.688,gapfilled,Ensemble_unweighted,BASE+arable,2022,4
271-365,95,0.259,17.405,13.718,0.8092,0.9515,0.652,gapfilled,Ensemble_unweighted,BASE+arable,2022,4
1-7,0,,,,,,,observed,Ensemble_MASEweighted,BASE+arable,2022,4
8-30,0,,,,,,,observed,Ensemble_MASEweighted,BASE+arable,2022,4
31-90,1,,,,,,,observed,Ensemble_MASEweighted,BASE+arable,2022,4
91-180,75,0.122,31.18,23.981,1.1059,1.1965,0.511,observed,Ensemble_MASEweighted,BASE+arable,2022,4
181-270,74,0.07,56.586,40.527,1.139,1.1799,0.509,observed,Ensemble_MASEweighted,BASE+arable,2022,4
271-365,74,0.145,30.441,22.573,0.9982,1.0672,0.478,observed,Ensemble_MASEweighted,BASE+arable,2022,4
1-7,7,-9.461,11.048,9.578,2.533,2.8979,-0.694,gapfilled,Ensemble_MASEweighted,BASE+arable,2022,4
8-30,23,-36.278,12.099,11.787,2.2677,5.4214,0.261,gapfilled,Ensemble_MASEweighted,BASE+arable,2022,4
31-90,60,-2.11,6.745,5.515,0.6494,1.1418,0.17,gapfilled,Ensemble_MASEweighted,BASE+arable,2022,4
91-180,90,0.489,28.91,20.654,0.7916,0.8785,0.811,gapfilled,Ensemble_MASEweighted,BASE+arable,2022,4
181-270,90,0.371,36.59,26.332,0.6888,0.7321,0.687,gapfilled,Ensemble_MASEweighted,BASE+arable,2022,4
271-365,95,0.26,17.386,13.698,0.808,0.9501,0.652,gapfilled,Ensemble_MASEweighted,BASE+arable,2022,4
1-7,0,,,,,,,observed,RF,BASE+flow,2022,4
8-30,0,,,,,,,observed,RF,BASE+flow,2022,4
31-90,1,,,,,,,observed,RF,BASE+flow,2022,4
91-180,75,0.028,32.804,26.091,1.2032,1.3017,0.481,observed,RF,BASE+flow,2022,4
181-270,74,-0.077,60.896,45.215,1.2707,1.3164,0.507,observed,RF,BASE+flow,2022,4
271-365,74,0.182,29.763,22.348,0.9883,1.0566,0.546,observed,RF,BASE+flow,2022,4
1-7,7,-16.354,14.229,12.795,3.3839,3.8714,-0.073,gapfilled,RF,BASE+flow,2022,4
8-30,23,-80.736,17.916,17.45,3.3571,8.0258,0.373,gapfilled,RF,BASE+flow,2022,4
31-90,60,-3.929,8.491,7.577,0.8921,1.5687,0.143,gapfilled,RF,BASE+flow,2022,4
91-180,90,0.421,30.785,22.85,0.8758,0.9719,0.8,gapfilled,RF,BASE+flow,2022,4
181-270,90,0.163,42.217,31.856,0.8333,0.8856,0.673,gapfilled,RF,BASE+flow,2022,4
271-365,95,0.301,16.897,13.267,0.7826,0.9202,0.684,gapfilled,RF,BASE+flow,2022,4
1-7,0,,,,,,,observed,XGB,BASE+flow,2022,4
8-30,0,,,,,,,observed,XGB,BASE+flow,2022,4
31-90,1,,,,,,,observed,XGB,BASE+flow,2022,4
91-180,75,0.139,30.881,23.05,1.063,1.15,0.462,observed,XGB,BASE+flow,2022,4
181-270,74,0.088,56.024,39.66,1.1146,1.1546,0.504,observed,XGB,BASE+flow,2022,4
271-365,74,0.183,29.748,21.943,0.9703,1.0374,0.501,observed,XGB,BASE+flow,2022,4
1-7,7,-21.823,16.318,15.058,3.9824,4.5561,-0.225,gapfilled,XGB,BASE+flow,2022,4
8-30,23,-83.851,18.254,17.763,3.4174,8.17,0.319,gapfilled,XGB,BASE+flow,2022,4
31-90,60,-2.01,6.635,5.892,0.6937,1.2198,0.032,gapfilled,XGB,BASE+flow,2022,4
91-180,90,0.45,29.984,20.443,0.7835,0.8695,0.746,gapfilled,XGB,BASE+flow,2022,4
181-270,90,0.381,36.288,25.874,0.6769,0.7193,0.683,gapfilled,XGB,BASE+flow,2022,4
271-365,95,0.338,16.445,12.916,0.7618,0.8958,0.685,gapfilled,XGB,BASE+flow,2022,4
1-7,0,,,,,,,observed,LightGBM,BASE+flow,2022,4
8-30,0,,,,,,,observed,LightGBM,BASE+flow,2022,4
31-90,1,,,,,,,observed,LightGBM,BASE+flow,2022,4
91-180,75,-0.05,34.102,25.211,1.1626,1.2578,0.282,observed,LightGBM,BASE+flow,2022,4
181-270,74,-0.261,65.889,50.529,1.4201,1.4711,0.52,observed,LightGBM,BASE+flow,2022,4
271-365,74,0.172,29.949,21.958,0.971,1.0381,0.482,observed,LightGBM,BASE+flow,2022,4
1-7,7,-11.766,12.204,11.188,2.9591,3.3853,-0.06,gapfilled,LightGBM,BASE+flow,2022,4
8-30,23,-79.205,17.747,17.265,3.3216,7.9411,0.381,gapfilled,LightGBM,BASE+flow,2022,4
31-90,60,-1.471,6.012,5.277,0.6213,1.0924,0.016,gapfilled,LightGBM,BASE+flow,2022,4
91-180,90,0.331,33.074,23.229,0.8903,0.988,0.609,gapfilled,LightGBM,BASE+flow,2022,4
181-270,90,0.011,45.893,35.373,0.9254,0.9834,0.691,gapfilled,LightGBM,BASE+flow,2022,4
271-365,95,0.294,16.983,12.943,0.7634,0.8977,0.644,gapfilled,LightGBM,BASE+flow,2022,4
1-7,0,,,,,,,observed,SARIMAX,BASE+flow,2022,4
8-30,0,,,,,,,observed,SARIMAX,BASE+flow,2022,4
31-90,1,,,,,,,observed,SARIMAX,BASE+flow,2022,4
91-180,75,0.202,29.723,23.245,1.072,1.1597,0.585,observed,SARIMAX,BASE+flow,2022,4
181-270,74,0.044,57.371,40.999,1.1522,1.1936,0.502,observed,SARIMAX,BASE+flow,2022,4
271-365,74,-0.058,33.86,25.481,1.1268,1.2047,0.432,observed,SARIMAX,BASE+flow,2022,4
1-7,7,-10.565,11.616,9.172,2.4257,2.7751,-0.603,gapfilled,SARIMAX,BASE+flow,2022,4
8-30,23,-31.066,11.222,9.922,1.9089,4.5637,-0.345,gapfilled,SARIMAX,BASE+flow,2022,4
31-90,60,-6.483,10.462,8.693,1.0235,1.7996,0.119,gapfilled,SARIMAX,BASE+flow,2022,4
91-180,90,0.598,25.627,18.988,0.7277,0.8076,0.898,gapfilled,SARIMAX,BASE+flow,2022,4
181-270,90,0.36,36.91,26.223,0.686,0.729,0.69,gapfilled,SARIMAX,BASE+flow,2022,4
271-365,95,-0.221,22.335,17.529,1.0339,1.2158,0.585,gapfilled,SARIMAX,BASE+flow,2022,4
1-7,0,,,,,,,observed,Ensemble_unweighted,BASE+flow,2022,4
8-30,0,,,,,,,observed,Ensemble_unweighted,BASE+flow,2022,4
31-90,1,,,,,,,observed,Ensemble_unweighted,BASE+flow,2022,4
91-180,75,0.104,31.501,24.126,1.1126,1.2037,0.477,observed,Ensemble_unweighted,BASE+flow,2022,4
181-270,74,-0.009,58.945,43.282,1.2164,1.2601,0.522,observed,Ensemble_unweighted,BASE+flow,2022,4
271-365,74,0.161,30.157,22.417,0.9913,1.0598,0.496,observed,Ensemble_unweighted,BASE+flow,2022,4
1-7,7,-9.14,10.877,9.405,2.4874,2.8457,-0.721,gapfilled,Ensemble_unweighted,BASE+flow,2022,4
8-30,23,-33.346,11.614,11.315,2.1769,5.2044,0.231,gapfilled,Ensemble_unweighted,BASE+flow,2022,4
31-90,60,-2.144,6.781,5.538,0.652,1.1465,0.163,gapfilled,Ensemble_unweighted,BASE+flow,2022,4
91-180,90,0.472,29.396,20.981,0.8041,0.8924,0.793,gapfilled,Ensemble_unweighted,BASE+flow,2022,4
181-270,90,0.296,38.703,29.0,0.7586,0.8062,0.7,gapfilled,Ensemble_unweighted,BASE+flow,2022,4
271-365,95,0.284,17.1,13.514,0.7971,0.9373,0.667,gapfilled,Ensemble_unweighted,BASE+flow,2022,4
1-7,0,,,,,,,observed,Ensemble_MASEweighted,BASE+flow,2022,4
8-30,0,,,,,,,observed,Ensemble_MASEweighted,BASE+flow,2022,4
31-90,1,,,,,,,observed,Ensemble_MASEweighted,BASE+flow,2022,4
91-180,75,0.103,31.521,24.124,1.1125,1.2036,0.474,observed,Ensemble_MASEweighted,BASE+flow,2022,4
181-270,74,-0.01,58.959,43.308,1.2171,1.2608,0.522,observed,Ensemble_MASEweighted,BASE+flow,2022,4
271-365,74,0.162,30.137,22.388,0.99,1.0585,0.496,observed,Ensemble_MASEweighted,BASE+flow,2022,4
1-7,7,-9.344,10.985,9.541,2.5234,2.8869,-0.7,gapfilled,Ensemble_MASEweighted,BASE+flow,2022,4
8-30,23,-34.649,11.832,11.536,2.2194,5.3059,0.243,gapfilled,Ensemble_MASEweighted,BASE+flow,2022,4
31-90,60,-2.121,6.757,5.539,0.6521,1.1467,0.162,gapfilled,Ensemble_MASEweighted,BASE+flow,2022,4
91-180,90,0.47,29.449,21.002,0.8049,0.8933,0.79,gapfilled,Ensemble_MASEweighted,BASE+flow,2022,4
181-270,90,0.296,38.715,29.027,0.7593,0.807,0.7,gapfilled,Ensemble_MASEweighted,BASE+flow,2022,4
271-365,95,0.287,17.072,13.487,0.7955,0.9355,0.668,gapfilled,Ensemble_MASEweighted,BASE+flow,2022,4
1-7,0,,,,,,,observed,RF,BASE+mgmt,2022,4
8-30,0,,,,,,,observed,RF,BASE+mgmt,2022,4
31-90,1,,,,,,,observed,RF,BASE+mgmt,2022,4
91-180,75,0.01,33.119,26.717,1.2321,1.3329,0.517,observed,RF,BASE+mgmt,2022,4
181-270,74,0.11,55.358,39.307,1.1047,1.1444,0.518,observed,RF,BASE+mgmt,2022,4
271-365,74,0.168,30.027,22.091,0.9769,1.0444,0.51,observed,RF,BASE+mgmt,2022,4
1-7,7,-19.742,15.556,13.984,3.6985,4.2313,-0.03,gapfilled,RF,BASE+mgmt,2022,4
8-30,23,-113.149,21.173,20.337,3.9127,9.3541,0.389,gapfilled,RF,BASE+mgmt,2022,4
31-90,60,-4.47,8.945,7.897,0.9298,1.6349,0.244,gapfilled,RF,BASE+mgmt,2022,4
91-180,90,0.434,30.423,23.368,0.8956,0.994,0.825,gapfilled,RF,BASE+mgmt,2022,4
181-270,90,0.391,35.998,25.581,0.6692,0.7112,0.684,gapfilled,RF,BASE+mgmt,2022,4
271-365,95,0.301,16.897,12.92,0.7621,0.8961,0.664,gapfilled,RF,BASE+mgmt,2022,4
1-7,0,,,,,,,observed,XGB,BASE+mgmt,2022,4
8-30,0,,,,,,,observed,XGB,BASE+mgmt,2022,4
31-90,1,,,,,,,observed,XGB,BASE+mgmt,2022,4
91-180,75,0.151,30.669,22.918,1.0569,1.1434,0.472,observed,XGB,BASE+mgmt,2022,4
181-270,74,0.092,55.896,39.795,1.1184,1.1586,0.509,observed,XGB,BASE+mgmt,2022,4
271-365,74,0.173,29.94,22.03,0.9742,1.0416,0.485,observed,XGB,BASE+mgmt,2022,4
1-7,7,-24.521,17.255,15.906,4.2068,4.8128,-0.092,gapfilled,XGB,BASE+mgmt,2022,4
8-30,23,-96.504,19.568,18.977,3.6509,8.7284,0.333,gapfilled,XGB,BASE+mgmt,2022,4
31-90,60,-1.914,6.529,5.773,0.6796,1.195,0.065,gapfilled,XGB,BASE+mgmt,2022,4
91-180,90,0.454,29.893,20.528,0.7868,0.8731,0.737,gapfilled,XGB,BASE+mgmt,2022,4
181-270,90,0.382,36.269,25.968,0.6793,0.7219,0.685,gapfilled,XGB,BASE+mgmt,2022,4
271-365,95,0.344,16.367,12.677,0.7478,0.8793,0.68,gapfilled,XGB,BASE+mgmt,2022,4
1-7,0,,,,,,,observed,LightGBM,BASE+mgmt,2022,4
8-30,0,,,,,,,observed,LightGBM,BASE+mgmt,2022,4
31-90,1,,,,,,,observed,LightGBM,BASE+mgmt,2022,4
91-180,75,0.073,32.041,23.792,1.0972,1.187,0.392,observed,LightGBM,BASE+mgmt,2022,4
181-270,74,0.038,57.542,41.327,1.1615,1.2032,0.478,observed,LightGBM,BASE+mgmt,2022,4
271-365,74,0.184,29.738,21.979,0.9719,1.0391,0.503,observed,LightGBM,BASE+mgmt,2022,4
1-7,7,-17.871,14.838,13.596,3.5957,4.1137,-0.244,gapfilled,LightGBM,BASE+mgmt,2022,4
8-30,23,-91.229,19.031,18.342,3.5287,8.4361,0.281,gapfilled,LightGBM,BASE+mgmt,2022,4
31-90,60,-1.64,6.214,5.413,0.6373,1.1206,-0.006,gapfilled,LightGBM,BASE+mgmt,2022,4
91-180,90,0.408,31.125,21.607,0.8281,0.919,0.683,gapfilled,LightGBM,BASE+mgmt,2022,4
181-270,90,0.313,38.242,27.589,0.7217,0.767,0.641,gapfilled,LightGBM,BASE+mgmt,2022,4
271-365,95,0.297,16.952,13.089,0.772,0.9078,0.658,gapfilled,LightGBM,BASE+mgmt,2022,4
1-7,0,,,,,,,observed,SARIMAX,BASE+mgmt,2022,4
8-30,0,,,,,,,observed,SARIMAX,BASE+mgmt,2022,4
31-90,1,,,,,,,observed,SARIMAX,BASE+mgmt,2022,4
91-180,75,0.202,29.723,23.245,1.072,1.1597,0.585,observed,SARIMAX,BASE+mgmt,2022,4
181-270,74,0.044,57.371,40.999,1.1522,1.1936,0.502,observed,SARIMAX,BASE+mgmt,2022,4
271-365,74,-0.058,33.86,25.481,1.1268,1.2047,0.432,observed,SARIMAX,BASE+mgmt,2022,4
1-7,7,-10.565,11.616,9.172,2.4257,2.7751,-0.603,gapfilled,SARIMAX,BASE+mgmt,2022,4
8-30,23,-31.066,11.222,9.922,1.9089,4.5637,-0.345,gapfilled,SARIMAX,BASE+mgmt,2022,4
31-90,60,-6.483,10.462,8.693,1.0235,1.7996,0.119,gapfilled,SARIMAX,BASE+mgmt,2022,4
91-180,90,0.598,25.627,18.988,0.7277,0.8076,0.898,gapfilled,SARIMAX,BASE+mgmt,2022,4
181-270,90,0.36,36.91,26.223,0.686,0.729,0.69,gapfilled,SARIMAX,BASE+mgmt,2022,4
271-365,95,-0.221,22.335,17.529,1.0339,1.2158,0.585,gapfilled,SARIMAX,BASE+mgmt,2022,4
1-7,0,,,,,,,observed,Ensemble_unweighted,BASE+mgmt,2022,4
8-30,0,,,,,,,observed,Ensemble_unweighted,BASE+mgmt,2022,4
31-90,1,,,,,,,observed,Ensemble_unweighted,BASE+mgmt,2022,4
91-180,75,0.129,31.051,23.904,1.1023,1.1926,0.521,observed,Ensemble_unweighted,BASE+mgmt,2022,4
181-270,74,0.08,56.268,40.123,1.1276,1.1681,0.509,observed,Ensemble_unweighted,BASE+mgmt,2022,4
271-365,74,0.158,30.212,22.419,0.9914,1.0599,0.489,observed,Ensemble_unweighted,BASE+mgmt,2022,4
1-7,7,-11.283,11.971,10.516,2.7813,3.1819,-0.608,gapfilled,Ensemble_unweighted,BASE+mgmt,2022,4
8-30,23,-41.812,12.966,12.61,2.426,5.7998,0.261,gapfilled,Ensemble_unweighted,BASE+mgmt,2022,4
31-90,60,-2.171,6.811,5.618,0.6615,1.1631,0.213,gapfilled,Ensemble_unweighted,BASE+mgmt,2022,4
91-180,90,0.493,28.801,20.672,0.7923,0.8793,0.815,gapfilled,Ensemble_unweighted,BASE+mgmt,2022,4
181-270,90,0.375,36.468,25.975,0.6795,0.7221,0.684,gapfilled,Ensemble_unweighted,BASE+mgmt,2022,4
271-365,95,0.286,17.081,13.427,0.792,0.9313,0.663,gapfilled,Ensemble_unweighted,BASE+mgmt,2022,4
1-7,0,,,,,,,observed,Ensemble_MASEweighted,BASE+mgmt,2022,4
8-30,0,,,,,,,observed,Ensemble_MASEweighted,BASE+mgmt,2022,4
31-90,1,,,,,,,observed,Ensemble_MASEweighted,BASE+mgmt,2022,4
91-180,75,0.129,31.057,23.89,1.1017,1.1919,0.519,observed,Ensemble_MASEweighted,BASE+mgmt,2022,4
181-270,74,0.08,56.27,40.127,1.1277,1.1682,0.509,observed,Ensemble_MASEweighted,BASE+mgmt,2022,4
271-365,74,0.159,30.191,22.392,0.9902,1.0587,0.49,observed,Ensemble_MASEweighted,BASE+mgmt,2022,4
1-7,7,-11.552,12.102,10.667,2.8212,3.2276,-0.587,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2022,4
8-30,23,-43.313,13.192,12.831,2.4685,5.9016,0.266,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2022,4
31-90,60,-2.15,6.788,5.617,0.6614,1.1629,0.212,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2022,4
91-180,90,0.491,28.846,20.679,0.7926,0.8796,0.812,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2022,4
181-270,90,0.375,36.479,25.99,0.6799,0.7225,0.684,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2022,4
271-365,95,0.288,17.052,13.4,0.7904,0.9294,0.664,gapfilled,Ensemble_MASEweighted,BASE+mgmt,2022,4
1-7,0,,,,,,,observed,RF,BASE+bodyweight,2022,4
8-30,0,,,,,,,observed,RF,BASE+bodyweight,2022,4
31-90,1,,,,,,,observed,RF,BASE+bodyweight,2022,4
91-180,75,0.018,32.971,26.418,1.2183,1.318,0.508,observed,RF,BASE+bodyweight,2022,4
181-270,74,0.154,53.982,37.104,1.0428,1.0802,0.521,observed,RF,BASE+bodyweight,2022,4
271-365,74,0.195,29.538,22.043,0.9748,1.0422,0.554,observed,RF,BASE+bodyweight,2022,4
1-7,7,-18.771,15.188,13.806,3.6513,4.1773,-0.004,gapfilled,RF,BASE+bodyweight,2022,4
8-30,23,-92.823,19.195,18.671,3.5921,8.5876,0.399,gapfilled,RF,BASE+bodyweight,2022,4
31-90,60,-4.401,8.889,7.927,0.9333,1.6411,0.178,gapfilled,RF,BASE+bodyweight,2022,4
91-180,90,0.432,30.477,22.913,0.8782,0.9746,0.822,gapfilled,RF,BASE+bodyweight,2022,4
181-270,90,0.405,35.579,24.642,0.6446,0.6851,0.679,gapfilled,RF,BASE+bodyweight,2022,4
271-365,95,0.326,16.594,12.986,0.766,0.9007,0.696,gapfilled,RF,BASE+bodyweight,2022,4
1-7,0,,,,,,,observed,XGB,BASE+bodyweight,2022,4
8-30,0,,,,,,,observed,XGB,BASE+bodyweight,2022,4
31-90,1,,,,,,,observed,XGB,BASE+bodyweight,2022,4
91-180,75,0.145,30.777,22.997,1.0605,1.1474,0.474,observed,XGB,BASE+bodyweight,2022,4
181-270,74,0.107,55.435,38.838,1.0915,1.1307,0.51,observed,XGB,BASE+bodyweight,2022,4
271-365,74,0.171,29.969,22.101,0.9773,1.0449,0.485,observed,XGB,BASE+bodyweight,2022,4
1-7,7,-22.281,16.481,15.278,4.0406,4.6227,-0.169,gapfilled,XGB,BASE+bodyweight,2022,4
8-30,23,-78.822,17.705,17.256,3.3198,7.9368,0.31,gapfilled,XGB,BASE+bodyweight,2022,4
31-90,60,-2.009,6.634,5.881,0.6924,1.2174,0.043,gapfilled,XGB,BASE+bodyweight,2022,4
91-180,90,0.458,29.771,20.372,0.7808,0.8665,0.753,gapfilled,XGB,BASE+bodyweight,2022,4
181-270,90,0.399,35.774,25.183,0.6588,0.7001,0.69,gapfilled,XGB,BASE+bodyweight,2022,4
271-365,95,0.339,16.432,12.799,0.755,0.8877,0.682,gapfilled,XGB,BASE+bodyweight,2022,4
1-7,0,,,,,,,observed,LightGBM,BASE+bodyweight,2022,4
8-30,0,,,,,,,observed,LightGBM,BASE+bodyweight,2022,4
31-90,1,,,,,,,observed,LightGBM,BASE+bodyweight,2022,4
91-180,75,0.129,31.064,23.234,1.0714,1.1592,0.467,observed,LightGBM,BASE+bodyweight,2022,4
181-270,74,-0.058,60.353,45.018,1.2652,1.3106,0.488,observed,LightGBM,BASE+bodyweight,2022,4
271-365,74,0.168,30.023,22.11,0.9777,1.0453,0.485,observed,LightGBM,BASE+bodyweight,2022,4
1-7,7,-12.641,12.615,11.533,3.0502,3.4896,-0.171,gapfilled,LightGBM,BASE+bodyweight,2022,4
8-30,23,-84.693,18.345,17.805,3.4255,8.1893,0.346,gapfilled,LightGBM,BASE+bodyweight,2022,4
31-90,60,-1.634,6.208,5.433,0.6397,1.1248,-0.012,gapfilled,LightGBM,BASE+bodyweight,2022,4
91-180,90,0.458,29.778,20.437,0.7833,0.8693,0.748,gapfilled,LightGBM,BASE+bodyweight,2022,4
181-270,90,0.243,40.143,30.073,0.7867,0.8361,0.659,gapfilled,LightGBM,BASE+bodyweight,2022,4
271-365,95,0.266,17.321,13.488,0.7956,0.9355,0.639,gapfilled,LightGBM,BASE+bodyweight,2022,4
1-7,0,,,,,,,observed,SARIMAX,BASE+bodyweight,2022,4
8-30,0,,,,,,,observed,SARIMAX,BASE+bodyweight,2022,4
31-90,1,,,,,,,observed,SARIMAX,BASE+bodyweight,2022,4
91-180,75,0.202,29.723,23.245,1.072,1.1597,0.585,observed,SARIMAX,BASE+bodyweight,2022,4
181-270,74,0.044,57.371,40.999,1.1522,1.1936,0.502,observed,SARIMAX,BASE+bodyweight,2022,4
271-365,74,-0.058,33.86,25.481,1.1268,1.2047,0.432,observed,SARIMAX,BASE+bodyweight,2022,4
1-7,7,-10.565,11.616,9.172,2.4257,2.7751,-0.603,gapfilled,SARIMAX,BASE+bodyweight,2022,4
8-30,23,-31.066,11.222,9.922,1.9089,4.5637,-0.345,gapfilled,SARIMAX,BASE+bodyweight,2022,4
31-90,60,-6.483,10.462,8.693,1.0235,1.7996,0.119,gapfilled,SARIMAX,BASE+bodyweight,2022,4
91-180,90,0.598,25.627,18.988,0.7277,0.8076,0.898,gapfilled,SARIMAX,BASE+bodyweight,2022,4
181-270,90,0.36,36.91,26.223,0.686,0.729,0.69,gapfilled,SARIMAX,BASE+bodyweight,2022,4
271-365,95,-0.221,22.335,17.529,1.0339,1.2158,0.585,gapfilled,SARIMAX,BASE+bodyweight,2022,4
1-7,0,,,,,,,observed,Ensemble_unweighted,BASE+bodyweight,2022,4
8-30,0,,,,,,,observed,Ensemble_unweighted,BASE+bodyweight,2022,4
31-90,1,,,,,,,observed,Ensemble_unweighted,BASE+bodyweight,2022,4
91-180,75,0.14,30.858,23.741,1.0948,1.1845,0.538,observed,Ensemble_unweighted,BASE+bodyweight,2022,4
181-270,74,0.081,56.232,40.147,1.1283,1.1688,0.512,observed,Ensemble_unweighted,BASE+bodyweight,2022,4
271-365,74,0.158,30.196,22.431,0.992,1.0605,0.493,observed,Ensemble_unweighted,BASE+bodyweight,2022,4
1-7,7,-9.762,11.205,9.799,2.5916,2.9649,-0.693,gapfilled,Ensemble_unweighted,BASE+bodyweight,2022,4
